Dates,KR
2018-06-20,33.06999969482422
2018-06-21,32.31999969482422
2018-06-25,32.720001220703125
2018-06-22,32.439998626708984
2018-06-26,33.130001068115234
2018-06-27,33.599998474121094
2018-06-28,32.95000076293945
2018-06-29,33.029998779296875
2018-07-02,32.939998626708984
2018-07-03,33.290000915527344
2018-07-05,33.25
2018-07-16,33.66999816894531
2018-09-18,34.439998626708984
2019-01-24,34.27000045776367
2019-09-05,32.91999816894531
2018-11-21,32.77000045776367
2020-01-13,32.630001068115234
2020-04-01,32.33000183105469
2020-06-19,32.63999938964844
2019-10-29,32.54999923706055
2020-01-16,31.780000686645508
2020-06-22,32.0
2018-10-03,32.5
2018-07-31,32.9900016784668
2019-03-12,33.27000045776367
2019-02-08,34.02000045776367
2019-01-07,34.72999954223633
2018-12-06,34.689998626708984
2019-08-19,34.58000183105469
2019-07-18,34.27000045776367
2019-05-15,33.939998626708984
2019-09-20,33.880001068115234
2019-11-01,34.900001525878906
2020-04-07,35.18000030517578
2020-06-25,35.04999923706055
2020-06-16,34.66999816894531
2019-11-04,34.75
2020-01-22,34.119998931884766
2019-11-07,33.93000030517578
2020-04-13,31.809999465942383
2019-07-01,31.579999923706055
2019-05-30,31.010000228881836
2018-08-15,32.0099983215332
2018-10-18,32.290000915527344
2019-03-27,32.52000045776367
2019-01-22,32.310001373291016
2018-12-21,32.779998779296875
2019-09-03,33.279998779296875
2018-11-19,33.40999984741211
2019-08-02,34.0
2020-01-28,33.97999954223633
2020-04-16,32.970001220703125
2019-11-13,32.380001068115234
2020-01-31,31.670000076293945
2018-12-04,30.989999771118164
2018-11-02,31.420000076293945
2019-07-16,31.93000030517578
2018-08-30,32.59000015258789
2018-10-01,32.400001525878906
2019-06-14,32.279998779296875
2019-05-13,31.559999465942383
2019-04-11,31.610000610351562
2019-02-06,32.25
2019-09-18,32.869998931884766
2020-02-03,32.459999084472656
2020-04-22,32.900001525878906
2019-11-19,32.84000015258789
2020-02-06,33.470001220703125
2019-11-22,33.81999969482422
2019-03-25,33.83000183105469
2019-02-21,33.83000183105469
2018-12-19,32.97999954223633
2018-07-12,32.25
2018-09-14,32.029998779296875
2018-08-13,32.349998474121094
2018-10-16,31.899999618530273
2019-07-31,31.889999389648438
2019-05-28,32.630001068115234
2019-04-26,31.920000076293945
2020-04-28,30.65999984741211
2019-11-25,30.850000381469727
2020-02-12,30.690000534057617
2020-05-01,30.84000015258789
2020-05-04,30.790000915527344
2019-06-12,30.459999084472656
2019-04-09,29.940000534057617
2019-03-08,29.989999771118164
2019-02-04,28.8799991607666
2018-07-27,27.389999389648438
2018-08-28,27.549999237060547
2019-01-03,27.360000610351562
2019-08-15,26.59000015258789
2018-10-31,27.260000228881836
2019-09-16,26.690000534057617
2020-02-18,25.889999389648438
2020-05-07,26.06999969482422
2018-08-17,26.850000381469727
2019-12-04,27.15999984741211
2020-02-21,27.049999237060547
2018-12-17,26.75
2019-08-30,25.510000228881836
2018-11-15,23.639999389648438
2019-07-29,23.799999237060547
2019-06-27,23.149999618530273
2019-04-24,23.280000686645508
2018-07-10,23.3700008392334
2018-09-12,23.0
2019-02-19,22.40999984741211
