Dates,KR
2018-06-20,32.150001525878906
2018-06-21,32.2400016784668
2018-06-25,32.59000015258789
2018-06-22,32.119998931884766
2018-06-26,32.349998474121094
2018-06-27,33.52000045776367
2018-06-28,32.77000045776367
2018-06-29,32.86000061035156
2018-07-02,32.189998626708984
2018-07-03,33.20000076293945
2018-07-05,33.18000030517578
2018-07-16,32.970001220703125
2018-09-18,33.81999969482422
2019-01-24,33.900001525878906
2019-09-05,32.68000030517578
2018-11-21,32.470001220703125
2020-01-13,32.41999816894531
2020-04-01,32.08000183105469
2020-06-19,31.989999771118164
2019-10-29,31.809999465942383
2020-01-16,31.729999542236328
2020-06-22,30.809999465942383
2018-10-03,31.34000015258789
2018-07-31,32.83000183105469
2019-03-12,32.58000183105469
2019-02-08,32.88999938964844
2019-01-07,33.83000183105469
2018-12-06,34.630001068115234
2019-08-19,34.25
2019-07-18,33.7400016784668
2019-05-15,33.630001068115234
2019-09-20,33.34000015258789
2019-11-01,33.83000183105469
2020-04-07,35.0
2020-06-25,34.779998779296875
2020-06-16,34.38999938964844
2019-11-04,34.369998931884766
2020-01-22,33.849998474121094
2019-11-07,33.63999938964844
2020-04-13,31.790000915527344
2019-07-01,31.40999984741211
2019-05-30,30.809999465942383
2018-08-15,31.329999923706055
2018-10-18,32.2400016784668
2019-03-27,32.18000030517578
2019-01-22,32.060001373291016
2018-12-21,32.43000030517578
2019-09-03,32.70000076293945
2018-11-19,33.2400016784668
2019-08-02,33.369998931884766
2020-01-28,33.790000915527344
2020-04-16,32.72999954223633
2019-11-13,32.22999954223633
2020-01-31,31.360000610351562
2018-12-04,30.690000534057617
2018-11-02,30.450000762939453
2019-07-16,31.5
2018-08-30,31.790000915527344
2018-10-01,32.349998474121094
2019-06-14,31.700000762939453
2019-05-13,31.34000015258789
2019-04-11,31.399999618530273
2019-02-06,31.760000228881836
2019-09-18,32.2599983215332
2020-02-03,32.369998931884766
2020-04-22,32.189998626708984
2019-11-19,32.52000045776367
2020-02-06,33.119998931884766
2019-11-22,33.060001373291016
2019-03-25,33.220001220703125
2019-02-21,33.619998931884766
2018-12-19,32.95000076293945
2018-07-12,31.860000610351562
2018-09-14,31.31999969482422
2018-08-13,31.959999084472656
2018-10-16,31.530000686645508
2019-07-31,31.170000076293945
2019-05-28,31.75
2019-04-26,31.670000076293945
2020-04-28,30.59000015258789
2019-11-25,30.459999084472656
2020-02-12,30.68000030517578
2020-05-01,30.540000915527344
2020-05-04,30.440000534057617
2019-06-12,30.299999237060547
2019-04-09,29.920000076293945
2019-03-08,29.219999313354492
2019-02-04,28.6299991607666
2018-07-27,27.360000610351562
2018-08-28,27.469999313354492
2019-01-03,26.68000030517578
2019-08-15,26.100000381469727
2018-10-31,25.549999237060547
2019-09-16,26.6299991607666
2020-02-18,25.559999465942383
2020-05-07,25.559999465942383
2018-08-17,26.049999237060547
2019-12-04,26.600000381469727
2020-02-21,26.549999237060547
2018-12-17,26.559999465942383
2019-08-30,25.350000381469727
2018-11-15,23.450000762939453
2019-07-29,23.450000762939453
2019-06-27,22.549999237060547
2019-04-24,22.90999984741211
2018-07-10,23.25
2018-09-12,22.68000030517578
2019-02-19,21.899999618530273
2019-01-18,22.40999984741211
2020-02-24,21.670000076293945
2020-05-13,22.34000015258789
2019-12-10,22.200000762939453
2020-02-27,22.1200008392334
2019-12-13,22.799999237060547
2020-05-19,22.40999984741211
2019-03-06,22.709999084472656
2018-11-30,22.059999465942383
2019-08-13,21.049999237060547
2019-07-12,21.520000457763672
2019-06-10,20.850000381469727
2019-05-09,20.809999465942383
2018-07-25,21.559999465942383
2018-09-27,21.270000457763672
2018-10-29,21.280000686645508
2019-10-16,21.280000686645508
2019-12-16,21.049999237060547
2020-03-04,20.81999969482422
2020-05-22,20.690000534057617
2019-10-01,20.649999618530273
2019-12-19,20.459999084472656
2018-09-10,20.09000015258789
2019-05-24,20.40999984741211
2018-08-09,21.149999618530273
2019-04-22,21.010000228881836
2019-03-21,20.84000015258789
2019-01-16,20.540000915527344
2019-08-28,21.270000457763672
2018-11-13,21.81999969482422
2018-10-12,22.639999389648438
2019-06-25,23.170000076293945
2020-03-10,22.93000030517578
2020-05-28,22.700000762939453
2019-10-07,22.690000534057617
2020-03-13,22.950000762939453
2019-10-10,22.780000686645508
2020-03-16,22.770000457763672
2020-06-03,23.729999542236328
2018-11-28,23.489999771118164
2018-09-25,22.940000534057617
2018-07-23,22.790000915527344
2018-08-24,22.979999542236328
2019-07-10,22.6200008392334
2019-05-07,23.020000457763672
2019-04-05,23.18000030517578
2019-03-04,23.440000534057617
2019-01-31,23.3799991607666
2019-09-12,23.959999084472656
2019-12-31,24.549999237060547
2020-03-19,24.860000610351562
2020-01-03,23.860000610351562
2020-06-09,24.18000030517578
2019-02-15,24.329999923706055
2019-01-14,24.579999923706055
2018-07-06,24.709999084472656
2018-08-07,24.979999542236328
2018-10-10,25.68000030517578
2018-12-13,25.549999237060547
2019-08-26,26.1299991607666
2019-07-25,26.1200008392334
2019-05-22,26.209999084472656
2019-03-19,26.18000030517578
2020-01-06,26.440000534057617
2020-03-25,26.530000686645508
2020-06-12,26.15999984741211
2019-10-22,26.530000686645508
2020-01-09,26.729999542236328
2020-06-15,26.760000228881836
2019-10-25,26.18000030517578
2020-03-31,25.75
2020-06-18,25.219999313354492
2019-04-03,26.030000686645508
2018-08-22,26.56999969482422
2018-10-25,26.959999084472656
2019-01-29,27.25
2018-12-28,27.559999465942383
2018-11-26,28.010000228881836
