Dates,KR
2019-08-09,27.65999984741211
2019-07-08,27.6299991607666
2019-06-06,27.959999084472656
2019-09-10,27.149999618530273
2020-01-15,26.889999389648438
2020-04-03,27.34000015258789
2019-10-31,27.110000610351562
2020-04-06,26.8700008392334
2020-06-24,27.31999969482422
2018-11-09,27.639999389648438
2019-07-23,26.84000015258789
2019-06-21,26.25
2019-05-20,26.18000030517578
2019-04-18,26.649999618530273
2018-09-06,26.489999771118164
2018-10-08,26.3799991607666
2019-02-13,26.68000030517578
2018-12-11,26.389999389648438
2019-09-25,26.329999923706055
2020-01-21,25.920000076293945
2020-04-09,25.610000610351562
2019-11-06,25.56999969482422
2020-01-24,25.440000534057617
2020-01-27,25.649999618530273
2020-04-15,25.809999465942383
2018-12-26,25.579999923706055
2019-08-07,25.440000534057617
2019-06-04,25.149999618530273
2018-09-21,25.459999084472656
2018-07-19,23.75
2018-08-20,23.420000076293945
2018-10-23,23.18000030517578
2019-05-03,23.760000228881836
2019-04-01,23.700000762939453
2019-02-28,23.010000228881836
2019-11-12,22.8799991607666
2020-01-30,22.170000076293945
2019-11-15,22.040000915527344
2020-04-21,21.309999465942383
2019-04-16,21.969999313354492
2019-03-15,21.920000076293945
2019-02-11,22.59000015258789
2019-01-10,22.65999984741211
2019-08-22,22.6299991607666
2018-11-07,23.270000457763672
2018-08-03,23.229999542236328
2018-09-04,22.440000534057617
2019-06-19,22.139999389648438
2019-09-23,21.889999389648438
2019-11-18,21.350000381469727
2020-02-05,21.0
2020-04-24,20.600000381469727
2019-03-29,21.469999313354492
2019-11-21,21.510000228881836
2020-04-27,21.450000762939453
2020-02-11,22.209999084472656
2020-04-30,22.81999969482422
2019-05-01,23.260000228881836
2019-02-26,23.139999389648438
2019-01-25,22.280000686645508
2018-12-24,22.350000381469727
2019-09-06,21.770000457763672
2018-07-17,21.90999984741211
2018-09-19,22.440000534057617
2019-08-05,22.93000030517578
2019-10-08,23.68000030517578
2019-12-11,24.43000030517578
2019-11-27,24.6299991607666
2020-02-14,24.350000381469727
2020-05-06,24.6299991607666
2019-01-08,24.559999465942383
2018-12-07,24.420000076293945
2019-08-20,24.93000030517578
2018-11-05,24.229999542236328
2019-07-19,24.020000457763672
2018-10-04,24.170000076293945
2019-06-17,24.329999923706055
2019-05-16,24.84000015258789
2018-08-01,25.030000686645508
2019-03-13,25.0
2019-12-03,24.979999542236328
2020-02-20,24.6200008392334
2019-12-06,24.040000915527344
2020-05-12,23.190000534057617
2019-12-09,22.59000015258789
2020-02-26,23.030000686645508
2020-05-15,23.700000762939453
2019-03-28,23.940000534057617
2018-09-17,24.299999237060547
2018-08-16,24.399999618530273
2018-10-19,24.489999771118164
2019-04-29,23.8700008392334
2019-01-23,23.639999389648438
2019-09-04,24.610000610351562
2018-11-20,24.75
2019-07-02,23.93000030517578
2019-05-31,23.399999618530273
2019-12-12,23.15999984741211
2020-05-18,22.739999771118164
2019-09-27,23.06999969482422
2020-03-03,23.389999389648438
2020-05-21,23.290000915527344
2019-05-14,23.229999542236328
2018-08-31,21.760000228881836
2018-07-30,20.43000030517578
2018-10-02,20.6200008392334
2019-04-12,21.239999771118164
2019-03-11,20.729999542236328
2019-02-07,21.100000381469727
2019-07-17,21.280000686645508
2019-09-19,20.790000915527344
2019-10-21,20.950000762939453
2019-12-18,21.25
2020-03-06,21.170000076293945
2019-10-03,21.760000228881836
2020-03-09,21.59000015258789
2020-05-27,21.100000381469727
2019-12-24,22.190000534057617
2020-03-12,22.940000534057617
2018-12-20,23.15999984741211
2019-08-01,23.540000915527344
2018-08-14,24.020000457763672
2018-07-13,22.219999313354492
2018-10-17,21.360000610351562
2019-05-29,22.200000762939453
2019-03-26,22.639999389648438
2019-02-22,22.850000381469727
2019-10-04,23.079999923706055
2019-11-05,23.100000381469727
2019-12-27,22.920000076293945
2020-06-02,23.450000762939453
2019-12-30,23.239999771118164
2020-03-18,23.350000381469727
2020-06-05,23.399999618530273
2019-07-15,23.709999084472656
2018-12-03,23.030000686645508
2019-06-13,22.65999984741211
2019-01-04,22.06999969482422
2018-08-29,21.780000686645508
2019-02-05,22.290000915527344
2018-11-01,21.889999389648438
2019-08-16,21.3700008392334
2019-04-10,21.270000457763672
2019-09-17,21.68000030517578
2019-10-15,21.950000762939453
2020-01-02,21.799999237060547
2020-06-08,22.200000762939453
2019-10-18,21.959999084472656
2020-03-24,22.040000915527344
2020-06-11,22.079999923706055
2020-01-08,21.540000915527344
2019-04-25,22.100000381469727
2019-07-30,22.299999237060547
2019-02-20,21.950000762939453
2018-07-11,22.239999771118164
2018-09-13,21.829999923706055
2018-10-15,21.59000015258789
2019-06-28,21.540000915527344
2018-12-18,20.920000076293945
2018-11-16,21.350000381469727
2019-10-02,21.959999084472656
2020-03-27,22.100000381469727
2020-01-10,21.850000381469727
2019-10-24,21.90999984741211
2020-03-30,21.59000015258789
2020-06-17,21.510000228881836
2020-01-14,21.90999984741211
2020-04-02,21.56999969482422
2019-01-02,21.540000915527344
2019-08-14,22.09000015258789
2018-10-30,21.81999969482422
2019-06-11,21.81999969482422
2019-05-10,22.059999465942383
2019-04-08,22.299999237060547
2018-08-27,22.389999389648438
2018-07-26,22.079999923706055
2018-09-28,22.389999389648438
2019-03-07,22.15999984741211
2019-10-30,22.229999542236328
2020-01-17,21.8700008392334
2020-06-23,21.309999465942383
2020-04-08,21.43000030517578
2020-06-26,22.059999465942383
2019-03-22,22.020000457763672
2019-01-17,22.049999237060547
2019-08-29,22.18000030517578
2018-11-14,22.3799991607666
2019-06-26,22.700000762939453
2018-09-11,23.59000015258789
2018-07-09,23.729999542236328
2018-08-10,23.8700008392334
2019-04-23,24.25
2019-09-30,24.610000610351562
2020-01-23,24.8799991607666
2019-11-08,24.989999771118164
2020-04-14,25.40999984741211
2019-11-11,25.420000076293945
2020-01-29,25.350000381469727
2020-04-17,25.489999771118164
2018-07-24,25.09000015258789
2018-09-26,25.34000015258789
2019-05-08,25.360000610351562
2019-03-05,25.459999084472656
2019-02-01,24.309999465942383
2018-12-31,24.729999542236328
2018-11-29,24.540000915527344
2019-08-12,24.729999542236328
2019-07-11,24.309999465942383
2019-09-13,23.709999084472656
2019-11-14,23.209999084472656
2020-04-20,23.34000015258789
2020-02-04,23.399999618530273
2020-04-23,22.68000030517578
2018-12-14,21.84000015258789
2019-08-27,22.309999465942383
2018-08-08,22.549999237060547
2018-10-11,21.520000457763672
2018-11-12,21.84000015258789
2019-07-26,21.3799991607666
2019-06-24,21.1200008392334
2019-05-23,21.3799991607666
2019-03-20,21.43000030517578
2019-01-15,21.200000762939453
2019-11-20,21.559999465942383
2020-02-07,21.850000381469727
2020-02-10,21.8799991607666
2020-04-29,22.030000686645508
2019-11-26,22.110000610351562
2020-02-13,21.90999984741211
2019-01-30,21.969999313354492
2018-08-23,21.780000686645508
2018-09-24,20.81999969482422
2018-11-27,20.670000076293945
2018-10-26,20.5
2019-07-09,20.06999969482422
2019-06-07,19.170000076293945
2019-05-06,18.559999465942383
2019-04-04,17.670000076293945
2019-09-11,16.670000076293945
2019-11-29,15.710000038146973
2020-05-05,15.890000343322754
2019-12-02,16.200000762939453
2020-02-19,16.600000381469727
2020-05-08,16.520000457763672
2019-05-21,15.960000038146973
2019-03-18,12.25
2018-09-07,12.369999885559082
2018-08-06,12.279999732971191
2018-10-09,10.579999923706055
2019-02-14,10.899999618530273
2018-12-12,10.010000228881836
2019-07-24,10.6899995803833
2019-09-26,9.180000305175781
2019-10-28,9.1899995803833
2019-12-05,9.600000381469727
2020-05-11,9.119999885559082
2019-07-03,9.670000076293945
2020-02-25,10.520000457763672
2020-05-14,11.529999732971191
2020-02-28,11.550000190734863
2019-08-08,10.670000076293945
2019-06-05,10.300000190734863
2018-07-20,9.4399995803833
2018-08-21,9.899999618530273
2018-10-24,10.25
2019-04-02,10.800000190734863
2019-03-01,12.239999771118164
2019-01-28,12.359999656677246
2018-12-27,12.130000114440918
2019-09-09,12.619999885559082
2020-03-02,12.670000076293945
2020-05-20,12.260000228881836
2019-12-17,12.369999885559082
2020-03-05,12.369999885559082
2019-02-12,12.010000228881836
2019-01-11,12.420000076293945
2018-12-10,12.09000015258789
2019-08-23,12.949999809265137
2018-11-08,13.270000457763672
2019-07-22,12.779999732971191
2019-06-20,13.59000015258789
2018-09-05,14.300000190734863
2019-04-17,13.789999961853027
2019-09-24,13.460000038146973
2019-12-20,13.289999961853027
2020-05-26,13.5
2019-04-30,12.920000076293945
2019-12-23,13.300000190734863
2020-03-11,14.140000343322754
2020-05-29,14.390000343322754
2019-12-26,14.34000015258789
2020-06-01,13.550000190734863
2019-05-02,13.100000381469727
2019-02-27,13.710000038146973
2018-11-23,14.34000015258789
2019-08-06,14.489999771118164
2018-07-18,14.739999771118164
2018-09-20,15.050000190734863
2018-10-22,14.760000228881836
2019-07-05,15.600000381469727
2019-06-03,15.899999618530273
2019-10-09,16.239999771118164
2019-10-11,16.030000686645508
2020-03-17,16.229999542236328
2020-06-04,16.3799991607666
2019-10-14,17.31999969482422
2020-03-20,16.8799991607666
2018-11-06,17.540000915527344
2019-06-18,18.530000686645508
2019-05-17,18.010000228881836
2019-04-15,17.260000228881836
2019-03-14,15.510000228881836
2019-01-09,15.479999542236328
2018-08-02,15.079999923706055
2018-10-05,16.450000762939453
2019-08-21,16.040000915527344
2019-10-17,15.739999771118164
2020-03-23,15.380000114440918
2020-06-10,15.220000267028809
2019-02-25,15.449999809265137
2020-01-07,14.069999694824219
2020-03-26,14.109999656677246
2019-10-23,14.489999771118164
