Dates,KR
2018-09-21,26.049999237060547
2018-07-19,25.809999465942383
2018-08-20,24.34000015258789
2018-10-23,23.81999969482422
2019-05-03,24.280000686645508
2019-04-01,24.239999771118164
2019-02-28,23.639999389648438
2019-11-12,23.399999618530273
2020-01-30,22.770000457763672
2019-11-15,22.56999969482422
2020-04-21,22.09000015258789
2019-04-16,22.459999084472656
2019-03-15,22.81999969482422
2019-02-11,23.0
2019-01-10,23.270000457763672
2019-08-22,23.360000610351562
2018-11-07,23.829999923706055
2018-08-03,23.540000915527344
2018-09-04,23.079999923706055
2019-06-19,23.360000610351562
2019-09-23,22.3799991607666
2019-11-18,21.84000015258789
2020-02-05,21.770000457763672
2020-04-24,21.469999313354492
2019-03-29,22.139999389648438
2019-11-21,22.290000915527344
2020-04-27,22.280000686645508
2020-02-11,23.079999923706055
2020-04-30,23.540000915527344
2019-05-01,23.770000457763672
2019-02-26,23.719999313354492
2019-01-25,22.989999771118164
2018-12-24,22.790000915527344
2019-09-06,22.75
2018-07-17,22.829999923706055
2018-09-19,23.15999984741211
2019-08-05,23.3700008392334
2019-10-08,24.440000534057617
2019-12-11,25.200000762939453
2019-11-27,25.350000381469727
2020-02-14,24.809999465942383
2020-05-06,25.31999969482422
2019-01-08,25.010000228881836
2018-12-07,25.06999969482422
2019-08-20,25.5
2018-11-05,25.360000610351562
2019-07-19,24.649999618530273
2018-10-04,24.549999237060547
2019-06-17,25.200000762939453
2019-05-16,25.1299991607666
2018-08-01,25.450000762939453
2019-03-13,25.360000610351562
2019-12-03,25.440000534057617
2020-02-20,25.059999465942383
2019-12-06,24.649999618530273
2020-05-12,24.270000457763672
2019-12-09,23.329999923706055
2020-02-26,23.770000457763672
2020-05-15,24.149999618530273
2019-03-28,24.520000457763672
2018-09-17,25.0
2018-08-16,25.020000457763672
2018-10-19,24.90999984741211
2019-04-29,24.829999923706055
2019-01-23,24.56999969482422
2019-09-04,25.950000762939453
2018-11-20,25.790000915527344
2019-07-02,25.3700008392334
2019-05-31,23.950000762939453
2019-12-12,24.18000030517578
2020-05-18,23.459999084472656
2019-09-27,24.15999984741211
2020-03-03,24.110000610351562
2020-05-21,23.93000030517578
2019-05-14,23.969999313354492
2018-08-31,23.010000228881836
2018-07-30,21.860000610351562
2018-10-02,21.299999237060547
2019-04-12,21.700000762939453
2019-03-11,21.290000915527344
2019-02-07,21.399999618530273
2019-07-17,21.959999084472656
2019-09-19,21.850000381469727
2019-10-21,21.479999542236328
2019-12-18,21.81999969482422
2020-03-06,21.989999771118164
2019-10-03,22.270000457763672
2020-03-09,22.200000762939453
2020-05-27,22.209999084472656
2019-12-24,22.690000534057617
2020-03-12,24.040000915527344
2018-12-20,23.649999618530273
2019-08-01,24.290000915527344
2018-08-14,24.729999542236328
2018-07-13,23.700000762939453
2018-10-17,22.8799991607666
2019-05-29,23.0
2019-03-26,23.889999389648438
2019-02-22,23.700000762939453
2019-10-04,23.739999771118164
2019-11-05,23.530000686645508
2019-12-27,23.600000381469727
2020-06-02,24.389999389648438
2019-12-30,24.110000610351562
2020-03-18,24.290000915527344
2020-06-05,24.18000030517578
2019-07-15,24.3799991607666
2018-12-03,24.010000228881836
2019-06-13,23.389999389648438
2019-01-04,22.649999618530273
2018-08-29,22.700000762939453
2019-02-05,22.799999237060547
2018-11-01,22.549999237060547
2019-08-16,21.81999969482422
2019-04-10,21.670000076293945
2019-09-17,21.959999084472656
2019-10-15,22.489999771118164
2020-01-02,22.389999389648438
2020-06-08,22.690000534057617
2019-10-18,22.420000076293945
2020-03-24,22.559999465942383
2020-06-11,22.079999923706055
2020-01-08,22.329999923706055
2019-04-25,22.860000610351562
2019-07-30,23.200000762939453
2019-02-20,23.06999969482422
2018-07-11,22.610000610351562
2018-09-13,22.690000534057617
2018-10-15,22.489999771118164
2019-06-28,23.1200008392334
2018-12-18,21.520000457763672
2018-11-16,21.969999313354492
2019-10-02,22.549999237060547
2020-03-27,22.790000915527344
2020-01-10,22.68000030517578
2019-10-24,22.34000015258789
2020-03-30,22.270000457763672
2020-06-17,22.31999969482422
2020-01-14,22.450000762939453
2020-04-02,22.030000686645508
2019-01-02,22.010000228881836
2019-08-14,22.850000381469727
2018-10-30,22.579999923706055
2019-06-11,22.34000015258789
2019-05-10,22.790000915527344
2019-04-08,22.700000762939453
2018-08-27,23.049999237060547
2018-07-26,22.75
2018-09-28,22.709999084472656
2019-03-07,22.670000076293945
2019-10-30,22.670000076293945
2020-01-17,22.549999237060547
2020-06-23,21.93000030517578
2020-04-08,22.170000076293945
2020-06-26,22.440000534057617
2019-03-22,22.540000915527344
2019-01-17,22.690000534057617
2019-08-29,22.93000030517578
2018-11-14,22.719999313354492
2019-06-26,23.889999389648438
2018-09-11,24.049999237060547
2018-07-09,24.25
2018-08-10,24.3799991607666
2019-04-23,24.899999618530273
2019-09-30,25.049999237060547
2020-01-23,25.280000686645508
2019-11-08,25.600000381469727
2020-04-14,25.739999771118164
2019-11-11,25.719999313354492
2020-01-29,25.809999465942383
2020-04-17,25.899999618530273
2018-07-24,25.639999389648438
2018-09-26,25.729999542236328
2019-05-08,25.989999771118164
2019-03-05,25.790000915527344
2019-02-01,25.459999084472656
2018-12-31,25.270000457763672
2018-11-29,25.100000381469727
2019-08-12,25.0
2019-07-11,24.829999923706055
2019-09-13,24.09000015258789
2019-11-14,23.950000762939453
2020-04-20,23.719999313354492
2020-02-04,23.850000381469727
2020-04-23,23.510000228881836
2018-12-14,23.360000610351562
2019-08-27,23.149999618530273
2018-08-08,23.049999237060547
2018-10-11,22.459999084472656
2018-11-12,22.34000015258789
2019-07-26,22.229999542236328
2019-06-24,22.360000610351562
2019-05-23,21.809999465942383
2019-03-20,21.84000015258789
2019-01-15,22.040000915527344
2019-11-20,21.969999313354492
2020-02-07,22.329999923706055
2020-02-10,22.549999237060547
2020-04-29,22.360000610351562
2019-11-26,22.579999923706055
2020-02-13,22.59000015258789
2019-01-30,22.209999084472656
2018-08-23,22.18000030517578
2018-09-24,21.639999389648438
2018-11-27,21.149999618530273
2018-10-26,20.959999084472656
2019-07-09,20.56999969482422
2019-06-07,19.770000457763672
2019-05-06,19.700000762939453
2019-04-04,18.780000686645508
2019-09-11,17.600000381469727
2019-11-29,16.399999618530273
2020-05-05,17.190000534057617
2019-12-02,17.399999618530273
2020-02-19,17.299999237060547
2020-05-08,17.0
2019-05-21,16.6200008392334
2019-03-18,14.75
2018-09-07,13.84000015258789
2018-08-06,13.319999694824219
2018-10-09,12.069999694824219
2019-02-14,12.729999542236328
2018-12-12,12.529999732971191
2019-07-24,12.029999732971191
2019-09-26,10.920000076293945
2019-10-28,10.890000343322754
2019-12-05,10.619999885559082
2020-05-11,10.140000343322754
2019-07-03,11.350000381469727
2020-02-25,12.380000114440918
2020-05-14,12.630000114440918
2020-02-28,12.180000305175781
2019-08-08,11.789999961853027
2019-06-05,11.319999694824219
2018-07-20,10.100000381469727
2018-08-21,11.210000038146973
2018-10-24,10.869999885559082
2019-04-02,11.850000381469727
2019-03-01,13.300000190734863
2019-01-28,13.0
2018-12-27,14.140000343322754
2019-09-09,13.460000038146973
2020-03-02,13.479999542236328
2020-05-20,12.970000267028809
2019-12-17,12.9399995803833
2020-03-05,13.0600004196167
2019-02-12,13.5600004196167
2019-01-11,13.300000190734863
2018-12-10,13.979999542236328
2019-08-23,13.899999618530273
2018-11-08,14.229999542236328
2019-07-22,13.800000190734863
2019-06-20,14.260000228881836
2018-09-05,14.920000076293945
2019-04-17,14.789999961853027
2019-09-24,13.880000114440918
2019-12-20,14.050000190734863
2020-05-26,14.640000343322754
2019-04-30,13.739999771118164
2019-12-23,14.069999694824219
2020-03-11,15.020000457763672
2020-05-29,14.890000343322754
2019-12-26,15.029999732971191
2020-06-01,14.5600004196167
2019-05-02,14.329999923706055
2019-02-27,14.489999771118164
2018-11-23,15.489999771118164
2019-08-06,15.170000076293945
2018-07-18,15.720000267028809
2018-09-20,15.729999542236328
2018-10-22,15.199999809265137
2019-07-05,16.170000076293945
2019-06-03,16.559999465942383
2019-10-09,16.65999984741211
2019-10-11,16.729999542236328
2020-03-17,16.739999771118164
2020-06-04,17.299999237060547
2019-10-14,17.68000030517578
2020-03-20,17.489999771118164
2018-11-06,18.270000457763672
2019-06-18,19.299999237060547
2019-05-17,18.719999313354492
2019-04-15,18.389999389648438
2019-03-14,16.520000457763672
2019-01-09,16.709999084472656
2018-08-02,16.549999237060547
2018-10-05,17.389999389648438
2019-08-21,16.899999618530273
2019-10-17,16.299999237060547
2020-03-23,16.68000030517578
2020-06-10,15.59000015258789
2019-02-25,15.829999923706055
2020-01-07,15.270000457763672
2020-03-26,14.970000267028809
2019-10-23,14.9399995803833
