Dates,BKNG
2019-06-27,1888.3699951171875
2019-04-24,1888.8699951171875
2018-07-10,1855.3199462890625
2018-09-12,1780.0
2019-02-19,1750.4300537109375
2019-01-18,1760.4000244140625
2020-02-24,1764.0799560546875
2020-05-13,1802.43994140625
2019-12-10,1824.6099853515625
2020-02-27,1869.449951171875
2019-12-13,1865.1500244140625
2020-05-19,1891.8800048828125
2019-03-06,1919.699951171875
2018-11-30,1863.1400146484375
2019-08-13,1882.239990234375
2019-07-12,1834.510009765625
2019-06-10,1826.010009765625
2019-05-09,1852.3499755859375
2018-07-25,1856.1500244140625
2018-09-27,1833.0699462890625
2018-10-29,1807.1400146484375
2019-10-16,1739.52001953125
2019-12-16,1769.4200439453125
2020-03-04,1736.6300048828125
2020-05-22,1705.1800537109375
2019-10-01,1633.3900146484375
2019-12-19,1616.8299560546875
2018-09-10,1703.25
2019-05-24,1717.800048828125
2018-08-09,1715.8299560546875
2019-04-22,1722.4200439453125
2019-03-21,1721.699951171875
2019-01-16,1663.1199951171875
2019-08-28,1717.550048828125
2018-11-13,1711.8199462890625
2018-10-12,1686.9200439453125
2019-06-25,1649.489990234375
2020-03-10,1677.3299560546875
2020-05-28,1665.8900146484375
2019-10-07,1692.8800048828125
2020-03-13,1698.31005859375
2019-10-10,1680.5699462890625
2020-03-16,1724.510009765625
2020-06-03,1760.260009765625
2018-11-28,1708.97998046875
2018-09-25,1744.31005859375
2018-07-23,1795.6700439453125
2018-08-24,1802.199951171875
2019-07-10,1813.5999755859375
2019-05-07,1808.800048828125
2019-04-05,1818.699951171875
2019-03-04,1832.81005859375
2019-01-31,1836.9599609375
2019-09-12,1860.989990234375
2019-12-31,1902.260009765625
2020-03-19,1906.9300537109375
2020-01-03,1877.06005859375
2020-06-09,1871.0899658203125
2019-02-15,1865.0
2019-01-14,1895.2900390625
2018-07-06,1919.969970703125
2018-08-07,1902.3299560546875
2018-10-10,1933.5699462890625
2018-12-13,1935.5
2019-08-26,1926.1700439453125
2019-07-25,1906.31005859375
2019-05-22,1910.52001953125
2019-03-19,1890.030029296875
2020-01-06,1915.72998046875
2020-03-25,1906.0
2020-06-12,1697.0400390625
2019-10-22,1714.0799560546875
2020-01-09,1707.8199462890625
2020-06-15,1745.9300537109375
2019-10-25,1751.6199951171875
2020-03-31,1725.010009765625
2020-06-18,1715.8199462890625
2019-04-03,1709.9000244140625
2018-08-22,1736.0
2018-10-25,1760.7099609375
2019-01-29,1743.8800048828125
2018-12-28,1752.1700439453125
2018-11-26,1756.3299560546875
2019-08-09,1764.030029296875
2019-07-08,1774.4300537109375
2019-06-06,1774.3599853515625
2019-09-10,1721.5899658203125
2020-01-15,1752.3900146484375
2020-04-03,1768.8699951171875
2019-10-31,1752.1099853515625
2020-04-06,1728.8900146484375
2020-06-24,1744.9100341796875
2018-11-09,1759.22998046875
2019-07-23,1763.550048828125
2019-06-21,1774.9300537109375
2019-05-20,1780.5999755859375
2019-04-18,1769.449951171875
2018-09-06,1788.719970703125
2018-10-08,1794.469970703125
2019-02-13,1806.0
2018-12-11,1818.5899658203125
2019-09-25,1833.0699462890625
2020-01-21,1846.22998046875
2020-04-09,1841.699951171875
2019-11-06,1839.7900390625
2020-01-24,1844.31005859375
2020-01-27,1844.1700439453125
2020-04-15,1887.72998046875
2018-12-26,1867.280029296875
2019-08-07,1866.260009765625
2019-06-04,1868.0
2018-09-21,1876.3199462890625
2018-07-19,1854.989990234375
2018-08-20,1829.52001953125
2018-10-23,1808.0
2019-05-03,1824.0699462890625
2019-04-01,1800.510009765625
2019-02-28,1785.0
2019-11-12,1751.6300048828125
2020-01-30,1736.030029296875
2019-11-15,1829.8499755859375
2020-04-21,1777.260009765625
2019-04-16,1793.6700439453125
2019-03-15,1789.4300537109375
2019-02-11,1803.31005859375
2019-01-10,1787.2900390625
2019-08-22,1752.22998046875
2018-11-07,1772.18994140625
2018-08-03,1745.02001953125
2018-09-04,1716.9300537109375
2019-06-19,1708.47998046875
2019-09-23,1685.800048828125
2019-11-18,1685.9200439453125
2020-02-05,1673.06005859375
2020-04-24,1656.219970703125
2019-03-29,1650.4599609375
2019-11-21,1747.030029296875
2020-04-27,1765.0
2020-02-11,1754.8599853515625
2020-04-30,1778.2900390625
2019-05-01,1781.1199951171875
2019-02-26,1803.6300048828125
2019-01-25,1798.9000244140625
2018-12-24,1809.52001953125
2019-09-06,1775.5
2018-07-17,1781.4100341796875
2018-09-19,1808.989990234375
2019-08-05,1842.06005859375
2019-10-08,1861.31005859375
2019-12-11,1880.0
2019-11-27,1870.81005859375
2020-02-14,1845.469970703125
2020-05-06,1830.219970703125
2019-01-08,1845.1700439453125
2018-12-07,1874.7099609375
2019-08-20,1898.4200439453125
2018-11-05,1907.989990234375
2019-07-19,1919.6500244140625
2018-10-04,1924.75
2019-06-17,1875.760009765625
2019-05-16,1877.8699951171875
2018-08-01,1869.3900146484375
2019-03-13,1874.1700439453125
2019-12-03,1882.47998046875
2020-02-20,1881.9100341796875
2019-12-06,1888.9000244140625
2020-05-12,1867.739990234375
2019-12-09,1885.9100341796875
2020-02-26,1882.0899658203125
2020-05-15,1893.699951171875
2019-03-28,1900.25
2018-09-17,1919.25
2018-08-16,1926.1300048828125
2018-10-19,1966.8499755859375
2019-04-29,1919.550048828125
2019-01-23,1916.5899658203125
2019-09-04,1886.6099853515625
2018-11-20,1879.8599853515625
2019-07-02,1846.0799560546875
2019-05-31,1788.5999755859375
2019-12-12,1786.52001953125
2020-05-18,1821.56005859375
2019-09-27,1941.010009765625
2020-03-03,1917.68994140625
2020-05-21,1916.8900146484375
2019-05-14,1943.18994140625
2018-08-31,1891.18994140625
2018-07-30,1904.6700439453125
2018-10-02,1922.18994140625
2019-04-12,1943.72998046875
2019-03-11,1934.4000244140625
2019-02-07,1955.75
2019-07-17,1952.469970703125
2019-09-19,1898.6700439453125
2019-10-21,1916.81005859375
2019-12-18,1919.989990234375
2020-03-06,1942.0
2019-10-03,1957.1400146484375
2020-03-09,1966.4100341796875
2020-05-27,1941.780029296875
2019-12-24,1958.7900390625
2020-03-12,1994.43994140625
2018-12-20,1967.6300048828125
2019-08-01,1992.25
2018-08-14,2018.760009765625
2018-07-13,2050.159912109375
2018-10-17,2041.4100341796875
2019-05-29,2063.89990234375
2019-03-26,2072.949951171875
2019-02-22,2077.43994140625
2019-10-04,2058.3701171875
2019-11-05,2058.570068359375
2019-12-27,2031.5699462890625
2020-06-02,2009.4100341796875
2019-12-30,1990.6400146484375
2020-03-18,1993.530029296875
2020-06-05,1978.449951171875
2019-07-15,1944.25
2018-12-03,1962.6099853515625
2019-06-13,1978.030029296875
2019-01-04,1941.43994140625
2018-08-29,1961.449951171875
2019-02-05,1983.199951171875
2018-11-01,1951.56005859375
2019-08-16,1938.18994140625
2019-04-10,1943.3299560546875
2019-09-17,1962.9100341796875
2019-10-15,1977.1800537109375
2020-01-02,1988.75
2020-06-08,2016.3900146484375
2019-10-18,2027.6300048828125
2020-03-24,2028.530029296875
2020-06-11,2013.530029296875
2020-01-08,2022.239990234375
2019-04-25,2023.050048828125
2019-07-30,2032.22998046875
2019-02-20,2043.75
2018-07-11,2055.929931640625
2018-09-13,2057.050048828125
2018-10-15,2042.800048828125
2019-06-28,2049.550048828125
2018-12-18,2048.77001953125
2018-11-16,2032.02001953125
2019-10-02,2007.6800537109375
2020-03-27,2025.4300537109375
2020-01-10,2012.0899658203125
2019-10-24,1849.9300537109375
2020-03-30,1879.18994140625
2020-06-17,1896.0400390625
2020-01-14,1875.8399658203125
2020-04-02,1859.0899658203125
2019-01-02,1865.550048828125
2019-08-14,1848.8199462890625
2018-10-30,1838.030029296875
2019-06-11,1845.300048828125
2019-05-10,1851.8199462890625
2019-04-08,1873.31005859375
2018-08-27,1877.530029296875
2018-07-26,1897.5400390625
2018-09-28,1887.4599609375
2019-03-07,1906.449951171875
2019-10-30,1904.030029296875
2020-01-17,1884.43994140625
2020-06-23,1879.97998046875
2020-04-08,1921.530029296875
2020-06-26,1904.219970703125
2019-03-22,1930.27001953125
2019-01-17,1905.7900390625
2019-08-29,1904.6300048828125
2018-11-14,1925.8800048828125
2019-06-26,1948.47998046875
2018-09-11,1973.5999755859375
2018-07-09,1995.02001953125
2018-08-10,2001.8699951171875
2019-04-23,1991.510009765625
2019-09-30,2003.1199951171875
2020-01-23,2023.260009765625
2019-11-08,2032.0999755859375
2020-04-14,2044.0
2019-11-11,2064.320068359375
2020-01-29,2072.5400390625
2020-04-17,2053.8701171875
2018-07-24,2053.72998046875
2018-09-26,2074.580078125
2019-05-08,2065.47998046875
2019-03-05,2047.4000244140625
2019-02-01,2068.050048828125
2018-12-31,2062.89990234375
2018-11-29,2084.2900390625
2019-08-12,2086.89990234375
2019-07-11,2080.5
2019-09-13,2071.47998046875
2019-11-14,2065.159912109375
2020-04-20,2054.75
2020-02-04,2054.68994140625
2020-04-23,1990.5699462890625
2018-12-14,2000.780029296875
2019-08-27,1993.199951171875
2018-08-08,1962.9599609375
2018-10-11,1908.8900146484375
2018-11-12,1917.449951171875
2019-07-26,1893.949951171875
2019-06-24,1872.0899658203125
2019-05-23,1830.550048828125
2019-03-20,1839.030029296875
2019-01-15,1864.510009765625
2019-11-20,1939.2900390625
2020-02-07,1960.9000244140625
2020-02-10,1909.5899658203125
2020-04-29,1886.6400146484375
2019-11-26,1909.300048828125
2020-02-13,1960.3599853515625
2019-01-30,1959.93994140625
2018-08-23,1990.9599609375
2018-09-24,1976.280029296875
2018-11-27,1968.489990234375
2018-10-26,1970.9100341796875
2019-07-09,1928.719970703125
2019-06-07,1792.5400390625
2019-05-06,1726.5799560546875
2019-04-04,1678.199951171875
2019-09-11,1659.8499755859375
2019-11-29,1695.6600341796875
2020-05-05,1728.97998046875
2019-12-02,1683.02001953125
2020-02-19,1732.1300048828125
2020-05-08,1647.43994140625
2019-05-21,1612.0899658203125
2019-03-18,1527.800048828125
2018-09-07,1559.0
2018-08-06,1442.5
2018-10-09,1280.4000244140625
2019-02-14,1421.3299560546875
2018-12-12,1289.6700439453125
2019-07-24,1368.260009765625
2019-09-26,1233.75
2019-10-28,1191.47998046875
2019-12-05,1177.4300537109375
2020-05-11,1152.239990234375
2019-07-03,1259.469970703125
2020-02-25,1365.8499755859375
2020-05-14,1406.0
2020-02-28,1255.1500244140625
2019-08-08,1308.22998046875
2019-06-05,1345.3199462890625
2018-07-20,1271.6300048828125
2018-08-21,1260.0
2018-10-24,1230.6800537109375
2019-04-02,1356.6800537109375
2019-03-01,1376.3699951171875
2019-01-28,1372.06005859375
2018-12-27,1420.6400146484375
2019-09-09,1421.010009765625
2020-03-02,1449.4200439453125
2020-05-20,1424.6099853515625
2019-12-17,1407.4000244140625
2020-03-05,1470.8699951171875
2019-02-12,1411.6300048828125
2019-01-11,1342.219970703125
2018-12-10,1355.0
2019-08-23,1360.0
2018-11-08,1362.77001953125
2019-07-22,1402.989990234375
2019-06-20,1439.3199462890625
2018-09-05,1520.530029296875
2019-04-17,1480.5699462890625
2019-09-24,1448.7900390625
2019-12-20,1413.300048828125
2020-05-26,1393.199951171875
2019-04-30,1378.9100341796875
2019-12-23,1443.9100341796875
2020-03-11,1430.8299560546875
2020-05-29,1411.0
2019-12-26,1385.9200439453125
2020-06-01,1366.0699462890625
2019-05-02,1382.510009765625
2019-02-27,1384.31005859375
2018-11-23,1557.4300537109375
2019-08-06,1547.56005859375
2018-07-18,1599.1500244140625
2018-09-20,1595.6800537109375
2018-10-22,1631.300048828125
2019-07-05,1746.9100341796875
2019-06-03,1698.72998046875
2019-10-09,1648.989990234375
2019-10-11,1639.4200439453125
2020-03-17,1670.72998046875
2020-06-04,1655.0
2019-10-14,1725.969970703125
2020-03-20,1742.6400146484375
2018-11-06,1812.6400146484375
2019-06-18,1840.9100341796875
2019-05-17,1777.969970703125
2019-04-15,1733.31005859375
2019-03-14,1588.3699951171875
2019-01-09,1623.9200439453125
2018-08-02,1650.6700439453125
2018-10-05,1673.739990234375
2019-08-21,1638.239990234375
2019-10-17,1628.3499755859375
2020-03-23,1626.9100341796875
2020-06-10,1633.52001953125
2019-02-25,1677.0999755859375
2020-01-07,1610.3299560546875
2020-03-26,1615.3900146484375
2019-10-23,1541.25
