Dates,BKNG
2018-06-20,2138.030029296875
2018-06-21,2118.030029296875
2018-06-25,2095.969970703125
2018-06-22,2031.02001953125
2018-06-26,2032.97998046875
2018-06-27,2001.31005859375
2018-06-28,1980.0
2018-06-29,2023.8699951171875
2018-07-02,1993.8499755859375
2018-07-03,2050.89990234375
2018-07-05,2050.989990234375
2018-07-16,2063.419921875
2018-09-18,2076.9599609375
2019-01-24,2055.409912109375
2019-09-05,2027.02001953125
2018-11-21,2042.4100341796875
2020-01-13,2028.0799560546875
2020-04-01,2015.260009765625
2020-06-19,2000.02001953125
2019-10-29,2014.1500244140625
2020-01-16,2002.56005859375
2020-06-22,2002.3499755859375
2018-10-03,1985.0
2018-07-31,2008.75
2019-03-12,2029.0
2019-02-08,2041.010009765625
2019-01-07,2060.18994140625
2018-12-06,2027.300048828125
2019-08-19,2007.4300537109375
2019-07-18,2011.3499755859375
2019-05-15,1997.0
2019-09-20,2020.699951171875
2019-11-01,2026.6300048828125
2020-04-07,2076.0
2020-06-25,2041.6400146484375
2020-06-16,1901.0
2019-11-04,1890.0999755859375
2020-01-22,1852.1800537109375
2019-11-07,1832.4300537109375
2020-04-13,1815.5
2019-07-01,1822.1199951171875
2019-05-30,1816.0400390625
2018-08-15,1840.6400146484375
2018-10-18,1871.0
2019-03-27,1898.0899658203125
2019-01-22,1892.31005859375
2018-12-21,1900.4100341796875
2019-09-03,1913.989990234375
2018-11-19,1925.02001953125
2019-08-02,1929.469970703125
2020-01-28,1931.739990234375
2020-04-16,1938.8699951171875
2019-11-13,1921.4000244140625
2020-01-31,1889.6099853515625
2018-12-04,1871.8599853515625
2018-11-02,1889.5999755859375
2019-07-16,1871.9100341796875
2018-08-30,1846.3599853515625
2018-10-01,1867.1700439453125
2019-06-14,1876.4000244140625
2019-05-13,1883.3800048828125
2019-04-11,1879.3199462890625
2019-02-06,1888.8499755859375
2019-09-18,1888.3900146484375
2020-02-03,1933.010009765625
2020-04-22,1939.6099853515625
2019-11-19,1923.3599853515625
2020-02-06,1952.2099609375
2019-11-22,1953.4000244140625
2019-03-25,1965.97998046875
2019-02-21,1964.6199951171875
2018-12-19,1987.3299560546875
2018-07-12,1976.18994140625
2018-09-14,1972.0
2018-08-13,1929.8900146484375
2018-10-16,1900.1199951171875
2019-07-31,1880.97998046875
2019-05-28,1869.2099609375
2019-04-26,1785.4599609375
2020-04-28,1757.1600341796875
2019-11-25,1791.780029296875
2020-02-12,1790.02001953125
2020-05-01,1819.9000244140625
2020-05-04,1823.5
2019-06-12,1808.0899658203125
2019-04-09,1796.0
2019-03-08,1807.3699951171875
2019-02-04,1785.6700439453125
2018-07-27,1745.6300048828125
2018-08-28,1760.010009765625
2019-01-03,1751.0799560546875
2019-08-15,1759.8199462890625
2018-10-31,1775.0
2019-09-16,1845.1300048828125
2020-02-18,1868.6600341796875
2020-05-07,1856.8800048828125
2018-08-17,1838.5899658203125
2019-12-04,1946.219970703125
2020-02-21,1965.8800048828125
2018-12-17,1975.0699462890625
2019-08-30,1922.2099609375
2018-11-15,1891.8599853515625
2019-07-29,1904.22998046875
2019-06-27,1885.1099853515625
2019-04-24,1840.449951171875
2018-07-10,1831.5
2018-09-12,1779.8199462890625
2019-02-19,1726.780029296875
2019-01-18,1756.77001953125
2020-02-24,1737.260009765625
2020-05-13,1766.77001953125
2019-12-10,1789.780029296875
2020-02-27,1816.550048828125
2019-12-13,1859.7099609375
2020-05-19,1852.800048828125
2019-03-06,1915.3599853515625
2018-11-30,1852.9300537109375
2019-08-13,1817.8800048828125
2019-07-12,1814.989990234375
2019-06-10,1811.260009765625
2019-05-09,1834.31005859375
2018-07-25,1842.0
2018-09-27,1821.280029296875
2018-10-29,1796.5400390625
2019-10-16,1701.010009765625
2019-12-16,1737.0
2020-03-04,1706.75
2020-05-22,1685.760009765625
2019-10-01,1617.1600341796875
2019-12-19,1606.27001953125
2018-09-10,1626.4000244140625
2019-05-24,1666.8800048828125
2018-08-09,1701.760009765625
2019-04-22,1712.489990234375
2019-03-21,1690.8399658203125
2019-01-16,1657.97998046875
2019-08-28,1678.6199951171875
2018-11-13,1703.5999755859375
2018-10-12,1681.1500244140625
2019-06-25,1637.02001953125
2020-03-10,1640.0
2020-05-28,1654.9300537109375
2019-10-07,1645.0
2020-03-13,1681.56005859375
2019-10-10,1676.5400390625
2020-03-16,1676.5400390625
2020-06-03,1737.5
2018-11-28,1691.47998046875
2018-09-25,1715.1099853515625
2018-07-23,1748.8800048828125
2018-08-24,1799.010009765625
2019-07-10,1780.1800537109375
2019-05-07,1794.199951171875
2019-04-05,1805.5799560546875
2019-03-04,1820.3699951171875
2019-01-31,1821.1500244140625
2019-09-12,1837.93994140625
2019-12-31,1879.9300537109375
2020-03-19,1874.780029296875
2020-01-03,1862.010009765625
2020-06-09,1862.010009765625
2019-02-15,1856.989990234375
2019-01-14,1861.7099609375
2018-07-06,1898.77001953125
2018-08-07,1901.0
2018-10-10,1898.5699462890625
2018-12-13,1909.1800537109375
2019-08-26,1920.0
2019-07-25,1900.2900390625
2019-05-22,1897.2099609375
2019-03-19,1885.8299560546875
2020-01-06,1885.8299560546875
2020-03-25,1897.010009765625
2020-06-12,1692.0
2019-10-22,1698.0
2020-01-09,1690.0400390625
2020-06-15,1709.3699951171875
2019-10-25,1745.2900390625
2020-03-31,1719.280029296875
2020-06-18,1692.9300537109375
2019-04-03,1693.3199462890625
2018-08-22,1689.43994140625
2018-10-25,1739.6099853515625
2019-01-29,1738.72998046875
2018-12-28,1744.219970703125
2018-11-26,1752.81005859375
2019-08-09,1740.1400146484375
2019-07-08,1751.1300048828125
2019-06-06,1761.010009765625
2019-09-10,1711.0899658203125
2020-01-15,1712.7099609375
2020-04-03,1759.219970703125
2019-10-31,1746.2099609375
2020-04-06,1727.239990234375
2020-06-24,1733.4300537109375
2018-11-09,1748.0999755859375
2019-07-23,1751.239990234375
2019-06-21,1769.010009765625
2019-05-20,1767.5
2019-04-18,1768.3800048828125
2018-09-06,1766.4000244140625
2018-10-08,1767.6500244140625
2019-02-13,1772.010009765625
2018-12-11,1806.1500244140625
2019-09-25,1827.1400146484375
2020-01-21,1825.949951171875
2020-04-09,1839.1400146484375
2019-11-06,1837.6099853515625
2020-01-24,1839.8399658203125
2020-01-27,1831.0400390625
2020-04-15,1847.3399658203125
2018-12-26,1863.5999755859375
2019-08-07,1856.9300537109375
2019-06-04,1850.010009765625
2018-09-21,1865.6199951171875
2018-07-19,1852.199951171875
2018-08-20,1828.18994140625
2018-10-23,1800.1800537109375
2019-05-03,1814.25
2019-04-01,1782.030029296875
2019-02-28,1771.2099609375
2019-11-12,1746.0
2020-01-30,1715.010009765625
2019-11-15,1765.6199951171875
2020-04-21,1770.0
2019-04-16,1781.699951171875
2019-03-15,1760.010009765625
2019-02-11,1790.0
2019-01-10,1785.0
2019-08-22,1746.1800537109375
2018-11-07,1757.22998046875
2018-08-03,1742.9100341796875
2018-09-04,1705.1500244140625
2019-06-19,1707.5899658203125
2019-09-23,1685.3800048828125
2019-11-18,1662.2099609375
2020-02-05,1670.27001953125
2020-04-24,1640.5400390625
2019-03-29,1648.3800048828125
2019-11-21,1673.5
2020-04-27,1736.0899658203125
2020-02-11,1746.3900146484375
2020-04-30,1756.31005859375
2019-05-01,1778.300048828125
2019-02-26,1791.0899658203125
2019-01-25,1779.1300048828125
2018-12-24,1802.050048828125
2019-09-06,1772.72998046875
2018-07-17,1768.0
2018-09-19,1790.9300537109375
2019-08-05,1809.0899658203125
2019-10-08,1844.75
2019-12-11,1849.5899658203125
2019-11-27,1869.3199462890625
2020-02-14,1841.050048828125
2020-05-06,1828.3900146484375
2019-01-08,1832.8299560546875
2018-12-07,1844.8299560546875
2019-08-20,1883.43994140625
2018-11-05,1889.4200439453125
2019-07-19,1905.0
2018-10-04,1901.4100341796875
2019-06-17,1875.0
2019-05-16,1866.010009765625
2018-08-01,1858.8800048828125
2019-03-13,1868.72998046875
2019-12-03,1869.489990234375
2020-02-20,1872.2900390625
2019-12-06,1875.5699462890625
2020-05-12,1866.530029296875
2019-12-09,1861.8299560546875
2020-02-26,1882.0899658203125
2020-05-15,1882.739990234375
2019-03-28,1887.93994140625
2018-09-17,1896.260009765625
2018-08-16,1905.030029296875
2018-10-19,1940.0
2019-04-29,1908.18994140625
2019-01-23,1903.5899658203125
2019-09-04,1866.27001953125
2018-11-20,1867.739990234375
2019-07-02,1839.3900146484375
2019-05-31,1773.0899658203125
2019-12-12,1767.3199462890625
2020-05-18,1755.0
2019-09-27,1895.0
2020-03-03,1897.010009765625
2020-05-21,1891.1700439453125
2019-05-14,1907.6700439453125
2018-08-31,1889.9599609375
2018-07-30,1873.8699951171875
2018-10-02,1905.010009765625
2019-04-12,1931.4100341796875
2019-03-11,1929.2099609375
2019-02-07,1939.699951171875
2019-07-17,1928.300048828125
2019-09-19,1893.0799560546875
2019-10-21,1902.219970703125
2019-12-18,1912.3299560546875
2020-03-06,1903.5699462890625
2019-10-03,1948.0
2020-03-09,1953.0
2020-05-27,1931.4200439453125
2019-12-24,1935.7099609375
2020-03-12,1967.43994140625
2018-12-20,1962.75
2019-08-01,1973.3800048828125
2018-08-14,1964.030029296875
2018-07-13,2001.3800048828125
2018-10-17,2037.300048828125
2019-05-29,2039.5999755859375
2019-03-26,2035.010009765625
2019-02-22,2058.169921875
2019-10-04,2036.97998046875
2019-11-05,2046.72998046875
2019-12-27,2029.4599609375
2020-06-02,2007.1400146484375
2019-12-30,1985.9200439453125
2020-03-18,1962.0
2020-06-05,1964.0
2019-07-15,1936.8599853515625
2018-12-03,1942.3399658203125
2019-06-13,1964.719970703125
2019-01-04,1929.9100341796875
2018-08-29,1918.22998046875
2019-02-05,1965.31005859375
2018-11-01,1949.0799560546875
2019-08-16,1923.56005859375
2019-04-10,1926.199951171875
2019-09-17,1933.8399658203125
2019-10-15,1972.93994140625
2020-01-02,1964.52001953125
2020-06-08,1991.5999755859375
2019-10-18,2016.800048828125
2020-03-24,2021.3699951171875
2020-06-11,2006.9599609375
2020-01-08,2017.4000244140625
2019-04-25,2010.010009765625
2019-07-30,2016.2099609375
2019-02-20,2016.469970703125
2018-07-11,2019.77001953125
2018-09-13,2047.2900390625
2018-10-15,2037.739990234375
2019-06-28,2030.3499755859375
2018-12-18,2031.2900390625
2018-11-16,2007.75
2019-10-02,2002.8299560546875
2020-03-27,2001.5899658203125
2020-01-10,2001.4100341796875
