Dates,BKNG
2018-06-20,2149.0
2018-06-21,2145.5400390625
2018-06-25,2130.0400390625
2018-06-22,2091.260009765625
2018-06-26,2048.0
2018-06-27,2048.929931640625
2018-06-28,1997.0
2018-06-29,2035.949951171875
2018-07-02,2012.6700439453125
2018-07-03,2060.14990234375
2018-07-05,2072.949951171875
2018-07-16,2077.0
2018-09-18,2094.85009765625
2019-01-24,2085.949951171875
2019-09-05,2056.860107421875
2018-11-21,2062.429931640625
2020-01-13,2052.97998046875
2020-04-01,2030.97998046875
2020-06-19,2000.5999755859375
2019-10-29,2024.5899658203125
2020-01-16,2016.3699951171875
2020-06-22,2008.7900390625
2018-10-03,2005.989990234375
2018-07-31,2009.0
2019-03-12,2029.47998046875
2019-02-08,2067.919921875
2019-01-07,2118.56005859375
2018-12-06,2089.0
2019-08-19,2032.3599853515625
2019-07-18,2030.6500244140625
2019-05-15,2011.18994140625
2019-09-20,2035.77001953125
2019-11-01,2032.0
2020-04-07,2093.0
2020-06-25,2077.8701171875
2020-06-16,1911.0
2019-11-04,1909.8499755859375
2020-01-22,1901.719970703125
2019-11-07,1863.1400146484375
2020-04-13,1819.949951171875
2019-07-01,1873.0
2019-05-30,1822.1500244140625
2018-08-15,1844.260009765625
2018-10-18,1874.0
2019-03-27,1899.43994140625
2019-01-22,1910.02001953125
2018-12-21,1900.4100341796875
2019-09-03,1913.989990234375
2018-11-19,1943.7099609375
2019-08-02,1929.469970703125
2020-01-28,1939.6099853515625
2020-04-16,1938.8699951171875
2019-11-13,1950.6099853515625
2020-01-31,1927.969970703125
2018-12-04,1890.8800048828125
2018-11-02,1895.489990234375
2019-07-16,1915.0699462890625
2018-08-30,1869.8699951171875
2018-10-01,1873.4100341796875
2019-06-14,1889.1500244140625
2019-05-13,1887.1800537109375
2019-04-11,1917.93994140625
2019-02-06,1896.6600341796875
2019-09-18,1900.949951171875
2020-02-03,1939.989990234375
2020-04-22,1956.0
2019-11-19,1938.0
2020-02-06,1964.2099609375
2019-11-22,1960.22998046875
2019-03-25,1974.800048828125
2019-02-21,1974.6199951171875
2018-12-19,1997.72998046875
2018-07-12,1979.989990234375
2018-09-14,1983.06005859375
2018-08-13,1965.0
2018-10-16,1932.969970703125
2019-07-31,1895.0
2019-05-28,1901.0
2019-04-26,1865.0
2020-04-28,1779.6199951171875
2019-11-25,1814.8699951171875
2020-02-12,1803.5799560546875
2020-05-01,1825.0
2020-05-04,1834.4000244140625
2019-06-12,1853.1099853515625
2019-04-09,1817.2900390625
2019-03-08,1810.8800048828125
2019-02-04,1787.0400390625
2018-07-27,1828.2099609375
2018-08-28,1770.7900390625
2019-01-03,1790.0
2019-08-15,1800.780029296875
2018-10-31,1790.4000244140625
2019-09-16,1849.0
2020-02-18,1882.72998046875
2020-05-07,1901.47998046875
2018-08-17,1873.760009765625
2019-12-04,1988.5400390625
2020-02-21,1973.25
2018-12-17,1991.1199951171875
2019-08-30,1967.5
2018-11-15,1928.1300048828125
2019-07-29,1916.0899658203125
2019-06-27,1932.5899658203125
2019-04-24,1872.010009765625
2018-07-10,1864.949951171875
2018-09-12,1854.6500244140625
2019-02-19,1761.300048828125
2019-01-18,1779.280029296875
2020-02-24,1750.719970703125
2020-05-13,1778.0899658203125
2019-12-10,1793.5699462890625
2020-02-27,1828.260009765625
2019-12-13,1866.0
2020-05-19,1868.3199462890625
2019-03-06,1925.469970703125
2018-11-30,1917.800048828125
2019-08-13,1839.6400146484375
2019-07-12,1867.219970703125
2019-06-10,1833.0400390625
2019-05-09,1839.8299560546875
2018-07-25,1884.1400146484375
2018-09-27,1864.5999755859375
2018-10-29,1806.9000244140625
2019-10-16,1796.6600341796875
2019-12-16,1752.22998046875
2020-03-04,1769.4200439453125
2020-05-22,1727.010009765625
2019-10-01,1704.6199951171875
2019-12-19,1621.6800537109375
2018-09-10,1629.239990234375
2019-05-24,1669.780029296875
2018-08-09,1724.9000244140625
2019-04-22,1730.47998046875
2019-03-21,1691.25
2019-01-16,1704.6500244140625
2019-08-28,1686.1199951171875
2018-11-13,1721.739990234375
2018-10-12,1730.0400390625
2019-06-25,1642.3499755859375
2020-03-10,1640.0
2020-05-28,1670.5899658203125
2019-10-07,1647.56005859375
2020-03-13,1695.0
2019-10-10,1693.4200439453125
2020-03-16,1681.72998046875
2020-06-03,1747.02001953125
2018-11-28,1743.1800537109375
2018-09-25,1717.25
2018-07-23,1748.97998046875
2018-08-24,1811.989990234375
2019-07-10,1787.6199951171875
2019-05-07,1816.6199951171875
2019-04-05,1825.3299560546875
2019-03-04,1820.3699951171875
2019-01-31,1824.050048828125
2019-09-12,1840.3900146484375
2019-12-31,1887.530029296875
2020-03-19,1895.93994140625
2020-01-03,1892.0999755859375
2020-06-09,1892.3699951171875
2019-02-15,1873.1300048828125
2019-01-14,1876.8299560546875
2018-07-06,1899.2900390625
2018-08-07,1909.8800048828125
2018-10-10,1925.3299560546875
2018-12-13,1927.56005859375
2019-08-26,1936.510009765625
2019-07-25,1924.6500244140625
2019-05-22,1920.3800048828125
2019-03-19,1928.6300048828125
2020-01-06,1885.8299560546875
2020-03-25,1906.0
2020-06-12,1754.0
2019-10-22,1708.199951171875
2020-01-09,1723.6600341796875
2020-06-15,1715.0
2019-10-25,1748.3699951171875
2020-03-31,1746.5
2020-06-18,1708.0400390625
2019-04-03,1721.68994140625
2018-08-22,1709.719970703125
2018-10-25,1740.43994140625
2019-01-29,1768.8299560546875
2018-12-28,1751.7900390625
2018-11-26,1757.7099609375
2019-08-09,1751.050048828125
2019-07-08,1766.780029296875
2019-06-06,1765.800048828125
2019-09-10,1754.0400390625
2020-01-15,1714.010009765625
2020-04-03,1761.199951171875
2019-10-31,1768.97998046875
2020-04-06,1759.989990234375
2020-06-24,1736.5999755859375
2018-11-09,1755.0799560546875
2019-07-23,1766.030029296875
2019-06-21,1778.469970703125
2019-05-20,1775.31005859375
2019-04-18,1788.030029296875
2018-09-06,1767.9200439453125
2018-10-08,1776.75
2019-02-13,1793.8499755859375
2018-12-11,1810.0
2019-09-25,1827.8699951171875
2020-01-21,1834.0
2020-04-09,1851.800048828125
2019-11-06,1848.6300048828125
2020-01-24,1847.6400146484375
2020-01-27,1833.9300537109375
2020-04-15,1849.22998046875
2018-12-26,1887.1400146484375
2019-08-07,1870.6500244140625
2019-06-04,1868.0999755859375
2018-09-21,1869.81005859375
2018-07-19,1872.0
2018-08-20,1857.5699462890625
2018-10-23,1824.6600341796875
2019-05-03,1816.1700439453125
2019-04-01,1798.9599609375
2019-02-28,1781.449951171875
2019-11-12,1765.010009765625
2020-01-30,1729.4300537109375
2019-11-15,1825.0
2020-04-21,1800.0
2019-04-16,1787.1199951171875
2019-03-15,1778.5999755859375
2019-02-11,1790.0
2019-01-10,1786.3699951171875
2019-08-22,1769.72998046875
2018-11-07,1762.3399658203125
2018-08-03,1757.3499755859375
2018-09-04,1746.949951171875
2019-06-19,1731.52001953125
2019-09-23,1707.5899658203125
2019-11-18,1676.9300537109375
2020-02-05,1687.0
2020-04-24,1650.0999755859375
2019-03-29,1658.5
2019-11-21,1673.5
2020-04-27,1755.75
2020-02-11,1766.010009765625
2020-04-30,1765.25
2019-05-01,1782.5699462890625
2019-02-26,1799.5
2019-01-25,1804.1700439453125
2018-12-24,1802.050048828125
2019-09-06,1808.199951171875
2018-07-17,1776.0
2018-09-19,1808.3800048828125
2019-08-05,1812.0
2019-10-08,1862.0699462890625
2019-12-11,1859.3599853515625
2019-11-27,1880.969970703125
2020-02-14,1880.8299560546875
2020-05-06,1848.300048828125
2019-01-08,1835.0
2018-12-07,1852.5799560546875
2019-08-20,1900.0
2018-11-05,1902.239990234375
2019-07-19,1906.219970703125
2018-10-04,1904.760009765625
2019-06-17,1918.72998046875
2019-05-16,1873.0
2018-08-01,1890.52001953125
2019-03-13,1875.449951171875
2019-12-03,1878.02001953125
2020-02-20,1881.8900146484375
2019-12-06,1879.8900146484375
2020-05-12,1887.75
2019-12-09,1861.8299560546875
2020-02-26,1896.030029296875
2020-05-15,1883.6500244140625
2019-03-28,1898.6300048828125
2018-09-17,1896.260009765625
2018-08-16,1911.989990234375
2018-10-19,1940.0
2019-04-29,1958.780029296875
2019-01-23,1909.8599853515625
2019-09-04,1906.3299560546875
2018-11-20,1885.469970703125
2019-07-02,1874.1099853515625
2019-05-31,1819.97998046875
2019-12-12,1799.199951171875
2020-05-18,1758.4000244140625
2019-09-27,1900.0
2020-03-03,1926.5400390625
2020-05-21,1900.43994140625
2019-05-14,1907.6700439453125
2018-08-31,1908.56005859375
2018-07-30,1900.030029296875
2018-10-02,1929.0
2019-04-12,1944.8699951171875
2019-03-11,1942.510009765625
2019-02-07,1945.68994140625
2019-07-17,1962.449951171875
2019-09-19,1942.97998046875
2019-10-21,1918.239990234375
2019-12-18,1921.739990234375
2020-03-06,1911.800048828125
2019-10-03,1966.4300537109375
2020-03-09,1971.800048828125
2020-05-27,1956.56005859375
2019-12-24,1960.8800048828125
2020-03-12,1974.1500244140625
2018-12-20,2006.3399658203125
2019-08-01,1980.6400146484375
2018-08-14,1983.3399658203125
2018-07-13,2013.199951171875
2018-10-17,2056.0
2019-05-29,2047.02001953125
2019-03-26,2057.239990234375
2019-02-22,2067.60009765625
2019-10-04,2072.2099609375
2019-11-05,2053.739990234375
2019-12-27,2046.219970703125
2020-06-02,2016.0
2019-12-30,2012.8199462890625
2020-03-18,1991.6500244140625
2020-06-05,1994.0799560546875
2019-07-15,1969.56005859375
2018-12-03,1953.0
2019-06-13,1977.0
2019-01-04,1969.0
2018-08-29,1936.550048828125
2019-02-05,1970.6400146484375
2018-11-01,1971.010009765625
2019-08-16,1937.050048828125
2019-04-10,1953.719970703125
2019-09-17,1942.68994140625
2019-10-15,1984.300048828125
2020-01-02,1964.52001953125
2020-06-08,1992.2099609375
2019-10-18,2016.800048828125
2020-03-24,2033.0
2020-06-11,2030.8599853515625
2020-01-08,2022.6800537109375
2019-04-25,2029.0400390625
2019-07-30,2019.6600341796875
2019-02-20,2035.0
2018-07-11,2020.1300048828125
2018-09-13,2053.02001953125
2018-10-15,2054.139892578125
2019-06-28,2035.530029296875
2018-12-18,2046.0799560546875
2018-11-16,2023.6199951171875
2019-10-02,2042.0
2020-03-27,2008.989990234375
2020-01-10,2018.56005859375
2019-10-24,1942.199951171875
2020-03-30,1941.0
2020-06-17,1869.0
2020-01-14,1901.3499755859375
2020-04-02,1855.5899658203125
2019-01-02,1855.3900146484375
2019-08-14,1873.8499755859375
2018-10-30,1847.0400390625
2019-06-11,1845.0
2019-05-10,1846.06005859375
2019-04-08,1851.3399658203125
2018-08-27,1881.449951171875
2018-07-26,1885.0899658203125
2018-09-28,1899.699951171875
2019-03-07,1893.0
2019-10-30,1904.8900146484375
2020-01-17,1898.2099609375
2020-06-23,1865.3900146484375
2020-04-08,1894.6400146484375
2020-06-26,1929.0
2019-03-22,1923.27001953125
2019-01-17,1928.0799560546875
2019-08-29,1902.4000244140625
2018-11-14,1915.9000244140625
2019-06-26,1930.8499755859375
2018-09-11,1960.8699951171875
2018-07-09,1983.469970703125
2018-08-10,2000.0
2019-04-23,2008.6700439453125
2019-09-30,1996.0
2020-01-23,2017.0
2019-11-08,2026.010009765625
2020-04-14,2032.239990234375
2019-11-11,2049.340087890625
2020-01-29,2063.0
2020-04-17,2071.989990234375
2018-07-24,2046.510009765625
2018-09-26,2068.39990234375
2019-05-08,2042.469970703125
2019-03-05,2050.0
2019-02-01,2047.3900146484375
2018-12-31,2066.840087890625
2018-11-29,2072.0
2019-08-12,2088.3701171875
2019-07-11,2090.25
2019-09-13,2074.60009765625
2019-11-14,2073.56005859375
2020-04-20,2073.010009765625
2020-02-04,2060.0
2020-04-23,2006.0
2018-12-14,2004.3299560546875
2019-08-27,1986.239990234375
2018-08-08,1998.0
2018-10-11,1906.4100341796875
2018-11-12,1914.6700439453125
2019-07-26,1924.0400390625
2019-06-24,1871.4200439453125
2019-05-23,1865.9300537109375
2019-03-20,1838.8699951171875
2019-01-15,1857.06005859375
2019-11-20,1898.699951171875
2020-02-07,1958.9000244140625
2020-02-10,1950.22998046875
2020-04-29,1901.68994140625
2019-11-26,1894.47998046875
2020-02-13,1923.949951171875
2019-01-30,1944.0
2018-08-23,1998.43994140625
2018-09-24,1972.25
2018-11-27,1982.760009765625
2018-10-26,1960.0
2019-07-09,1965.0
2019-06-07,1830.9300537109375
2019-05-06,1803.0
2019-04-04,1731.219970703125
2019-09-11,1612.97998046875
2019-11-29,1643.6400146484375
2020-05-05,1709.75
2019-12-02,1726.6300048828125
2020-02-19,1697.1500244140625
2020-05-08,1662.989990234375
2019-05-21,1603.0899658203125
2019-03-18,1483.989990234375
2018-09-07,1589.949951171875
2018-08-06,1522.2900390625
2018-10-09,1297.0
2019-02-14,1336.800048828125
2018-12-12,1275.0
2019-07-24,1309.56005859375
2019-09-26,1277.8599853515625
2019-10-28,1211.1600341796875
2019-12-05,1216.3399658203125
2020-05-11,1166.97998046875
2019-07-03,1218.6199951171875
2020-02-25,1259.469970703125
2020-05-14,1380.3299560546875
2020-02-28,1344.8699951171875
2019-08-08,1261.27001953125
2019-06-05,1303.010009765625
2018-07-20,1293.81005859375
2018-08-21,1270.969970703125
2018-10-24,1244.1800537109375
2019-04-02,1303.280029296875
2019-03-01,1412.010009765625
2019-01-28,1382.6500244140625
2018-12-27,1424.760009765625
2019-09-09,1413.18994140625
2020-03-02,1460.0899658203125
2020-05-20,1407.8399658203125
2019-12-17,1432.3499755859375
2020-03-05,1469.0
2019-02-12,1462.050048828125
2019-01-11,1382.81005859375
2018-12-10,1365.010009765625
2019-08-23,1354.050048828125
2018-11-08,1372.3900146484375
2019-07-22,1374.9300537109375
2019-06-20,1434.199951171875
2018-09-05,1487.8299560546875
2019-04-17,1514.530029296875
2019-09-24,1442.75
2019-12-20,1415.72998046875
2020-05-26,1443.25
