Dates,TJX
2018-06-20,47.03622817993164
2018-06-21,46.827117919921875
2018-06-25,46.23867416381836
2018-06-22,46.30189895629883
2018-06-26,46.28244400024414
2018-06-27,45.815582275390625
2018-06-28,46.360252380371094
2018-06-29,46.28730773925781
2018-07-02,46.156002044677734
2018-07-03,46.27272033691406
2018-07-05,46.23381042480469
2018-07-16,46.467247009277344
2018-09-18,46.54018783569336
2019-01-24,46.21435546875
2019-09-05,46.37484359741211
2018-11-21,45.83503723144531
2020-01-13,46.360252380371094
2020-04-01,46.29216766357422
2020-06-19,46.831974029541016
2019-10-29,46.98759460449219
2020-01-16,47.507957458496094
2020-06-22,47.20643615722656
2018-10-03,47.444732666015625
2018-07-31,47.17726135253906
2019-03-12,47.503089904785156
2019-02-08,47.42527389526367
2019-01-07,46.953556060791016
2018-12-06,47.060546875
2019-08-19,47.29884338378906
2019-07-18,46.88547134399414
2019-05-15,47.39610290527344
2019-09-20,47.45931625366211
2019-11-01,47.785152435302734
2020-04-07,48.01858139038086
2020-06-25,48.50003433227539
2020-06-16,48.53893280029297
2019-11-04,48.97175216674805
2020-01-22,48.31523513793945
2019-11-07,49.117645263671875
2020-04-13,48.32676315307617
2019-07-01,48.59039306640625
2019-05-30,48.99071502685547
2018-08-15,49.62537384033203
2018-10-18,51.973609924316406
2019-03-27,51.63187026977539
2019-01-22,52.45692443847656
2018-12-21,52.75472640991211
2019-09-03,52.4618034362793
2018-11-19,52.5350341796875
2019-08-02,52.98906707763672
2020-01-28,52.97929763793945
2020-04-16,53.68718719482422
2019-11-13,54.40483856201172
2020-01-31,54.25349426269531
2018-12-04,53.994747161865234
2018-11-02,53.66765594482422
2019-07-16,54.09727096557617
2018-08-30,53.89223098754883
2018-10-01,53.843414306640625
2019-06-14,53.20387268066406
2019-05-13,53.10134506225586
2019-04-11,52.705909729003906
2019-02-06,53.247806549072266
2019-09-18,53.39915084838867
2020-02-03,53.482147216796875
2020-04-22,53.56025314331055
2019-11-19,53.56513977050781
2020-02-06,53.858055114746094
2019-11-22,54.551292419433594
2019-03-25,54.585472106933594
2019-02-21,54.68799591064453
2018-12-19,54.7905158996582
2018-07-12,53.90687561035156
2018-09-14,53.867820739746094
2018-08-13,53.838531494140625
2018-10-16,53.848289489746094
2019-07-31,54.09727096557617
2019-05-28,54.38530349731445
2019-04-26,53.037879943847656
2020-04-28,52.6082649230957
2019-11-25,53.428443908691406
2020-02-12,53.9508171081543
2020-05-01,54.8002815246582
2020-05-04,54.09239196777344
2019-06-12,53.52608108520508
2019-04-09,52.364166259765625
2019-03-08,53.04276657104492
2019-02-04,52.19329833984375
2018-07-27,51.861324310302734
2018-08-28,51.99313735961914
2019-01-03,52.012664794921875
2019-08-15,52.920711517333984
2018-10-31,53.784828186035156
2019-09-16,53.643245697021484
2020-02-18,53.770179748535156
2020-05-07,53.45285415649414
2018-08-17,53.838531494140625
2019-12-04,53.482147216796875
2020-02-21,54.111915588378906
2018-12-17,54.229087829589844
2019-08-30,54.326725006103516
2018-11-15,53.281978607177734
2019-07-29,52.48133850097656
2019-06-27,51.584678649902344
2019-04-24,51.418087005615234
2018-07-10,50.45773696899414
2018-09-12,47.978458404541016
2019-02-19,45.88135528564453
2019-01-18,45.234588623046875
2020-02-24,44.94060516357422
2020-05-13,45.195396423339844
2019-12-10,44.636817932128906
2020-02-27,46.89070510864258
2019-12-13,46.537925720214844
2020-05-19,47.87065887451172
2019-03-06,47.41987609863281
2018-11-30,46.224342346191406
2019-08-13,45.528568267822266
2019-07-12,44.38203430175781
2019-06-10,45.28358840942383
2019-05-09,44.81320571899414
2018-07-25,45.17578887939453
2018-09-27,44.89160919189453
2018-10-29,44.31343078613281
2019-10-16,43.45107650756836
2019-12-16,43.186485290527344
2020-03-04,42.765113830566406
2020-05-22,41.57937240600586
2019-10-01,41.089393615722656
2019-12-19,40.795406341552734
2018-09-10,42.96110153198242
2019-05-24,42.96110153198242
2018-08-09,42.93170166015625
2019-04-22,43.84305953979492
2019-03-21,43.76466369628906
2019-01-16,43.30408477783203
2019-08-28,44.48982238769531
2018-11-13,45.685367584228516
2018-10-12,46.361534118652344
2019-06-25,46.32233810424805
2020-03-10,46.14594650268555
2020-05-28,46.50852966308594
2019-10-07,45.842159271240234
2020-03-13,46.371337890625
2019-10-10,46.577125549316406
2020-03-16,47.03770065307617
