Dates,TJX
2018-06-20,48.189998626708984
2018-06-21,48.005001068115234
2018-06-25,48.165000915527344
2018-06-22,47.63999938964844
2018-06-26,47.04499816894531
2018-06-27,47.61000061035156
2018-06-28,47.21500015258789
2018-06-29,48.03499984741211
2018-07-02,47.39500045776367
2018-07-03,47.63999938964844
2018-07-05,47.67499923706055
2018-07-16,47.4900016784668
2018-09-18,48.0
2019-01-24,47.76499938964844
2019-09-05,47.275001525878906
2018-11-21,47.51499938964844
2020-01-13,47.13999938964844
2020-04-01,47.71500015258789
2020-06-19,47.55500030517578
2019-10-29,48.18000030517578
2020-01-16,48.290000915527344
2020-06-22,48.630001068115234
2018-10-03,48.58000183105469
2018-07-31,48.939998626708984
2019-03-12,48.540000915527344
2019-02-08,49.01499938964844
2019-01-07,48.82500076293945
2018-12-06,48.54999923706055
2019-08-19,48.45500183105469
2019-07-18,48.5
2019-05-15,48.13999938964844
2019-09-20,48.92499923706055
2019-11-01,48.79499816894531
2020-04-07,49.130001068115234
2020-06-25,49.54999923706055
2020-06-16,50.0
2019-11-04,49.8650016784668
2020-01-22,50.630001068115234
2019-11-07,49.79999923706055
2020-04-13,50.04499816894531
2019-07-01,49.849998474121094
2019-05-30,49.724998474121094
2018-08-15,50.57500076293945
2018-10-18,53.5
2019-03-27,53.13999938964844
2019-01-22,52.814998626708984
2018-12-21,53.2400016784668
2019-09-03,54.28499984741211
2018-11-19,53.79999923706055
2019-08-02,53.810001373291016
2020-01-28,54.25
2020-04-16,54.18000030517578
2019-11-13,55.2400016784668
2020-01-31,55.720001220703125
2018-12-04,55.790000915527344
2018-11-02,55.20000076293945
2019-07-16,55.29999923706055
2018-08-30,55.29499816894531
2018-10-01,55.255001068115234
2019-06-14,54.94499969482422
2019-05-13,54.05500030517578
2019-04-11,53.90999984741211
2019-02-06,53.96500015258789
2019-09-18,54.369998931884766
2020-02-03,54.68000030517578
2020-04-22,55.01499938964844
2019-11-19,54.83000183105469
2020-02-06,55.084999084472656
2019-11-22,55.625
2019-03-25,55.80500030517578
2019-02-21,55.935001373291016
2018-12-19,56.400001525878906
2018-07-12,56.15999984741211
2018-09-14,55.32500076293945
2018-08-13,55.10499954223633
2018-10-16,55.224998474121094
2019-07-31,55.025001525878906
2019-05-28,55.584999084472656
2019-04-26,55.7599983215332
2020-04-28,54.400001525878906
2019-11-25,54.369998931884766
2020-02-12,54.689998626708984
2020-05-01,55.28499984741211
2020-05-04,55.755001068115234
2019-06-12,55.275001525878906
2019-04-09,54.79499816894531
2019-03-08,54.34000015258789
2019-02-04,53.849998474121094
2018-07-27,53.36000061035156
2018-08-28,53.244998931884766
2019-01-03,53.154998779296875
2019-08-15,53.755001068115234
2018-10-31,54.45500183105469
2019-09-16,55.650001525878906
2020-02-18,54.8849983215332
2020-05-07,55.56999969482422
2018-08-17,54.744998931884766
2019-12-04,55.17499923706055
2020-02-21,55.0099983215332
2018-12-17,55.880001068115234
2019-08-30,55.68000030517578
2018-11-15,56.040000915527344
2019-07-29,54.540000915527344
2019-06-27,54.380001068115234
2019-04-24,52.02000045776367
2018-07-10,51.86000061035156
2018-09-12,51.33000183105469
2019-02-19,46.0
2019-01-18,46.95000076293945
2020-02-24,46.18000030517578
2020-05-13,46.349998474121094
2019-12-10,45.849998474121094
2020-02-27,45.9900016784668
2019-12-13,48.709999084472656
2020-05-19,47.58000183105469
2019-03-06,49.13999938964844
2018-11-30,48.52000045776367
2019-08-13,46.70000076293945
2019-07-12,46.369998931884766
2019-06-10,45.58000183105469
2019-05-09,46.790000915527344
2018-07-25,46.220001220703125
2018-09-27,46.209999084472656
2018-10-29,45.41999816894531
2019-10-16,44.880001068115234
2019-12-16,44.369998931884766
2020-03-04,44.31999969482422
2020-05-22,43.5
2019-10-01,42.470001220703125
2019-12-19,41.619998931884766
2018-09-10,41.790000915527344
2019-05-24,43.380001068115234
2018-08-09,44.119998931884766
2019-04-22,44.099998474121094
2019-03-21,44.22999954223633
2019-01-16,44.59000015258789
2019-08-28,44.810001373291016
2018-11-13,45.31999969482422
2018-10-12,46.79999923706055
2019-06-25,47.45000076293945
2020-03-10,46.25
2020-05-28,46.97999954223633
2019-10-07,47.18000030517578
2020-03-13,46.93000030517578
2019-10-10,47.04999923706055
2020-03-16,47.47999954223633
2020-06-03,48.27000045776367
2018-11-28,48.88999938964844
2018-09-25,48.86000061035156
2018-07-23,48.86000061035156
2018-08-24,49.189998626708984
2019-07-10,48.66999816894531
2019-05-07,49.0099983215332
2019-04-05,48.880001068115234
2019-03-04,48.81999969482422
2019-01-31,49.5
2019-09-12,48.86000061035156
2019-12-31,49.130001068115234
2020-03-19,49.29999923706055
2020-01-03,48.4900016784668
2020-06-09,48.34000015258789
2019-02-15,48.959999084472656
2019-01-14,49.27000045776367
2018-07-06,49.599998474121094
2018-08-07,49.54999923706055
2018-10-10,49.97999954223633
2018-12-13,50.2400016784668
2019-08-26,50.400001525878906
2019-07-25,50.65999984741211
2019-05-22,50.31999969482422
2019-03-19,50.5099983215332
2020-01-06,49.54999923706055
2020-03-25,49.79999923706055
2020-06-12,51.790000915527344
2019-10-22,51.88999938964844
2020-01-09,52.18000030517578
2020-06-15,51.689998626708984
2019-10-25,51.90999984741211
2020-03-31,51.310001373291016
2020-06-18,51.220001220703125
2019-04-03,50.810001373291016
2018-08-22,51.880001068115234
2018-10-25,52.15999984741211
2019-01-29,52.29999923706055
2018-12-28,52.130001068115234
2018-11-26,51.7599983215332
2019-08-09,52.400001525878906
2019-07-08,52.15999984741211
2019-06-06,52.349998474121094
2019-09-10,52.380001068115234
2020-01-15,52.27000045776367
2020-04-03,53.029998779296875
2019-10-31,52.849998474121094
2020-04-06,53.33000183105469
2020-06-24,53.16999816894531
2018-11-09,53.560001373291016
2019-07-23,53.209999084472656
2019-06-21,53.459999084472656
2019-05-20,53.16999816894531
2019-04-18,54.27000045776367
2018-09-06,54.08000183105469
2018-10-08,54.060001373291016
2019-02-13,53.97999954223633
2018-12-11,54.439998626708984
2019-09-25,53.900001525878906
2020-01-21,54.02000045776367
2020-04-09,54.439998626708984
2019-11-06,54.869998931884766
2020-01-24,55.04999923706055
2020-01-27,54.970001220703125
2020-04-15,54.470001220703125
2018-12-26,55.25
2019-08-07,55.27000045776367
2019-06-04,54.880001068115234
2018-09-21,54.97999954223633
2018-07-19,54.86000061035156
2018-08-20,54.79999923706055
2018-10-23,54.040000915527344
2019-05-03,54.56999969482422
2019-04-01,53.4900016784668
2019-02-28,53.959999084472656
2019-11-12,53.380001068115234
2020-01-30,53.75
2019-11-15,53.84000015258789
2020-04-21,53.58000183105469
2019-04-16,52.869998931884766
2019-03-15,52.08000183105469
2019-02-11,52.40999984741211
2019-01-10,52.25
2019-08-22,52.97999954223633
2018-11-07,53.5
2018-08-03,52.36000061035156
2018-09-04,51.380001068115234
2019-06-19,52.25
2019-09-23,51.59000015258789
2019-11-18,49.59000015258789
2020-02-05,50.27000045776367
2020-04-24,50.13999938964844
2019-03-29,50.290000915527344
2019-11-21,50.470001220703125
2020-04-27,50.97999954223633
2020-02-11,50.77000045776367
2020-04-30,51.38999938964844
2019-05-01,52.2599983215332
2019-02-26,51.9900016784668
2019-01-25,52.06999969482422
2018-12-24,52.45000076293945
2019-09-06,52.97999954223633
2018-07-17,53.20000076293945
2018-09-19,54.0
2019-08-05,53.81999969482422
2019-10-08,54.529998779296875
2019-12-11,53.880001068115234
2019-11-27,52.97999954223633
2020-02-14,53.11000061035156
2020-05-06,53.02000045776367
2019-01-08,52.939998626708984
2018-12-07,52.90999984741211
2019-08-20,53.47999954223633
2018-11-05,53.0099983215332
2019-07-19,52.7599983215332
