Dates,TJX
2020-02-27,12062300.0
2019-12-13,8099100.0
2020-05-19,17529300.0
2019-03-06,11667200.0
2018-11-30,10420500.0
2019-08-13,12052300.0
2019-07-12,9689200.0
2019-06-10,7120400.0
2019-05-09,6308400.0
2018-07-25,6825600.0
2018-09-27,8450200.0
2018-10-29,6990900.0
2019-10-16,10883400.0
2019-12-16,8398700.0
2020-03-04,7474300.0
2020-05-22,9826900.0
2019-10-01,13766000.0
2019-12-19,4140400.0
2018-09-10,8182400.0
2019-05-24,6101500.0
2018-08-09,5045200.0
2019-04-22,5582300.0
2019-03-21,5939100.0
2019-01-16,5887800.0
2019-08-28,6325000.0
2018-11-13,8441300.0
2018-10-12,10044300.0
2019-06-25,8048300.0
2020-03-10,7279500.0
2020-05-28,5301200.0
2019-10-07,7577200.0
2020-03-13,6105100.0
2019-10-10,5984900.0
2020-03-16,4114400.0
2020-06-03,7061600.0
2018-11-28,8387800.0
2018-09-25,4649600.0
2018-07-23,3776500.0
2018-08-24,4996400.0
2019-07-10,4803000.0
2019-05-07,4362300.0
2019-04-05,5408000.0
2019-03-04,12254500.0
2019-01-31,9875400.0
2019-09-12,5626800.0
2019-12-31,5408700.0
2020-03-19,4790400.0
2020-01-03,5264000.0
2020-06-09,5760600.0
2019-02-15,4718300.0
2019-01-14,5033900.0
2018-07-06,5948000.0
2018-08-07,4613700.0
2018-10-10,5949700.0
2018-12-13,5057900.0
2019-08-26,4959100.0
2019-07-25,4893600.0
2019-05-22,5261100.0
2019-03-19,8754800.0
2020-01-06,11408700.0
2020-03-25,15552700.0
2020-06-12,9411900.0
2019-10-22,8700200.0
2020-01-09,6051000.0
2020-06-15,6014100.0
2019-10-25,6707300.0
2020-03-31,8552400.0
2020-06-18,5324400.0
2019-04-03,5823100.0
2018-08-22,5653700.0
2018-10-25,6512200.0
2019-01-29,5546300.0
2018-12-28,8431200.0
2018-11-26,6956400.0
2019-08-09,6264300.0
2019-07-08,6271300.0
2019-06-06,4127000.0
2019-09-10,5132700.0
2020-01-15,7067800.0
2020-04-03,4507200.0
2019-10-31,4804700.0
2020-04-06,4448100.0
2020-06-24,5887800.0
2018-11-09,4849700.0
2019-07-23,3931000.0
2019-06-21,4359400.0
2019-05-20,5155900.0
2019-04-18,6679800.0
2018-09-06,4572000.0
2018-10-08,4155300.0
2019-02-13,4676800.0
2018-12-11,5013700.0
2019-09-25,5209400.0
2020-01-21,4026900.0
2020-04-09,3639900.0
2019-11-06,4945300.0
2020-01-24,3577200.0
2020-01-27,3761300.0
2020-04-15,4718000.0
2018-12-26,4714500.0
2019-08-07,5487200.0
2019-06-04,2731400.0
2018-09-21,4540500.0
2018-07-19,4737900.0
2018-08-20,3319300.0
2018-10-23,3515900.0
2019-05-03,4916800.0
2019-04-01,5692500.0
2019-02-28,4456100.0
2019-11-12,3747300.0
2020-01-30,4971600.0
2019-11-15,4895900.0
2020-04-21,6723900.0
2019-04-16,6681400.0
2019-03-15,5323900.0
2019-02-11,5239000.0
2019-01-10,4645500.0
2019-08-22,9723800.0
2018-11-07,12248300.0
2018-08-03,10859200.0
2018-09-04,8858000.0
2019-06-19,7673100.0
2019-09-23,9810600.0
2019-11-18,9046900.0
2020-02-05,6509200.0
2020-04-24,5393100.0
2019-03-29,7498000.0
2019-11-21,7401100.0
2020-04-27,5711000.0
2020-02-11,6033100.0
2020-04-30,4594200.0
2019-05-01,4644000.0
2019-02-26,6101500.0
2019-01-25,4067200.0
2018-12-24,7546500.0
2019-09-06,5459300.0
2018-07-17,6854500.0
2018-09-19,6708100.0
2019-08-05,6312100.0
2019-10-08,5289300.0
2019-12-11,10912300.0
2019-11-27,7225800.0
2020-02-14,7990500.0
2020-05-06,4954100.0
2019-01-08,4907800.0
2018-12-07,6454100.0
2019-08-20,4090400.0
2018-11-05,3678600.0
2019-07-19,3341300.0
2018-10-04,4093800.0
2019-06-17,4246700.0
2019-05-16,4668600.0
2018-08-01,6568100.0
2019-03-13,5616800.0
2019-12-03,5366400.0
2020-02-20,4108300.0
2019-12-06,4374000.0
2020-05-12,4200300.0
2019-12-09,5755000.0
2020-02-26,6749400.0
2020-05-15,3318000.0
2019-03-28,4521200.0
2018-09-17,4926600.0
2018-08-16,4294500.0
2018-10-19,2883100.0
2019-04-29,2935400.0
2019-01-23,3918900.0
2019-09-04,5961200.0
2018-11-20,7937800.0
2019-07-02,5353000.0
2019-05-31,7504500.0
2019-12-12,8014200.0
2020-05-18,5364600.0
2019-09-27,5850200.0
2020-03-03,5654100.0
2020-05-21,4679400.0
2019-05-14,6367400.0
2018-08-31,8708700.0
2018-07-30,7416400.0
2018-10-02,9015100.0
2019-04-12,8093800.0
2019-03-11,16460800.0
2019-02-07,15877800.0
2019-07-17,10671600.0
2019-09-19,9037900.0
2019-10-21,6056700.0
2019-12-18,6653400.0
2020-03-06,5327700.0
2019-10-03,5956200.0
2020-03-09,5841200.0
2020-05-27,5049200.0
2019-12-24,5254200.0
2020-03-12,4950600.0
2018-12-20,5746200.0
2019-08-01,4461600.0
2018-08-14,6133400.0
2018-07-13,4451500.0
2018-10-17,4761800.0
2019-05-29,3583500.0
2019-03-26,6358300.0
2019-02-22,5961900.0
2019-10-04,6090800.0
2019-11-05,4110800.0
2019-12-27,9441900.0
2020-06-02,5170800.0
2019-12-30,6113600.0
2020-03-18,3411500.0
2020-06-05,3515100.0
2019-07-15,5689600.0
2018-12-03,4416500.0
2019-06-13,3854600.0
2019-01-04,4873000.0
2018-08-29,3643000.0
2019-02-05,4160500.0
2018-11-01,3809000.0
2019-08-16,5418300.0
2019-04-10,3745800.0
2019-09-17,5858500.0
2019-10-15,5040500.0
2020-01-02,3201600.0
2020-06-08,4914200.0
2019-10-18,4725200.0
2020-03-24,6368000.0
2020-06-11,6026100.0
2020-01-08,6152500.0
2019-04-25,3321600.0
2019-07-30,3898700.0
2019-02-20,4238000.0
2018-07-11,2829400.0
2018-09-13,5101400.0
2018-10-15,5309300.0
2019-06-28,4665500.0
2018-12-18,6221800.0
2018-11-16,3486300.0
2019-10-02,3033400.0
2020-03-27,5906000.0
2020-01-10,4052200.0
2019-10-24,3935400.0
2020-03-30,2340300.0
2020-06-17,2978300.0
2020-01-14,3496100.0
2020-04-02,3978300.0
2019-01-02,3323400.0
2019-08-14,4752400.0
2018-10-30,7015500.0
2019-06-11,11468200.0
2019-05-10,8673900.0
2019-04-08,6924300.0
2018-08-27,6193800.0
2018-07-26,5297800.0
2018-09-28,15894600.0
2019-03-07,5236000.0
2019-10-30,2425500.0
2020-01-17,4831900.0
2020-06-23,4781300.0
2020-04-08,4481400.0
2020-06-26,5160500.0
2019-03-22,4901700.0
2019-01-17,5364900.0
2019-08-29,4117700.0
2018-11-14,4059800.0
2019-06-26,3981100.0
2018-09-11,3525100.0
2018-07-09,6259400.0
2018-08-10,4755600.0
2019-04-23,6273600.0
2019-09-30,4318900.0
2020-01-23,8193200.0
2019-11-08,3907700.0
2020-04-14,1166500.0
2019-11-11,2584700.0
2020-01-29,2943800.0
2020-04-17,3493700.0
2018-07-24,3631000.0
2018-09-26,5190200.0
2019-05-08,3229200.0
2019-03-05,5223000.0
2019-02-01,4586700.0
2018-12-31,3658100.0
2018-11-29,5584400.0
2019-08-12,3853400.0
2019-07-11,3486500.0
2019-09-13,5316800.0
2019-11-14,5020500.0
2020-04-20,4114600.0
2020-02-04,5382300.0
2020-04-23,5090600.0
2018-12-14,2943100.0
2019-08-27,3529600.0
2018-08-08,3909500.0
2018-10-11,3795700.0
2018-11-12,3928500.0
2019-07-26,3449200.0
2019-06-24,5375600.0
2019-05-23,6151900.0
2019-03-20,6331700.0
2019-01-15,4266700.0
2019-11-20,4353200.0
2020-02-07,4588900.0
2020-02-10,3727200.0
2020-04-29,3449700.0
2019-11-26,4490100.0
2020-02-13,4304700.0
2019-01-30,5195300.0
2018-08-23,5472300.0
2018-09-24,3498200.0
2018-11-27,3384500.0
2018-10-26,3015200.0
2019-07-09,4681000.0
2019-06-07,5638500.0
2019-05-06,8317600.0
2019-04-04,14677500.0
2019-09-11,12636600.0
2019-11-29,12936400.0
2020-05-05,10155000.0
2019-12-02,10092900.0
2020-02-19,6853500.0
2020-05-08,9162300.0
2019-05-21,10401300.0
2019-03-18,11188700.0
2018-09-07,12575500.0
2018-08-06,12107500.0
2018-10-09,13572800.0
2019-02-14,11254400.0
2018-12-12,13684100.0
2019-07-24,18604500.0
2019-09-26,18300900.0
2019-10-28,22567100.0
2019-12-05,13402000.0
2020-05-11,21303700.0
2019-07-03,14467600.0
2020-02-25,14331800.0
2020-05-14,17080100.0
2020-02-28,12743200.0
2019-08-08,12442400.0
2019-06-05,18375300.0
2018-07-20,8810000.0
2018-08-21,9665200.0
2018-10-24,12141200.0
2019-04-02,12722100.0
2019-03-01,14116000.0
2019-01-28,9146300.0
2018-12-27,11109800.0
2019-09-09,10381300.0
2020-03-02,8871200.0
2020-05-20,10240300.0
2019-12-17,13209900.0
2020-03-05,15547100.0
2019-02-12,8325500.0
2019-01-11,9508600.0
2018-12-10,7716200.0
2019-08-23,8092400.0
2018-11-08,9493400.0
2019-07-22,10028200.0
2019-06-20,14079500.0
2018-09-05,10941200.0
2019-04-17,14762800.0
2019-09-24,5910300.0
2019-12-20,10082700.0
2020-05-26,7951000.0
2019-04-30,5804100.0
2019-12-23,9375000.0
2020-03-11,5587100.0
2020-05-29,6723900.0
2019-12-26,6713700.0
2020-06-01,14312400.0
2019-05-02,11424800.0
2019-02-27,20593600.0
2018-11-23,13388900.0
2019-08-06,11220300.0
2018-07-18,9771600.0
2018-09-20,23101500.0
2018-10-22,13446900.0
2019-07-05,12240600.0
2019-06-03,10793000.0
2019-10-09,10447400.0
2019-10-11,13084500.0
2020-03-17,6906200.0
2020-06-04,9785500.0
2019-10-14,7033800.0
2020-03-20,14901700.0
2018-11-06,11740000.0
2019-06-18,8700200.0
2019-05-17,7887900.0
2019-04-15,10910300.0
2019-03-14,10704800.0
2019-01-09,7367500.0
2018-08-02,8299000.0
2018-10-05,12468500.0
2019-08-21,6117600.0
2019-10-17,9619300.0
2020-03-23,13545400.0
2020-06-10,8051400.0
2019-02-25,5141600.0
2020-01-07,7230700.0
2020-03-26,7174300.0
2019-10-23,8298000.0
