Dates,TJX
2018-06-20,47.900001525878906
2018-06-21,47.494998931884766
2018-06-25,47.334999084472656
2018-06-22,47.28499984741211
2018-06-26,46.810001373291016
2018-06-27,47.06999969482422
2018-06-28,47.0099983215332
2018-06-29,47.584999084472656
2018-07-02,47.11000061035156
2018-07-03,47.42499923706055
2018-07-05,47.31999969482422
2018-07-16,47.470001220703125
2018-09-18,47.71500015258789
2019-01-24,47.185001373291016
2019-09-05,47.255001068115234
2018-11-21,47.095001220703125
2020-01-13,47.095001220703125
2020-04-01,47.345001220703125
2020-06-19,47.55500030517578
2019-10-29,47.869998931884766
2020-01-16,48.25
2020-06-22,48.47999954223633
2018-10-03,48.54999923706055
2018-07-31,48.26499938964844
2019-03-12,48.3849983215332
2019-02-08,48.64500045776367
2019-01-07,48.165000915527344
2018-12-06,48.275001525878906
2019-08-19,48.2599983215332
2019-07-18,48.01499938964844
2019-05-15,47.959999084472656
2019-09-20,48.375
2019-11-01,48.790000915527344
2020-04-07,48.779998779296875
2020-06-25,49.4900016784668
2020-06-16,49.724998474121094
2019-11-04,49.68000030517578
2020-01-22,49.6150016784668
2019-11-07,49.79999923706055
2020-04-13,49.435001373291016
2019-07-01,49.09000015258789
2019-05-30,49.599998474121094
2018-08-15,49.904998779296875
2018-10-18,52.29999923706055
2019-03-27,52.529998779296875
2019-01-22,52.814998626708984
2018-12-21,53.150001525878906
2019-09-03,53.68000030517578
2018-11-19,53.275001525878906
2019-08-02,53.525001525878906
2020-01-28,54.099998474121094
2020-04-16,54.16999816894531
2019-11-13,55.0099983215332
2020-01-31,55.1150016784668
2018-12-04,55.224998474121094
2018-11-02,54.900001525878906
2019-07-16,55.22999954223633
2018-08-30,54.85499954223633
2018-10-01,54.744998931884766
2019-06-14,54.29499816894531
2019-05-13,53.65999984741211
2019-04-11,53.709999084472656
2019-02-06,53.790000915527344
2019-09-18,54.095001220703125
2020-02-03,54.18000030517578
2020-04-22,54.71500015258789
2019-11-19,54.525001525878906
2020-02-06,54.915000915527344
2019-11-22,55.279998779296875
2019-03-25,55.70000076293945
2019-02-21,55.81999969482422
2018-12-19,56.084999084472656
2018-07-12,55.17499923706055
2018-09-14,54.935001373291016
2018-08-13,54.95000076293945
2018-10-16,54.869998931884766
