Dates,UNM
2018-06-20,35.194095611572266
2018-06-21,35.05527877807617
2018-06-25,35.15707778930664
2018-06-22,35.268131256103516
2018-06-26,35.05527877807617
2018-06-27,33.907745361328125
2018-06-28,34.18537521362305
2018-06-29,34.23164749145508
2018-07-02,34.786903381347656
2018-07-03,34.74989318847656
2018-07-05,34.953487396240234
2018-07-16,35.27738571166992
2018-09-18,36.480438232421875
2019-01-24,35.9251823425293
2019-09-05,34.703617095947266
2018-11-21,34.88870620727539
2020-01-13,34.851680755615234
2020-04-01,35.29589080810547
2020-06-19,35.32365036010742
2019-10-29,35.3884391784668
2020-01-16,34.69437026977539
2020-06-22,34.731380462646484
2018-10-03,35.351417541503906
2018-07-31,35.5365104675293
2019-03-12,35.138572692871094
2019-02-08,35.869651794433594
2019-01-07,36.14916229248047
2018-12-06,36.6429557800293
2019-08-19,37.015625
2019-07-18,36.24233627319336
2019-05-15,33.42865753173828
2019-09-20,33.950401306152344
2019-11-01,33.57772445678711
2020-04-07,33.77338409423828
2020-06-25,33.80133056640625
2020-06-16,33.5590934753418
2019-11-04,32.7764778137207
2020-01-22,32.61808776855469
2019-11-07,32.92555236816406
2020-04-13,32.7764778137207
2019-07-01,33.54977798461914
2019-05-30,33.540462493896484
2018-08-15,33.50319290161133
2018-10-18,33.81065368652344
2019-03-27,33.42865753173828
2019-01-22,32.739219665527344
2018-12-21,33.130523681640625
2019-09-03,33.73611068725586
2018-11-19,33.53114700317383
2019-08-02,33.84791946411133
2020-01-28,34.248538970947266
2020-04-16,34.36033630371094
2019-11-13,34.528038024902344
2020-01-31,34.854129791259766
2018-12-04,34.15536880493164
2018-11-02,34.052886962890625
2019-07-16,33.484561920166016
2018-08-30,33.419342041015625
2018-10-01,32.75784683227539
2019-06-14,33.58704376220703
2019-05-13,34.378971099853516
2019-04-11,33.94108200073242
2019-02-06,35.8603401184082
2019-09-18,36.47525405883789
2020-02-03,36.7827033996582
2020-04-22,37.742332458496094
2019-11-19,37.108795166015625
2020-02-06,36.7827033996582
2019-11-22,36.195743560791016
2019-03-25,36.46593475341797
2019-02-21,36.40071487426758
