Dates,UNM
2018-06-20,37.9900016784668
2018-06-21,37.70000076293945
2018-06-25,37.88999938964844
2018-06-22,37.75
2018-06-26,37.540000915527344
2018-06-27,36.560001373291016
2018-06-28,36.150001525878906
2018-06-29,36.9900016784668
2018-07-02,36.7599983215332
2018-07-03,37.5
2018-07-05,37.439998626708984
2018-07-16,37.439998626708984
2018-09-18,38.290000915527344
2019-01-24,38.630001068115234
2019-09-05,37.47999954223633
2018-11-21,37.16999816894531
2020-01-13,37.2400016784668
2020-04-01,37.7400016784668
2020-06-19,37.95000076293945
2019-10-29,37.779998779296875
2020-01-16,37.439998626708984
2020-06-22,37.04999923706055
2018-10-03,37.40999984741211
2018-07-31,38.150001525878906
2019-03-12,36.959999084472656
2019-02-08,38.099998474121094
2019-01-07,38.619998931884766
2018-12-06,38.83000183105469
2019-08-19,39.45000076293945
2019-07-18,38.869998931884766
2019-05-15,35.33000183105469
2019-09-20,35.84000015258789
2019-11-01,35.91999816894531
2020-04-07,36.15999984741211
2020-06-25,36.02000045776367
2020-06-16,35.9900016784668
2019-11-04,34.56999969482422
2020-01-22,34.7599983215332
2019-11-07,35.06999969482422
2020-04-13,34.709999084472656
2019-07-01,35.5
2019-05-30,35.70000076293945
2018-08-15,35.790000915527344
2018-10-18,35.93000030517578
2019-03-27,35.72999954223633
2019-01-22,35.06999969482422
2018-12-21,35.31999969482422
2019-09-03,35.79999923706055
2018-11-19,35.77000045776367
2019-08-02,35.439998626708984
2020-01-28,36.400001525878906
2020-04-16,36.470001220703125
2019-11-13,36.70000076293945
2020-01-31,37.0
2018-12-04,36.63999938964844
2018-11-02,36.31999969482422
2019-07-16,35.599998474121094
2018-08-30,35.20000076293945
2018-10-01,35.0
2019-06-14,35.15999984741211
2019-05-13,36.220001220703125
2019-04-11,36.369998931884766
2019-02-06,36.66999816894531
2019-09-18,38.599998474121094
2020-02-03,39.36000061035156
2020-04-22,39.47999954223633
2019-11-19,39.560001373291016
