Dates,UNM
2018-06-20,1277600.0
2018-06-21,1111500.0
2018-06-25,2327500.0
2018-06-22,1546000.0
2018-06-26,1440100.0
2018-06-27,1745900.0
2018-06-28,1602800.0
2018-06-29,1246000.0
2018-07-02,1606900.0
2018-07-03,771900.0
2018-07-05,1630300.0
2018-07-16,1758800.0
2018-09-18,1740900.0
2019-01-24,1793400.0
2019-09-05,1254300.0
2018-11-21,1602900.0
2020-01-13,1379900.0
2020-04-01,715800.0
2020-06-19,869300.0
2019-10-29,1461900.0
2020-01-16,1532400.0
2020-06-22,1335300.0
2018-10-03,1594900.0
2018-07-31,1509100.0
2019-03-12,1912900.0
2019-02-08,1914900.0
2019-01-07,1184900.0
2018-12-06,1754900.0
2019-08-19,3287000.0
2019-07-18,1563400.0
2019-05-15,3971300.0
2019-09-20,2141100.0
2019-11-01,1912900.0
2020-04-07,1996300.0
2020-06-25,1524100.0
2020-06-16,1533400.0
2019-11-04,1939700.0
2020-01-22,1144800.0
2019-11-07,1380200.0
2020-04-13,1395100.0
2019-07-01,2167800.0
2019-05-30,1036300.0
2018-08-15,1269300.0
2018-10-18,1627900.0
2019-03-27,1055000.0
2019-01-22,1367100.0
2018-12-21,1663100.0
2019-09-03,1671100.0
2018-11-19,1481200.0
2019-08-02,1949200.0
2020-01-28,3522200.0
2020-04-16,2743300.0
2019-11-13,2545500.0
2020-01-31,2586800.0
2018-12-04,1514300.0
2018-11-02,1626600.0
2019-07-16,1485900.0
2018-08-30,1795100.0
2018-10-01,1916900.0
2019-06-14,2717200.0
2019-05-13,1847700.0
2019-04-11,1388900.0
2019-02-06,4028100.0
2019-09-18,3288100.0
2020-02-03,2611600.0
2020-04-22,3976500.0
2019-11-19,3070300.0
2020-02-06,3280500.0
2019-11-22,2164900.0
2019-03-25,2950900.0
2019-02-21,2863500.0
2018-12-19,1702500.0
2018-07-12,2112700.0
2018-09-14,3134700.0
2018-08-13,3337200.0
2018-10-16,3171200.0
2019-07-31,1943600.0
2019-05-28,2090500.0
2019-04-26,2746300.0
2020-04-28,2964500.0
2019-11-25,3507400.0
2020-02-12,1513500.0
2020-05-01,1974900.0
2020-05-04,1820400.0
2019-06-12,2601100.0
2019-04-09,2780100.0
2019-03-08,2148000.0
2019-02-04,2281600.0
2018-07-27,2557100.0
2018-08-28,3505500.0
2019-01-03,2758000.0
2019-08-15,3570700.0
2018-10-31,4730500.0
2019-09-16,3741400.0
2020-02-18,2243500.0
2020-05-07,2256100.0
2018-08-17,2468300.0
2019-12-04,1689000.0
2020-02-21,2150700.0
2018-12-17,2718900.0
2019-08-30,2286100.0
2018-11-15,2007900.0
2019-07-29,3363500.0
2019-06-27,2245700.0
2019-04-24,1972500.0
2018-07-10,2091200.0
2018-09-12,2880700.0
2019-02-19,2457700.0
2019-01-18,1691700.0
2020-02-24,1075200.0
2020-05-13,1820700.0
2019-12-10,1923300.0
2020-02-27,2130200.0
2019-12-13,1659200.0
2020-05-19,2887200.0
2019-03-06,2344300.0
2018-11-30,3365400.0
2019-08-13,3690700.0
2019-07-12,3342200.0
2019-06-10,2980400.0
2019-05-09,3352600.0
2018-07-25,2865000.0
2018-09-27,3423500.0
2018-10-29,2752800.0
2019-10-16,2663300.0
2019-12-16,3234300.0
2020-03-04,3094700.0
2020-05-22,3887200.0
2019-10-01,4465800.0
2019-12-19,1099100.0
2018-09-10,2129700.0
2019-05-24,2405100.0
2018-08-09,2218600.0
2019-04-22,1434400.0
2019-03-21,3202100.0
2019-01-16,2331200.0
2019-08-28,2171100.0
2018-11-13,1456300.0
2018-10-12,2285300.0
2019-06-25,1519100.0
2020-03-10,1677800.0
2020-05-28,1746900.0
2019-10-07,1332700.0
2020-03-13,1217400.0
2019-10-10,1080400.0
2020-03-16,1243600.0
2020-06-03,2555900.0
2018-11-28,1266900.0
2018-09-25,1296600.0
2018-07-23,1080900.0
2018-08-24,1409600.0
2019-07-10,903200.0
2019-05-07,1201700.0
2019-04-05,2853700.0
2019-03-04,4547900.0
2019-01-31,2021700.0
2019-09-12,3286900.0
2019-12-31,2308200.0
2020-03-19,4484400.0
2020-01-03,2370500.0
2020-06-09,1549900.0
2019-02-15,1945300.0
2019-01-14,1922500.0
2018-07-06,1649300.0
2018-08-07,1178500.0
2018-10-10,1360000.0
2018-12-13,1573400.0
2019-08-26,1875000.0
2019-07-25,1270200.0
2019-05-22,1053900.0
2019-03-19,1671700.0
2020-01-06,1538200.0
2020-03-25,1414800.0
2020-06-12,2095000.0
2019-10-22,1314000.0
2020-01-09,2547300.0
2020-06-15,1636500.0
2019-10-25,1557800.0
2020-03-31,1611000.0
2020-06-18,1225900.0
2019-04-03,1541200.0
2018-08-22,1843400.0
2018-10-25,2029500.0
2019-01-29,1547400.0
2018-12-28,3618200.0
2018-11-26,2061400.0
2019-08-09,2371500.0
2019-07-08,3100400.0
2019-06-06,1952200.0
2019-09-10,2179000.0
2020-01-15,1739500.0
2020-04-03,1549100.0
2019-10-31,1196600.0
2020-04-06,2101600.0
2020-06-24,2060500.0
2018-11-09,2037200.0
2019-07-23,2103400.0
2019-06-21,2370100.0
2019-05-20,1567500.0
2019-04-18,2642300.0
2018-09-06,1453900.0
2018-10-08,1695800.0
2019-02-13,1573200.0
2018-12-11,3055800.0
2019-09-25,2896300.0
2020-01-21,3437000.0
2020-04-09,1737000.0
2019-11-06,3209400.0
2020-01-24,2659000.0
2020-01-27,2287800.0
2020-04-15,1838000.0
2018-12-26,1893100.0
2019-08-07,2067200.0
2019-06-04,1057400.0
2018-09-21,2881700.0
2018-07-19,1918300.0
2018-08-20,3256800.0
2018-10-23,2847500.0
2019-05-03,1337700.0
2019-04-01,2506200.0
2019-02-28,2976200.0
2019-11-12,2060400.0
2020-01-30,1492800.0
2019-11-15,994800.0
2020-04-21,2411600.0
2019-04-16,1824800.0
2019-03-15,1401900.0
2019-02-11,1398500.0
2019-01-10,1287800.0
2019-08-22,1603300.0
2018-11-07,1235500.0
2018-08-03,1497600.0
2018-09-04,2462000.0
2019-06-19,1778500.0
2019-09-23,1786200.0
2019-11-18,1955900.0
2020-02-05,1132600.0
2020-04-24,1907000.0
2019-03-29,2627200.0
2019-11-21,1626300.0
2020-04-27,1713000.0
2020-02-11,2310700.0
2020-04-30,1323600.0
2019-05-01,1579000.0
2019-02-26,1072800.0
2019-01-25,1691500.0
2018-12-24,2051100.0
2019-09-06,1100600.0
2018-07-17,1086000.0
2018-09-19,2621500.0
2019-08-05,1801600.0
2019-10-08,2856500.0
2019-12-11,2381500.0
2019-11-27,1593000.0
2020-02-14,1946600.0
2020-05-06,1414200.0
2019-01-08,2053600.0
2018-12-07,2864800.0
2019-08-20,2105000.0
2018-11-05,1820700.0
2019-07-19,576600.0
2018-10-04,1347700.0
2019-06-17,857100.0
2019-05-16,1335800.0
2018-08-01,3123100.0
2019-03-13,2863300.0
2019-12-03,1715500.0
2020-02-20,2705900.0
2019-12-06,3235700.0
2020-05-12,1589100.0
2019-12-09,2336300.0
2020-02-26,3058600.0
2020-05-15,1329500.0
2019-03-28,2580000.0
2018-09-17,1823500.0
2018-08-16,2279200.0
2018-10-19,1438600.0
2019-04-29,1216100.0
2019-01-23,1291000.0
