Dates,UNM
2018-06-20,38.599998474121094
2018-06-21,37.970001220703125
2018-06-25,38.16999816894531
2018-06-22,37.93000030517578
2018-06-26,38.18000030517578
2018-06-27,37.79999923706055
2018-06-28,36.630001068115234
2018-06-29,37.25
2018-07-02,36.779998779296875
2018-07-03,37.65999984741211
2018-07-05,37.689998626708984
2018-07-16,37.599998474121094
2018-09-18,38.41999816894531
2019-01-24,39.54999923706055
2019-09-05,38.41999816894531
2018-11-21,37.869998931884766
2020-01-13,37.47999954223633
2020-04-01,37.810001373291016
2020-06-19,38.099998474121094
2019-10-29,38.08000183105469
2020-01-16,38.150001525878906
2020-06-22,37.36000061035156
2018-10-03,37.40999984741211
2018-07-31,38.18000030517578
2019-03-12,38.40999984741211
2019-02-08,38.189998626708984
2019-01-07,38.75
2018-12-06,38.83000183105469
2019-08-19,40.65999984741211
2019-07-18,39.56999969482422
2019-05-15,36.9900016784668
2019-09-20,35.90999984741211
2019-11-01,36.45000076293945
2020-04-07,36.290000915527344
2020-06-25,36.279998779296875
2020-06-16,36.2400016784668
2019-11-04,35.439998626708984
2020-01-22,35.150001525878906
2019-11-07,35.06999969482422
2020-04-13,34.959999084472656
2019-07-01,35.709999084472656
2019-05-30,35.900001525878906
2018-08-15,36.0
2018-10-18,35.95000076293945
2019-03-27,36.16999816894531
2019-01-22,35.86000061035156
2018-12-21,35.400001525878906
2019-09-03,35.79999923706055
2018-11-19,36.38999938964844
2019-08-02,36.02000045776367
2020-01-28,36.400001525878906
2020-04-16,36.810001373291016
2019-11-13,36.70000076293945
2020-01-31,37.0
2018-12-04,37.40999984741211
2018-11-02,36.86000061035156
2019-07-16,36.560001373291016
2018-08-30,35.720001220703125
2018-10-01,35.72999954223633
2019-06-14,35.15999984741211
2019-05-13,36.2400016784668
2019-04-11,37.0099983215332
2019-02-06,36.720001220703125
2019-09-18,38.68000030517578
2020-02-03,39.36000061035156
2020-04-22,39.65999984741211
2019-11-19,40.4900016784668
2020-02-06,40.02000045776367
2019-11-22,39.529998779296875
2019-03-25,39.11000061035156
2019-02-21,38.90999984741211
2018-12-19,39.31999969482422
2018-07-12,39.189998626708984
2018-09-14,39.720001220703125
2018-08-13,39.65999984741211
2018-10-16,39.790000915527344
2019-07-31,39.45000076293945
2019-05-28,39.959999084472656
2019-04-26,39.790000915527344
2020-04-28,38.959999084472656
2019-11-25,37.630001068115234
2020-02-12,37.22999954223633
2020-05-01,37.290000915527344
2020-05-04,37.63999938964844
2019-06-12,37.90999984741211
2019-04-09,36.900001525878906
2019-03-08,37.79999923706055
2019-02-04,36.310001373291016
2018-07-27,36.029998779296875
2018-08-28,34.810001373291016
2019-01-03,34.220001220703125
2019-08-15,35.06999969482422
2018-10-31,35.09000015258789
2019-09-16,36.77000045776367
2020-02-18,36.56999969482422
2020-05-07,37.52000045776367
2018-08-17,37.130001068115234
2019-12-04,37.31999969482422
2020-02-21,37.5099983215332
2018-12-17,37.45000076293945
2019-08-30,37.810001373291016
2018-11-15,37.599998474121094
2019-07-29,37.279998779296875
2019-06-27,38.45000076293945
2019-04-24,36.5
2018-07-10,36.619998931884766
2018-09-12,36.08000183105469
2019-02-19,34.970001220703125
2019-01-18,34.939998626708984
2020-02-24,35.029998779296875
2020-05-13,36.11000061035156
2019-12-10,35.88999938964844
2020-02-27,35.689998626708984
2019-12-13,36.02000045776367
2020-05-19,36.209999084472656
2019-03-06,36.599998474121094
2018-11-30,35.70000076293945
2019-08-13,32.86000061035156
2019-07-12,32.43000030517578
2019-06-10,32.040000915527344
2019-05-09,31.3799991607666
2018-07-25,31.010000228881836
2018-09-27,30.31999969482422
2018-10-29,30.100000381469727
2019-10-16,29.399999618530273
2019-12-16,29.469999313354492
2020-03-04,28.979999542236328
2020-05-22,28.690000534057617
2019-10-01,28.3700008392334
2019-12-19,27.739999771118164
2018-09-10,27.239999771118164
2019-05-24,28.15999984741211
2018-08-09,29.229999542236328
2019-04-22,29.139999389648438
2019-03-21,28.729999542236328
2019-01-16,29.899999618530273
2019-08-28,30.540000915527344
2018-11-13,31.190000534057617
2018-10-12,31.790000915527344
2019-06-25,31.75
2020-03-10,32.220001220703125
2020-05-28,31.93000030517578
2019-10-07,32.08000183105469
2020-03-13,32.54999923706055
2019-10-10,32.81999969482422
2020-03-16,33.0099983215332
2020-06-03,33.84000015258789
2018-11-28,34.22999954223633
2018-09-25,34.16999816894531
2018-07-23,33.849998474121094
2018-08-24,34.380001068115234
2019-07-10,34.060001373291016
2019-05-07,34.119998931884766
2019-04-05,33.91999816894531
2019-03-04,33.650001525878906
2019-01-31,34.86000061035156
2019-09-12,34.79999923706055
2019-12-31,34.84000015258789
2020-03-19,35.220001220703125
2020-01-03,36.13999938964844
2020-06-09,34.97999954223633
2019-02-15,35.22999954223633
2019-01-14,35.54999923706055
2018-07-06,36.2599983215332
2018-08-07,35.34000015258789
2018-10-10,35.83000183105469
2018-12-13,36.18000030517578
2019-08-26,36.7599983215332
2019-07-25,37.369998931884766
