Dates,UNM
2018-06-20,38.029998779296875
2018-06-21,37.880001068115234
2018-06-25,37.9900016784668
2018-06-22,38.11000061035156
2018-06-26,37.880001068115234
2018-06-27,36.63999938964844
2018-06-28,36.939998626708984
2018-06-29,36.9900016784668
2018-07-02,37.59000015258789
2018-07-03,37.54999923706055
2018-07-05,37.77000045776367
2018-07-16,38.119998931884766
2018-09-18,39.41999816894531
2019-01-24,38.81999969482422
2019-09-05,37.5
2018-11-21,37.70000076293945
2020-01-13,37.65999984741211
2020-04-01,38.13999938964844
2020-06-19,38.16999816894531
2019-10-29,38.2400016784668
2020-01-16,37.4900016784668
2020-06-22,37.529998779296875
2018-10-03,38.20000076293945
2018-07-31,38.400001525878906
2019-03-12,37.970001220703125
2019-02-08,38.7599983215332
2019-01-07,38.79999923706055
2018-12-06,39.33000183105469
2019-08-19,39.72999954223633
2019-07-18,38.900001525878906
2019-05-15,35.880001068115234
2019-09-20,36.439998626708984
2019-11-01,36.040000915527344
2020-04-07,36.25
2020-06-25,36.279998779296875
2020-06-16,36.02000045776367
2019-11-04,35.18000030517578
2020-01-22,35.0099983215332
2019-11-07,35.34000015258789
2020-04-13,35.18000030517578
2019-07-01,36.0099983215332
2019-05-30,36.0
2018-08-15,35.959999084472656
2018-10-18,36.290000915527344
2019-03-27,35.880001068115234
2019-01-22,35.13999938964844
2018-12-21,35.560001373291016
2019-09-03,36.209999084472656
2018-11-19,35.9900016784668
2019-08-02,36.33000183105469
2020-01-28,36.7599983215332
2020-04-16,36.880001068115234
2019-11-13,37.060001373291016
2020-01-31,37.40999984741211
2018-12-04,36.65999984741211
2018-11-02,36.54999923706055
2019-07-16,35.939998626708984
2018-08-30,35.869998931884766
2018-10-01,35.15999984741211
2019-06-14,36.04999923706055
2019-05-13,36.900001525878906
2019-04-11,36.43000030517578
2019-02-06,38.4900016784668
2019-09-18,39.150001525878906
2020-02-03,39.47999954223633
2020-04-22,40.5099983215332
2019-11-19,39.83000183105469
2020-02-06,39.47999954223633
2019-11-22,38.849998474121094
2019-03-25,39.13999938964844
2019-02-21,39.06999969482422
2018-12-19,39.22999954223633
2018-07-12,39.400001525878906
2018-09-14,39.52000045776367
2018-08-13,39.7599983215332
2018-10-16,39.41999816894531
2019-07-31,40.22999954223633
2019-05-28,39.810001373291016
2019-04-26,39.0
2020-04-28,36.90999984741211
2019-11-25,37.31999969482422
2020-02-12,37.029998779296875
2020-05-01,37.650001525878906
2020-05-04,37.9900016784668
2019-06-12,37.189998626708984
2019-04-09,37.650001525878906
2019-03-08,37.08000183105469
2019-02-04,36.22999954223633
2018-07-27,34.0
2018-08-28,34.880001068115234
2019-01-03,34.5099983215332
2019-08-15,34.849998474121094
2018-10-31,36.25
2019-09-16,36.2599983215332
2020-02-18,36.95000076293945
2020-05-07,37.16999816894531
2018-08-17,37.38999938964844
2019-12-04,37.27000045776367
2020-02-21,38.04999923706055
2018-12-17,38.150001525878906
2019-08-30,37.709999084472656
2018-11-15,37.02000045776367
2019-07-29,38.0099983215332
2019-06-27,37.02000045776367
2019-04-24,37.029998779296875
2018-07-10,36.11000061035156
2018-09-12,35.40999984741211
2019-02-19,34.7599983215332
2019-01-18,35.47999954223633
2020-02-24,35.459999084472656
2020-05-13,36.150001525878906
2019-12-10,35.779998779296875
2020-02-27,36.61000061035156
2019-12-13,36.38999938964844
2020-05-19,35.90999984741211
2019-03-06,35.81999969482422
2018-11-30,33.61000061035156
2019-08-13,32.43000030517578
2019-07-12,32.25
2019-06-10,31.059999465942383
2019-05-09,30.309999465942383
2018-07-25,30.270000457763672
2018-09-27,30.350000381469727
2018-10-29,29.690000534057617
2019-10-16,29.260000228881836
2019-12-16,29.1200008392334
2020-03-04,28.809999465942383
2020-05-22,28.360000610351562
2019-10-01,28.1299991607666
2019-12-19,27.239999771118164
2018-09-10,28.760000228881836
2019-05-24,29.040000915527344
2018-08-09,29.0
2019-04-22,29.3799991607666
2019-03-21,30.049999237060547
2019-01-16,29.8799991607666
2019-08-28,31.34000015258789
2018-11-13,31.43000030517578
2018-10-12,31.610000610351562
2019-06-25,32.29999923706055
2020-03-10,32.20000076293945
2020-05-28,32.369998931884766
2019-10-07,32.529998779296875
2020-03-13,32.560001373291016
2019-10-10,33.2400016784668
2020-03-16,33.619998931884766
2020-06-03,34.45000076293945
2018-11-28,34.0
2018-09-25,33.93000030517578
2018-07-23,34.189998626708984
2018-08-24,34.369998931884766
2019-07-10,34.20000076293945
2019-05-07,33.83000183105469
2019-04-05,33.91999816894531
2019-03-04,34.7599983215332
2019-01-31,34.81999969482422
2019-09-12,34.75
2019-12-31,34.689998626708984
2020-03-19,36.5099983215332
2020-01-03,35.290000915527344
2020-06-09,35.06999969482422
2019-02-15,35.119998931884766
2019-01-14,36.029998779296875
2018-07-06,35.84000015258789
2018-08-07,35.38999938964844
2018-10-10,36.31999969482422
2018-12-13,36.72999954223633
2019-08-26,37.310001373291016
2019-07-25,37.099998474121094
2019-05-22,37.27000045776367
2019-03-19,37.439998626708984
2020-01-06,37.459999084472656
2020-03-25,37.43000030517578
2020-06-12,37.36000061035156
2019-10-22,37.66999816894531
2020-01-09,37.16999816894531
2020-06-15,37.06999969482422
2019-10-25,36.290000915527344
2020-03-31,36.08000183105469
2020-06-18,36.029998779296875
2019-04-03,36.130001068115234
2018-08-22,36.15999984741211
2018-10-25,36.150001525878906
2019-01-29,36.18000030517578
2018-12-28,36.380001068115234
2018-11-26,36.77000045776367
2019-08-09,36.279998779296875
2019-07-08,34.540000915527344
2019-06-06,34.619998931884766
2019-09-10,33.369998931884766
2020-01-15,33.279998779296875
2020-04-03,33.72999954223633
2019-10-31,33.619998931884766
2020-04-06,33.560001373291016
