Dates,AMZN
2007-12-31,5755200.0
2008-01-02,13858700.0
2008-01-04,9122500.0
2008-01-07,10270000.0
2008-01-03,9981600.0
2008-01-08,12283300.0
2008-01-09,16410900.0
2008-01-10,11609900.0
2008-01-11,10624300.0
2008-01-14,9056100.0
2008-01-15,9655900.0
2008-03-14,12407000.0
2008-06-18,9900900.0
2009-01-28,13364300.0
2008-04-15,12822200.0
2008-11-25,20405700.0
2009-04-02,9886600.0
2008-10-07,10027600.0
2008-01-25,8505300.0
2008-02-26,9958000.0
2008-04-30,25298700.0
2008-09-05,42885900.0
2008-08-04,16361000.0
2008-07-03,9155200.0
2009-03-16,9633900.0
2009-02-12,12399500.0
2008-12-10,14501700.0
2009-04-08,11700400.0
2008-03-12,7763700.0
2008-10-22,9449000.0
2008-08-19,11070300.0
2008-07-18,7497200.0
2008-06-16,11120100.0
2009-02-27,7109200.0
2008-05-15,6450700.0
2009-01-26,13150800.0
2009-03-31,12342700.0
2009-04-14,7858200.0
2009-04-17,9891300.0
2009-04-20,8930500.0
2008-07-01,13167800.0
2008-05-30,11664600.0
2009-02-10,13721100.0
2009-01-09,16703600.0
2008-01-23,11126400.0
2008-03-27,8343300.0
2008-04-28,10438100.0
2008-12-08,9321000.0
2008-11-06,9742900.0
2008-09-03,7748800.0
2009-04-23,10707500.0
2008-09-18,12420700.0
2008-07-16,9709100.0
2009-02-25,9550700.0
2008-03-10,11041900.0
2008-02-07,11410700.0
2008-04-11,9395400.0
2008-05-13,6327500.0
2008-12-23,6285100.0
2008-11-21,7942400.0
2008-10-20,5279100.0
2009-04-29,5470300.0
2009-05-05,9734000.0
2008-11-04,8592400.0
2008-10-03,8149900.0
2008-07-31,7152800.0
2008-03-25,6672400.0
2008-02-22,4966000.0
2009-03-12,6660300.0
2008-05-28,6255500.0
2009-01-07,6785600.0
2009-04-13,4354500.0
2009-05-15,6813100.0
2009-05-08,6746800.0
2008-06-12,6220000.0
2009-02-23,16791300.0
2009-01-22,9335400.0
2008-11-19,7245000.0
2008-09-16,19250400.0
2008-02-05,21073500.0
2008-04-09,9456500.0
2008-08-15,10991900.0
2008-07-14,6726400.0
2009-03-27,7875700.0
2009-05-14,7197000.0
2008-09-22,8154900.0
2008-07-29,5647400.0
2008-06-27,6545700.0
2009-03-10,8376600.0
2009-02-06,8131300.0
2009-01-05,4243500.0
2008-12-04,7215400.0
2008-02-20,5020800.0
2008-04-24,4589200.0
2008-10-01,6917700.0
2009-05-13,6206700.0
2009-05-26,18684800.0
2008-03-06,7912200.0
2008-11-17,7070500.0
2008-10-16,5390600.0
2008-08-13,6331900.0
2008-06-10,10108200.0
2008-05-09,6700600.0
2009-01-20,6857600.0
2008-04-07,5270600.0
2008-12-19,6215200.0
2009-03-25,5870000.0
2009-05-29,6458300.0
2009-06-01,8938700.0
2009-02-04,7843700.0
2008-01-17,6537300.0
2008-04-22,6065600.0
2008-12-02,5874500.0
2008-10-31,6204400.0
2008-09-29,5974500.0
2008-08-28,5754400.0
2008-06-25,8802400.0
2009-04-09,6846600.0
2009-05-11,6717300.0
2008-08-11,6588900.0
2008-07-10,7425800.0
2008-02-01,7140100.0
2008-03-04,7393300.0
2009-02-19,11310100.0
2008-05-07,11840500.0
2008-12-17,7104100.0
2008-10-14,10292500.0
2008-09-12,7044400.0
2009-03-23,4248200.0
2008-10-29,7355500.0
2008-08-26,7916000.0
2008-03-19,6912100.0
2008-07-25,9941600.0
2008-06-23,7930000.0
2009-03-06,9021300.0
2008-05-22,11342100.0
2009-02-02,12038900.0
2009-04-07,9597400.0
2009-01-16,8298000.0
2008-12-15,6896900.0
2008-11-13,8795800.0
2009-02-17,17916200.0
2008-04-03,30996600.0
2008-01-30,9150700.0
2008-05-05,10480200.0
2008-09-10,6770900.0
2008-07-08,7567300.0
2008-06-06,5300700.0
2009-04-16,4774500.0
2008-07-23,4498200.0
2009-03-04,7794600.0
2008-05-20,6406100.0
2008-12-30,5444800.0
2008-11-28,9162700.0
2008-03-17,25070200.0
2008-02-14,8026500.0
2008-04-18,7208800.0
2008-10-27,6901700.0
2008-09-25,6871600.0
2009-04-22,6547400.0
2008-10-10,6630400.0
2008-09-08,5950600.0
2008-08-07,6157800.0
2009-03-19,4677800.0
2008-06-04,4356400.0
2009-01-14,4374200.0
2008-01-28,5627300.0
2008-04-01,7834100.0
2008-02-29,4728700.0
2008-11-11,6000800.0
2009-04-28,5742600.0
2009-05-01,8316500.0
2008-11-26,8069100.0
2008-09-23,9490600.0
2008-08-22,5821800.0
2008-07-21,9444700.0
2008-06-19,7813600.0
2009-03-02,6480100.0
2008-04-16,8980800.0
2008-02-12,13092200.0
2009-01-29,13165600.0
2009-04-03,12397200.0
2009-05-04,14772200.0
2009-05-07,7037700.0
2008-02-27,8594200.0
2009-03-17,9372400.0
2008-06-02,6073000.0
2009-02-13,6747100.0
2008-05-01,12004300.0
2009-01-12,13046900.0
2008-12-11,9622200.0
2008-10-08,8726100.0
2008-08-05,11228100.0
2009-05-20,13385500.0
2008-04-14,12756000.0
2008-03-13,14324500.0
2008-05-16,13930900.0
2008-10-23,18021700.0
2008-08-20,11194800.0
2008-06-17,17306600.0
2009-01-27,16257600.0
2008-12-26,22081100.0
2008-11-24,12946400.0
2009-04-01,8452100.0
2009-05-19,8669600.0
2009-05-22,19513200.0
2008-12-09,32601900.0
2008-11-07,19605900.0
2008-01-24,11759200.0
2008-02-25,14834700.0
2008-03-28,15196300.0
2008-04-29,11125700.0
2008-10-06,8534600.0
2008-09-04,7170100.0
2008-07-02,7663800.0
2009-02-11,11498400.0
2009-05-28,15487800.0
2009-02-26,7439600.0
2008-07-17,8964900.0
2008-05-14,9939200.0
2008-12-24,14768600.0
2008-02-08,16935300.0
2008-03-11,11949700.0
2008-10-21,10711800.0
2008-09-19,15049200.0
2008-08-18,12521100.0
2009-03-30,18423900.0
2008-08-01,15042700.0
2008-09-02,14549700.0
2009-03-13,13015000.0
2009-01-08,13439700.0
2008-01-22,3481000.0
2008-03-26,11178900.0
2008-05-29,8713700.0
2008-11-05,15675600.0
2009-02-09,19782300.0
2008-06-30,14608800.0
2009-02-24,10940700.0
2008-11-20,13314800.0
2008-09-17,7753800.0
2009-01-23,7583600.0
2008-04-10,8664800.0
2008-02-06,7285400.0
2008-05-12,8862900.0
2008-07-15,9183100.0
2008-12-22,7518100.0
2008-06-13,10963200.0
2008-10-24,8925000.0
2009-01-06,5845400.0
2008-05-27,1645500.0
2008-12-05,6847300.0
2009-03-11,6507900.0
2008-11-03,6601300.0
2008-10-02,7792200.0
2008-02-21,7296400.0
2008-03-24,9509800.0
2008-04-25,11080100.0
2008-07-30,7942700.0
2008-09-15,6577900.0
2008-08-14,6684100.0
2008-06-11,9556300.0
2009-01-21,7883200.0
2008-11-18,10442600.0
2008-03-07,11617300.0
2008-02-04,8258200.0
2008-04-08,6767200.0
2008-10-17,5829500.0
2009-03-26,7133300.0
2008-08-21,5793300.0
2009-04-15,7155700.0
2008-01-18,8738200.0
2008-02-19,8056600.0
2008-12-03,17966800.0
2008-09-30,39783100.0
2008-08-29,19324300.0
2008-07-28,14694600.0
2008-06-26,13726300.0
2009-03-09,10169600.0
2009-02-05,12044900.0
2008-04-23,9437600.0
2009-04-24,10700600.0
2008-06-09,8347300.0
2009-02-20,8095500.0
2008-03-05,4130900.0
2008-05-08,7126100.0
2008-12-18,7366000.0
2008-10-15,6768900.0
2008-08-12,9354500.0
2008-07-11,7336000.0
2009-03-24,10271400.0
2009-04-27,9122100.0
2009-04-30,7275300.0
2008-08-27,11488300.0
2008-01-16,10511900.0
2008-04-21,9691600.0
2008-03-20,11960900.0
2008-06-24,11770300.0
2008-05-23,15093800.0
2009-02-03,13561400.0
2009-01-02,15435700.0
2008-12-01,13881700.0
2008-10-30,11348900.0
2008-11-14,8903400.0
2008-10-13,9437300.0
2008-09-11,11902800.0
2008-03-03,10401700.0
2008-01-31,8819100.0
2008-04-04,8468100.0
2008-05-06,8612400.0
2008-07-09,7457900.0
2009-02-18,7895600.0
2008-12-16,6657700.0
2009-05-12,8568800.0
2009-05-18,8373100.0
2008-05-21,8918200.0
2008-12-31,7041400.0
2008-10-28,11066900.0
2008-03-18,5809900.0
2008-02-15,5751300.0
2008-09-26,5748800.0
2008-08-25,5653000.0
2008-07-24,7082300.0
2009-03-05,6212200.0
2009-04-06,6160400.0
2009-05-21,9412800.0
2008-08-08,7467800.0
2008-07-07,7426000.0
2008-06-05,8686900.0
2009-01-15,7162200.0
2008-04-02,8775500.0
2008-01-29,16187700.0
2008-11-12,23484300.0
2008-09-09,9705900.0
2009-03-20,7924000.0
2009-04-21,9735100.0
2009-05-27,8537600.0
2008-02-11,6121700.0
2008-09-24,7019300.0
2008-07-22,5870300.0
2008-06-20,8604000.0
2009-03-03,9632100.0
2008-05-19,8193000.0
2009-01-30,6872300.0
2008-02-13,5548700.0
2008-04-17,8770500.0
2008-12-29,9343600.0
2009-05-06,8011700.0
2008-05-02,6829100.0
2009-01-13,8028900.0
2008-12-12,7351000.0
2008-11-10,5640500.0
2008-10-09,3484700.0
2008-08-06,6699600.0
2009-03-18,5567100.0
2008-02-28,4943100.0
2008-03-31,5072200.0
2008-06-03,10796500.0
