Dates,SYY
2018-06-20,63.67044448852539
2018-06-21,64.29374694824219
2018-06-25,64.01986694335938
2018-06-22,64.43539428710938
2018-06-26,64.41651153564453
2018-06-27,64.27485656738281
2018-06-28,64.5487289428711
2018-06-29,64.49205017089844
2018-07-02,64.1803970336914
2018-07-03,64.72815704345703
2018-07-05,65.84841918945312
2018-07-16,65.86740112304688
2018-09-18,65.8199462890625
2019-01-24,66.12373352050781
2019-09-05,65.88638305664062
2018-11-21,66.30410766601562
2020-01-13,67.15853881835938
2020-04-01,66.92119598388672
2020-06-19,67.47183990478516
2019-10-29,66.75980377197266
2020-01-16,67.29145812988281
2020-06-22,67.40538787841797
2018-10-03,67.2724838256836
2018-07-31,66.67436981201172
2019-03-12,67.33892822265625
2019-02-08,68.10791778564453
2019-01-07,67.861083984375
2018-12-06,63.29459762573242
2019-08-19,63.8072624206543
2019-07-18,63.67436218261719
2019-05-15,64.5952377319336
2019-09-20,65.0984115600586
2019-11-01,66.190185546875
2020-04-07,66.02880096435547
2020-06-25,66.31359100341797
2020-06-16,66.4844970703125
2019-11-04,65.01297760009766
2020-01-22,69.06678771972656
2019-11-07,70.43388366699219
2020-04-13,71.09842681884766
2019-07-01,70.13957214355469
2019-05-30,71.0414810180664
2018-08-15,71.37376403808594
2018-10-18,70.60476684570312
2019-03-27,71.27882385253906
2019-01-22,71.40223693847656
2018-12-21,71.94337463378906
2019-09-03,70.76615905761719
2018-11-19,70.63324737548828
2019-08-02,70.42438507080078
2020-01-28,70.22502899169922
2020-04-16,71.031982421875
2019-11-13,71.53515625
2020-01-31,71.20287322998047
2018-12-04,71.17439270019531
2018-11-02,70.91805267333984
2019-07-16,71.24083709716797
2018-08-30,71.1553955078125
2018-10-01,70.71868133544922
2019-06-14,69.87374877929688
2019-05-13,69.81678771972656
2019-04-11,69.76931762695312
2019-02-06,69.35160827636719
2019-09-18,69.2281723022461
2020-02-03,69.57943725585938
2020-04-22,69.27565002441406
2019-11-19,69.25665283203125
2020-02-06,69.361083984375
2019-11-22,69.2471694946289
2019-03-25,69.14273834228516
2019-02-21,69.54146575927734
2018-12-19,69.33260345458984
2018-07-12,69.56993103027344
2018-09-14,68.93387603759766
2018-08-13,68.82891082763672
2018-10-16,68.72396087646484
2019-07-31,69.33458709716797
2019-05-28,68.5045394897461
2019-04-26,67.17832946777344
2020-04-28,65.3464584350586
2019-11-25,65.66130828857422
2020-02-12,65.79488372802734
2020-05-01,66.92071533203125
2020-05-04,67.14969635009766
2019-06-12,67.31189727783203
2019-04-09,67.8366470336914
2019-03-08,67.54087829589844
2019-02-04,68.21829223632812
2018-07-27,68.67627716064453
2018-08-28,68.41864776611328
2019-01-03,66.59632873535156
2019-08-15,67.09245300292969
2018-10-31,68.70488739013672
2019-09-16,68.05609893798828
2020-02-18,68.49498748779297
2020-05-07,68.01792907714844
2018-08-17,61.596824645996094
2019-12-04,61.49187088012695
2020-02-21,63.40007400512695
2018-12-17,63.5050163269043
2019-08-30,63.74354553222656
2018-11-15,64.27783966064453
2019-07-29,63.791259765625
2019-06-27,63.41916275024414
2019-04-24,63.180641174316406
2018-07-10,63.34282684326172
2018-09-12,62.98981475830078
2019-02-19,62.10249328613281
2019-01-18,61.52050018310547
2020-02-24,61.92121887207031
2020-05-13,61.92121887207031
2019-12-10,62.32194900512695
2020-02-27,63.781715393066406
2019-12-13,64.44005584716797
2020-05-19,64.30647277832031
2019-03-06,63.96299743652344
2018-11-30,63.09476089477539
2019-08-13,62.913490295410156
2019-07-12,62.035709381103516
2019-06-10,61.92121887207031
2019-05-09,62.30286407470703
2018-07-25,62.54138946533203
2018-09-27,62.951656341552734
2018-10-29,62.44597244262695
2019-10-16,61.26288986206055
2019-12-16,61.081607818603516
2020-03-04,60.5759391784668
2020-05-22,58.98258590698242
2019-10-01,58.09526824951172
2019-12-19,57.198421478271484
2018-09-10,58.41966247558594
2019-05-24,59.202022552490234
2018-08-09,59.421470642089844
2019-04-22,59.784034729003906
2019-03-21,59.202022552490234
2019-01-16,58.923587799072266
2019-08-28,59.38445281982422
2018-11-13,59.33644485473633
2018-10-12,60.27737808227539
2019-06-25,59.98934555053711
2020-03-10,60.738243103027344
2020-05-28,60.52701950073242
2019-10-07,60.440608978271484
2020-03-13,60.21977233886719
2019-10-10,59.76850509643555
2020-03-16,59.758907318115234
2020-06-03,60.181365966796875
2018-11-28,60.162166595458984
2018-09-25,60.38299560546875
2018-07-23,60.0373420715332
2018-08-24,59.54767990112305
2019-07-10,59.78771209716797
2019-05-07,59.57647705078125
2019-04-05,60.392601013183594
2019-03-04,61.30472946166992
2019-01-31,61.03589630126953
2019-09-12,63.983516693115234
2019-12-31,62.744930267333984
2020-03-19,62.72573471069336
2020-01-03,62.51449966430664
2020-06-09,63.5610466003418
