Dates,SYY
2018-06-20,67.13999938964844
2018-06-21,67.6500015258789
2018-06-25,68.33999633789062
2018-06-22,67.72000122070312
2018-06-26,68.31999969482422
2018-06-27,68.33999633789062
2018-06-28,68.05000305175781
2018-06-29,68.37000274658203
2018-07-02,68.11000061035156
2018-07-03,68.18000030517578
2018-07-05,68.36000061035156
2018-07-16,69.16000366210938
2018-09-18,69.54000091552734
2019-01-24,69.38999938964844
2019-09-05,69.58000183105469
2018-11-21,69.56999969482422
2020-01-13,69.75
2020-04-01,70.61000061035156
2020-06-19,70.44999694824219
2019-10-29,71.08000183105469
2020-01-16,70.44999694824219
2020-06-22,70.69999694824219
2018-10-03,71.0999984741211
2018-07-31,70.33999633789062
2019-03-12,70.23999786376953
2019-02-08,71.12000274658203
2019-01-07,71.83000183105469
2018-12-06,70.91000366210938
2019-08-19,66.52999877929688
2019-07-18,67.20999908447266
2019-05-15,66.94999694824219
2019-09-20,68.16999816894531
2019-11-01,68.87999725341797
2020-04-07,69.93000030517578
2020-06-25,69.55999755859375
2020-06-16,69.9800033569336
2019-11-04,68.81999969482422
2020-01-22,71.08999633789062
2019-11-07,73.18000030517578
2020-04-13,73.73999786376953
2019-07-01,75.19999694824219
2019-05-30,73.94000244140625
2018-08-15,74.91000366210938
2018-10-18,75.12999725341797
2019-03-27,74.5199966430664
2019-01-22,75.0
2018-12-21,75.43000030517578
2019-09-03,75.2699966430664
2018-11-19,74.54000091552734
2019-08-02,74.58000183105469
2020-01-28,74.12999725341797
2020-04-16,74.1500015258789
2019-11-13,74.4000015258789
2020-01-31,75.12999725341797
2018-12-04,74.52999877929688
2018-11-02,74.80000305175781
2019-07-16,74.91000366210938
2018-08-30,75.29000091552734
2018-10-01,74.91000366210938
2019-06-14,74.0
2019-05-13,73.3499984741211
2019-04-11,73.70999908447266
2019-02-06,73.58999633789062
2019-09-18,73.02999877929688
2020-02-03,73.12999725341797
2020-04-22,73.25
2019-11-19,72.95999908447266
2020-02-06,72.9800033569336
2019-11-22,73.12999725341797
2019-03-25,72.80000305175781
2019-02-21,72.91000366210938
2018-12-19,73.5
2018-07-12,73.0999984741211
2018-09-14,73.45999908447266
2018-08-13,72.19000244140625
2018-10-16,71.97000122070312
2019-07-31,72.06999969482422
2019-05-28,72.30000305175781
2019-04-26,71.68000030517578
2020-04-28,70.41999816894531
2019-11-25,69.13999938964844
2020-02-12,68.62000274658203
2020-05-01,69.25
2020-05-04,70.19999694824219
2019-06-12,70.5199966430664
2019-04-09,71.05000305175781
2019-03-08,71.2699966430664
2019-02-04,70.30999755859375
2018-07-27,71.45999908447266
2018-08-28,72.08000183105469
2019-01-03,71.23999786376953
2019-08-15,70.26000213623047
2018-10-31,70.58999633789062
2019-09-16,72.26000213623047
2020-02-18,71.22000122070312
2020-05-07,71.87999725341797
2018-08-17,64.9000015258789
2019-12-04,64.55999755859375
2020-02-21,64.70999908447266
2018-12-17,66.20999908447266
2019-08-30,66.5999984741211
2018-11-15,66.87999725341797
2019-07-29,67.25
2019-06-27,67.0199966430664
2019-04-24,66.16999816894531
2018-07-10,66.3499984741211
2018-09-12,65.94000244140625
2019-02-19,64.2699966430664
2019-01-18,65.43000030517578
2020-02-24,64.80000305175781
2020-05-13,65.19000244140625
2019-12-10,65.01000213623047
2020-02-27,65.4000015258789
2019-12-13,66.63999938964844
2020-05-19,67.44000244140625
2019-03-06,67.3499984741211
2018-11-30,66.87999725341797
2019-08-13,65.83000183105469
2019-07-12,65.81999969482422
2019-06-10,65.0
2019-05-09,65.36000061035156
2018-07-25,66.05000305175781
2018-09-27,65.51000213623047
2018-10-29,65.56999969482422
2019-10-16,65.41000366210938
2019-12-16,64.44000244140625
2020-03-04,64.25
2020-05-22,63.2400016784668
2019-10-01,61.5099983215332
2019-12-19,60.779998779296875
2018-09-10,60.130001068115234
2019-05-24,61.040000915527344
2018-08-09,62.380001068115234
2019-04-22,62.439998626708984
2019-03-21,62.15999984741211
2019-01-16,61.59000015258789
2019-08-28,61.560001373291016
2018-11-13,61.869998931884766
2018-10-12,62.06999969482422
2019-06-25,62.599998474121094
2020-03-10,62.349998474121094
2020-05-28,62.959999084472656
2019-10-07,62.619998931884766
2020-03-13,62.81999969482422
2019-10-10,61.970001220703125
2020-03-16,62.040000915527344
2020-06-03,62.63999938964844
2018-11-28,62.7599983215332
2018-09-25,62.689998626708984
2018-07-23,62.599998474121094
2018-08-24,62.630001068115234
2019-07-10,61.959999084472656
2019-05-07,62.08000183105469
2019-04-05,62.189998626708984
2019-03-04,62.709999084472656
2019-01-31,63.70000076293945
2019-09-12,65.87000274658203
2019-12-31,65.30000305175781
2020-03-19,65.47000122070312
2020-01-03,64.87999725341797
2020-06-09,65.02999877929688
2019-02-15,66.33000183105469
2019-01-14,66.29000091552734
2018-07-06,66.9800033569336
2018-08-07,66.2300033569336
2018-10-10,67.04000091552734
2018-12-13,67.6500015258789
2019-08-26,67.0999984741211
2019-07-25,67.41000366210938
2019-05-22,66.68000030517578
2019-03-19,67.69999694824219
2020-01-06,67.33000183105469
2020-03-25,67.05000305175781
2020-06-12,67.36000061035156
2019-10-22,67.7699966430664
2020-01-09,67.5999984741211
2020-06-15,67.0
2019-10-25,66.62000274658203
2020-03-31,66.02999877929688
2020-06-18,65.7300033569336
2019-04-03,65.87000274658203
2018-08-22,66.48999786376953
2018-10-25,66.29000091552734
2019-01-29,66.62999725341797
2018-12-28,65.98999786376953
2018-11-26,66.19999694824219
2019-08-09,66.69999694824219
2019-07-08,66.1500015258789
2019-06-06,65.33999633789062
2019-09-10,66.08999633789062
2020-01-15,65.38999938964844
2020-04-03,66.4000015258789
2019-10-31,66.19999694824219
2020-04-06,65.87999725341797
2020-06-24,66.30000305175781
2018-11-09,67.1500015258789
2019-07-23,66.83999633789062
2019-06-21,66.62000274658203
2019-05-20,66.2300033569336
2019-04-18,66.94999694824219
2018-09-06,67.13999938964844
2018-10-08,67.08999633789062
2019-02-13,66.87999725341797
2018-12-11,67.5999984741211
2019-09-25,68.18000030517578
2020-01-21,69.08999633789062
2020-04-09,69.7300033569336
2019-11-06,70.38999938964844
2020-01-24,70.69999694824219
2020-01-27,70.83999633789062
2020-04-15,70.6500015258789
2018-12-26,70.51000213623047
2019-08-07,69.83000183105469
2019-06-04,69.58999633789062
2018-09-21,69.18000030517578
2018-07-19,69.79000091552734
2018-08-20,70.6500015258789
2018-10-23,70.0999984741211
2019-05-03,70.91000366210938
2019-04-01,71.0
2019-02-28,72.83000183105469
2019-11-12,72.66000366210938
2020-01-30,72.66999816894531
2019-11-15,73.56999969482422
2020-04-21,73.22000122070312
2019-04-16,73.33999633789062
2019-03-15,73.33999633789062
2019-02-11,74.12999725341797
2019-01-10,74.27999877929688
2019-08-22,74.91000366210938
2018-11-07,75.44000244140625
2018-08-03,75.41000366210938
2018-09-04,75.22000122070312
2019-06-19,75.08999633789062
2019-09-23,75.20999908447266
2019-11-18,74.75
2020-02-05,74.66999816894531
2020-04-24,73.97000122070312
2019-03-29,68.6500015258789
2019-11-21,69.05000305175781
2020-04-27,70.0999984741211
2020-02-11,70.94999694824219
2020-04-30,71.11000061035156
