Dates,SYY
2019-01-25,1294700.0
2018-12-24,1975800.0
2019-09-06,1614800.0
2018-07-17,1640700.0
2018-09-19,1382400.0
2019-08-05,2163100.0
2019-10-08,2292500.0
2019-12-11,3988300.0
2019-11-27,1863900.0
2020-02-14,1728500.0
2020-05-06,1685800.0
2019-01-08,1618600.0
2018-12-07,2487000.0
2019-08-20,1747100.0
2018-11-05,1953000.0
2019-07-19,2171400.0
2018-10-04,1739800.0
2019-06-17,2359600.0
2019-05-16,3776700.0
2018-08-01,2020000.0
2019-03-13,1771100.0
2019-12-03,2197800.0
2020-02-20,1619000.0
2019-12-06,1647800.0
2020-05-12,2405100.0
2019-12-09,1637000.0
2020-02-26,1390000.0
2020-05-15,1575000.0
2019-03-28,2395900.0
2018-09-17,2124200.0
2018-08-16,1816800.0
2018-10-19,1505200.0
2019-04-29,2269900.0
2019-01-23,2200800.0
2019-09-04,4220100.0
2018-11-20,4134100.0
2019-07-02,2641200.0
2019-05-31,8527900.0
2019-12-12,4876900.0
2020-05-18,2854600.0
2019-09-27,3855300.0
2020-03-03,4744800.0
2020-05-21,4846000.0
2019-05-14,3140400.0
2018-08-31,3144100.0
2018-07-30,2532600.0
2018-10-02,6745300.0
2019-04-12,2845700.0
2019-03-11,2310200.0
2019-02-07,3049100.0
2019-07-17,2103200.0
2019-09-19,2421000.0
2019-10-21,2038100.0
2019-12-18,3325600.0
2020-03-06,2334000.0
2019-10-03,2458800.0
2020-03-09,2124800.0
2020-05-27,1972600.0
2019-12-24,1981400.0
2020-03-12,2737800.0
2018-12-20,3098800.0
2019-08-01,3783900.0
2018-08-14,3164400.0
2018-07-13,2937600.0
2018-10-17,2355400.0
2019-05-29,2068200.0
2019-03-26,2711700.0
2019-02-22,3500300.0
2019-10-04,3148800.0
2019-11-05,2232300.0
2019-12-27,10313500.0
2020-06-02,2903500.0
2019-12-30,3167400.0
2020-03-18,2152500.0
2020-06-05,1708900.0
2019-07-15,1483900.0
2018-12-03,1854400.0
2019-06-13,1802900.0
2019-01-04,2026700.0
2018-08-29,2941200.0
2019-02-05,3930400.0
2018-11-01,1810900.0
2019-08-16,3954400.0
2019-04-10,2288600.0
2019-09-17,1483800.0
2019-10-15,2876300.0
2020-01-02,3729100.0
2020-06-08,1719700.0
2019-10-18,3409500.0
2020-03-24,1919000.0
2020-06-11,1495100.0
2020-01-08,1391600.0
2019-04-25,1623700.0
2019-07-30,1508000.0
2019-02-20,2891300.0
2018-07-11,1675700.0
2018-09-13,1666300.0
2018-10-15,2023500.0
2019-06-28,1351600.0
2018-12-18,3394100.0
2018-11-16,3590600.0
2019-10-02,3423300.0
2020-03-27,2766100.0
2020-01-10,2130700.0
2019-10-24,1821000.0
2020-03-30,1753000.0
2020-06-17,1436800.0
2020-01-14,1314800.0
2020-04-02,1884500.0
2019-01-02,1868300.0
2019-08-14,3907100.0
2018-10-30,3514300.0
2019-06-11,2684700.0
2019-05-10,2126500.0
2019-04-08,2451100.0
2018-08-27,1152300.0
2018-07-26,2170200.0
2018-09-28,2716400.0
2019-03-07,1239700.0
2019-10-30,825200.0
2020-01-17,1807500.0
2020-06-23,2692600.0
2020-04-08,2266100.0
2020-06-26,2577600.0
2019-03-22,1656800.0
2019-01-17,1466600.0
2019-08-29,1852400.0
2018-11-14,1574400.0
2019-06-26,1543800.0
2018-09-11,1808900.0
2018-07-09,1429300.0
2018-08-10,2221400.0
2019-04-23,3406700.0
2019-09-30,2031400.0
2020-01-23,3299100.0
2019-11-08,1460600.0
2020-04-14,424900.0
2019-11-11,1045400.0
2020-01-29,1192200.0
2020-04-17,979900.0
2018-07-24,1530600.0
2018-09-26,2121900.0
2019-05-08,1759900.0
2019-03-05,1916800.0
2019-02-01,1701400.0
2018-12-31,2945900.0
2018-11-29,1914800.0
2019-08-12,1593600.0
2019-07-11,3467300.0
2019-09-13,2797700.0
2019-11-14,2806800.0
2020-04-20,2588300.0
2020-02-04,4796900.0
2020-04-23,2821400.0
2018-12-14,2410600.0
2019-08-27,1863100.0
2018-08-08,1902300.0
2018-10-11,1547000.0
2018-11-12,1557800.0
2019-07-26,1377900.0
2019-06-24,2051000.0
2019-05-23,2786000.0
2019-03-20,5033600.0
2019-01-15,5782000.0
2019-11-20,3465600.0
2020-02-07,2867200.0
2020-02-10,2903000.0
2020-04-29,2539100.0
2019-11-26,2287400.0
2020-02-13,2503700.0
2019-01-30,2382600.0
2018-08-23,1613600.0
2018-09-24,3264600.0
2018-11-27,1553100.0
2018-10-26,1398400.0
2019-07-09,1883500.0
2019-06-07,1951100.0
2019-05-06,3031200.0
2019-04-04,3585000.0
2019-09-11,4304600.0
2019-11-29,5831700.0
2020-05-05,5055000.0
2019-12-02,4131900.0
2020-02-19,3063900.0
2020-05-08,3987200.0
2019-05-21,3331300.0
2019-03-18,4898600.0
2018-09-07,4385700.0
2018-08-06,7360200.0
2018-10-09,9736200.0
2019-02-14,15153300.0
2018-12-12,10264200.0
2019-07-24,17467700.0
2019-09-26,26221600.0
2019-10-28,11766500.0
2019-12-05,13695300.0
2020-05-11,11719200.0
2019-07-03,10948100.0
2020-02-25,10269100.0
2020-05-14,10600600.0
2020-02-28,9237800.0
2019-08-08,7373500.0
2019-06-05,5556500.0
2018-07-20,7411600.0
2018-08-21,4878000.0
2018-10-24,6871400.0
2019-04-02,6654500.0
2019-03-01,6634800.0
2019-01-28,5878200.0
2018-12-27,6393200.0
2019-09-09,3125500.0
2020-03-02,3717000.0
2020-05-20,4823600.0
2019-12-17,6002300.0
2020-03-05,8095300.0
2019-02-12,3801800.0
2019-01-11,6099900.0
2018-12-10,4999700.0
2019-08-23,8693900.0
2018-11-08,7246300.0
2019-07-22,7303200.0
2019-06-20,7775300.0
2018-09-05,5109800.0
2019-04-17,7067000.0
2019-09-24,3836900.0
2019-12-20,4510100.0
2020-05-26,7369700.0
2019-04-30,6033900.0
2019-12-23,4513300.0
2020-03-11,2470500.0
2020-05-29,3776700.0
2019-12-26,4616600.0
2020-06-01,5348100.0
2019-05-02,5468900.0
2019-02-27,7648800.0
2018-11-23,6195600.0
2019-08-06,3769800.0
2018-07-18,3562500.0
2018-09-20,3555100.0
2018-10-22,3537500.0
2019-07-05,4736800.0
2019-06-03,5737800.0
2019-10-09,4973700.0
2019-10-11,9024400.0
2020-03-17,3068200.0
2020-06-04,2869800.0
2019-10-14,3076400.0
2020-03-20,2880100.0
2018-11-06,6726900.0
2019-06-18,6450100.0
2019-05-17,5418700.0
2019-04-15,6988000.0
2019-03-14,6348400.0
2019-01-09,4363000.0
2018-08-02,4326600.0
2018-10-05,4707100.0
2019-08-21,2543500.0
2019-10-17,3470700.0
2020-03-23,5948500.0
2020-06-10,3270500.0
2019-02-25,7164200.0
2020-01-07,5383600.0
2020-03-26,2793400.0
2019-10-23,6824500.0
