Dates,C
2020-01-02,80.12999725341797
2020-01-03,79.80000305175781
2020-01-08,78.72000122070312
2020-01-06,79.29000091552734
2020-01-07,78.7699966430664
2020-01-09,80.9800033569336
2020-01-10,80.0
2020-01-13,79.5
2020-01-14,81.19999694824219
2020-01-15,81.7300033569336
2020-01-16,81.95999908447266
2020-01-27,81.16000366210938
2020-02-20,80.4800033569336
2020-02-12,80.19999694824219
2020-04-16,79.58000183105469
2020-02-04,79.62000274658203
2020-05-28,76.26000213623047
2020-07-08,77.20999908447266
2020-06-19,77.54000091552734
2020-05-12,75.73999786376953
2020-06-22,75.95999908447266
2020-06-03,74.69999694824219
2020-05-15,76.75
2020-03-06,77.91999816894531
2020-02-27,79.80000305175781
2020-04-15,78.12999725341797
2020-02-03,78.08000183105469
2020-02-11,78.75
2020-02-19,79.9000015258789
2020-04-07,78.88999938964844
2020-03-30,78.88999938964844
2020-04-23,78.61000061035156
2020-05-01,77.87000274658203
2020-07-14,77.66000366210938
2020-06-25,77.55999755859375
2020-06-16,73.37999725341797
2020-05-18,72.62999725341797
2020-06-09,70.0199966430664
2020-05-21,66.0999984741211
2020-01-17,62.0
2020-03-13,63.849998474121094
2020-03-05,67.86000061035156
2020-02-26,66.05000305175781
2020-02-18,64.80000305175781
2020-04-22,60.459999084472656
2020-02-10,54.310001373291016
2020-04-14,54.72999954223633
2020-04-06,53.95000076293945
2020-04-30,45.29999923706055
2020-06-12,47.81999969482422
2020-06-15,40.4900016784668
2020-05-27,42.0
2020-05-08,37.060001373291016
2020-07-07,35.470001220703125
2020-03-31,40.459999084472656
2020-06-18,37.54999923706055
2020-04-13,37.650001525878906
2020-03-20,42.310001373291016
2020-03-12,43.68000030517578
2020-01-24,44.130001068115234
2020-03-04,44.04999923706055
2020-02-25,43.630001068115234
2020-04-21,39.13999938964844
2020-04-29,38.36000061035156
2020-05-07,39.0
2020-05-11,39.79999923706055
2020-07-10,44.810001373291016
2020-06-02,42.849998474121094
2020-05-14,46.939998626708984
2020-07-13,47.5
2020-06-24,47.65999984741211
2020-06-05,43.369998931884766
2020-02-28,42.709999084472656
2020-01-23,43.150001525878906
2020-04-20,43.400001525878906
2020-02-24,42.349998474121094
2020-01-31,43.0
2020-03-19,42.650001525878906
2020-03-27,43.0
2020-03-11,44.16999816894531
2020-03-03,48.939998626708984
2020-04-28,49.70000076293945
2020-05-06,49.06999969482422
2020-06-08,46.310001373291016
2020-05-20,45.029998779296875
2020-07-01,46.29999923706055
2020-06-30,44.4900016784668
2020-06-11,43.52000045776367
2020-03-10,45.31999969482422
2020-03-02,45.209999084472656
2020-01-22,44.38999938964844
2020-01-30,42.0
2020-02-07,39.9900016784668
2020-04-03,41.58000183105469
2020-03-26,44.04999923706055
2020-03-18,45.27000045776367
2020-04-27,45.56999969482422
2020-05-05,45.16999816894531
2020-05-26,44.77000045776367
2020-07-06,46.20000076293945
2020-06-17,51.68000030517578
2020-05-29,52.9900016784668
2020-07-09,48.02000045776367
2020-06-01,48.13999938964844
2020-01-21,50.709999084472656
2020-01-29,52.560001373291016
2020-03-25,53.29999923706055
2020-03-17,61.56999969482422
2020-03-09,60.65999984741211
2020-02-14,59.0
2020-02-06,58.900001525878906
2020-04-02,51.66999816894531
2020-05-04,51.400001525878906
2020-04-24,49.959999084472656
2020-05-13,56.29999923706055
2020-06-23,54.70000076293945
2020-06-04,52.66999816894531
2020-07-15,54.060001373291016
2020-04-08,51.849998474121094
2020-06-26,52.95000076293945
2020-05-19,51.66999816894531
2020-04-09,50.29999923706055
2020-04-01,52.34000015258789
2020-03-24,50.279998779296875
2020-03-16,49.810001373291016
2020-01-28,51.7599983215332
2020-02-05,52.119998931884766
2020-02-13,51.869998931884766
2020-02-21,51.25
2020-04-17,50.20000076293945
2020-03-23,50.72999954223633
2020-06-29,49.45000076293945
2020-06-10,53.33000183105469
2020-05-22,51.290000915527344
2020-07-02,51.900001525878906
