Dates,C
2020-01-02,12728900.0
2020-01-03,12437400.0
2020-01-08,10059500.0
2020-01-06,10469100.0
2020-01-07,11292400.0
2020-01-09,12895900.0
2020-01-10,10062100.0
2020-01-13,16566300.0
2020-01-14,24971800.0
2020-01-15,16061000.0
2020-01-16,10426000.0
2020-01-27,12413100.0
2020-02-20,10522000.0
2020-02-12,8045600.0
2020-04-16,11618200.0
2020-02-04,15036100.0
2020-05-28,15859600.0
2020-07-08,10960200.0
2020-06-19,9478900.0
2020-05-12,12498200.0
2020-06-22,17101200.0
2020-06-03,11099200.0
2020-05-15,12173200.0
2020-03-06,13070400.0
2020-02-27,12826400.0
2020-04-15,8341700.0
2020-02-03,8418300.0
2020-02-11,9437200.0
2020-02-19,9484100.0
2020-04-07,8946200.0
2020-03-30,9056600.0
2020-04-23,10343500.0
2020-05-01,9145200.0
2020-07-14,11763400.0
2020-06-25,14020000.0
2020-06-16,21096200.0
2020-05-18,27451000.0
2020-06-09,25552100.0
2020-05-21,34651400.0
2020-01-17,46029800.0
2020-03-13,29006400.0
2020-03-05,29547700.0
2020-02-26,24188500.0
2020-02-18,27277600.0
2020-04-22,29916600.0
2020-02-10,35625600.0
2020-04-14,32527500.0
2020-04-06,36709000.0
2020-04-30,45941600.0
2020-06-12,40519800.0
2020-06-15,35133800.0
2020-05-27,51650000.0
2020-05-08,48351400.0
2020-07-07,43397100.0
2020-03-31,38163900.0
2020-06-18,33013300.0
2020-04-13,34100600.0
2020-03-20,38211100.0
2020-03-12,31528600.0
2020-01-24,25484500.0
2020-03-04,27459000.0
2020-02-25,26219100.0
2020-04-21,29219500.0
2020-04-29,29532100.0
2020-05-07,25327100.0
2020-05-11,30064700.0
2020-07-10,35220700.0
2020-06-02,32944800.0
2020-05-14,43659200.0
2020-07-13,27944300.0
2020-06-24,40466200.0
2020-06-05,32249000.0
2020-02-28,37756000.0
2020-01-23,41252900.0
2020-04-20,33471900.0
2020-02-24,35336200.0
2020-01-31,21911600.0
2020-03-19,23970700.0
2020-03-27,26310300.0
2020-03-11,30929200.0
2020-03-03,28973300.0
2020-04-28,32941100.0
2020-05-06,28639300.0
2020-06-08,28078900.0
2020-05-20,26340200.0
2020-07-01,27342900.0
2020-06-30,25028000.0
2020-06-11,29849100.0
2020-03-10,22919100.0
2020-03-02,34739000.0
2020-01-22,33328300.0
2020-01-30,35350600.0
2020-02-07,40976400.0
2020-04-03,28494900.0
2020-03-26,39406100.0
2020-03-18,27271600.0
2020-04-27,23841300.0
2020-05-05,21698300.0
2020-05-26,22631700.0
2020-07-06,34429300.0
2020-06-17,43660500.0
2020-05-29,37972800.0
2020-07-09,35900500.0
2020-06-01,22860100.0
2020-01-21,27651300.0
2020-01-29,33341800.0
2020-03-25,33083500.0
2020-03-17,44648500.0
2020-03-09,32587100.0
2020-02-14,30422900.0
2020-02-06,36743700.0
2020-04-02,62098600.0
2020-05-04,39022000.0
2020-04-24,36592100.0
2020-05-13,37638700.0
2020-06-23,23693700.0
2020-06-04,22280600.0
2020-07-15,50379300.0
2020-04-08,22642100.0
2020-06-26,22092600.0
2020-05-19,27207700.0
2020-04-09,28112400.0
2020-04-01,35426200.0
2020-03-24,22578600.0
2020-03-16,23360400.0
2020-01-28,19206900.0
2020-02-05,22042700.0
2020-02-13,22613100.0
2020-02-21,21235300.0
2020-04-17,19115300.0
2020-03-23,24263900.0
2020-06-29,28027800.0
2020-06-10,27151800.0
2020-05-22,35814400.0
2020-07-02,27666500.0
