Dates,LDOS
2018-06-20,58.349998474121094
2018-06-21,57.91999816894531
2018-06-25,58.5
2018-06-22,58.849998474121094
2018-06-26,59.650001525878906
2018-06-27,58.54999923706055
2018-06-28,58.650001525878906
2018-06-29,59.0
2018-07-02,59.380001068115234
2018-07-03,59.220001220703125
2018-07-05,59.619998931884766
2018-07-16,60.18000030517578
2018-09-18,61.34000015258789
2019-01-24,61.27000045776367
2019-09-05,61.439998626708984
2018-11-21,62.459999084472656
2020-01-13,62.43000030517578
2020-04-01,62.4900016784668
2020-06-19,63.58000183105469
2019-10-29,63.5099983215332
2020-01-16,64.05000305175781
2020-06-22,64.33999633789062
2018-10-03,64.52999877929688
2018-07-31,63.220001220703125
2019-03-12,63.75
2019-02-08,68.20999908447266
2019-01-07,68.47000122070312
2018-12-06,67.56999969482422
2019-08-19,68.41999816894531
2019-07-18,68.62000274658203
2019-05-15,69.19999694824219
2019-09-20,69.58999633789062
2019-11-01,69.68000030517578
2020-04-07,69.77999877929688
2020-06-25,70.93000030517578
2020-06-16,70.63999938964844
2019-11-04,70.55000305175781
2020-01-22,70.27999877929688
2019-11-07,71.05999755859375
2020-04-13,70.62000274658203
2019-07-01,70.80000305175781
2019-05-30,71.72000122070312
2018-08-15,71.5199966430664
2018-10-18,71.98999786376953
2019-03-27,71.3499984741211
2019-01-22,69.52999877929688
2018-12-21,70.19999694824219
2019-09-03,70.88999938964844
2018-11-19,70.4000015258789
2019-08-02,71.12999725341797
2020-01-28,71.01000213623047
2020-04-16,70.7699966430664
2019-11-13,71.2300033569336
2020-01-31,70.7300033569336
2018-12-04,70.94999694824219
2018-11-02,69.83000183105469
2019-07-16,70.0
2018-08-30,70.20999908447266
2018-10-01,70.20999908447266
2019-06-14,70.87999725341797
2019-05-13,71.16999816894531
2019-04-11,70.58000183105469
2019-02-06,70.23999786376953
2019-09-18,68.44000244140625
2020-02-03,68.75
2020-04-22,69.76000213623047
2019-11-19,68.0
2020-02-06,68.83999633789062
2019-11-22,67.94000244140625
2019-03-25,68.43000030517578
2019-02-21,69.16000366210938
2018-12-19,67.86000061035156
2018-07-12,68.52999877929688
2018-09-14,67.72000122070312
2018-08-13,67.69999694824219
2018-10-16,67.51000213623047
2019-07-31,67.19000244140625
2019-05-28,67.19999694824219
2019-04-26,66.02999877929688
2020-04-28,64.75
2019-11-25,65.08000183105469
2020-02-12,65.88999938964844
2020-05-01,67.62999725341797
2020-05-04,67.69999694824219
2019-06-12,66.70999908447266
2019-04-09,67.56999969482422
2019-03-08,67.13999938964844
2019-02-04,66.45999908447266
2018-07-27,62.61000061035156
2018-08-28,61.220001220703125
2019-01-03,61.22999954223633
2019-08-15,61.83000183105469
2018-10-31,63.119998931884766
2019-09-16,64.77999877929688
2020-02-18,63.36000061035156
2020-05-07,62.400001525878906
2018-08-17,62.56999969482422
2019-12-04,63.5099983215332
2020-02-21,65.6500015258789
2018-12-17,65.83000183105469
2019-08-30,65.2300033569336
2018-11-15,64.37999725341797
2019-07-29,64.45999908447266
2019-06-27,63.290000915527344
2019-04-24,64.3499984741211
2018-07-10,64.69000244140625
2018-09-12,63.90999984741211
2019-02-19,62.439998626708984
2019-01-18,63.040000915527344
2020-02-24,62.900001525878906
2020-05-13,63.79999923706055
2019-12-10,62.75
2020-02-27,63.220001220703125
2019-12-13,62.08000183105469
2020-05-19,63.0
2019-03-06,62.58000183105469
2018-11-30,58.95000076293945
2019-08-13,60.2599983215332
2019-07-12,58.869998931884766
2019-06-10,59.47999954223633
2019-05-09,58.58000183105469
2018-07-25,59.47999954223633
2018-09-27,58.439998626708984
2018-10-29,57.04999923706055
2019-10-16,55.5099983215332
2019-12-16,55.45000076293945
2020-03-04,54.4900016784668
2020-05-22,53.630001068115234
2019-10-01,51.40999984741211
2019-12-19,50.540000915527344
2018-09-10,52.38999938964844
2019-05-24,52.560001373291016
2018-08-09,52.400001525878906
2019-04-22,52.720001220703125
2019-03-21,52.04999923706055
2019-01-16,51.33000183105469
2019-08-28,53.380001068115234
2018-11-13,53.5
2018-10-12,53.90999984741211
2019-06-25,54.56999969482422
2020-03-10,54.90999984741211
2020-05-28,55.41999816894531
2019-10-07,55.33000183105469
2020-03-13,55.38999938964844
2019-10-10,55.279998779296875
2020-03-16,56.08000183105469
2020-06-03,56.880001068115234
2018-11-28,56.119998931884766
2018-09-25,56.150001525878906
2018-07-23,56.369998931884766
2018-08-24,57.04999923706055
2019-07-10,57.09000015258789
2019-05-07,57.5099983215332
2019-04-05,58.189998626708984
2019-03-04,58.0
2019-01-31,59.13999938964844
2019-09-12,60.720001220703125
2019-12-31,61.279998779296875
2020-03-19,61.459999084472656
2020-01-03,62.720001220703125
2020-06-09,62.08000183105469
2019-02-15,61.939998626708984
2019-01-14,62.02000045776367
2018-07-06,62.220001220703125
2018-08-07,62.33000183105469
2018-10-10,63.369998931884766
2018-12-13,62.310001373291016
2019-08-26,61.68000030517578
2019-07-25,62.95000076293945
2019-05-22,64.48999786376953
2019-03-19,64.66000366210938
2020-01-06,63.54999923706055
2020-03-25,63.91999816894531
2020-06-12,64.58999633789062
2019-10-22,64.9800033569336
2020-01-09,64.0999984741211
2020-06-15,63.58000183105469
2019-10-25,63.029998779296875
2020-03-31,62.43000030517578
2020-06-18,62.439998626708984
2019-04-03,63.18000030517578
2018-08-22,63.029998779296875
2018-10-25,63.349998474121094
2019-01-29,62.7400016784668
2018-12-28,62.83000183105469
2018-11-26,63.4900016784668
2019-08-09,63.29999923706055
2019-07-08,63.2599983215332
2019-06-06,63.75
2019-09-10,62.9900016784668
2020-01-15,62.630001068115234
2020-04-03,63.369998931884766
2019-10-31,63.27000045776367
2020-04-06,63.72999954223633
2020-06-24,64.08999633789062
2018-11-09,64.88999938964844
2019-07-23,63.63999938964844
2019-06-21,63.68000030517578
2019-05-20,63.97999954223633
2019-04-18,64.5999984741211
2018-09-06,64.80000305175781
2018-10-08,64.0
2019-02-13,64.62000274658203
2018-12-11,65.25
2019-09-25,65.33999633789062
2020-01-21,64.95999908447266
2020-04-09,65.12999725341797
2019-11-06,65.0999984741211
2020-01-24,65.25
2020-01-27,65.4000015258789
2020-04-15,66.51000213623047
2018-12-26,66.52999877929688
2019-08-07,66.38999938964844
2019-06-04,66.55000305175781
2018-09-21,66.87000274658203
2018-07-19,73.4800033569336
2018-08-20,72.8499984741211
2018-10-23,73.13999938964844
2019-05-03,74.44999694824219
2019-04-01,74.11000061035156
2019-02-28,73.52999877929688
2019-11-12,74.16999816894531
2020-01-30,75.0199966430664
2019-11-15,75.4800033569336
2020-04-21,73.7699966430664
2019-04-16,74.30000305175781
2019-03-15,75.05000305175781
2019-02-11,76.29000091552734
2019-01-10,75.98999786376953
2019-08-22,75.2699966430664
2018-11-07,76.7300033569336
2018-08-03,76.97000122070312
2018-09-04,76.12999725341797
2019-06-19,76.2699966430664
2019-09-23,74.9800033569336
2019-11-18,74.80000305175781
2020-02-05,74.83000183105469
2020-04-24,75.33000183105469
2019-03-29,75.91999816894531
2019-11-21,78.0
2020-04-27,78.12000274658203
2020-02-11,78.69999694824219
2020-04-30,79.41999816894531
2019-05-01,79.16999816894531
