Dates,LDOS
2018-06-20,58.189998626708984
2018-06-21,57.619998931884766
2018-06-25,57.810001373291016
2018-06-22,58.06999969482422
2018-06-26,58.959999084472656
2018-06-27,58.540000915527344
2018-06-28,58.189998626708984
2018-06-29,58.650001525878906
2018-07-02,58.59000015258789
2018-07-03,59.15999984741211
2018-07-05,58.869998931884766
2018-07-16,59.59000015258789
2018-09-18,60.13999938964844
2019-01-24,61.09000015258789
2019-09-05,60.77000045776367
2018-11-21,61.5
2020-01-13,62.15999984741211
2020-04-01,62.29999923706055
2020-06-19,62.0
2019-10-29,63.0099983215332
2020-01-16,63.29999923706055
2020-06-22,63.75
2018-10-03,63.61000061035156
2018-07-31,62.65999984741211
2019-03-12,62.91999816894531
2019-02-08,63.08000183105469
2019-01-07,67.7300033569336
2018-12-06,66.95999908447266
2019-08-19,67.3499984741211
2019-07-18,68.01000213623047
2019-05-15,67.72000122070312
2019-09-20,68.5999984741211
2019-11-01,69.19999694824219
2020-04-07,69.44999694824219
2020-06-25,69.47000122070312
2020-06-16,70.54000091552734
2019-11-04,70.01000213623047
2020-01-22,70.16999816894531
2019-11-07,70.4800033569336
2020-04-13,70.31999969482422
2019-07-01,70.70999908447266
2019-05-30,70.63999938964844
2018-08-15,71.38999938964844
2018-10-18,71.5199966430664
2019-03-27,71.2699966430664
2019-01-22,69.26000213623047
2018-12-21,69.11000061035156
2019-09-03,70.30999755859375
2018-11-19,70.29000091552734
2019-08-02,70.19999694824219
2020-01-28,70.72000122070312
2020-04-16,70.4000015258789
2019-11-13,70.29000091552734
2020-01-31,70.63999938964844
2018-12-04,70.26000213623047
2018-11-02,69.56999969482422
2019-07-16,69.4800033569336
2018-08-30,69.63999938964844
2018-10-01,69.91000366210938
2019-06-14,70.25
2019-05-13,70.56999969482422
2019-04-11,70.4000015258789
2019-02-06,70.0199966430664
2019-09-18,68.04000091552734
2020-02-03,67.73999786376953
2020-04-22,68.77999877929688
2019-11-19,67.83000183105469
2020-02-06,67.93000030517578
2019-11-22,67.8499984741211
2019-03-25,67.76000213623047
2019-02-21,68.19000244140625
2018-12-19,67.70999908447266
2018-07-12,67.58999633789062
2018-09-14,67.6500015258789
2018-08-13,67.08999633789062
2018-10-16,67.25
2019-07-31,66.6500015258789
2019-05-28,66.7300033569336
2019-04-26,66.0
2020-04-28,64.63999938964844
2019-11-25,63.959999084472656
2020-02-12,64.44999694824219
2020-05-01,65.77999877929688
2020-05-04,67.05000305175781
2019-06-12,66.5
2019-04-09,66.94999694824219
2019-03-08,66.8499984741211
2019-02-04,65.04000091552734
2018-07-27,62.61000061035156
2018-08-28,59.61000061035156
2019-01-03,59.41999816894531
2019-08-15,61.25
2018-10-31,61.709999084472656
2019-09-16,63.65999984741211
2020-02-18,63.209999084472656
2020-05-07,62.11000061035156
2018-08-17,61.939998626708984
2019-12-04,62.220001220703125
2020-02-21,63.81999969482422
2018-12-17,65.18000030517578
2019-08-30,65.16999816894531
2018-11-15,64.1500015258789
2019-07-29,64.1500015258789
2019-06-27,63.209999084472656
2019-04-24,63.0
2018-07-10,63.91999816894531
2018-09-12,63.47999954223633
2019-02-19,62.40999984741211
2019-01-18,62.41999816894531
2020-02-24,62.439998626708984
2020-05-13,62.869998931884766
2019-12-10,62.75
2020-02-27,62.38999938964844
2019-12-13,62.02000045776367
2020-05-19,62.02000045776367
2019-03-06,62.130001068115234
2018-11-30,58.790000915527344
2019-08-13,57.68000030517578
2019-07-12,58.560001373291016
2019-06-10,58.54999923706055
2019-05-09,58.130001068115234
2018-07-25,59.20000076293945
2018-09-27,58.290000915527344
2018-10-29,56.72999954223633
2019-10-16,55.2599983215332
2019-12-16,55.25
2020-03-04,54.130001068115234
2020-05-22,53.119998931884766
2019-10-01,50.849998474121094
2019-12-19,50.380001068115234
2018-09-10,50.33000183105469
2019-05-24,50.970001220703125
2018-08-09,51.849998474121094
2019-04-22,51.779998779296875
2019-03-21,51.290000915527344
2019-01-16,50.65999984741211
2019-08-28,52.16999816894531
2018-11-13,52.95000076293945
2018-10-12,53.29999923706055
2019-06-25,53.400001525878906
2020-03-10,54.08000183105469
2020-05-28,54.29999923706055
2019-10-07,54.779998779296875
2020-03-13,55.06999969482422
2019-10-10,55.099998474121094
2020-03-16,54.9900016784668
2020-06-03,56.310001373291016
2018-11-28,55.720001220703125
2018-09-25,55.61000061035156
2018-07-23,56.08000183105469
2018-08-24,56.52000045776367
2019-07-10,56.619998931884766
2019-05-07,57.150001525878906
2019-04-05,57.33000183105469
2019-03-04,57.75
2019-01-31,57.869998931884766
2019-09-12,59.15999984741211
2019-12-31,60.650001525878906
2020-03-19,60.88999938964844
2020-01-03,60.869998931884766
2020-06-09,61.779998779296875
2019-02-15,61.779998779296875
2019-01-14,61.75
2018-07-06,62.0099983215332
2018-08-07,61.70000076293945
2018-10-10,62.599998474121094
2018-12-13,59.72999954223633
2019-08-26,60.70000076293945
2019-07-25,61.68000030517578
2019-05-22,62.88999938964844
2019-03-19,64.55000305175781
2020-01-06,63.529998779296875
2020-03-25,63.2400016784668
2020-06-12,63.79999923706055
2019-10-22,64.2300033569336
2020-01-09,63.54999923706055
2020-06-15,63.41999816894531
2019-10-25,62.90999984741211
2020-03-31,61.83000183105469
2020-06-18,61.7400016784668
2019-04-03,62.540000915527344
2018-08-22,62.95000076293945
2018-10-25,62.779998779296875
2019-01-29,62.70000076293945
2018-12-28,62.630001068115234
2018-11-26,62.880001068115234
2019-08-09,63.18000030517578
2019-07-08,62.75
2019-06-06,62.68000030517578
2019-09-10,62.13999938964844
2020-01-15,62.34000015258789
2020-04-03,62.650001525878906
2019-10-31,62.880001068115234
2020-04-06,63.18000030517578
2020-06-24,63.779998779296875
2018-11-09,64.16000366210938
2019-07-23,63.59000015258789
2019-06-21,63.470001220703125
2019-05-20,63.630001068115234
2019-04-18,63.97999954223633
2018-09-06,63.869998931884766
2018-10-08,63.7599983215332
2019-02-13,63.630001068115234
2018-12-11,64.66999816894531
2019-09-25,64.83000183105469
2020-01-21,64.73999786376953
2020-04-09,64.69000244140625
2019-11-06,64.76000213623047
2020-01-24,64.87000274658203
2020-01-27,64.8499984741211
2020-04-15,65.48999786376953
2018-12-26,66.48999786376953
2019-08-07,66.16000366210938
2019-06-04,66.38999938964844
2018-09-21,66.5999984741211
2018-07-19,67.5999984741211
2018-08-20,72.8499984741211
2018-10-23,72.29000091552734
2019-05-03,72.83999633789062
2019-04-01,73.06999969482422
2019-02-28,73.1500015258789
2019-11-12,73.19000244140625
2020-01-30,73.41999816894531
2019-11-15,74.25
2020-04-21,73.31999969482422
2019-04-16,73.05000305175781
2019-03-15,74.05999755859375
2019-02-11,75.06999969482422
2019-01-10,75.5999984741211
2019-08-22,75.12000274658203
2018-11-07,75.58000183105469
2018-08-03,76.01000213623047
2018-09-04,75.66000366210938
2019-06-19,76.19999694824219
2019-09-23,74.79000091552734
2019-11-18,74.26000213623047
2020-02-05,74.25
2020-04-24,73.94999694824219
2019-03-29,75.0
2019-11-21,76.29000091552734
2020-04-27,77.81999969482422
2020-02-11,77.76000213623047
2020-04-30,78.72000122070312
2019-05-01,78.9800033569336
2019-02-26,78.19999694824219
2019-01-25,78.04000091552734
2018-12-24,77.86000061035156
2019-09-06,77.77999877929688
2018-07-17,77.9800033569336
2018-09-19,78.19999694824219
2019-08-05,78.0
2019-10-08,78.81999969482422
2019-12-11,78.47000122070312
2019-11-27,78.7300033569336
2020-02-14,78.91000366210938
2020-05-06,78.3499984741211
2019-01-08,78.7300033569336
2018-12-07,79.2699966430664
2019-08-20,79.45999908447266
2018-11-05,79.7300033569336
2019-07-19,80.16000366210938
2018-10-04,80.56999969482422
2019-06-17,81.04000091552734
2019-05-16,80.05999755859375
2018-08-01,81.05999755859375
2019-03-13,80.94000244140625
2019-12-03,81.5199966430664
2020-02-20,82.05000305175781
2019-12-06,81.75
2020-05-12,80.7300033569336
2019-12-09,80.16000366210938
2020-02-26,79.55000305175781
2020-05-15,79.51000213623047
2019-03-28,79.58000183105469
2018-09-17,80.54000091552734
2018-08-16,81.05999755859375
2018-10-19,81.23999786376953
2019-04-29,82.2300033569336
2019-01-23,80.0
2019-09-04,81.16000366210938
2018-11-20,82.4000015258789
2019-07-02,80.04000091552734
2019-05-31,78.33999633789062
2019-12-12,78.4800033569336
2020-05-18,78.55999755859375
2019-09-27,81.19999694824219
2020-03-03,82.02999877929688
2020-05-21,82.58999633789062
2019-05-14,82.73999786376953
2018-08-31,82.33000183105469
2018-07-30,82.41000366210938
2018-10-02,83.48999786376953
2019-04-12,82.41000366210938
2019-03-11,84.4000015258789
2019-02-07,84.87999725341797
2019-07-17,84.61000061035156
2019-09-19,83.06999969482422
2019-10-21,83.22000122070312
2019-12-18,84.13999938964844
2020-03-06,84.13999938964844
2019-10-03,86.30999755859375
2020-03-09,86.88999938964844
2020-05-27,85.98999786376953
2019-12-24,87.0199966430664
2020-03-12,88.02999877929688
2018-12-20,87.45999908447266
2019-08-01,84.16000366210938
2018-08-14,83.30000305175781
2018-07-13,83.33000183105469
2018-10-17,85.58999633789062
2019-05-29,85.62999725341797
2019-03-26,85.31999969482422
2019-02-22,86.05000305175781
2019-10-04,86.4000015258789
2019-11-05,87.19000244140625
2019-12-27,86.23999786376953
2020-06-02,85.0
2019-12-30,85.33000183105469
2020-03-18,85.45999908447266
2020-06-05,86.2300033569336
2019-07-15,84.33000183105469
2018-12-03,84.9800033569336
2019-06-13,84.5
2019-01-04,82.11000061035156
2018-08-29,82.12000274658203
2019-02-05,82.75
2018-11-01,83.47000122070312
2019-08-16,81.83000183105469
2019-04-10,81.72000122070312
2019-09-17,82.75
2019-10-15,83.12000274658203
2020-01-02,82.2699966430664
2020-06-08,82.20999908447266
2019-10-18,81.08000183105469
2020-03-24,80.9000015258789
2020-06-11,80.91000366210938
2020-01-08,80.5999984741211
2019-04-25,79.08000183105469
2019-07-30,78.98999786376953
2019-02-20,78.80000305175781
2018-07-11,79.3499984741211
2018-09-13,80.22000122070312
2018-10-15,82.70999908447266
2019-06-28,86.30999755859375
