Dates,LDOS
2018-06-20,56.38983917236328
2018-06-21,55.97429275512695
2018-06-25,56.53480911254883
2018-06-22,56.873046875
2018-06-26,57.646175384521484
2018-06-27,56.583126068115234
2018-06-28,56.679771423339844
2018-06-29,57.01800537109375
2018-07-02,57.385250091552734
2018-07-03,57.230621337890625
2018-07-05,57.617183685302734
2018-07-16,58.15836715698242
2018-09-18,59.27940368652344
2019-01-24,59.21175003051758
2019-09-05,59.37604522705078
2018-11-21,60.36177444458008
2020-01-13,60.332786560058594
2020-04-01,60.39077377319336
2020-06-19,61.444156646728516
2019-10-29,61.376502990722656
2020-01-16,61.89836883544922
2020-06-22,62.17861557006836
2018-10-03,62.362239837646484
2018-07-31,61.096248626708984
2019-03-12,61.60844039916992
2019-02-08,65.91861724853516
2019-01-07,66.16989135742188
2018-12-06,65.30011749267578
2019-08-19,66.1215591430664
2019-07-18,66.3148422241211
2019-05-15,66.87535858154297
2019-09-20,67.25225067138672
2019-11-01,67.3392333984375
2020-04-07,67.43587493896484
2020-06-25,68.5472412109375
2020-06-16,68.26698303222656
2019-11-04,68.18002319335938
2020-01-22,67.91908264160156
2019-11-07,68.67288208007812
2020-04-13,68.2476577758789
2019-07-01,68.42161560058594
2019-05-30,69.31070709228516
2018-08-15,69.117431640625
2018-10-18,69.57164001464844
2019-03-27,68.95314025878906
2019-01-22,67.19429016113281
2018-12-21,67.84176635742188
2019-09-03,68.50858306884766
2018-11-19,68.0350570678711
2019-08-02,68.74052429199219
2020-01-28,68.62456512451172
2020-04-16,68.39261627197266
2019-11-13,68.83716583251953
2020-01-31,68.35396575927734
2018-12-04,68.56657409667969
2018-11-02,67.48419952392578
2019-07-16,67.64848327636719
2018-08-30,67.85143280029297
2018-10-01,67.85143280029297
2019-06-14,68.4989242553711
2019-05-13,69.09110260009766
2019-04-11,68.51834106445312
2019-02-06,68.18827056884766
2019-09-18,66.44084930419922
2020-02-03,66.7417984008789
2020-04-22,67.72229766845703
2019-11-19,66.01371765136719
2020-02-06,66.82916259765625
2019-11-22,65.95545959472656
2019-03-25,66.43113708496094
2019-02-21,67.13982391357422
2018-12-19,65.8777847290039
2018-07-12,66.5282211303711
2018-09-14,65.74188995361328
2018-08-13,65.72245788574219
2018-10-16,65.53801727294922
2019-07-31,65.22737121582031
2019-05-28,65.23706817626953
2019-04-26,64.10124206542969
2020-04-28,62.858638763427734
2019-11-25,63.17900085449219
2020-02-12,63.965335845947266
2020-05-01,65.65450286865234
2020-05-04,65.72245788574219
2019-06-12,64.76138305664062
2019-04-09,65.59626770019531
2019-03-08,65.17884063720703
2019-02-04,64.51869201660156
2018-07-27,60.78115463256836
2018-08-28,59.4317512512207
2019-01-03,59.44145202636719
2019-08-15,60.02393341064453
2018-10-31,61.276248931884766
2019-09-16,62.88775634765625
2020-02-18,61.509239196777344
2020-05-07,60.5772819519043
2018-08-17,60.74231719970703
2019-12-04,61.65485382080078
2020-02-21,63.73235321044922
2018-12-17,63.90708541870117
2019-08-30,63.32461166381836
2018-11-15,62.49944305419922
2019-07-29,62.577110290527344
2019-06-27,61.4412841796875
2019-04-24,62.470314025878906
2018-07-10,62.80039596557617
2018-09-12,62.043174743652344
2019-02-19,60.616111755371094
2019-01-18,61.198585510253906
2020-02-24,61.06267547607422
2020-05-13,61.93638610839844
2019-12-10,60.91706085205078
2020-02-27,61.373329162597656
2019-12-13,60.266632080078125
2020-05-19,61.15975570678711
2019-03-06,60.75202941894531
2018-11-30,57.22806167602539
2019-08-13,58.499794006347656
2019-07-12,57.150390625
2019-06-10,57.74258041381836
2019-05-09,56.868865966796875
2018-07-25,57.74258041381836
2018-09-27,56.73295593261719
2018-10-29,55.68849182128906
2019-10-16,54.18524169921875
2019-12-16,54.126678466796875
2020-03-04,53.1895866394043
2020-05-22,52.35011291503906
2019-10-01,50.18309020996094
2019-12-19,49.33385467529297
2018-09-10,51.139705657958984
2019-05-24,51.30564498901367
2018-08-09,51.14946746826172
2019-04-22,51.46182632446289
2019-03-21,50.80781555175781
2019-01-16,50.105003356933594
2019-08-28,52.106075286865234
2018-11-13,52.22321701049805
2018-10-12,52.6234245300293
2019-06-25,53.267677307128906
2020-03-10,53.59955978393555
2020-05-28,54.09739303588867
2019-10-07,54.00954055786133
2020-03-13,54.0681037902832
2019-10-10,53.960731506347656
2020-03-16,54.741641998291016
2020-06-03,55.52254867553711
2018-11-28,54.78068542480469
2018-09-25,54.80997085571289
2018-07-23,55.024715423583984
2018-08-24,55.68849182128906
2019-07-10,55.72753143310547
2019-05-07,56.137516021728516
2019-04-05,56.8012809753418
2019-03-04,56.61581802368164
2019-01-31,57.72861099243164
2019-09-12,59.27090835571289
2019-12-31,59.81753921508789
2020-03-19,59.993247985839844
2020-01-03,61.223175048828125
2020-06-09,60.59844970703125
2019-02-15,60.461788177490234
2019-01-14,60.539878845214844
2018-07-06,60.735111236572266
2018-08-07,60.84248352050781
2018-10-10,61.85765838623047
2018-12-13,60.822959899902344
2019-08-26,60.20799255371094
2019-07-25,61.44768524169922
2019-05-22,62.950931549072266
2019-03-19,63.11688232421875
2020-01-06,62.03336715698242
2020-03-25,62.394535064697266
2020-06-12,63.04854202270508
2019-10-22,63.42924880981445
2020-01-09,62.57023620605469
2020-06-15,62.06265640258789
2019-10-25,61.52577590942383
2020-03-31,60.94009780883789
2020-06-18,60.94985580444336
2019-04-03,61.67219161987305
2018-08-22,61.52577590942383
2018-10-25,61.838138580322266
2019-01-29,61.553627014160156
2018-12-28,61.64192581176758
2018-11-26,62.2894401550293
2019-08-09,62.10303497314453
2019-07-08,62.06378936767578
2019-06-06,62.54452133178711
2019-09-10,61.79889678955078
2020-01-15,61.445701599121094
2020-04-03,62.17170715332031
2019-10-31,62.07360076904297
2020-04-06,62.524906158447266
2020-06-24,62.87809371948242
2018-11-09,63.66297149658203
2019-07-23,62.436607360839844
2019-06-21,62.475852966308594
2019-05-20,62.770179748535156
2019-04-18,63.378456115722656
2018-09-06,63.574676513671875
2018-10-08,62.789798736572266
2019-02-13,63.3980827331543
2018-12-11,64.01616668701172
2019-09-25,64.10445404052734
2020-01-21,63.73163604736328
2020-04-09,63.89842224121094
2019-11-06,63.86899948120117
2020-01-24,64.01616668701172
2020-01-27,64.163330078125
2020-04-15,65.2523422241211
2018-12-26,65.27195739746094
2019-08-07,65.13461303710938
2019-06-04,65.29158782958984
2018-09-21,65.60552215576172
2018-07-19,72.09054565429688
2018-08-20,71.47245025634766
2018-10-23,71.75696563720703
2019-05-03,73.04219055175781
2019-04-01,72.70862579345703
2019-02-28,72.13958740234375
2019-11-12,72.7674789428711
2020-01-30,73.60140991210938
2019-11-15,74.05271911621094
2020-04-21,72.37505340576172
2019-04-16,72.89503479003906
2019-03-15,73.63085174560547
2019-02-11,74.84740447998047
2019-01-10,74.55307006835938
2019-08-22,73.84668731689453
2018-11-07,75.27908325195312
2018-08-03,75.5145492553711
2018-09-04,74.69042205810547
2019-06-19,74.82777404785156
2019-09-23,73.56217956542969
2019-11-18,73.38558197021484
2020-02-05,73.4150161743164
2020-04-24,73.90556335449219
2019-03-29,74.4843978881836
2019-11-21,76.52507019042969
2020-04-27,76.6427993774414
2020-02-11,77.21183013916016
2020-04-30,77.918212890625
2019-05-01,77.67294311523438
2019-02-26,76.84882354736328
2019-01-25,77.75142669677734
2018-12-24,77.24903869628906
2019-09-06,77.66277313232422
2018-07-17,77.08159637451172
2018-09-19,77.45590209960938
2019-08-05,77.45590209960938
2019-10-08,78.47053527832031
2019-12-11,77.7415771484375
2019-11-27,77.7809829711914
2020-02-14,77.94844818115234
2020-05-06,77.33770751953125
2019-01-08,78.20455169677734
2018-12-07,78.65769958496094
2019-08-20,78.97290802001953
2018-11-05,78.94336700439453
2019-07-19,80.1845474243164
