Dates,EW
2018-06-20,51.29999923706055
2018-06-21,50.72666549682617
2018-06-25,50.9566650390625
2018-06-22,49.996665954589844
2018-06-26,50.07666778564453
2018-06-27,48.253334045410156
2018-06-28,48.90999984741211
2018-06-29,48.52333450317383
2018-07-02,48.720001220703125
2018-07-03,48.51333236694336
2018-07-05,48.81999969482422
2018-07-16,49.176666259765625
2018-09-18,48.996665954589844
2019-01-24,49.016666412353516
2019-09-05,48.21666717529297
2018-11-21,49.05666732788086
2020-01-13,49.37666702270508
2020-04-01,48.893333435058594
2020-06-19,49.733333587646484
2019-10-29,49.936668395996094
2020-01-16,50.09333419799805
2020-06-22,50.87333297729492
2018-10-03,50.893333435058594
2018-07-31,50.77000045776367
2019-03-12,51.7066650390625
2019-02-08,51.686668395996094
2019-01-07,47.290000915527344
2018-12-06,47.393333435058594
2019-08-19,47.483333587646484
2019-07-18,47.59333419799805
2019-05-15,48.3466682434082
2019-09-20,48.4033317565918
2019-11-01,48.12666702270508
2020-04-07,47.58333206176758
2020-06-25,46.56666564941406
2020-06-16,46.38333511352539
2019-11-04,46.02000045776367
2020-01-22,45.70333480834961
2019-11-07,45.709999084472656
2020-04-13,45.9566650390625
2019-07-01,46.46333312988281
2019-05-30,46.59000015258789
2018-08-15,46.936668395996094
2018-10-18,46.79999923706055
2019-03-27,47.040000915527344
2019-01-22,47.0099983215332
2018-12-21,47.24333190917969
2019-09-03,46.90666580200195
2018-11-19,47.33000183105469
2019-08-02,47.94333267211914
2020-01-28,47.93333435058594
2020-04-16,48.08000183105469
2019-11-13,47.46666717529297
2020-01-31,46.599998474121094
2018-12-04,46.849998474121094
2018-11-02,47.11000061035156
2019-07-16,47.45000076293945
2018-08-30,47.973331451416016
2018-10-01,48.30666732788086
2019-06-14,48.630001068115234
2019-05-13,49.33000183105469
2019-04-11,48.76333236694336
2019-02-06,48.650001525878906
2019-09-18,49.573333740234375
2020-02-03,50.4900016784668
2020-04-22,51.22666549682617
2019-11-19,55.15666580200195
2020-02-06,56.11666488647461
2019-11-22,56.79666519165039
2019-03-25,57.38666534423828
2019-02-21,58.03333282470703
2018-12-19,56.939998626708984
2018-07-12,54.03333282470703
2018-09-14,51.913333892822266
2018-08-13,50.97666549682617
2018-10-16,50.563331604003906
2019-07-31,49.04999923706055
2019-05-28,49.313331604003906
2019-04-26,46.75
2020-04-28,46.59000015258789
2019-11-25,47.79666519165039
2020-02-12,47.26333236694336
2020-05-01,49.00666809082031
2020-05-04,49.5433349609375
2019-06-12,49.106666564941406
2019-04-09,48.473331451416016
2019-03-08,49.77000045776367
2019-02-04,49.43333435058594
2018-07-27,46.78666687011719
2018-08-28,47.78333282470703
2019-01-03,46.71333312988281
2019-08-15,46.40666580200195
2018-10-31,47.52000045776367
2019-09-16,49.20000076293945
2020-02-18,50.49333190917969
2020-05-07,50.93000030517578
2018-08-17,49.91666793823242
2019-12-04,50.90999984741211
2020-02-21,52.619998931884766
2018-12-17,52.38333511352539
2019-08-30,51.060001373291016
2018-11-15,49.266666412353516
2019-07-29,49.413333892822266
2019-06-27,49.54999923706055
2019-04-24,51.040000915527344
2018-07-10,51.9033317565918
2018-09-12,49.959999084472656
2019-02-19,49.86333465576172
2019-01-18,49.40666580200195
2020-02-24,49.400001525878906
2020-05-13,50.88333511352539
2019-12-10,51.50666809082031
2020-02-27,53.68333435058594
2019-12-13,54.266666412353516
2020-05-19,54.003334045410156
2019-03-06,54.47999954223633
2018-11-30,52.45000076293945
2019-08-13,54.44333267211914
2019-07-12,52.4033317565918
2019-06-10,53.973331451416016
2019-05-09,54.39666748046875
2018-07-25,54.380001068115234
2018-09-27,54.64666748046875
2018-10-29,53.37666702270508
