Dates,EW
2018-06-20,51.7400016784668
2018-06-21,51.393333435058594
2018-06-25,51.36666488647461
2018-06-22,50.9566650390625
2018-06-26,50.400001525878906
2018-06-27,49.88333511352539
2018-06-28,49.029998779296875
2018-06-29,49.220001220703125
2018-07-02,48.753334045410156
2018-07-03,48.83000183105469
2018-07-05,48.93000030517578
2018-07-16,49.25666809082031
2018-09-18,49.4900016784668
2019-01-24,49.33333206176758
2019-09-05,48.529998779296875
2018-11-21,49.18333435058594
2020-01-13,49.59333419799805
2020-04-01,49.34000015258789
2020-06-19,49.86000061035156
2019-10-29,50.04666519165039
2020-01-16,50.5099983215332
2020-06-22,51.11333465576172
2018-10-03,51.32666778564453
2018-07-31,51.186668395996094
2019-03-12,51.83333206176758
2019-02-08,52.290000915527344
2019-01-07,49.0
2018-12-06,48.2400016784668
2019-08-19,47.77000045776367
2019-07-18,48.1533317565918
2019-05-15,48.54666519165039
2019-09-20,48.45000076293945
2019-11-01,48.900001525878906
2020-04-07,48.06666564941406
2020-06-25,46.973331451416016
2020-06-16,47.060001373291016
2019-11-04,46.4900016784668
2020-01-22,46.31999969482422
2019-11-07,46.0966682434082
2020-04-13,46.05666732788086
2019-07-01,47.016666412353516
2019-05-30,46.7400016784668
2018-08-15,47.13999938964844
2018-10-18,47.459999084472656
2019-03-27,47.106666564941406
2019-01-22,47.49333190917969
2018-12-21,47.38999938964844
2019-09-03,47.86666488647461
2018-11-19,47.349998474121094
2019-08-02,48.253334045410156
2020-01-28,48.2599983215332
2020-04-16,48.233333587646484
2019-11-13,48.21333312988281
2020-01-31,47.439998626708984
2018-12-04,47.016666412353516
2018-11-02,47.52000045776367
2019-07-16,47.5533332824707
2018-08-30,48.14666748046875
2018-10-01,48.380001068115234
2019-06-14,49.13999938964844
2019-05-13,49.393333435058594
2019-04-11,49.38666534423828
2019-02-06,48.99333190917969
2019-09-18,49.63999938964844
2020-02-03,50.99333190917969
2020-04-22,51.41999816894531
2019-11-19,55.323333740234375
2020-02-06,56.21333312988281
2019-11-22,57.04666519165039
2019-03-25,57.51333236694336
2019-02-21,58.33333206176758
2018-12-19,58.33000183105469
2018-07-12,54.66666793823242
2018-09-14,54.25
2018-08-13,51.87666702270508
2018-10-16,51.48666763305664
2019-07-31,50.5966682434082
2019-05-28,49.939998626708984
2019-04-26,49.3033332824707
2020-04-28,48.003334045410156
2019-11-25,48.32666778564453
2020-02-12,47.66666793823242
2020-05-01,49.06999969482422
2020-05-04,49.619998931884766
2019-06-12,49.913333892822266
2019-04-09,49.689998626708984
2019-03-08,49.86000061035156
2019-02-04,49.9033317565918
2018-07-27,50.61666488647461
2018-08-28,48.253334045410156
2019-01-03,47.33333206176758
2019-08-15,47.753334045410156
2018-10-31,47.74333190917969
2019-09-16,49.483333587646484
2020-02-18,50.529998779296875
2020-05-07,51.66666793823242
2018-08-17,50.86666488647461
2019-12-04,50.95000076293945
2020-02-21,52.68333435058594
2018-12-17,52.77333450317383
2019-08-30,52.37666702270508
2018-11-15,50.96333312988281
2019-07-29,50.03333282470703
2019-06-27,50.4566650390625
2019-04-24,51.34333419799805
2018-07-10,52.439998626708984
2018-09-12,51.84000015258789
2019-02-19,51.20000076293945
2019-01-18,51.290000915527344
2020-02-24,49.893333435058594
2020-05-13,50.98666763305664
2019-12-10,51.91999816894531
2020-02-27,53.776668548583984
2019-12-13,54.45333480834961
2020-05-19,54.599998474121094
2019-03-06,55.10333251953125
2018-11-30,54.75
2019-08-13,54.470001220703125
2019-07-12,54.20333480834961
2019-06-10,54.16999816894531
2019-05-09,55.2599983215332
2018-07-25,55.72999954223633
2018-09-27,55.09333419799805
2018-10-29,54.50666809082031
2019-10-16,52.939998626708984
2019-12-16,52.74333190917969
2020-03-04,53.0099983215332
2020-05-22,51.426666259765625
2019-10-01,49.996665954589844
2019-12-19,48.029998779296875
2018-09-10,49.36666488647461
2019-05-24,50.00666809082031
2018-08-09,50.810001373291016
2019-04-22,51.36000061035156
2019-03-21,50.96333312988281
2019-01-16,49.36333465576172
2019-08-28,49.78666687011719
2018-11-13,50.52000045776367
2018-10-12,51.03666687011719
2019-06-25,52.44333267211914
2020-03-10,51.9033317565918
2020-05-28,51.5
2019-10-07,50.64666748046875
2020-03-13,54.25666809082031
2019-10-10,54.2933349609375
2020-03-16,53.473331451416016
2020-06-03,56.176666259765625
2018-11-28,56.13333511352539
2018-09-25,56.57666778564453
2018-07-23,56.70000076293945
2018-08-24,56.96666717529297
2019-07-10,56.686668395996094
2019-05-07,56.099998474121094
2019-04-05,56.43000030517578
2019-03-04,57.36666488647461
2019-01-31,57.15999984741211
2019-09-12,57.209999084472656
2019-12-31,57.573333740234375
2020-03-19,57.106666564941406
2020-01-03,56.996665954589844
2020-06-09,57.31999969482422
2019-02-15,58.25666809082031
2019-01-14,59.46333312988281
2018-07-06,59.34333419799805
2018-08-07,59.07666778564453
2018-10-10,59.540000915527344
2018-12-13,59.560001373291016
2019-08-26,59.37333297729492
2019-07-25,58.823333740234375
2019-05-22,58.356666564941406
2019-03-19,57.836666107177734
2020-01-06,56.7933349609375
2020-03-25,56.49333190917969
2020-06-12,57.189998626708984
2019-10-22,58.246665954589844
2020-01-09,58.40999984741211
2020-06-15,57.66666793823242
2019-10-25,57.66666793823242
2020-03-31,57.41666793823242
2020-06-18,56.84333419799805
2019-04-03,57.939998626708984
2018-08-22,58.53333282470703
2018-10-25,59.563331604003906
2019-01-29,59.459999084472656
2018-12-28,60.47666549682617
2018-11-26,65.95333099365234
2019-08-09,64.25
2019-07-08,63.733333587646484
2019-06-06,64.34666442871094
2019-09-10,64.30999755859375
2020-01-15,63.26333236694336
2020-04-03,63.85333251953125
2019-10-31,63.61333465576172
2020-04-06,63.11666488647461
2020-06-24,63.86000061035156
2018-11-09,64.65333557128906
2019-07-23,63.599998474121094
2019-06-21,63.91666793823242
2019-05-20,63.88666534423828
2019-04-18,63.54999923706055
2018-09-06,62.88333511352539
2018-10-08,63.483333587646484
2019-02-13,63.4033317565918
2018-12-11,63.503334045410156
2019-09-25,64.17333221435547
2020-01-21,64.33000183105469
2020-04-09,63.8466682434082
2019-11-06,63.66666793823242
2020-01-24,60.0
2020-01-27,60.16999816894531
2020-04-15,60.72666549682617
2018-12-26,60.33333206176758
2019-08-07,59.95333480834961
2019-06-04,59.02000045776367
2018-09-21,58.75
2018-07-19,59.01333236694336
2018-08-20,59.29666519165039
2018-10-23,59.5533332824707
2019-05-03,60.83000183105469
2019-04-01,61.16666793823242
2019-02-28,61.06666564941406
2019-11-12,59.746665954589844
2020-01-30,60.63999938964844
2019-11-15,60.560001373291016
2020-04-21,59.93000030517578
2019-04-16,60.2066650390625
2019-03-15,59.720001220703125
2019-02-11,59.723331451416016
2019-01-10,58.79999923706055
2019-08-22,57.97999954223633
2018-11-07,58.66666793823242
2018-08-03,57.983333587646484
2018-09-04,57.663333892822266
2019-06-19,57.51333236694336
2019-09-23,57.14666748046875
2019-11-18,56.16999816894531
2020-02-05,56.72999954223633
2020-04-24,57.313331604003906
2019-03-29,56.970001220703125
2019-11-21,58.073333740234375
2020-04-27,59.3033332824707
2020-02-11,60.17333221435547
2020-04-30,61.83000183105469
2019-05-01,62.25666809082031
2019-02-26,62.223331451416016
2019-01-25,62.27000045776367
2018-12-24,61.900001525878906
2019-09-06,61.5433349609375
2018-07-17,61.79999923706055
2018-09-19,63.48666763305664
2019-08-05,63.9566650390625
2019-10-08,64.95999908447266
2019-12-11,65.0
2019-11-27,64.49666595458984
2020-02-14,64.57666778564453
2020-05-06,63.95000076293945
2019-01-08,62.80666732788086
2018-12-07,62.063331604003906
2019-08-20,62.42333221435547
2018-11-05,62.18333435058594
2019-07-19,62.516666412353516
2018-10-04,62.90666580200195
2019-06-17,62.64666748046875
2019-05-16,63.53333282470703
2018-08-01,64.33000183105469
2019-03-13,65.01667022705078
2019-12-03,64.91666412353516
2020-02-20,63.95333480834961
2019-12-06,63.7933349609375
2020-05-12,63.400001525878906
2019-12-09,64.74333190917969
2020-02-26,65.08000183105469
2020-05-15,65.58333587646484
2019-03-28,65.3933334350586
2018-09-17,73.23666381835938
2018-08-16,71.37666320800781
2018-10-19,71.63666534423828
2019-04-29,72.19000244140625
2019-01-23,72.58999633789062
2019-09-04,72.48332977294922
2018-11-20,72.663330078125
2019-07-02,71.76333618164062
2019-05-31,70.99666595458984
2019-12-12,70.9566650390625
2020-05-18,71.34666442871094
2019-09-27,72.82333374023438
2020-03-03,72.83333587646484
2020-05-21,72.66000366210938
2019-05-14,73.23332977294922
2018-08-31,72.56999969482422
2018-07-30,72.3499984741211
2018-10-02,73.49333190917969
2019-04-12,74.6500015258789
2019-03-11,75.47000122070312
2019-02-07,74.53333282470703
2019-07-17,74.33333587646484
2019-09-19,72.46666717529297
2019-10-21,71.92333221435547
2019-12-18,72.37000274658203
2020-03-06,72.5999984741211
2019-10-03,73.83333587646484
2020-03-09,74.1933364868164
2020-05-27,73.8499984741211
2019-12-24,73.62333679199219
2020-03-12,75.11666870117188
2018-12-20,76.0633316040039
2019-08-01,75.73666381835938
2018-08-14,72.76000213623047
2018-07-13,73.03333282470703
2018-10-17,73.94000244140625
2019-05-29,73.46666717529297
2019-03-26,73.40666961669922
2019-02-22,73.34666442871094
2019-10-04,73.33333587646484
2019-11-05,72.56999969482422
2019-12-27,73.33333587646484
2020-06-02,73.58333587646484
2019-12-30,73.88666534423828
2020-03-18,73.9366683959961
2020-06-05,74.30000305175781
2019-07-15,74.18333435058594
2018-12-03,73.56999969482422
2019-06-13,73.50666809082031
2019-01-04,72.42333221435547
2018-08-29,74.62999725341797
2019-02-05,76.65666961669922
2018-11-01,76.0433349609375
2019-08-16,74.58333587646484
2019-04-10,75.01333618164062
2019-09-17,75.7699966430664
2019-10-15,76.7300033569336
2020-01-02,76.62666320800781
2020-06-08,76.44000244140625
2019-10-18,76.05333709716797
2020-03-24,76.27666473388672
2020-06-11,76.5566635131836
2020-01-08,76.43000030517578
2019-04-25,77.086669921875
