Dates,EW
2018-06-20,51.27333450317383
2018-06-21,51.23666763305664
2018-06-25,50.92333221435547
2018-06-22,50.9566650390625
2018-06-26,50.09333419799805
2018-06-27,49.33000183105469
2018-06-28,48.29666519165039
2018-06-29,49.03333282470703
2018-07-02,48.28666687011719
2018-07-03,48.83000183105469
2018-07-05,48.86666488647461
2018-07-16,48.80666732788086
2018-09-18,49.22666549682617
2019-01-24,49.04666519165039
2019-09-05,48.52333450317383
2018-11-21,48.59000015258789
2020-01-13,49.06666564941406
2020-04-01,49.34000015258789
2020-06-19,48.776668548583984
2019-10-29,49.81999969482422
2020-01-16,49.91999816894531
2020-06-22,50.00666809082031
2018-10-03,50.87333297729492
2018-07-31,51.01333236694336
2019-03-12,50.88333511352539
2019-02-08,51.823333740234375
2019-01-07,48.9466667175293
2018-12-06,47.11000061035156
2019-08-19,47.58000183105469
2019-07-18,47.5533332824707
2019-05-15,47.59333419799805
2019-09-20,48.21666717529297
2019-11-01,48.33000183105469
2020-04-07,48.00666809082031
2020-06-25,46.58333206176758
2020-06-16,46.663333892822266
2019-11-04,46.186668395996094
2020-01-22,46.026668548583984
2019-11-07,45.74333190917969
2020-04-13,45.57666778564453
2019-07-01,46.2066650390625
2019-05-30,46.46333312988281
2018-08-15,46.71333312988281
2018-10-18,47.276668548583984
2019-03-27,46.63333511352539
2019-01-22,47.07666778564453
2018-12-21,47.016666412353516
2019-09-03,47.5
2018-11-19,47.15666580200195
2019-08-02,47.4466667175293
2020-01-28,47.86333465576172
2020-04-16,47.79666519165039
2019-11-13,48.1533317565918
2020-01-31,47.24333190917969
2018-12-04,46.599998474121094
2018-11-02,46.810001373291016
2019-07-16,47.34000015258789
2018-08-30,47.41666793823242
2018-10-01,47.9466667175293
2019-06-14,48.56999969482422
2019-05-13,48.983333587646484
2019-04-11,49.36000061035156
2019-02-06,48.66666793823242
2019-09-18,48.776668548583984
2020-02-03,49.66666793823242
2020-04-22,50.4566650390625
2019-11-19,53.33333206176758
2020-02-06,54.04666519165039
2019-11-22,56.15999984741211
2019-03-25,57.0
2019-02-21,57.61666488647461
2018-12-19,58.25
2018-07-12,54.40666580200195
2018-09-14,54.18000030517578
2018-08-13,51.66666793823242
2018-10-16,50.96666717529297
2019-07-31,50.53333282470703
2019-05-28,49.11666488647461
2019-04-26,49.290000915527344
2020-04-28,46.66666793823242
2019-11-25,47.380001068115234
2020-02-12,47.54666519165039
2020-05-01,47.779998779296875
2020-05-04,48.79666519165039
2019-06-12,49.560001373291016
2019-04-09,49.3033332824707
2019-03-08,48.573333740234375
2019-02-04,48.939998626708984
2018-07-27,49.00666809082031
2018-08-28,47.310001373291016
2019-01-03,47.11333465576172
2019-08-15,47.52333450317383
2018-10-31,46.42333221435547
2019-09-16,48.1533317565918
2020-02-18,49.59333419799805
2020-05-07,50.88333511352539
2018-08-17,50.79999923706055
2019-12-04,49.7599983215332
2020-02-21,51.33333206176758
2018-12-17,52.436668395996094
2019-08-30,52.016666412353516
2018-11-15,50.86000061035156
2019-07-29,49.5433349609375
2019-06-27,49.79999923706055
2019-04-24,49.31999969482422
2018-07-10,50.643333435058594
2018-09-12,51.83333206176758
2019-02-19,49.52333450317383
2019-01-18,50.290000915527344
2020-02-24,49.19333267211914
2020-05-13,49.75
2019-12-10,50.529998779296875
2020-02-27,51.7933349609375
2019-12-13,53.55666732788086
2020-05-19,54.5099983215332
2019-03-06,54.689998626708984
2018-11-30,54.5
2019-08-13,52.336666107177734
2019-07-12,53.9900016784668
2019-06-10,52.400001525878906
2019-05-09,54.573333740234375
2018-07-25,54.996665954589844
2018-09-27,54.77000045776367
2018-10-29,54.220001220703125
2019-10-16,52.84000015258789
2019-12-16,52.72999954223633
2020-03-04,52.05666732788086
2020-05-22,51.150001525878906
2019-10-01,49.51333236694336
2019-12-19,47.77333450317383
2018-09-10,46.87333297729492
2019-05-24,48.63666534423828
2018-08-09,50.52333450317383
2019-04-22,50.45000076293945
2019-03-21,50.63666534423828
2019-01-16,49.189998626708984
2019-08-28,48.44333267211914
2018-11-13,49.38333511352539
2018-10-12,50.483333587646484
2019-06-25,51.27000045776367
2020-03-10,51.28666687011719
2020-05-28,51.459999084472656
2019-10-07,50.369998931884766
2020-03-13,51.70000076293945
2019-10-10,54.0099983215332
2020-03-16,52.279998779296875
2020-06-03,54.33333206176758
2018-11-28,55.86000061035156
2018-09-25,56.31999969482422
2018-07-23,55.86333465576172
2018-08-24,56.91999816894531
2019-07-10,56.20333480834961
2019-05-07,56.03333282470703
2019-04-05,55.47666549682617
2019-03-04,56.07666778564453
2019-01-31,55.8466682434082
2019-09-12,56.36666488647461
2019-12-31,57.22666549682617
2020-03-19,56.61000061035156
2020-01-03,56.4566650390625
2020-06-09,56.18000030517578
2019-02-15,57.369998931884766
2019-01-14,58.08333206176758
2018-07-06,59.2933349609375
2018-08-07,58.766666412353516
2018-10-10,59.29666519165039
2018-12-13,59.266666412353516
2019-08-26,59.30666732788086
2019-07-25,58.779998779296875
2019-05-22,57.85333251953125
2019-03-19,57.58333206176758
2020-01-06,56.58000183105469
2020-03-25,55.7400016784668
2020-06-12,56.1966667175293
2019-10-22,56.939998626708984
2020-01-09,58.150001525878906
2020-06-15,57.040000915527344
2019-10-25,57.643333435058594
2020-03-31,57.03333282470703
2020-06-18,56.84333419799805
2019-04-03,56.723331451416016
2018-08-22,57.810001373291016
2018-10-25,58.57666778564453
2019-01-29,59.349998474121094
2018-12-28,59.72999954223633
2018-11-26,64.82666778564453
2019-08-09,64.04000091552734
2019-07-08,62.74333190917969
2019-06-06,62.66999816894531
2019-09-10,64.05000305175781
2020-01-15,62.68333435058594
2020-04-03,63.55666732788086
2019-10-31,63.5099983215332
2020-04-06,62.790000915527344
2020-06-24,63.220001220703125
2018-11-09,64.1866683959961
2019-07-23,63.29999923706055
2019-06-21,63.61000061035156
2019-05-20,63.753334045410156
2019-04-18,63.10333251953125
2018-09-06,62.689998626708984
2018-10-08,62.74333190917969
2019-02-13,63.22666549682617
2018-12-11,63.29999923706055
2019-09-25,63.5
2020-01-21,64.0
2020-04-09,63.62333297729492
2019-11-06,63.5533332824707
2020-01-24,59.336666107177734
2020-01-27,58.69333267211914
2020-04-15,59.356666564941406
2018-12-26,59.630001068115234
2019-08-07,59.473331451416016
2019-06-04,58.45333480834961
2018-09-21,58.086666107177734
2018-07-19,57.939998626708984
2018-08-20,58.779998779296875
2018-10-23,58.643333435058594
2019-05-03,60.0
2019-04-01,58.723331451416016
2019-02-28,60.650001525878906
2019-11-12,59.51333236694336
2020-01-30,59.0433349609375
2019-11-15,60.20000076293945
2020-04-21,59.25
2019-04-16,59.37666702270508
2019-03-15,59.30666732788086
2019-02-11,59.30666732788086
2019-01-10,58.35333251953125
2019-08-22,57.36666488647461
2018-11-07,58.150001525878906
2018-08-03,57.063331604003906
2018-09-04,57.65999984741211
2019-06-19,56.983333587646484
2019-09-23,56.459999084472656
2019-11-18,55.983333587646484
2020-02-05,55.83000183105469
2020-04-24,56.2599983215332
2019-03-29,56.58333206176758
2019-11-21,56.813331604003906
2020-04-27,58.5
2020-02-11,59.20333480834961
2020-04-30,60.356666564941406
2019-05-01,61.630001068115234
2019-02-26,61.90666580200195
2019-01-25,62.0
2018-12-24,61.67333221435547
2019-09-06,61.516666412353516
2018-07-17,61.5433349609375
2018-09-19,61.88999938964844
2019-08-05,63.130001068115234
2019-10-08,64.16666412353516
2019-12-11,64.5199966430664
2019-11-27,64.48666381835938
2020-02-14,63.869998931884766
2020-05-06,63.823333740234375
2019-01-08,62.80666732788086
2018-12-07,61.88999938964844
2019-08-20,62.21666717529297
2018-11-05,61.650001525878906
2019-07-19,61.723331451416016
2018-10-04,62.05666732788086
2019-06-17,62.50666809082031
2019-05-16,62.08333206176758
2018-08-01,63.0099983215332
2019-03-13,64.23332977294922
2019-12-03,64.91666412353516
2020-02-20,63.900001525878906
2019-12-06,63.7933349609375
2020-05-12,62.66666793823242
2019-12-09,63.38999938964844
2020-02-26,64.56999969482422
2020-05-15,65.07333374023438
2019-03-28,64.72333526611328
2018-09-17,72.72000122070312
2018-08-16,70.8499984741211
2018-10-19,70.6433334350586
2019-04-29,70.92666625976562
2019-01-23,71.87333679199219
2019-09-04,72.0999984741211
2018-11-20,71.10333251953125
2019-07-02,71.4000015258789
2019-05-31,70.51333618164062
2019-12-12,70.48666381835938
2020-05-18,70.26333618164062
2019-09-27,71.66666412353516
2020-03-03,72.086669921875
2020-05-21,72.19999694824219
2019-05-14,71.93000030517578
2018-08-31,72.2933349609375
2018-07-30,71.51000213623047
2018-10-02,72.66666412353516
2019-04-12,73.52333068847656
2019-03-11,74.36000061035156
2019-02-07,74.28333282470703
2019-07-17,74.08000183105469
2019-09-19,72.22333526611328
2019-10-21,71.14666748046875
2019-12-18,71.83333587646484
2020-03-06,71.52999877929688
2019-10-03,72.8933334350586
2020-03-09,74.0
2020-05-27,73.30333709716797
2019-12-24,73.18000030517578
2020-03-12,74.0199966430664
2018-12-20,75.41999816894531
2019-08-01,75.24666595458984
2018-08-14,71.66666412353516
2018-07-13,72.51667022705078
2018-10-17,73.36000061035156
2019-05-29,73.07666778564453
2019-03-26,72.7300033569336
2019-02-22,72.00666809082031
2019-10-04,73.33333587646484
2019-11-05,72.23666381835938
2019-12-27,72.11666870117188
2020-06-02,73.09333038330078
2019-12-30,73.79000091552734
2020-03-18,72.92333221435547
2020-06-05,73.99333190917969
2019-07-15,74.02999877929688
2018-12-03,73.0
2019-06-13,72.74666595458984
2019-01-04,71.94000244140625
2018-08-29,71.64666748046875
2019-02-05,74.3933334350586
2018-11-01,75.92666625976562
2019-08-16,74.51667022705078
2019-04-10,73.34666442871094
2019-09-17,74.42666625976562
2019-10-15,75.836669921875
2020-01-02,76.11666870117188
2020-06-08,75.9566650390625
2019-10-18,76.05333709716797
2020-03-24,76.2699966430664
2020-06-11,75.78666687011719
2020-01-08,76.17333221435547
2019-04-25,76.163330078125
2019-07-30,74.15666961669922
2019-02-20,78.51000213623047
2018-07-11,75.7300033569336
2018-09-13,76.32333374023438
2018-10-15,78.43333435058594
2019-06-28,79.48332977294922
2018-12-18,79.63333129882812
2018-11-16,79.91666412353516
2019-10-02,79.55999755859375
2020-03-27,78.27666473388672
2020-01-10,77.90666961669922
2019-10-24,78.52666473388672
2020-03-30,78.12333679199219
2020-06-17,77.81999969482422
2020-01-14,78.09333038330078
2020-04-02,79.67666625976562
2019-01-02,80.83000183105469
2019-08-14,80.71333312988281
2018-10-30,81.4366683959961
2019-06-11,81.0
2019-05-10,81.23666381835938
2019-04-08,81.3566665649414
2018-08-27,81.3933334350586
2018-07-26,80.66666412353516
2018-09-28,81.83000183105469
2019-03-07,82.1500015258789
2019-10-30,81.90666961669922
2020-01-17,81.83999633789062
2020-06-23,80.16666412353516
2020-04-08,81.62666320800781
2020-06-26,82.5
2019-03-22,81.66666412353516
2019-01-17,79.5199966430664
2019-08-29,77.95999908447266
2018-11-14,76.41999816894531
2019-06-26,76.84333038330078
2018-09-11,76.56999969482422
2018-07-09,77.69000244140625
2018-08-10,78.94666290283203
2019-04-23,79.37666320800781
2019-09-30,79.01667022705078
2020-01-23,78.3566665649414
2019-11-08,78.91000366210938
2020-04-14,79.12000274658203
2019-11-11,78.64666748046875
2020-01-29,78.68000030517578
2020-04-17,78.30999755859375
2018-07-24,77.336669921875
2018-09-26,76.66666412353516
2019-05-08,76.16666412353516
2019-03-05,76.98332977294922
2019-02-01,78.08333587646484
2018-12-31,78.0
2018-11-29,77.63999938964844
2019-08-12,78.5633316040039
2019-07-11,77.82666778564453
2019-09-13,77.98332977294922
2019-11-14,78.66666412353516
2020-04-20,79.46333312988281
2020-02-04,79.9366683959961
2020-04-23,79.55333709716797
2018-12-14,81.15666961669922
2019-08-27,80.5
2018-08-08,77.37999725341797
2018-10-11,75.663330078125
2018-11-12,76.43000030517578
2019-07-26,77.66666412353516
2019-06-24,76.8066635131836
2019-05-23,80.81999969482422
2019-03-20,73.16666412353516
2019-01-15,74.46333312988281
2019-11-20,75.7699966430664
2020-02-07,77.61333465576172
2020-02-10,78.55000305175781
2020-04-29,76.92666625976562
2019-11-26,76.75333404541016
2020-02-13,77.12333679199219
2019-01-30,75.0566635131836
2018-08-23,76.08999633789062
2018-09-24,76.19000244140625
2018-11-27,76.94000244140625
2018-10-26,78.43333435058594
2019-07-09,77.5999984741211
2019-06-07,74.72000122070312
2019-05-06,75.87999725341797
2019-04-04,75.05333709716797
2019-09-11,72.51000213623047
2019-11-29,69.25333404541016
2020-05-05,69.0
2019-12-02,71.24666595458984
2020-02-19,71.12333679199219
2020-05-08,73.0433349609375
2019-05-21,67.50666809082031
