Dates,EW
2018-06-20,3966000.0
2018-06-21,3585300.0
2018-06-25,3082500.0
2018-06-22,3777000.0
2018-06-26,2569800.0
2018-06-27,5569800.0
2018-06-28,3590700.0
2018-06-29,3399900.0
2018-07-02,3045300.0
2018-07-03,1849800.0
2018-07-05,2806800.0
2018-07-16,2191500.0
2018-09-18,3556800.0
2019-01-24,1858800.0
2019-09-05,5667900.0
2018-11-21,3070800.0
2020-01-13,2912100.0
2020-04-01,2276100.0
2020-06-19,4120500.0
2019-10-29,2849400.0
2020-01-16,2565600.0
2020-06-22,4650600.0
2018-10-03,2793900.0
2018-07-31,2899200.0
2019-03-12,3457500.0
2019-02-08,3662700.0
2019-01-07,11377800.0
2018-12-06,7953300.0
2019-08-19,5237100.0
2019-07-18,3210600.0
2019-05-15,2874600.0
2019-09-20,2765400.0
2019-11-01,2619300.0
2020-04-07,2931000.0
2020-06-25,4921200.0
2020-06-16,3092100.0
2019-11-04,2676000.0
2020-01-22,2548500.0
2019-11-07,3061200.0
2020-04-13,4538700.0
2019-07-01,4177500.0
2019-05-30,4260600.0
2018-08-15,2419800.0
2018-10-18,2668200.0
2019-03-27,1829400.0
2019-01-22,2208300.0
2018-12-21,2595300.0
2019-09-03,3240900.0
2018-11-19,4503000.0
2019-08-02,3034200.0
2020-01-28,1992300.0
2020-04-16,2102400.0
2019-11-13,5265000.0
2020-01-31,3808500.0
2018-12-04,2622000.0
2018-11-02,3427500.0
2019-07-16,2168100.0
2018-08-30,4142700.0
2018-10-01,2325000.0
2019-06-14,2137500.0
2019-05-13,3798000.0
2019-04-11,2763600.0
2019-02-06,2526900.0
2019-09-18,3661500.0
2020-02-03,4877700.0
2020-04-22,5934900.0
2019-11-19,10980300.0
2020-02-06,8626800.0
2019-11-22,5603100.0
2019-03-25,5034000.0
2019-02-21,5826600.0
2018-12-19,6268200.0
2018-07-12,8121300.0
2018-09-14,10749600.0
2018-08-13,6264000.0
2018-10-16,5927400.0
2019-07-31,7759500.0
2019-05-28,6312300.0
2019-04-26,7758300.0
2020-04-28,6856200.0
2019-11-25,6355800.0
2020-02-12,6027600.0
2020-05-01,5436300.0
2020-05-04,4090800.0
2019-06-12,5532900.0
2019-04-09,13120500.0
2019-03-08,7105200.0
2019-02-04,8829300.0
2018-07-27,13052700.0
2018-08-28,5313300.0
2019-01-03,5265000.0
2019-08-15,6184500.0
2018-10-31,3914700.0
2019-09-16,5831400.0
2020-02-18,5383200.0
2020-05-07,4443900.0
2018-08-17,5685600.0
2019-12-04,2768400.0
2020-02-21,3719400.0
2018-12-17,2827800.0
2019-08-30,5821200.0
2018-11-15,4423200.0
2019-07-29,3521100.0
2019-06-27,4943400.0
2019-04-24,4035000.0
2018-07-10,4234200.0
2018-09-12,5123700.0
2019-02-19,6274800.0
2019-01-18,3380400.0
2020-02-24,1347000.0
2020-05-13,3480000.0
2019-12-10,3862500.0
2020-02-27,5013000.0
2019-12-13,3777600.0
2020-05-19,5383500.0
2019-03-06,4321800.0
2018-11-30,4931700.0
2019-08-13,7339800.0
2019-07-12,3480900.0
2019-06-10,3363900.0
2019-05-09,3216600.0
2018-07-25,3687900.0
2018-09-27,3347700.0
2018-10-29,2892000.0
2019-10-16,2949600.0
2019-12-16,3249900.0
2020-03-04,3619500.0
2020-05-22,4342500.0
2019-10-01,6750600.0
2019-12-19,2537100.0
2018-09-10,4192800.0
2019-05-24,5165700.0
2018-08-09,2538900.0
2019-04-22,2325000.0
2019-03-21,3060300.0
2019-01-16,4591500.0
2019-08-28,3782100.0
2018-11-13,3993000.0
2018-10-12,2835000.0
2019-06-25,3024000.0
2020-03-10,2779500.0
2020-05-28,3033600.0
2019-10-07,3969600.0
2020-03-13,7925700.0
2019-10-10,5927700.0
2020-03-16,4785300.0
2020-06-03,6916200.0
2018-11-28,4429800.0
2018-09-25,4719300.0
2018-07-23,3423300.0
2018-08-24,3453000.0
2019-07-10,3222300.0
2019-05-07,3053100.0
2019-04-05,2719500.0
2019-03-04,4334700.0
2019-01-31,6626100.0
2019-09-12,4088400.0
2019-12-31,3626700.0
2020-03-19,3005400.0
2020-01-03,2561100.0
2020-06-09,2708100.0
2019-02-15,2803200.0
2019-01-14,4050300.0
2018-07-06,2310000.0
2018-08-07,1461900.0
2018-10-10,2572200.0
2018-12-13,2175600.0
2019-08-26,2764500.0
2019-07-25,4420200.0
2019-05-22,4295400.0
2019-03-19,4589400.0
2020-01-06,4287000.0
2020-03-25,2058600.0
2020-06-12,4748100.0
2019-10-22,3847200.0
2020-01-09,4936500.0
2020-06-15,2803200.0
2019-10-25,2965800.0
2020-03-31,2611800.0
2020-06-18,3128700.0
2019-04-03,4588500.0
2018-08-22,4414500.0
2018-10-25,7502400.0
2019-01-29,5482800.0
2018-12-28,7611900.0
2018-11-26,14296500.0
2019-08-09,7527600.0
2019-07-08,3183300.0
2019-06-06,2578500.0
2019-09-10,3180000.0
2020-01-15,2580000.0
2020-04-03,2703000.0
2019-10-31,2234700.0
2020-04-06,1652700.0
2020-06-24,2247000.0
2018-11-09,4107000.0
2019-07-23,3168300.0
2019-06-21,4122000.0
2019-05-20,2511600.0
2019-04-18,2583900.0
2018-09-06,2696700.0
2018-10-08,2742300.0
2019-02-13,3258000.0
2018-12-11,2507100.0
2019-09-25,3145200.0
2020-01-21,2423700.0
2020-04-09,4880100.0
2019-11-06,8410500.0
2020-01-24,8024700.0
2020-01-27,3783600.0
2020-04-15,4736400.0
2018-12-26,7201200.0
2019-08-07,4303500.0
2019-06-04,3854100.0
2018-09-21,4102200.0
2018-07-19,2721900.0
2018-08-20,2761800.0
2018-10-23,3087600.0
2019-05-03,2990100.0
2019-04-01,3199800.0
2019-02-28,2917200.0
2019-11-12,2764800.0
2020-01-30,3499800.0
2019-11-15,2572800.0
2020-04-21,2607300.0
2019-04-16,2125800.0
2019-03-15,3702900.0
2019-02-11,2780700.0
2019-01-10,3264900.0
2019-08-22,3517800.0
2018-11-07,3674400.0
2018-08-03,3229500.0
2018-09-04,3220500.0
2019-06-19,3215700.0
2019-09-23,4212300.0
2019-11-18,3789300.0
2020-02-05,2242800.0
2020-04-24,3995100.0
2019-03-29,4625700.0
2019-11-21,3705900.0
2020-04-27,3996300.0
2020-02-11,3000900.0
2020-04-30,3599700.0
2019-05-01,3916200.0
2019-02-26,3063000.0
2019-01-25,3270900.0
2018-12-24,4069800.0
2019-09-06,3233700.0
2018-07-17,3212400.0
2018-09-19,3420000.0
2019-08-05,5916900.0
2019-10-08,7109700.0
2019-12-11,7141500.0
2019-11-27,4497300.0
2020-02-14,5898300.0
2020-05-06,3286500.0
2019-01-08,4941000.0
2018-12-07,12762300.0
2019-08-20,5523300.0
2018-11-05,4950900.0
2019-07-19,2281800.0
2018-10-04,2854800.0
2019-06-17,2775900.0
2019-05-16,4002300.0
2018-08-01,3510000.0
2019-03-13,2598300.0
2019-12-03,3078300.0
2020-02-20,2994600.0
2019-12-06,2461800.0
2020-05-12,2771700.0
2019-12-09,4345500.0
2020-02-26,3974400.0
2020-05-15,4221900.0
2019-03-28,3602700.0
2018-09-17,10900500.0
2018-08-16,4079100.0
2018-10-19,4142100.0
2019-04-29,3401400.0
2019-01-23,2965800.0
2019-09-04,2286000.0
2018-11-20,3764400.0
2019-07-02,3128100.0
2019-05-31,3363900.0
2019-12-12,2766900.0
2020-05-18,2808600.0
2019-09-27,2471100.0
2020-03-03,1757100.0
2020-05-21,2007300.0
2019-05-14,2822400.0
2018-08-31,2391600.0
2018-07-30,3177600.0
2018-10-02,3248400.0
2019-04-12,3884100.0
2019-03-11,3384000.0
2019-02-07,2530200.0
2019-07-17,8070000.0
2019-09-19,3058800.0
2019-10-21,1680000.0
2019-12-18,2283300.0
2020-03-06,1405500.0
2019-10-03,2066700.0
2020-03-09,2469600.0
2020-05-27,2172600.0
2019-12-24,2381700.0
2020-03-12,3579000.0
2018-12-20,2922000.0
2019-08-01,3001800.0
2018-08-14,4134900.0
2018-07-13,3272400.0
2018-10-17,2485800.0
2019-05-29,2055900.0
2019-03-26,2437800.0
2019-02-22,2639700.0
2019-10-04,1802400.0
2019-11-05,2276100.0
2019-12-27,5959800.0
2020-06-02,3033600.0
2019-12-30,2217900.0
2020-03-18,2931900.0
2020-06-05,2823000.0
2019-07-15,4859100.0
2018-12-03,3049500.0
2019-06-13,3812700.0
2019-01-04,4094700.0
2018-08-29,5799300.0
2019-02-05,4256700.0
2018-11-01,3366300.0
