Dates,EW
2019-08-16,3038400.0
2019-04-10,3071400.0
2019-09-17,3020400.0
2019-10-15,4399800.0
2020-01-02,2359200.0
2020-06-08,2688600.0
2019-10-18,3066000.0
2020-03-24,2906100.0
2020-06-11,3768300.0
2020-01-08,2902200.0
2019-04-25,2834700.0
2019-07-30,3624300.0
2019-02-20,9550800.0
2018-07-11,4149000.0
2018-09-13,4239900.0
2018-10-15,3146700.0
2019-06-28,2925900.0
2018-12-18,3131700.0
2018-11-16,3783000.0
2019-10-02,3853200.0
2020-03-27,3772500.0
2020-01-10,3131700.0
2019-10-24,2178600.0
2020-03-30,2483700.0
2020-06-17,2173800.0
2020-01-14,2920800.0
2020-04-02,2375100.0
2019-01-02,2442000.0
2019-08-14,4736400.0
2018-10-30,3508800.0
2019-06-11,3208200.0
2019-05-10,2955600.0
2019-04-08,2338800.0
2018-08-27,2055300.0
2018-07-26,3214500.0
2018-09-28,4094100.0
2019-03-07,1893300.0
2019-10-30,947400.0
2020-01-17,2757000.0
2020-06-23,2703600.0
2020-04-08,3459600.0
2020-06-26,4118700.0
2019-03-22,8513400.0
2019-01-17,6636000.0
2019-08-29,8960400.0
2018-11-14,5562000.0
2019-06-26,4202100.0
2018-09-11,3136200.0
2018-07-09,3792000.0
2018-08-10,4028700.0
2019-04-23,3674700.0
2019-09-30,4418700.0
2020-01-23,6232800.0
2019-11-08,2250000.0
2020-04-14,943800.0
2019-11-11,2034000.0
2020-01-29,1572600.0
2020-04-17,2637000.0
2018-07-24,2245500.0
2018-09-26,4137000.0
2019-05-08,2993700.0
2019-03-05,3244200.0
2019-02-01,2621400.0
2018-12-31,4319400.0
2018-11-29,4137600.0
2019-08-12,3465600.0
2019-07-11,3341700.0
2019-09-13,1232300.0
2019-11-14,2865900.0
2020-04-20,2124600.0
2020-02-04,4073400.0
2020-04-23,2537400.0
2018-12-14,3893700.0
2019-08-27,9834300.0
2018-08-08,5010900.0
2018-10-11,5805300.0
2018-11-12,3916200.0
2019-07-26,4559700.0
2019-06-24,3569100.0
2019-05-23,12421500.0
2019-03-20,6823500.0
2019-01-15,4120800.0
2019-11-20,5157600.0
2020-02-07,4488600.0
2020-02-10,3289200.0
2020-04-29,3704700.0
2019-11-26,2578800.0
2020-02-13,4105200.0
2019-01-30,4168200.0
2018-08-23,2039100.0
2018-09-24,4071300.0
2018-11-27,4714500.0
2018-10-26,3072600.0
2019-07-09,2534100.0
2019-06-07,4239000.0
2019-05-06,4229700.0
2019-04-04,3123000.0
2019-09-11,6853800.0
2019-11-29,10069200.0
2020-05-05,6066600.0
2019-12-02,6994500.0
2020-02-19,7080600.0
2020-05-08,5670300.0
2019-05-21,5369700.0
2019-03-18,5836500.0
2018-09-07,6402600.0
2018-08-06,5678700.0
2018-10-09,9306000.0
2019-02-14,11608800.0
2018-12-12,7557000.0
2019-07-24,7945500.0
2019-09-26,7405200.0
2019-10-28,7778100.0
2019-12-05,7063500.0
2020-05-11,7908000.0
2019-07-03,7546200.0
2020-02-25,5937900.0
2020-05-14,4676400.0
2020-02-28,3600300.0
2019-08-08,5567100.0
2019-06-05,9068100.0
2018-07-20,5679300.0
2018-08-21,4586400.0
2018-10-24,5939700.0
2019-04-02,5401200.0
2019-03-01,4907700.0
2019-01-28,4737600.0
2018-12-27,4662900.0
2019-09-09,2901300.0
2020-03-02,3379200.0
2020-05-20,2937300.0
2019-12-17,4335900.0
2020-03-05,5888100.0
2019-02-12,2887500.0
2019-01-11,3432600.0
2018-12-10,3845100.0
2019-08-23,3960000.0
2018-11-08,5384400.0
2019-07-22,3489600.0
2019-06-20,3982500.0
2018-09-05,3108300.0
2019-04-17,2753400.0
2019-09-24,2532300.0
2019-12-20,2934900.0
2020-05-26,2400000.0
2019-04-30,2592300.0
2019-12-23,4508700.0
2020-03-11,1882800.0
2020-05-29,4468200.0
2019-12-26,2589900.0
2020-06-01,3502800.0
2019-05-02,2388600.0
2019-02-27,2927700.0
2018-11-23,2888400.0
2019-08-06,2099100.0
2018-07-18,3960000.0
2018-09-20,2730600.0
2018-10-22,2192700.0
2019-07-05,2944200.0
2019-06-03,3209700.0
2019-10-09,3500100.0
2019-10-11,4867200.0
2020-03-17,2981300.0
2020-06-04,2648100.0
2019-10-14,2262200.0
2020-03-20,3961900.0
2018-11-06,5009400.0
2019-06-18,3992200.0
2019-05-17,3325200.0
2019-04-15,3708200.0
2019-03-14,4322300.0
2019-01-09,3771200.0
2018-08-02,3485600.0
2018-10-05,3275700.0
2019-08-21,3298200.0
2019-10-17,2808700.0
2020-03-23,3834100.0
2020-06-10,2032200.0
2019-02-25,2746800.0
2020-01-07,2932900.0
2020-03-26,3299700.0
2019-10-23,3768500.0
