Dates,EW
2018-06-20,51.12333297729492
2018-06-21,50.47999954223633
2018-06-25,50.586666107177734
2018-06-22,49.606666564941406
2018-06-26,49.77000045776367
2018-06-27,48.060001373291016
2018-06-28,48.13999938964844
2018-06-29,48.496665954589844
2018-07-02,48.040000915527344
2018-07-03,48.36333465576172
2018-07-05,48.36333465576172
2018-07-16,48.58000183105469
2018-09-18,48.723331451416016
2019-01-24,48.8033332824707
2019-09-05,47.96666717529297
2018-11-21,48.46333312988281
2020-01-13,48.97666549682617
2020-04-01,48.85333251953125
2020-06-19,48.776668548583984
2019-10-29,49.540000915527344
2020-01-16,49.90999984741211
2020-06-22,50.0
2018-10-03,50.41666793823242
2018-07-31,50.40999984741211
2019-03-12,50.69333267211914
2019-02-08,51.436668395996094
2019-01-07,46.586666107177734
2018-12-06,46.643333435058594
2019-08-19,46.630001068115234
2019-07-18,47.060001373291016
2019-05-15,47.436668395996094
2019-09-20,47.63333511352539
2019-11-01,47.970001220703125
2020-04-07,47.266666412353516
2020-06-25,46.34333419799805
2020-06-16,46.26333236694336
2019-11-04,45.869998931884766
2020-01-22,45.60333251953125
2019-11-07,45.516666412353516
2020-04-13,44.84333419799805
2019-07-01,45.85333251953125
2019-05-30,45.97666549682617
2018-08-15,46.24333190917969
2018-10-18,46.54999923706055
2019-03-27,46.349998474121094
2019-01-22,46.88999938964844
2018-12-21,47.016666412353516
2019-09-03,46.85333251953125
2018-11-19,46.676666259765625
2019-08-02,47.336666107177734
2020-01-28,47.746665954589844
2020-04-16,47.79666519165039
2019-11-13,47.0433349609375
2020-01-31,46.41999816894531
2018-12-04,46.356666564941406
2018-11-02,46.689998626708984
2019-07-16,47.08000183105469
2018-08-30,47.33333206176758
2018-10-01,47.74333190917969
2019-06-14,48.38999938964844
2019-05-13,48.5099983215332
2019-04-11,48.663333892822266
2019-02-06,48.5
2019-09-18,48.709999084472656
2020-02-03,49.586666107177734
2020-04-22,50.400001525878906
2019-11-19,53.086666107177734
2020-02-06,53.24333190917969
2019-11-22,55.77333450317383
2019-03-25,56.82666778564453
2019-02-21,57.38666534423828
2018-12-19,56.70333480834961
2018-07-12,53.02000045776367
2018-09-14,51.61666488647461
2018-08-13,50.58333206176758
2018-10-16,49.7066650390625
2019-07-31,48.75666809082031
2019-05-28,48.766666412353516
2019-04-26,46.70000076293945
2020-04-28,46.310001373291016
2019-11-25,47.03666687011719
2020-02-12,46.79666519165039
2020-05-01,47.45000076293945
2020-05-04,48.26333236694336
2019-06-12,48.496665954589844
2019-04-09,48.393333435058594
2019-03-08,48.209999084472656
2019-02-04,47.733333587646484
2018-07-27,46.496665954589844
2018-08-28,46.47666549682617
2019-01-03,45.64666748046875
2019-08-15,45.47999954223633
2018-10-31,46.42333221435547
2019-09-16,47.78666687011719
2020-02-18,49.176666259765625
2020-05-07,50.13666534423828
2018-08-17,49.46666717529297
2019-12-04,49.7599983215332
2020-02-21,51.003334045410156
2018-12-17,51.93000030517578
2019-08-30,50.893333435058594
2018-11-15,49.15999984741211
2019-07-29,48.99333190917969
2019-06-27,49.09000015258789
2019-04-24,49.31999969482422
2018-07-10,50.276668548583984
2018-09-12,49.880001068115234
2019-02-19,49.17333221435547
2019-01-18,49.09000015258789
2020-02-24,49.09333419799805
2020-05-13,49.393333435058594
2019-12-10,50.189998626708984
2020-02-27,51.52000045776367
2019-12-13,53.18333435058594
2020-05-19,53.44333267211914
2019-03-06,54.00666809082031
2018-11-30,52.246665954589844
2019-08-13,51.67333221435547
2019-07-12,51.970001220703125
2019-06-10,52.20000076293945
2019-05-09,53.71333312988281
2018-07-25,54.34000015258789
2018-09-27,53.96666717529297
2018-10-29,53.17333221435547
2019-10-16,51.310001373291016
2019-12-16,51.503334045410156
2020-03-04,50.55666732788086
2020-05-22,48.77333450317383
2019-10-01,47.95333480834961
2019-12-19,46.54666519165039
2018-09-10,46.836666107177734
2019-05-24,48.130001068115234
2018-08-09,49.62666702270508
2019-04-22,50.45000076293945
2019-03-21,49.279998779296875
2019-01-16,46.95333480834961
2019-08-28,48.37333297729492
2018-11-13,49.38333511352539
2018-10-12,49.5966682434082
2019-06-25,51.2400016784668
2020-03-10,50.92333221435547
2020-05-28,50.40666580200195
2019-10-07,49.79999923706055
2020-03-13,51.66666793823242
2019-10-10,52.0
2020-03-16,52.003334045410156
2020-06-03,54.27000045776367
2018-11-28,55.36666488647461
2018-09-25,55.25
2018-07-23,55.7599983215332
2018-08-24,56.41999816894531
2019-07-10,55.810001373291016
2019-05-07,55.313331604003906
2019-04-05,55.37666702270508
2019-03-04,55.6966667175293
2019-01-31,54.36000061035156
2019-09-12,55.38333511352539
2019-12-31,56.61333465576172
2020-03-19,55.939998626708984
2020-01-03,56.060001373291016
2020-06-09,56.0099983215332
2019-02-15,57.369998931884766
2019-01-14,57.77333450317383
2018-07-06,58.060001373291016
2018-08-07,58.45000076293945
2018-10-10,58.766666412353516
2018-12-13,58.813331604003906
2019-08-26,58.66666793823242
2019-07-25,57.56999969482422
2019-05-22,57.3466682434082
2019-03-19,56.459999084472656
2020-01-06,55.74333190917969
2020-03-25,55.71333312988281
2020-06-12,56.05666732788086
2019-10-22,56.71333312988281
2020-01-09,56.44333267211914
2020-06-15,56.73666763305664
2019-10-25,56.58000183105469
2020-03-31,56.766666412353516
2020-06-18,55.4566650390625
2019-04-03,56.526668548583984
2018-08-22,57.246665954589844
2018-10-25,58.5
2019-01-29,58.61333465576172
2018-12-28,59.459999084472656
2018-11-26,63.29999923706055
2019-08-09,62.53333282470703
2019-07-08,62.689998626708984
2019-06-06,62.52000045776367
2019-09-10,62.86333465576172
2020-01-15,62.33000183105469
2020-04-03,63.0433349609375
2019-10-31,61.959999084472656
2020-04-06,62.22666549682617
2020-06-24,62.926666259765625
2018-11-09,63.19333267211914
2019-07-23,62.84000015258789
2019-06-21,63.290000915527344
2019-05-20,62.66666793823242
2019-04-18,62.72999954223633
2018-09-06,61.93000030517578
2018-10-08,62.7400016784668
2019-02-13,62.733333587646484
2018-12-11,62.29666519165039
2019-09-25,63.43333435058594
2020-01-21,63.04666519165039
2020-04-09,62.84000015258789
2019-11-06,58.78666687011719
2020-01-24,57.380001068115234
2020-01-27,58.563331604003906
2020-04-15,59.09333419799805
2018-12-26,57.66666793823242
2019-08-07,58.27000045776367
2019-06-04,58.01333236694336
2018-09-21,57.71333312988281
2018-07-19,57.880001068115234
2018-08-20,58.2400016784668
2018-10-23,58.276668548583984
2019-05-03,59.95000076293945
2019-04-01,58.27333450317383
2019-02-28,59.040000915527344
2019-11-12,58.9566650390625
2020-01-30,59.02333450317383
2019-11-15,58.66999816894531
2020-04-21,59.09333419799805
2019-04-16,59.23666763305664
2019-03-15,58.959999084472656
2019-02-11,58.983333587646484
2019-01-10,57.47666549682617
2019-08-22,56.9900016784668
2018-11-07,57.26333236694336
2018-08-03,57.0
2018-09-04,56.266666412353516
2019-06-19,56.4033317565918
2019-09-23,56.22666549682617
2019-11-18,55.22999954223633
2020-02-05,55.6966667175293
2020-04-24,56.06999969482422
2019-03-29,55.94333267211914
2019-11-21,56.586666107177734
2020-04-27,58.36333465576172
2020-02-11,58.973331451416016
2020-04-30,60.33333206176758
2019-05-01,61.27000045776367
2019-02-26,61.119998931884766
2019-01-25,60.75666809082031
2018-12-24,60.7400016784668
2019-09-06,60.83000183105469
2018-07-17,61.099998474121094
2018-09-19,61.776668548583984
2019-08-05,62.83000183105469
2019-10-08,63.39666748046875
2019-12-11,63.79999923706055
2019-11-27,63.71333312988281
2020-02-14,63.82666778564453
2020-05-06,62.13666534423828
2019-01-08,61.540000915527344
2018-12-07,61.3466682434082
2019-08-20,61.29999923706055
2018-11-05,61.003334045410156
2019-07-19,61.619998931884766
2018-10-04,61.94333267211914
2019-06-17,62.15666580200195
2019-05-16,62.073333740234375
2018-08-01,63.0099983215332
2019-03-13,63.776668548583984
2019-12-03,63.09333419799805
2020-02-20,63.51333236694336
2019-12-06,62.470001220703125
2020-05-12,62.38999938964844
2019-12-09,63.25666809082031
2020-02-26,64.37666320800781
2020-05-15,64.56666564941406
2019-03-28,64.37000274658203
2018-09-17,70.24333190917969
2018-08-16,69.89666748046875
2018-10-19,70.3499984741211
2019-04-29,70.33333587646484
2019-01-23,71.54666900634766
2019-09-04,70.25
2018-11-20,71.10333251953125
2019-07-02,70.43000030517578
2019-05-31,69.12333679199219
2019-12-12,69.79000091552734
2020-05-18,68.95999908447266
2019-09-27,71.4000015258789
2020-03-03,71.72333526611328
2020-05-21,71.50666809082031
2019-05-14,71.66666412353516
2018-08-31,71.13333129882812
2018-07-30,71.13999938964844
2018-10-02,72.336669921875
2019-04-12,73.413330078125
2019-03-11,73.98999786376953
2019-02-07,73.58333587646484
