Dates,ALLE
2018-06-20,80.0
2018-06-21,77.87999725341797
2018-06-25,77.69000244140625
2018-06-22,76.37999725341797
2018-06-26,76.33000183105469
2018-06-27,77.38999938964844
2018-06-28,77.18000030517578
2018-06-29,77.36000061035156
2018-07-02,77.62999725341797
2018-07-03,77.0199966430664
2018-07-05,77.87999725341797
2018-07-16,76.86000061035156
2018-09-18,77.94000244140625
2019-01-24,78.3499984741211
2019-09-05,77.91000366210938
2018-11-21,79.08000183105469
2020-01-13,79.70999908447266
2020-04-01,79.23999786376953
2020-06-19,80.08000183105469
2019-10-29,79.2300033569336
2020-01-16,78.68000030517578
2020-06-22,79.48999786376953
2018-10-03,78.70999908447266
2018-07-31,79.81999969482422
2019-03-12,80.08999633789062
2019-02-08,81.4800033569336
2019-01-07,81.5999984741211
2018-12-06,80.93000030517578
2019-08-19,81.54000091552734
2019-07-18,80.87999725341797
2019-05-15,81.19999694824219
2019-09-20,81.72000122070312
2019-11-01,82.56999969482422
2020-04-07,83.0999984741211
2020-06-25,82.5199966430664
2020-06-16,82.55999755859375
2019-11-04,81.80000305175781
2020-01-22,81.7300033569336
2019-11-07,83.2699966430664
2020-04-13,85.30000305175781
2019-07-01,85.43000030517578
2019-05-30,86.69999694824219
2018-08-15,86.95999908447266
2018-10-18,87.79000091552734
2019-03-27,87.0999984741211
2019-01-22,86.44000244140625
2018-12-21,87.2699966430664
2019-09-03,87.69000244140625
2018-11-19,87.72000122070312
2019-08-02,86.95999908447266
2020-01-28,87.29000091552734
2020-04-16,87.22000122070312
2019-11-13,87.1500015258789
2020-01-31,89.19999694824219
2018-12-04,88.93000030517578
2018-11-02,88.70999908447266
2019-07-16,89.80000305175781
2018-08-30,89.69999694824219
2018-10-01,89.73999786376953
2019-06-14,89.33999633789062
2019-05-13,87.81999969482422
2019-04-11,88.88999938964844
2019-02-06,90.37000274658203
2019-09-18,90.58000183105469
2020-02-03,90.91000366210938
2020-04-22,90.06999969482422
2019-11-19,89.38999938964844
2020-02-06,89.12999725341797
2019-11-22,89.52999877929688
2019-03-25,89.98999786376953
2019-02-21,90.56999969482422
2018-12-19,91.13999938964844
2018-07-12,91.31999969482422
2018-09-14,91.22000122070312
2018-08-13,90.19000244140625
2018-10-16,89.55000305175781
2019-07-31,88.37000274658203
2019-05-28,87.62000274658203
2019-04-26,84.55999755859375
2020-04-28,82.76000213623047
2019-11-25,83.7699966430664
2020-02-12,83.83000183105469
2020-05-01,85.2300033569336
2020-05-04,84.16999816894531
2019-06-12,82.70999908447266
2019-04-09,81.79000091552734
2019-03-08,81.51000213623047
2019-02-04,82.75
2018-07-27,79.73999786376953
2018-08-28,82.94000244140625
2019-01-03,82.70999908447266
2019-08-15,81.66999816894531
2018-10-31,84.5999984741211
2019-09-16,85.7300033569336
2020-02-18,87.41000366210938
2020-05-07,88.13999938964844
2018-08-17,88.5999984741211
2019-12-04,89.11000061035156
2020-02-21,89.7699966430664
2018-12-17,90.41999816894531
2019-08-30,89.38999938964844
2018-11-15,88.58999633789062
2019-07-29,88.87000274658203
2019-06-27,87.11000061035156
2019-04-24,88.45999908447266
2018-07-10,89.2699966430664
2018-09-12,89.44000244140625
2019-02-19,88.75
2019-01-18,89.80000305175781
2020-02-24,89.11000061035156
2020-05-13,89.7699966430664
2019-12-10,90.25
2020-02-27,92.19999694824219
2019-12-13,91.75
2020-05-19,91.58999633789062
2019-03-06,93.0999984741211
2018-11-30,90.27999877929688
2019-08-13,89.73999786376953
2019-07-12,88.66999816894531
2019-06-10,87.2300033569336
2019-05-09,87.30999755859375
2018-07-25,87.83999633789062
2018-09-27,87.44000244140625
2018-10-29,86.3499984741211
2019-10-16,83.66999816894531
2019-12-16,84.30999755859375
2020-03-04,81.9800033569336
2020-05-22,80.41000366210938
2019-10-01,78.54000091552734
2019-12-19,75.41000366210938
2018-09-10,78.61000061035156
2019-05-24,79.30000305175781
2018-08-09,78.55000305175781
2019-04-22,79.70999908447266
2019-03-21,81.05000305175781
2019-01-16,79.68000030517578
2019-08-28,79.5
2018-11-13,80.33000183105469
2018-10-12,81.44000244140625
2019-06-25,82.3499984741211
2020-03-10,82.19999694824219
2020-05-28,82.06999969482422
2019-10-07,81.7699966430664
2020-03-13,81.75
2019-10-10,81.01000213623047
2020-03-16,81.76000213623047
2020-06-03,83.51000213623047
2018-11-28,82.18000030517578
2018-09-25,82.43000030517578
2018-07-23,83.0
2018-08-24,84.19000244140625
2019-07-10,84.27999877929688
2019-05-07,85.02999877929688
2019-04-05,85.91000366210938
2019-03-04,85.86000061035156
2019-01-31,86.75
2019-09-12,87.27999877929688
2019-12-31,89.0999984741211
2020-03-19,89.63999938964844
2020-01-03,90.73999786376953
2020-06-09,91.38999938964844
2019-02-15,91.51000213623047
2019-01-14,93.04000091552734
2018-07-06,93.7699966430664
2018-08-07,91.68000030517578
2018-10-10,91.55999755859375
2018-12-13,88.0199966430664
2019-08-26,87.94999694824219
2019-07-25,88.2300033569336
2019-05-22,89.69999694824219
2019-03-19,88.69999694824219
2020-01-06,88.63999938964844
2020-03-25,90.43000030517578
2020-06-12,89.95999908447266
2019-10-22,91.19999694824219
2020-01-09,90.19000244140625
2020-06-15,89.94000244140625
2019-10-25,89.44000244140625
2020-03-31,87.97000122070312
2020-06-18,87.9800033569336
2019-04-03,88.58000183105469
2018-08-22,88.80999755859375
2018-10-25,89.63999938964844
2019-01-29,88.7699966430664
2018-12-28,88.41000366210938
2018-11-26,88.9000015258789
2019-08-09,88.70999908447266
2019-07-08,87.73999786376953
2019-06-06,88.9000015258789
2019-09-10,87.22000122070312
2020-01-15,87.44999694824219
2020-04-03,88.41999816894531
2019-10-31,88.19999694824219
2020-04-06,89.81999969482422
