Dates,ALLE
2018-06-20,635600.0
2018-06-21,663500.0
2018-06-25,634300.0
2018-06-22,793800.0
2018-06-26,719800.0
2018-06-27,1331600.0
2018-06-28,734500.0
2018-06-29,669600.0
2018-07-02,466700.0
2018-07-03,233800.0
2018-07-05,528400.0
2018-07-16,1000600.0
2018-09-18,660400.0
2019-01-24,594000.0
2019-09-05,304800.0
2018-11-21,434500.0
2020-01-13,546400.0
2020-04-01,685300.0
2020-06-19,516400.0
2019-10-29,588300.0
2020-01-16,909500.0
2020-06-22,609100.0
2018-10-03,483400.0
2018-07-31,1328700.0
2019-03-12,1090500.0
2019-02-08,1136800.0
2019-01-07,1122500.0
2018-12-06,795600.0
2019-08-19,665600.0
2019-07-18,579800.0
2019-05-15,348200.0
2019-09-20,301500.0
2019-11-01,459500.0
2020-04-07,480900.0
2020-06-25,485600.0
2020-06-16,608600.0
2019-11-04,459600.0
2020-01-22,530900.0
2019-11-07,392000.0
2020-04-13,1028300.0
2019-07-01,818100.0
2019-05-30,485600.0
2018-08-15,545700.0
2018-10-18,501100.0
2019-03-27,360500.0
2019-01-22,410500.0
2018-12-21,380100.0
2019-09-03,310700.0
2018-11-19,332600.0
2019-08-02,500100.0
2020-01-28,778100.0
2020-04-16,644400.0
2019-11-13,565900.0
2020-01-31,435600.0
2018-12-04,461500.0
2018-11-02,341800.0
2019-07-16,495500.0
2018-08-30,488400.0
2018-10-01,421700.0
2019-06-14,471800.0
2019-05-13,758000.0
2019-04-11,744100.0
2019-02-06,599900.0
2019-09-18,472100.0
2020-02-03,691300.0
2020-04-22,1112600.0
2019-11-19,355300.0
2020-02-06,381100.0
2019-11-22,347300.0
2019-03-25,479200.0
2019-02-21,516600.0
2018-12-19,783000.0
2018-07-12,509800.0
2018-09-14,544400.0
2018-08-13,346600.0
2018-10-16,395000.0
2019-07-31,763900.0
2019-05-28,879600.0
2019-04-26,871500.0
2020-04-28,756200.0
2019-11-25,696000.0
2020-02-12,402200.0
2020-05-01,401000.0
2020-05-04,408200.0
2019-06-12,532000.0
2019-04-09,477400.0
2019-03-08,620600.0
2019-02-04,1097300.0
2018-07-27,1210500.0
2018-08-28,1569700.0
2019-01-03,1134600.0
2019-08-15,1018800.0
2018-10-31,796100.0
2019-09-16,712700.0
2020-02-18,1096600.0
2020-05-07,689200.0
2018-08-17,628200.0
2019-12-04,319700.0
2020-02-21,480200.0
2018-12-17,435600.0
2019-08-30,505200.0
2018-11-15,351100.0
2019-07-29,664300.0
2019-06-27,682400.0
2019-04-24,792800.0
2018-07-10,558700.0
2018-09-12,705400.0
2019-02-19,595200.0
2019-01-18,352200.0
2020-02-24,283600.0
2020-05-13,972300.0
2019-12-10,625300.0
2020-02-27,783700.0
2019-12-13,740100.0
2020-05-19,1124500.0
2019-03-06,1080300.0
2018-11-30,635800.0
2019-08-13,754100.0
2019-07-12,547000.0
2019-06-10,694200.0
2019-05-09,683800.0
2018-07-25,448000.0
2018-09-27,571900.0
2018-10-29,638900.0
2019-10-16,653200.0
2019-12-16,795100.0
2020-03-04,1667200.0
2020-05-22,875800.0
2019-10-01,1130200.0
2019-12-19,545800.0
2018-09-10,820000.0
2019-05-24,613700.0
2018-08-09,732700.0
2019-04-22,431600.0
2019-03-21,864300.0
2019-01-16,1050800.0
2019-08-28,1036400.0
2018-11-13,610900.0
2018-10-12,853500.0
2019-06-25,589900.0
2020-03-10,792700.0
2020-05-28,435800.0
2019-10-07,555100.0
2020-03-13,611300.0
2019-10-10,710800.0
2020-03-16,663400.0
2020-06-03,813500.0
2018-11-28,518600.0
2018-09-25,526200.0
2018-07-23,422300.0
2018-08-24,569900.0
