Dates,ALLE
2018-06-20,80.3499984741211
2018-06-21,79.81999969482422
2018-06-25,78.3499984741211
2018-06-22,77.5
2018-06-26,76.80000305175781
2018-06-27,76.45999908447266
2018-06-28,77.1500015258789
2018-06-29,77.63999938964844
2018-07-02,76.94999694824219
2018-07-03,78.08999633789062
2018-07-05,77.33000183105469
2018-07-16,77.7300033569336
2018-09-18,77.26000213623047
2019-01-24,77.98999786376953
2019-09-05,78.08999633789062
2018-11-21,78.4000015258789
2020-01-13,79.30000305175781
2020-04-01,79.58999633789062
2020-06-19,78.73999786376953
2019-10-29,80.05000305175781
2020-01-16,78.91999816894531
2020-06-22,78.37999725341797
2018-10-03,79.7300033569336
2018-07-31,78.86000061035156
2019-03-12,80.0
2019-02-08,77.5
2019-01-07,81.7300033569336
2018-12-06,81.88999938964844
2019-08-19,81.29000091552734
2019-07-18,81.54000091552734
2019-05-15,80.55000305175781
2019-09-20,81.4000015258789
2019-11-01,81.58000183105469
2020-04-07,82.87000274658203
2020-06-25,83.18000030517578
2020-06-16,82.62999725341797
2019-11-04,82.19000244140625
2020-01-22,81.91999816894531
2019-11-07,81.9800033569336
2020-04-13,82.87999725341797
2019-07-01,85.62999725341797
2019-05-30,85.30000305175781
2018-08-15,86.98999786376953
2018-10-18,86.95999908447266
2019-03-27,87.52999877929688
2019-01-22,87.0999984741211
2018-12-21,86.7699966430664
2019-09-03,87.88999938964844
2018-11-19,87.94999694824219
2019-08-02,87.76000213623047
2020-01-28,86.9000015258789
2020-04-16,87.12999725341797
2019-11-13,87.16999816894531
2020-01-31,87.29000091552734
2018-12-04,89.19999694824219
2018-11-02,88.80000305175781
2019-07-16,89.0
2018-08-30,89.77999877929688
2018-10-01,89.63999938964844
2019-06-14,89.94000244140625
2019-05-13,88.95999908447266
2019-04-11,88.0
2019-02-06,89.0999984741211
2019-09-18,90.58999633789062
2020-02-03,91.12000274658203
2020-04-22,90.43000030517578
2019-11-19,89.9800033569336
2020-02-06,89.36000061035156
2019-11-22,89.12999725341797
2019-03-25,89.6500015258789
2019-02-21,89.79000091552734
2018-12-19,91.55000305175781
2018-07-12,90.87000274658203
2018-09-14,91.33999633789062
2018-08-13,90.91999816894531
2018-10-16,90.51000213623047
2019-07-31,89.44000244140625
2019-05-28,88.30000305175781
2019-04-26,87.72000122070312
2020-04-28,84.56999969482422
2019-11-25,87.30000305175781
2020-02-12,83.58999633789062
2020-05-01,84.29000091552734
2020-05-04,84.94999694824219
2019-06-12,83.95999908447266
2019-04-09,82.80000305175781
2019-03-08,81.97000122070312
2019-02-04,80.37999725341797
2018-07-27,82.33000183105469
2018-08-28,81.7300033569336
2019-01-03,82.30000305175781
2019-08-15,83.62999725341797
2018-10-31,81.75
2019-09-16,85.45999908447266
2020-02-18,86.13999938964844
2020-05-07,88.18000030517578
2018-08-17,88.48999786376953
2019-12-04,88.3499984741211
2020-02-21,89.81999969482422
2018-12-17,89.77999877929688
2019-08-30,90.05000305175781
2018-11-15,89.43000030517578
2019-07-29,89.04000091552734
2019-06-27,89.37000274658203
2019-04-24,86.54000091552734
2018-07-10,88.05999755859375
2018-09-12,89.19000244140625
2019-02-19,88.75
2019-01-18,89.23999786376953
2020-02-24,89.51000213623047
2020-05-13,90.0
2019-12-10,89.45999908447266
2020-02-27,90.31999969482422
2019-12-13,91.7300033569336
2020-05-19,91.94999694824219
2019-03-06,92.69000244140625
2018-11-30,92.6500015258789
2019-08-13,89.18000030517578
2019-07-12,89.83999633789062
2019-06-10,88.7300033569336
2019-05-09,88.58999633789062
2018-07-25,88.51000213623047
2018-09-27,88.2300033569336
2018-10-29,86.25
2019-10-16,86.20999908447266
2019-12-16,84.4800033569336
2020-03-04,84.41999816894531
2020-05-22,81.87000274658203
2019-10-01,80.0999984741211
2019-12-19,78.0
2018-09-10,75.72000122070312
2019-05-24,77.30999755859375
2018-08-09,79.51000213623047
2019-04-22,78.83999633789062
2019-03-21,78.6500015258789
2019-01-16,80.63999938964844
2019-08-28,80.81999969482422
2018-11-13,79.7300033569336
2018-10-12,81.13999938964844
2019-06-25,81.54000091552734
2020-03-10,82.1500015258789
2020-05-28,81.54000091552734
2019-10-07,81.66999816894531
2020-03-13,82.0
2019-10-10,81.55000305175781
2020-03-16,80.88999938964844
2020-06-03,82.4800033569336
2018-11-28,83.05000305175781
2018-09-25,82.43000030517578
2018-07-23,82.69000244140625
2018-08-24,84.0
2019-07-10,83.41000366210938
2019-05-07,84.5
2019-04-05,85.48999786376953
2019-03-04,85.69000244140625
2019-01-31,86.0
2019-09-12,86.55999755859375
2019-12-31,87.55999755859375
2020-03-19,88.94000244140625
2020-01-03,89.5199966430664
2020-06-09,90.44999694824219
2019-02-15,91.4800033569336
2019-01-14,92.23999786376953
2018-07-06,93.23999786376953
2018-08-07,93.5199966430664
2018-10-10,92.3499984741211
2018-12-13,88.12000274658203
2019-08-26,87.72000122070312
2019-07-25,87.47000122070312
2019-05-22,88.47000122070312
2019-03-19,89.69000244140625
2020-01-06,88.68000030517578
2020-03-25,88.4000015258789
2020-06-12,90.29000091552734
2019-10-22,90.88999938964844
2020-01-09,91.31999969482422
2020-06-15,90.19999694824219
2019-10-25,90.16000366210938
2020-03-31,89.30999755859375
2020-06-18,87.41000366210938
2019-04-03,88.13999938964844
2018-08-22,88.73999786376953
2018-10-25,89.33999633789062
2019-01-29,89.02999877929688
2018-12-28,88.76000213623047
2018-11-26,88.48999786376953
2019-08-09,89.20999908447266
2019-07-08,88.70999908447266
2019-06-06,87.54000091552734
2019-09-10,88.61000061035156
2020-01-15,87.27999877929688
2020-04-03,87.95999908447266
2019-10-31,88.41999816894531
2020-04-06,88.5199966430664
2020-06-24,90.23999786376953
2018-11-09,91.16000366210938
2019-07-23,92.7699966430664
2019-06-21,93.0
2019-05-20,93.48999786376953
2019-04-18,94.52999877929688
2018-09-06,94.86000061035156
2018-10-08,93.93000030517578
2019-02-13,93.48999786376953
2018-12-11,93.58000183105469
2019-09-25,94.23999786376953
2020-01-21,94.56999969482422
2020-04-09,94.33000183105469
2019-11-06,94.08999633789062
2020-01-24,94.08999633789062
2020-01-27,93.58000183105469
2020-04-15,94.08000183105469
2018-12-26,95.98999786376953
2019-08-07,95.52999877929688
2019-06-04,96.70999908447266
2018-09-21,98.41000366210938
2018-07-19,98.48999786376953
2018-08-20,99.3499984741211
2018-10-23,99.05000305175781
2019-05-03,99.61000061035156
2019-04-01,100.66999816894531
2019-02-28,99.95999908447266
2019-11-12,99.0
2020-01-30,99.06999969482422
2019-11-15,99.44000244140625
2020-04-21,98.13999938964844
2019-04-16,99.30999755859375
2019-03-15,99.12999725341797
2019-02-11,101.04000091552734
2019-01-10,100.8499984741211
2019-08-22,100.30000305175781
2018-11-07,100.43000030517578
2018-08-03,101.02999877929688
2018-09-04,98.87999725341797
2019-06-19,99.80999755859375
2019-09-23,99.7300033569336
2019-11-18,98.30999755859375
2020-02-05,98.0199966430664
2020-04-24,97.19999694824219
2019-03-29,97.23999786376953
2019-11-21,100.16000366210938
2020-04-27,101.06999969482422
2020-02-11,103.13999938964844
2020-04-30,104.41000366210938
2019-05-01,104.58000183105469
2019-02-26,105.91000366210938
2019-01-25,105.11000061035156
2018-12-24,105.02999877929688
2019-09-06,105.19000244140625
2018-07-17,106.05000305175781
2018-09-19,105.5
2019-08-05,106.2699966430664
2019-10-08,107.91000366210938
2019-12-11,108.38999938964844
2019-11-27,108.19999694824219
2020-02-14,108.1500015258789
2020-05-06,107.80999755859375
2019-01-08,107.83000183105469
2018-12-07,109.12999725341797
2019-08-20,111.4800033569336
2018-11-05,111.62000274658203
2019-07-19,110.44999694824219
2018-10-04,109.7300033569336
2019-06-17,109.76000213623047
2019-05-16,109.86000061035156
2018-08-01,110.76000213623047
2019-03-13,109.48999786376953
2019-12-03,109.5
2020-02-20,110.5
2019-12-06,110.87999725341797
2020-05-12,110.91999816894531
2019-12-09,108.72000122070312
2020-02-26,110.0
2020-05-15,107.6500015258789
2019-03-28,108.52999877929688
2018-09-17,108.72000122070312
2018-08-16,102.01000213623047
2018-10-19,104.80999755859375
2019-04-29,105.33000183105469
2019-01-23,103.37000274658203
2019-09-04,104.18000030517578
2018-11-20,103.48999786376953
2019-07-02,102.12999725341797
2019-05-31,99.9800033569336
2019-12-12,100.12999725341797
2020-05-18,98.66000366210938
2019-09-27,98.76000213623047
2020-03-03,98.87000274658203
2020-05-21,98.30000305175781
2019-05-14,96.61000061035156
2018-08-31,96.95999908447266
2018-07-30,94.30000305175781
2018-10-02,95.29000091552734
2019-04-12,96.52999877929688
2019-03-11,96.06999969482422
2019-02-07,96.01000213623047
2019-07-17,95.93000030517578
2019-09-19,95.20999908447266
2019-10-21,94.12000274658203
2019-12-18,94.55999755859375
2020-03-06,93.33000183105469
2019-10-03,95.05999755859375
2020-03-09,96.58999633789062
2020-05-27,95.7300033569336
2019-12-24,96.13999938964844
2020-03-12,97.5999984741211
2018-12-20,98.77999877929688
2019-08-01,99.26000213623047
2018-08-14,97.73999786376953
2018-07-13,98.66999816894531
2018-10-17,100.16000366210938
2019-05-29,100.7300033569336
2019-03-26,101.62999725341797
2019-02-22,101.87000274658203
2019-10-04,100.66999816894531
2019-11-05,102.2699966430664
2019-12-27,102.29000091552734
2020-06-02,100.9800033569336
2019-12-30,101.62999725341797
2020-03-18,101.52999877929688
2020-06-05,101.81999969482422
2019-07-15,103.11000061035156
2018-12-03,102.86000061035156
2019-06-13,104.25
2019-01-04,100.30999755859375
2018-08-29,99.83000183105469
2019-02-05,101.08999633789062
2018-11-01,102.80000305175781
2019-08-16,101.48999786376953
2019-04-10,103.04000091552734
2019-09-17,100.93000030517578
2019-10-15,102.02999877929688
2020-01-02,101.13999938964844
2020-06-08,100.95999908447266
2019-10-18,101.7699966430664
2020-03-24,103.77999877929688
2020-06-11,103.66999816894531
2020-01-08,104.56999969482422
2019-04-25,105.37000274658203
2019-07-30,105.06999969482422
2019-02-20,108.80000305175781
2018-07-11,114.05000305175781
2018-09-13,113.7300033569336
2018-10-15,114.87000274658203
2019-06-28,115.22000122070312
2018-12-18,116.38999938964844
2018-11-16,117.0999984741211
2019-10-02,118.54000091552734
2020-03-27,118.05999755859375
2020-01-10,116.66999816894531
2019-10-24,117.23999786376953
2020-03-30,115.41000366210938
2020-06-17,115.05000305175781
2020-01-14,115.3499984741211
2020-04-02,114.06999969482422
2019-01-02,116.9800033569336
2019-08-14,118.06999969482422
2018-10-30,118.9800033569336
2019-06-11,118.44000244140625
2019-05-10,119.02999877929688
2019-04-08,117.30000305175781
2018-08-27,118.36000061035156
2018-07-26,118.98999786376953
2018-09-28,119.91999816894531
2019-03-07,122.01000213623047
2019-10-30,121.23999786376953
2020-01-17,120.22000122070312
2020-06-23,119.25
2020-04-08,121.0
2020-06-26,121.80000305175781
