Dates,MCO
2018-06-20,173.25
2018-06-21,172.19000244140625
2018-06-25,172.17999267578125
2018-06-22,168.4499969482422
2018-06-26,169.2100067138672
2018-06-27,168.44000244140625
2018-06-28,168.38999938964844
2018-06-29,170.52999877929688
2018-07-02,169.30999755859375
2018-07-03,169.6199951171875
2018-07-05,169.50999450683594
2018-07-16,171.1300048828125
2018-09-18,173.3699951171875
2019-01-24,174.8800048828125
2019-09-05,174.5
2018-11-21,177.83999633789062
2020-01-13,180.6199951171875
2020-04-01,181.72000122070312
2020-06-19,180.72000122070312
2019-10-29,183.05999755859375
2020-01-16,182.02999877929688
2020-06-22,182.22999572753906
2018-10-03,185.1999969482422
2018-07-31,185.24000549316406
2019-03-12,185.02000427246094
2019-02-08,184.66000366210938
2019-01-07,176.1199951171875
2018-12-06,169.8699951171875
2019-08-19,168.3000030517578
2019-07-18,170.69000244140625
2019-05-15,169.5500030517578
2019-09-20,171.36000061035156
2019-11-01,171.47999572753906
2020-04-07,171.64999389648438
2020-06-25,172.27000427246094
2020-06-16,171.82000732421875
2019-11-04,169.58999633789062
2020-01-22,169.30999755859375
2019-11-07,169.83999633789062
2020-04-13,168.63999938964844
2019-07-01,170.3800048828125
2019-05-30,170.83999633789062
2018-08-15,170.77000427246094
2018-10-18,171.1699981689453
2019-03-27,171.24000549316406
2019-01-22,171.1300048828125
2018-12-21,171.67999267578125
2019-09-03,173.1300048828125
2018-11-19,175.86000061035156
2019-08-02,175.2100067138672
2020-01-28,175.97000122070312
2020-04-16,176.02999877929688
2019-11-13,177.24000549316406
2020-01-31,175.27999877929688
2018-12-04,176.10000610351562
2018-11-02,176.25
2019-07-16,176.82000732421875
2018-08-30,176.02999877929688
2018-10-01,177.00999450683594
2019-06-14,178.27000427246094
2019-05-13,177.50999450683594
2019-04-11,176.58999633789062
2019-02-06,176.67999267578125
2019-09-18,176.75999450683594
2020-02-03,176.89999389648438
2020-04-22,173.57000732421875
2019-11-19,172.77999877929688
2020-02-06,172.22999572753906
2019-11-22,172.32000732421875
2019-03-25,173.00999450683594
2019-02-21,167.08999633789062
2018-12-19,167.9600067138672
2018-07-12,166.55999755859375
2018-09-14,166.1699981689453
2018-08-13,161.50999450683594
2018-10-16,159.83999633789062
2019-07-31,159.11000061035156
2019-05-28,159.07000732421875
2019-04-26,155.8800048828125
2020-04-28,152.60000610351562
2019-11-25,154.05999755859375
2020-02-12,154.8000030517578
2020-05-01,157.16000366210938
2020-05-04,158.27999877929688
2019-06-12,157.32000732421875
2019-04-09,158.60000610351562
2019-03-08,159.11000061035156
2019-02-04,154.27999877929688
2018-07-27,153.74000549316406
2018-08-28,151.3000030517578
2019-01-03,140.83999633789062
2019-08-15,139.36000061035156
2018-10-31,139.11000061035156
2019-09-16,142.88999938964844
2020-02-18,145.47999572753906
2020-05-07,148.6300048828125
2018-08-17,149.25999450683594
2019-12-04,149.83999633789062
2020-02-21,151.36000061035156
2018-12-17,152.8800048828125
2019-08-30,152.52999877929688
2018-11-15,149.60000610351562
2019-07-29,147.39999389648438
2019-06-27,144.6999969482422
2019-04-24,143.85000610351562
2018-07-10,146.3000030517578
2018-09-12,146.2100067138672
2019-02-19,144.05999755859375
2019-01-18,147.02999877929688
2020-02-24,149.3699951171875
2020-05-13,150.9600067138672
2019-12-10,151.77999877929688
2020-02-27,152.38999938964844
2019-12-13,156.14999389648438
2020-05-19,156.27000427246094
2019-03-06,157.47999572753906
2018-11-30,152.35000610351562
2019-08-13,146.8000030517578
2019-07-12,144.77999877929688
2019-06-10,142.91000366210938
2019-05-09,144.63999938964844
2018-07-25,147.22999572753906
2018-09-27,147.64999389648438
2018-10-29,145.2100067138672
2019-10-16,140.63999938964844
2019-12-16,141.1199951171875
2020-03-04,137.44000244140625
2020-05-22,135.41000366210938
2019-10-01,132.5500030517578
2019-12-19,129.25999450683594
2018-09-10,129.77000427246094
2019-05-24,134.22000122070312
2018-08-09,138.24000549316406
2019-04-22,138.77999877929688
2019-03-21,137.4199981689453
2019-01-16,135.9199981689453
2019-08-28,138.47000122070312
2018-11-13,142.5800018310547
2018-10-12,141.49000549316406
2019-06-25,145.7899932861328
2020-03-10,145.02000427246094
