Dates,MCO
2020-05-28,933700.0
2019-10-07,756700.0
2020-03-13,976600.0
2019-10-10,1068300.0
2020-03-16,966300.0
2020-06-03,1003100.0
2018-11-28,1496100.0
2018-09-25,901100.0
2018-07-23,941700.0
2018-08-24,859700.0
2019-07-10,906100.0
2019-05-07,604600.0
2019-04-05,836300.0
2019-03-04,1067700.0
2019-01-31,778800.0
2019-09-12,615300.0
2019-12-31,1023700.0
2020-03-19,1369500.0
2020-01-03,958600.0
2020-06-09,940800.0
2019-02-15,583800.0
2019-01-14,652200.0
2018-07-06,564800.0
2018-08-07,1378800.0
2018-10-10,2228800.0
2018-12-13,978500.0
2019-08-26,837400.0
2019-07-25,1209800.0
2019-05-22,862300.0
2019-03-19,946200.0
2020-01-06,715600.0
2020-03-25,618500.0
2020-06-12,822700.0
2019-10-22,780900.0
2020-01-09,1295400.0
2020-06-15,910600.0
2019-10-25,926000.0
2020-03-31,904400.0
2020-06-18,681900.0
2019-04-03,802000.0
2018-08-22,987000.0
2018-10-25,957200.0
2019-01-29,949500.0
2018-12-28,1188400.0
2018-11-26,821900.0
2019-08-09,647700.0
2019-07-08,1269800.0
2019-06-06,1706100.0
2019-09-10,990200.0
2020-01-15,826700.0
2020-04-03,1108800.0
2019-10-31,973900.0
2020-04-06,656000.0
2020-06-24,1052300.0
2018-11-09,739600.0
2019-07-23,1245500.0
2019-06-21,767400.0
2019-05-20,546600.0
2019-04-18,652100.0
2018-09-06,954600.0
2018-10-08,771700.0
2019-02-13,1051300.0
2018-12-11,862300.0
2019-09-25,679800.0
2020-01-21,609300.0
2020-04-09,718000.0
2019-11-06,708100.0
2020-01-24,627300.0
2020-01-27,673100.0
2020-04-15,1211700.0
2018-12-26,1607300.0
2019-08-07,950900.0
2019-06-04,732100.0
2018-09-21,733100.0
2018-07-19,868000.0
2018-08-20,832500.0
2018-10-23,784900.0
2019-05-03,526100.0
2019-04-01,664000.0
2019-02-28,806300.0
2019-11-12,603800.0
2020-01-30,997800.0
2019-11-15,921100.0
2020-04-21,742100.0
2019-04-16,744000.0
2019-03-15,766700.0
2019-02-11,761800.0
2019-01-10,696800.0
2019-08-22,753300.0
2018-11-07,701400.0
2018-08-03,788600.0
2018-09-04,1093700.0
2019-06-19,1028900.0
2019-09-23,3301900.0
2019-11-18,933300.0
2020-02-05,706300.0
2020-04-24,905600.0
2019-03-29,1117600.0
2019-11-21,736500.0
2020-04-27,744800.0
2020-02-11,567800.0
2020-04-30,476800.0
2019-05-01,763800.0
2019-02-26,772100.0
2019-01-25,688900.0
2018-12-24,792100.0
2019-09-06,653900.0
2018-07-17,788200.0
2018-09-19,609700.0
2019-08-05,1208000.0
2019-10-08,1879400.0
2019-12-11,2023600.0
2019-11-27,1391000.0
2020-02-14,1833700.0
2020-05-06,626200.0
2019-01-08,409600.0
2018-12-07,3133100.0
2019-08-20,1091300.0
2018-11-05,655600.0
2019-07-19,277100.0
2018-10-04,605600.0
2019-06-17,479400.0
2019-05-16,521200.0
2018-08-01,607500.0
2019-03-13,579700.0
2019-12-03,564500.0
2020-02-20,398700.0
2019-12-06,645700.0
2020-05-12,709000.0
2019-12-09,343100.0
2020-02-26,522500.0
2020-05-15,401900.0
2019-03-28,367500.0
2018-09-17,530100.0
2018-08-16,517400.0
2018-10-19,656900.0
2019-04-29,731000.0
2019-01-23,621500.0
2019-09-04,2159000.0
2018-11-20,1582900.0
2019-07-02,866500.0
2019-05-31,1222100.0
2019-12-12,856900.0
2020-05-18,599600.0
2019-09-27,546000.0
2020-03-03,524700.0
2020-05-21,494500.0
2019-05-14,638800.0
2018-08-31,843700.0
2018-07-30,454000.0
2018-10-02,594400.0
2019-04-12,526500.0
2019-03-11,515300.0
2019-02-07,512400.0
2019-07-17,893000.0
2019-09-19,946600.0
2019-10-21,422000.0
2019-12-18,735600.0
2020-03-06,595200.0
2019-10-03,612000.0
2020-03-09,654700.0
2020-05-27,812700.0
2019-12-24,806900.0
2020-03-12,853700.0
2018-12-20,510800.0
2019-08-01,736100.0
2018-08-14,1142200.0
2018-07-13,772400.0
2018-10-17,861800.0
2019-05-29,690400.0
2019-03-26,547800.0
2019-02-22,638700.0
2019-10-04,1302000.0
2019-11-05,1140800.0
2019-12-27,1520800.0
2020-06-02,1068600.0
2019-12-30,1608000.0
2020-03-18,722100.0
2020-06-05,702100.0
2019-07-15,1727400.0
2018-12-03,933600.0
2019-06-13,891200.0
2019-01-04,1327000.0
2018-08-29,665200.0
2019-02-05,522200.0
2018-11-01,1016700.0
2019-08-16,1085700.0
2019-04-10,570200.0
2019-09-17,474400.0
2019-10-15,873000.0
2020-01-02,835100.0
2020-06-08,664200.0
2019-10-18,511500.0
2020-03-24,430000.0
2020-06-11,608900.0
2020-01-08,476500.0
2019-04-25,462600.0
2019-07-30,975500.0
2019-02-20,348800.0
2018-07-11,391700.0
2018-09-13,494600.0
2018-10-15,1072400.0
2019-06-28,1124800.0
2018-12-18,669700.0
2018-11-16,569100.0
2019-10-02,558800.0
2020-03-27,965000.0
2020-01-10,882200.0
2019-10-24,609100.0
2020-03-30,467000.0
2020-06-17,440000.0
2020-01-14,469100.0
2020-04-02,520200.0
2019-01-02,417500.0
2019-08-14,524600.0
2018-10-30,577800.0
2019-06-11,689600.0
2019-05-10,745100.0
2019-04-08,698500.0
2018-08-27,619200.0
2018-07-26,793400.0
2018-09-28,753700.0
2019-03-07,844700.0
2019-10-30,387600.0
2020-01-17,556500.0
2020-06-23,456500.0
2020-04-08,516700.0
2020-06-26,556000.0
2019-03-22,724700.0
2019-01-17,689700.0
2019-08-29,449800.0
2018-11-14,791600.0
2019-06-26,1179200.0
2018-09-11,518700.0
2018-07-09,662700.0
2018-08-10,752600.0
2019-04-23,973500.0
2019-09-30,900500.0
2020-01-23,1187200.0
2019-11-08,947200.0
2020-04-14,159200.0
2019-11-11,266300.0
2020-01-29,551100.0
2020-04-17,340000.0
2018-07-24,594100.0
2018-09-26,869700.0
2019-05-08,475800.0
2019-03-05,714900.0
2019-02-01,743700.0
2018-12-31,887200.0
2018-11-29,811100.0
2019-08-12,594300.0
2019-07-11,707000.0
2019-09-13,551800.0
2019-11-14,856700.0
2020-04-20,603200.0
2020-02-04,830400.0
2020-04-23,911000.0
2018-12-14,596600.0
2019-08-27,810000.0
2018-08-08,495600.0
2018-10-11,707400.0
2018-11-12,781100.0
2019-07-26,441800.0
2019-06-24,563500.0
2019-05-23,827800.0
2019-03-20,748200.0
2019-01-15,742100.0
2019-11-20,715200.0
2020-02-07,806900.0
2020-02-10,647800.0
2020-04-29,729300.0
2019-11-26,946300.0
2020-02-13,981300.0
2019-01-30,910900.0
2018-08-23,931900.0
2018-09-24,771100.0
2018-11-27,986300.0
2018-10-26,1000900.0
2019-07-09,961400.0
2019-06-07,990000.0
2019-05-06,1090700.0
2019-04-04,951300.0
2019-09-11,1993700.0
2019-11-29,1989200.0
2020-05-05,1526000.0
2019-12-02,1734900.0
2020-02-19,1221400.0
2020-05-08,1557400.0
2019-05-21,2197400.0
2019-03-18,2551400.0
2018-09-07,2208100.0
2018-08-06,1611900.0
2018-10-09,2632300.0
2019-02-14,2329300.0
2018-12-12,2856300.0
2019-07-24,2046600.0
2019-09-26,2819000.0
2019-10-28,2610500.0
2019-12-05,2017300.0
2020-05-11,1699800.0
2019-07-03,1404700.0
2020-02-25,1686800.0
2020-05-14,1650700.0
2020-02-28,1305800.0
2019-08-08,1026900.0
2019-06-05,1379100.0
2018-07-20,1455000.0
2018-08-21,1025200.0
2018-10-24,1002100.0
2019-04-02,1429000.0
2019-03-01,1009500.0
2019-01-28,1059600.0
2018-12-27,2129400.0
2019-09-09,944100.0
2020-03-02,926900.0
2020-05-20,989000.0
2019-12-17,1263900.0
2020-03-05,1523500.0
2019-02-12,809400.0
2019-01-11,807400.0
2018-12-10,788300.0
2019-08-23,757900.0
2018-11-08,1024700.0
2019-07-22,1032900.0
2019-06-20,877800.0
2018-09-05,1203400.0
2019-04-17,1578300.0
2019-09-24,780700.0
2019-12-20,830000.0
2020-05-26,1106200.0
2019-04-30,843900.0
2019-12-23,764100.0
2020-03-11,576600.0
2020-05-29,690300.0
2019-12-26,655700.0
2020-06-01,751800.0
2019-05-02,1117900.0
2019-02-27,2691200.0
2018-11-23,1125100.0
2019-08-06,958300.0
2018-07-18,740600.0
2018-09-20,1228500.0
2018-10-22,384500.0
2019-07-05,805800.0
2019-06-03,806100.0
2019-10-09,1249400.0
2019-10-11,1245800.0
2020-03-17,988600.0
2020-06-04,1034000.0
2019-10-14,764900.0
2020-03-20,780300.0
2018-11-06,990900.0
2019-06-18,1089800.0
2019-05-17,946400.0
2019-04-15,683700.0
2019-03-14,901100.0
2019-01-09,805800.0
2018-08-02,609600.0
2018-10-05,596100.0
2019-08-21,362100.0
2019-10-17,369500.0
2020-03-23,784900.0
2020-06-10,495200.0
2019-02-25,405900.0
2020-01-07,825600.0
2020-03-26,642400.0
2019-10-23,902400.0
