Dates,MCO
2020-03-06,214.36000061035156
2019-10-03,216.36000061035156
2020-03-09,215.5800018310547
2020-05-27,213.13999938964844
2019-12-24,213.6999969482422
2020-03-12,219.5800018310547
2018-12-20,220.5399932861328
2019-08-01,217.3699951171875
2018-08-14,211.4600067138672
2018-07-13,213.08999633789062
2018-10-17,212.97999572753906
2019-05-29,212.27999877929688
2019-03-26,213.3300018310547
2019-02-22,218.16000366210938
2019-10-04,216.75999450683594
2019-11-05,216.57000732421875
2019-12-27,214.0800018310547
2020-06-02,215.3800048828125
2019-12-30,210.5800018310547
2020-03-18,213.72999572753906
2020-06-05,213.17999267578125
2019-07-15,205.8800048828125
2018-12-03,204.8300018310547
2019-06-13,201.49000549316406
2019-01-04,196.80999755859375
2018-08-29,199.55999755859375
2019-02-05,203.55999755859375
2018-11-01,208.2100067138672
2019-08-16,205.75999450683594
2019-04-10,209.64999389648438
2019-09-17,211.0500030517578
2019-10-15,214.10000610351562
2020-01-02,214.47000122070312
2020-06-08,218.69000244140625
2019-10-18,217.14999389648438
2020-03-24,218.77000427246094
2020-06-11,217.3000030517578
2020-01-08,219.2899932861328
2019-04-25,213.1999969482422
2019-07-30,211.97000122070312
2019-02-20,215.5800018310547
2018-07-11,216.00999450683594
2018-09-13,216.2899932861328
2018-10-15,220.39999389648438
2019-06-28,218.24000549316406
2018-12-18,220.69000244140625
2018-11-16,220.5
2019-10-02,218.0
2020-03-27,213.05999755859375
2020-01-10,215.8000030517578
2019-10-24,218.27000427246094
2020-03-30,218.1300048828125
2020-06-17,218.0500030517578
2020-01-14,217.4600067138672
2020-04-02,218.74000549316406
2019-01-02,218.86000061035156
2019-08-14,220.14999389648438
2018-10-30,221.3800048828125
2019-06-11,223.8699951171875
2019-05-10,223.91000366210938
2019-04-08,224.13999938964844
2018-08-27,222.9499969482422
2018-07-26,225.74000549316406
2018-09-28,226.72999572753906
2019-03-07,226.52999877929688
2019-10-30,226.6699981689453
2020-01-17,225.1999969482422
2020-06-23,224.8000030517578
2020-04-08,226.8000030517578
2020-06-26,229.36000061035156
2019-03-22,231.77000427246094
2019-01-17,230.5500030517578
2019-08-29,231.0500030517578
2018-11-14,233.25
2019-06-26,234.3300018310547
2018-09-11,235.0800018310547
2018-07-09,236.10000610351562
2018-08-10,235.36000061035156
2019-04-23,236.47999572753906
2019-09-30,238.1999969482422
2020-01-23,238.13999938964844
2019-11-08,237.05999755859375
2020-04-14,238.17999267578125
2019-11-11,239.05999755859375
2020-01-29,239.3000030517578
2020-04-17,237.66000366210938
2018-07-24,237.41000366210938
2018-09-26,241.72000122070312
2019-05-08,241.1199951171875
2019-03-05,241.8699951171875
2019-02-01,241.0
2018-12-31,245.6199951171875
2018-11-29,248.85000610351562
2019-08-12,248.02999877929688
2019-07-11,251.49000549316406
2019-09-13,249.42999267578125
2019-11-14,253.02999877929688
2020-04-20,256.04998779296875
2020-02-04,257.6300048828125
2020-04-23,256.3399963378906
2018-12-14,257.4700012207031
2019-08-27,257.0899963378906
2018-08-08,255.6199951171875
2018-10-11,255.1199951171875
2018-11-12,260.19000244140625
2019-07-26,260.6700134277344
2019-06-24,263.80999755859375
2019-05-23,256.7900085449219
2019-03-20,261.010009765625
2019-01-15,266.8599853515625
2019-11-20,264.3399963378906
2020-02-07,268.010009765625
2020-02-10,267.5
2020-04-29,268.42999267578125
2019-11-26,270.989990234375
2020-02-13,273.4100036621094
2019-01-30,272.7699890136719
2018-08-23,277.8299865722656
2018-09-24,280.67999267578125
2018-11-27,285.30999755859375
2018-10-26,278.8699951171875
2019-07-09,271.8299865722656
2019-06-07,266.260009765625
2019-05-06,260.0299987792969
2019-04-04,261.010009765625
2019-09-11,244.07000732421875
2019-11-29,240.02999877929688
2020-05-05,259.5199890136719
2019-12-02,252.8699951171875
2020-02-19,269.5799865722656
2020-05-08,252.61000061035156
2019-05-21,238.47000122070312
2019-03-18,210.85000610351562
2018-09-07,227.60000610351562
2018-08-06,211.25999450683594
2018-10-09,193.33999633789062
2019-02-14,213.07000732421875
2018-12-12,185.39999389648438
2019-07-24,202.08999633789062
2019-09-26,174.35000610351562
2019-10-28,177.91000366210938
2019-12-05,175.8000030517578
2020-05-11,165.08999633789062
2019-07-03,195.75
2020-02-25,207.1300048828125
2020-05-14,224.3300018310547
2020-02-28,220.19000244140625
2019-08-08,222.22000122070312
2019-06-05,211.5
2018-07-20,197.5500030517578
2018-08-21,206.72000122070312
2018-10-24,208.7899932861328
2019-04-02,229.16000366210938
2019-03-01,228.7100067138672
2019-01-28,226.52000427246094
2018-12-27,241.67999267578125
2019-09-09,231.08999633789062
2020-03-02,237.75999450683594
2020-05-20,229.8300018310547
2019-12-17,234.7100067138672
2020-03-05,239.36000061035156
2019-02-12,239.47000122070312
2019-01-11,228.25999450683594
2018-12-10,239.8300018310547
2019-08-23,240.0
2018-11-08,245.1999969482422
2019-07-22,254.55999755859375
2019-06-20,252.02999877929688
2018-09-05,254.97999572753906
2019-04-17,243.89999389648438
2019-09-24,241.83999633789062
2019-12-20,245.38999938964844
2020-05-26,250.47000122070312
2019-04-30,241.49000549316406
2019-12-23,247.69000244140625
2020-03-11,251.75
2020-05-29,253.05999755859375
2019-12-26,250.49000549316406
2020-06-01,247.72000122070312
2019-05-02,253.8699951171875
2019-02-27,251.30999755859375
2018-11-23,259.80999755859375
2019-08-06,253.9199981689453
2018-07-18,256.2699890136719
2018-09-20,253.77000427246094
2018-10-22,256.82000732421875
2019-07-05,259.70001220703125
2019-06-03,258.7900085449219
2019-10-09,264.7900085449219
2019-10-11,267.4100036621094
2020-03-17,277.0400085449219
2020-06-04,276.44000244140625
2019-10-14,282.5799865722656
2020-03-20,276.0299987792969
2018-11-06,279.69000244140625
2019-06-18,281.80999755859375
2019-05-17,274.9800109863281
2019-04-15,276.79998779296875
2019-03-14,258.2799987792969
2019-01-09,266.9800109863281
2018-08-02,270.2099914550781
2018-10-05,274.54998779296875
2019-08-21,275.0199890136719
2019-10-17,274.8900146484375
2020-03-23,275.2300109863281
2020-06-10,276.57000732421875
2019-02-25,277.0299987792969
2020-01-07,265.5299987792969
2020-03-26,276.1700134277344
2019-10-23,268.9800109863281
