Dates,MCO
2018-06-20,174.85000610351562
2018-06-21,173.89999389648438
2018-06-25,173.61000061035156
2018-06-22,172.1699981689453
2018-06-26,171.8800048828125
2018-06-27,170.5500030517578
2018-06-28,171.14999389648438
2018-06-29,172.10000610351562
2018-07-02,171.1999969482422
2018-07-03,172.10000610351562
2018-07-05,172.08999633789062
2018-07-16,175.0500030517578
2018-09-18,175.58999633789062
2019-01-24,176.92999267578125
2019-09-05,178.49000549316406
2018-11-21,181.8000030517578
2020-01-13,182.30999755859375
2020-04-01,183.0800018310547
2020-06-19,182.9199981689453
2019-10-29,184.9600067138672
2020-01-16,184.36000061035156
2020-06-22,185.64999389648438
2018-10-03,187.5500030517578
2018-07-31,186.9199981689453
2019-03-12,187.11000061035156
2019-02-08,187.97999572753906
2019-01-07,183.82000732421875
2018-12-06,176.3800048828125
2019-08-19,171.63999938964844
2019-07-18,173.8699951171875
2019-05-15,172.3300018310547
2019-09-20,173.52000427246094
2019-11-01,172.5500030517578
2020-04-07,174.13999938964844
2020-06-25,173.6300048828125
2020-06-16,173.61000061035156
2019-11-04,171.8800048828125
2020-01-22,171.85000610351562
2019-11-07,171.3000030517578
2020-04-13,170.5399932861328
2019-07-01,172.47000122070312
2019-05-30,172.41000366210938
2018-08-15,172.47999572753906
2018-10-18,172.44000244140625
2019-03-27,172.82000732421875
2019-01-22,172.52000427246094
2018-12-21,173.6699981689453
2019-09-03,175.50999450683594
2018-11-19,177.75999450683594
2019-08-02,176.64999389648438
2020-01-28,177.22999572753906
2020-04-16,178.24000549316406
2019-11-13,178.6199951171875
2020-01-31,178.57000732421875
2018-12-04,177.16000366210938
2018-11-02,178.63999938964844
2019-07-16,178.97000122070312
2018-08-30,178.1699981689453
2018-10-01,179.42999267578125
2019-06-14,179.8000030517578
2019-05-13,181.69000244140625
2019-04-11,181.97000122070312
2019-02-06,178.3000030517578
2019-09-18,178.35000610351562
2020-02-03,179.25999450683594
2020-04-22,178.49000549316406
2019-11-19,175.86000061035156
2020-02-06,175.91000366210938
2019-11-22,174.50999450683594
2019-03-25,174.88999938964844
2019-02-21,173.3800048828125
2018-12-19,169.9199981689453
2018-07-12,168.52999877929688
2018-09-14,168.47000122070312
2018-08-13,166.17999267578125
2018-10-16,163.33999633789062
2019-07-31,161.8000030517578
2019-05-28,162.63999938964844
2019-04-26,162.4499969482422
2020-04-28,158.33999633789062
2019-11-25,158.72000122070312
2020-02-12,157.52999877929688
2020-05-01,159.97000122070312
2020-05-04,162.38999938964844
2019-06-12,162.35000610351562
2019-04-09,161.22000122070312
2019-03-08,161.60000610351562
2019-02-04,158.0
2018-07-27,159.0
2018-08-28,156.69000244140625
2019-01-03,148.0
2019-08-15,147.33999633789062
2018-10-31,142.5500030517578
2019-09-16,147.10000610351562
2020-02-18,150.3800048828125
2020-05-07,151.57000732421875
2018-08-17,151.4199981689453
2019-12-04,152.25999450683594
2020-02-21,154.3699951171875
2018-12-17,155.4199981689453
2019-08-30,155.9600067138672
2018-11-15,153.58999633789062
2019-07-29,150.72000122070312
2019-06-27,150.17999267578125
2019-04-24,148.64999389648438
2018-07-10,149.11000061035156
2018-09-12,148.66000366210938
2019-02-19,146.77999877929688
2019-01-18,151.86000061035156
2020-02-24,151.25
2020-05-13,154.17999267578125
2019-12-10,154.02999877929688
2020-02-27,158.75
2019-12-13,159.0500030517578
2020-05-19,159.5399932861328
2019-03-06,162.5
2018-11-30,159.30999755859375
2019-08-13,150.17999267578125
2019-07-12,150.7899932861328
2019-06-10,146.50999450683594
2019-05-09,148.92999267578125
2018-07-25,149.83999633789062
2018-09-27,149.9600067138672
2018-10-29,148.4600067138672
2019-10-16,146.14999389648438
2019-12-16,144.1199951171875
2020-03-04,143.94000244140625
2020-05-22,139.83999633789062
2019-10-01,139.33999633789062
2019-12-19,132.07000732421875
2018-09-10,136.85000610351562
2019-05-24,139.97000122070312
2018-08-09,141.24000549316406
2019-04-22,140.82000732421875
2019-03-21,142.17999267578125
2019-01-16,140.72999572753906
2019-08-28,143.82000732421875
2018-11-13,145.42999267578125
2018-10-12,145.9499969482422
2019-06-25,148.13999938964844
2020-03-10,149.22999572753906
2020-05-28,149.5800018310547
2019-10-07,149.6699981689453
2020-03-13,153.57000732421875
2019-10-10,156.05999755859375
2020-03-16,158.38999938964844
2020-06-03,160.02000427246094
2018-11-28,159.30999755859375
2018-09-25,156.27999877929688
2018-07-23,155.14999389648438
2018-08-24,157.0399932861328
2019-07-10,156.69000244140625
2019-05-07,156.38999938964844
2019-04-05,156.94000244140625
2019-03-04,159.19000244140625
2019-01-31,161.27000427246094
2019-09-12,161.0
2019-12-31,163.02999877929688
2020-03-19,162.47999572753906
2020-01-03,161.11000061035156
2020-06-09,161.19000244140625
2019-02-15,162.5399932861328
2019-01-14,163.35000610351562
2018-07-06,165.8000030517578
2018-08-07,164.55999755859375
2018-10-10,171.97999572753906
2018-12-13,169.63999938964844
2019-08-26,169.64999389648438
2019-07-25,170.77000427246094
2019-05-22,172.94000244140625
2019-03-19,175.0800018310547
2020-01-06,173.69000244140625
2020-03-25,173.80999755859375
2020-06-12,174.8699951171875
2019-10-22,176.0
2020-01-09,177.0
2020-06-15,173.66000366210938
2019-10-25,171.57000732421875
2020-03-31,170.3699951171875
2020-06-18,170.10000610351562
2019-04-03,172.0500030517578
2018-08-22,173.5500030517578
2018-10-25,174.55999755859375
2019-01-29,175.0800018310547
2018-12-28,177.1199951171875
2018-11-26,178.13999938964844
2019-08-09,179.42999267578125
2019-07-08,178.30999755859375
2019-06-06,182.52999877929688
2019-09-10,180.97000122070312
2020-01-15,178.64999389648438
2020-04-03,179.36000061035156
2019-10-31,178.5
2020-04-06,179.82000732421875
2020-06-24,181.61000061035156
2018-11-09,184.5800018310547
2019-07-23,185.49000549316406
2019-06-21,187.3000030517578
2019-05-20,187.64999389648438
2019-04-18,188.50999450683594
2018-09-06,187.82000732421875
2018-10-08,187.02000427246094
2019-02-13,187.8300018310547
2018-12-11,185.6199951171875
2019-09-25,187.27000427246094
2020-01-21,189.49000549316406
2020-04-09,190.77999877929688
2019-11-06,191.3000030517578
2020-01-24,189.5399932861328
2020-01-27,189.24000549316406
2020-04-15,189.82000732421875
2018-12-26,194.9600067138672
2019-08-07,194.3000030517578
2019-06-04,195.85000610351562
2018-09-21,196.3699951171875
2018-07-19,196.91000366210938
2018-08-20,197.41000366210938
2018-10-23,194.8000030517578
2019-05-03,196.5500030517578
2019-04-01,197.72999572753906
2019-02-28,195.82000732421875
2019-11-12,194.19000244140625
2020-01-30,191.4499969482422
2019-11-15,189.32000732421875
2020-04-21,185.7899932861328
2019-04-16,188.60000610351562
2019-03-15,187.83999633789062
2019-02-11,190.8000030517578
2019-01-10,188.0399932861328
2019-08-22,186.33999633789062
2018-11-07,187.8699951171875
2018-08-03,190.39999389648438
2018-09-04,188.35000610351562
2019-06-19,186.52999877929688
2019-09-23,191.39999389648438
2019-11-18,188.35000610351562
2020-02-05,188.25
2020-04-24,186.2100067138672
2019-03-29,184.88999938964844
2019-11-21,184.9499969482422
2020-04-27,187.0800018310547
2020-02-11,189.7899932861328
2020-04-30,191.52999877929688
2019-05-01,193.08999633789062
2019-02-26,193.2100067138672
2019-01-25,191.22999572753906
2018-12-24,192.47000122070312
2019-09-06,193.55999755859375
2018-07-17,193.8800048828125
2018-09-19,194.66000366210938
2019-08-05,197.3000030517578
2019-10-08,201.3800048828125
2019-12-11,197.55999755859375
2019-11-27,196.44000244140625
2020-02-14,197.3800048828125
2020-05-06,194.52000427246094
2019-01-08,195.64999389648438
2018-12-07,197.63999938964844
2019-08-20,199.3699951171875
2018-11-05,200.60000610351562
2019-07-19,202.72999572753906
2018-10-04,202.39999389648438
2019-06-17,200.5399932861328
2019-05-16,198.1999969482422
2018-08-01,200.92999267578125
2019-03-13,202.94000244140625
2019-12-03,205.33999633789062
2020-02-20,205.38999938964844
2019-12-06,206.08999633789062
2020-05-12,205.05999755859375
2019-12-09,204.5399932861328
2020-02-26,204.99000549316406
2020-05-15,203.07000732421875
2019-03-28,203.27000427246094
2018-09-17,203.16000366210938
2018-08-16,202.82000732421875
2018-10-19,204.16000366210938
2019-04-29,203.7100067138672
2019-01-23,202.32000732421875
2019-09-04,216.74000549316406
2018-11-20,220.67999267578125
2019-07-02,216.58999633789062
2019-05-31,212.22000122070312
2019-12-12,206.55999755859375
2020-05-18,208.72000122070312
2019-09-27,215.1199951171875
2020-03-03,215.41000366210938
2020-05-21,213.55999755859375
2019-05-14,215.17999267578125
2018-08-31,211.24000549316406
2018-07-30,210.75999450683594
2018-10-02,214.86000061035156
2019-04-12,218.30999755859375
2019-03-11,218.2100067138672
2019-02-07,219.74000549316406
2019-07-17,219.97999572753906
2019-09-19,216.24000549316406
2019-10-21,213.08999633789062
2019-12-18,214.60000610351562
2020-03-06,216.33999633789062
2019-10-03,217.6999969482422
2020-03-09,218.39999389648438
2020-05-27,215.72999572753906
2019-12-24,215.66000366210938
2020-03-12,220.5
2018-12-20,222.85000610351562
2019-08-01,221.57000732421875
2018-08-14,216.88999938964844
2018-07-13,213.39999389648438
2018-10-17,215.52999877929688
2019-05-29,214.47000122070312
2019-03-26,213.33999633789062
2019-02-22,218.55999755859375
2019-10-04,218.89999389648438
2019-11-05,218.05999755859375
2019-12-27,217.6199951171875
2020-06-02,215.49000549316406
2019-12-30,217.0
2020-03-18,214.27999877929688
2020-06-05,214.42999267578125
2019-07-15,215.74000549316406
2018-12-03,207.9499969482422
2019-06-13,205.88999938964844
2019-01-04,200.83999633789062
2018-08-29,200.07000732421875
2019-02-05,203.6699981689453
2018-11-01,210.1199951171875
2019-08-16,208.85000610351562
2019-04-10,210.6699981689453
2019-09-17,212.72999572753906
2019-10-15,216.27000427246094
2020-01-02,215.9199981689453
2020-06-08,219.1199951171875
2019-10-18,217.8800048828125
2020-03-24,219.14999389648438
2020-06-11,218.75999450683594
2020-01-08,219.39999389648438
2019-04-25,219.6699981689453
2019-07-30,213.52000427246094
2019-02-20,216.17999267578125
2018-07-11,217.3699951171875
2018-09-13,217.9199981689453
2018-10-15,221.4199981689453
2019-06-28,222.19000244140625
2018-12-18,222.44000244140625
2018-11-16,223.82000732421875
2019-10-02,222.41000366210938
2020-03-27,218.6300048828125
2020-01-10,216.5500030517578
2019-10-24,219.02999877929688
2020-03-30,219.25
2020-06-17,219.14999389648438
2020-01-14,219.75999450683594
2020-04-02,219.91000366210938
2019-01-02,219.14999389648438
2019-08-14,220.66000366210938
2018-10-30,221.50999450683594
2019-06-11,225.39999389648438
2019-05-10,226.74000549316406
2019-04-08,225.1999969482422
2018-08-27,226.0
2018-07-26,226.2899932861328
2018-09-28,227.82000732421875
2019-03-07,227.38999938964844
2019-10-30,228.2100067138672
2020-01-17,227.9499969482422
2020-06-23,224.97999572753906
2020-04-08,226.89999389648438
2020-06-26,229.52999877929688
2019-03-22,232.69000244140625
2019-01-17,232.72000122070312
2019-08-29,231.63999938964844
2018-11-14,233.60000610351562
2019-06-26,236.2899932861328
2018-09-11,236.86000061035156
2018-07-09,239.52000427246094
2018-08-10,236.8300018310547
2019-04-23,236.88999938964844
2019-09-30,240.05999755859375
2020-01-23,239.6699981689453
2019-11-08,240.22000122070312
2020-04-14,238.5
2019-11-11,239.86000061035156
2020-01-29,240.30999755859375
2020-04-17,239.33999633789062
2018-07-24,238.6999969482422
2018-09-26,241.72999572753906
2019-05-08,241.61000061035156
2019-03-05,241.9499969482422
2019-02-01,245.2100067138672
2018-12-31,247.24000549316406
2018-11-29,249.42999267578125
2019-08-12,250.77000427246094
2019-07-11,251.52000427246094
2019-09-13,252.11000061035156
2019-11-14,254.64999389648438
2020-04-20,256.2200012207031
2020-02-04,258.2699890136719
2020-04-23,258.1099853515625
2018-12-14,258.489990234375
2019-08-27,258.510009765625
2018-08-08,258.8900146484375
2018-10-11,256.19000244140625
2018-11-12,260.489990234375
2019-07-26,262.9599914550781
2019-06-24,263.8900146484375
2019-05-23,263.80999755859375
2019-03-20,261.5199890136719
2019-01-15,269.2699890136719
2019-11-20,269.29998779296875
2020-02-07,269.92999267578125
2020-02-10,269.19000244140625
2020-04-29,268.7300109863281
2019-11-26,272.94000244140625
2020-02-13,276.989990234375
2019-01-30,274.4100036621094
2018-08-23,278.0
2018-09-24,280.79998779296875
2018-11-27,287.25
2018-10-26,285.6099853515625
2019-07-09,276.8299865722656
2019-06-07,268.6499938964844
2019-05-06,269.45001220703125
2019-04-04,267.4599914550781
2019-09-11,256.8399963378906
2019-11-29,241.66000366210938
2020-05-05,259.7799987792969
2019-12-02,263.2900085449219
2020-02-19,270.3500061035156
2020-05-08,264.7200012207031
2019-05-21,244.49000549316406
2019-03-18,223.74000549316406
2018-09-07,227.60000610351562
2018-08-06,221.66000366210938
2018-10-09,212.1300048828125
2019-02-14,213.57000732421875
2018-12-12,193.94000244140625
2019-07-24,206.42999267578125
2019-09-26,187.35000610351562
2019-10-28,181.47999572753906
2019-12-05,183.0
2020-05-11,182.0399932861328
2019-07-03,196.61000061035156
2020-02-25,217.91000366210938
2020-05-14,227.47000122070312
2020-02-28,226.5500030517578
2019-08-08,226.3300018310547
2019-06-05,221.97999572753906
