Dates,MCO
2018-06-20,174.0
2018-06-21,173.6999969482422
2018-06-25,173.42999267578125
2018-06-22,171.6699981689453
2018-06-26,169.8699951171875
2018-06-27,169.77000427246094
2018-06-28,168.47000122070312
2018-06-29,171.52000427246094
2018-07-02,169.7100067138672
2018-07-03,171.83999633789062
2018-07-05,170.5
2018-07-16,171.27000427246094
2018-09-18,173.39999389648438
2019-01-24,175.35000610351562
2019-09-05,175.97000122070312
2018-11-21,178.97999572753906
2020-01-13,181.63999938964844
2020-04-01,182.02000427246094
2020-06-19,181.8000030517578
2019-10-29,183.0800018310547
2020-01-16,183.5800018310547
2020-06-22,182.22999572753906
2018-10-03,185.6199951171875
2018-07-31,186.5
2019-03-12,185.5399932861328
2019-02-08,187.6199951171875
2019-01-07,182.0
2018-12-06,176.3800048828125
2019-08-19,171.49000549316406
2019-07-18,171.17999267578125
2019-05-15,169.72999572753906
2019-09-20,173.0
2019-11-01,172.08999633789062
2020-04-07,172.08999633789062
2020-06-25,173.13999938964844
2020-06-16,173.4199981689453
2019-11-04,170.97000122070312
2020-01-22,171.1199951171875
2019-11-07,169.97999572753906
2020-04-13,170.0
2019-07-01,170.52999877929688
2019-05-30,171.6999969482422
2018-08-15,171.75
2018-10-18,171.1999969482422
2019-03-27,171.60000610351562
2019-01-22,171.92999267578125
2018-12-21,172.22999572753906
2019-09-03,173.1999969482422
2018-11-19,175.86000061035156
2019-08-02,176.0800018310547
2020-01-28,176.22000122070312
2020-04-16,176.02999877929688
2019-11-13,177.91000366210938
2020-01-31,177.97000122070312
2018-12-04,176.41000366210938
2018-11-02,176.25
2019-07-16,178.0500030517578
2018-08-30,176.58999633789062
2018-10-01,177.91000366210938
2019-06-14,178.8000030517578
2019-05-13,179.83999633789062
2019-04-11,181.8699951171875
2019-02-06,177.0800018310547
2019-09-18,177.91000366210938
2020-02-03,178.8699951171875
2020-04-22,178.44000244140625
2019-11-19,173.8000030517578
2020-02-06,175.5399932861328
2019-11-22,173.10000610351562
