Dates,WDC
2018-06-20,80.22000122070312
2018-06-21,80.88999938964844
2018-06-25,79.68000030517578
2018-06-22,78.12999725341797
2018-06-26,78.51000213623047
2018-06-27,77.30000305175781
2018-06-28,76.93000030517578
2018-06-29,77.41000366210938
2018-07-02,78.04000091552734
2018-07-03,76.87000274658203
2018-07-05,77.45999908447266
2018-07-16,77.93000030517578
2018-09-18,79.68000030517578
2019-01-24,80.08000183105469
2019-09-05,78.19000244140625
2018-11-21,78.8499984741211
2020-01-13,79.5199966430664
2020-04-01,78.43000030517578
2020-06-19,78.98999786376953
2019-10-29,78.77999877929688
2020-01-16,77.45999908447266
2020-06-22,76.63999938964844
2018-10-03,76.37999725341797
2018-07-31,75.11000061035156
2019-03-12,75.62999725341797
2019-02-08,77.08999633789062
2019-01-07,71.12999725341797
2018-12-06,70.02999877929688
2019-08-19,70.1500015258789
2019-07-18,69.2300033569336
2019-05-15,68.5199966430664
2019-09-20,67.95999908447266
2019-11-01,68.30000305175781
2020-04-07,67.75
2020-06-25,67.05000305175781
2020-06-16,66.11000061035156
2019-11-04,64.79000091552734
2020-01-22,64.22000122070312
2019-11-07,64.98999786376953
2020-04-13,63.95000076293945
2019-07-01,65.05999755859375
2019-05-30,64.62999725341797
2018-08-15,64.0199966430664
2018-10-18,64.88999938964844
2019-03-27,64.0199966430664
2019-01-22,63.349998474121094
2018-12-21,63.810001373291016
2019-09-03,64.47000122070312
2018-11-19,64.66999816894531
2019-08-02,63.38999938964844
2020-01-28,63.279998779296875
2020-04-16,63.2400016784668
2019-11-13,60.2400016784668
2020-01-31,60.0099983215332
2018-12-04,57.790000915527344
2018-11-02,57.689998626708984
2019-07-16,57.04999923706055
2018-08-30,54.97999954223633
2018-10-01,56.56999969482422
2019-06-14,57.099998474121094
2019-05-13,56.959999084472656
2019-04-11,57.18000030517578
2019-02-06,58.099998474121094
2019-09-18,58.38999938964844
2020-02-03,60.04999923706055
2020-04-22,60.720001220703125
2019-11-19,59.91999816894531
2020-02-06,59.68000030517578
2019-11-22,58.939998626708984
2019-03-25,58.279998779296875
2019-02-21,58.540000915527344
2018-12-19,58.02000045776367
2018-07-12,57.720001220703125
2018-09-14,58.36000061035156
2018-08-13,56.61000061035156
2018-10-16,56.150001525878906
2019-07-31,55.650001525878906
2019-05-28,54.41999816894531
2019-04-26,54.150001525878906
2020-04-28,54.130001068115234
2019-11-25,54.40999984741211
2020-02-12,54.5
2020-05-01,56.060001373291016
2020-05-04,55.7599983215332
2019-06-12,55.83000183105469
2019-04-09,56.540000915527344
2019-03-08,55.36000061035156
2019-02-04,55.65999984741211
2018-07-27,52.34000015258789
2018-08-28,54.0099983215332
2019-01-03,44.189998626708984
2019-08-15,41.54999923706055
2018-10-31,41.369998931884766
2019-09-16,43.06999969482422
2020-02-18,47.08000183105469
2020-05-07,47.7400016784668
2018-08-17,48.36000061035156
2019-12-04,48.900001525878906
2020-02-21,48.529998779296875
2018-12-17,47.560001373291016
2019-08-30,45.72999954223633
2018-11-15,43.459999084472656
2019-07-29,44.689998626708984
2019-06-27,45.04999923706055
2019-04-24,46.72999954223633
2018-07-10,46.599998474121094
2018-09-12,45.11000061035156
2019-02-19,45.68000030517578
2019-01-18,46.900001525878906
2020-02-24,47.34000015258789
2020-05-13,47.91999816894531
2019-12-10,48.68000030517578
2020-02-27,48.150001525878906
2019-12-13,45.52000045776367
2020-05-19,45.38999938964844
2019-03-06,46.369998931884766
2018-11-30,43.040000915527344
2019-08-13,43.599998474121094
2019-07-12,42.029998779296875
2019-06-10,41.65999984741211
2019-05-09,41.599998474121094
2018-07-25,40.970001220703125
2018-09-27,39.959999084472656
2018-10-29,38.779998779296875
2019-10-16,38.25
2019-12-16,38.720001220703125
2020-03-04,36.58000183105469
2020-05-22,36.689998626708984
2019-10-01,35.900001525878906
2019-12-19,35.060001373291016
2018-09-10,36.93000030517578
2019-05-24,36.88999938964844
2018-08-09,36.7400016784668
2019-04-22,36.970001220703125
2019-03-21,38.2599983215332
2019-01-16,35.650001525878906
2019-08-28,37.15999984741211
2018-11-13,38.47999954223633
2018-10-12,38.11000061035156
2019-06-25,39.790000915527344
2020-03-10,39.810001373291016
2020-05-28,40.029998779296875
2019-10-07,38.060001373291016
2020-03-13,37.68000030517578
2019-10-10,37.83000183105469
2020-03-16,36.470001220703125
2020-06-03,39.20000076293945
2018-11-28,37.560001373291016
2018-09-25,37.619998931884766
2018-07-23,40.13999938964844
2018-08-24,43.15999984741211
2019-07-10,44.0
2019-05-07,42.54999923706055
2019-04-05,43.83000183105469
2019-03-04,44.9900016784668
2019-01-31,47.0
2019-09-12,47.849998474121094
2019-12-31,47.40999984741211
2020-03-19,48.0
2020-01-03,45.86000061035156
2020-06-09,46.709999084472656
2019-02-15,45.93000030517578
2019-01-14,47.2599983215332
2018-07-06,47.689998626708984
2018-08-07,47.97999954223633
2018-10-10,47.650001525878906
2018-12-13,48.0
2019-08-26,48.459999084472656
2019-07-25,47.189998626708984
2019-05-22,49.4900016784668
2019-03-19,51.36000061035156
2020-01-06,50.970001220703125
2020-03-25,48.540000915527344
2020-06-12,50.29999923706055
2019-10-22,51.65999984741211
2020-01-09,52.61000061035156
2020-06-15,50.7400016784668
2019-10-25,48.119998931884766
2020-03-31,46.9900016784668
2020-06-18,47.47999954223633
2019-04-03,49.65999984741211
2018-08-22,49.150001525878906
2018-10-25,48.9900016784668
2019-01-29,47.58000183105469
2018-12-28,48.099998474121094
2018-11-26,48.290000915527344
2019-08-09,47.880001068115234
2019-07-08,47.16999816894531
2019-06-06,51.779998779296875
2019-09-10,48.38999938964844
2020-01-15,47.88999938964844
2020-04-03,47.08000183105469
2019-10-31,45.380001068115234
2020-04-06,45.75
2020-06-24,48.060001373291016
2018-11-09,49.310001373291016
2019-07-23,50.380001068115234
2019-06-21,52.0099983215332
2019-05-20,51.400001525878906
2019-04-18,52.040000915527344
2018-09-06,51.59000015258789
2018-10-08,50.11000061035156
2019-02-13,50.689998626708984
2018-12-11,50.83000183105469
2019-09-25,51.83000183105469
2020-01-21,51.86000061035156
2020-04-09,54.290000915527344
2019-11-06,54.45000076293945
2020-01-24,55.38999938964844
2020-01-27,54.209999084472656
2020-04-15,54.45000076293945
2018-12-26,53.939998626708984
2019-08-07,52.95000076293945
2019-06-04,50.91999816894531
2018-09-21,50.470001220703125
2018-07-19,51.119998931884766
2018-08-20,50.79999923706055
2018-10-23,49.7599983215332
2019-05-03,50.79999923706055
2019-04-01,49.560001373291016
2019-02-28,47.209999084472656
2019-11-12,46.70000076293945
2020-01-30,46.41999816894531
2019-11-15,45.86000061035156
2020-04-21,42.9900016784668
2019-04-16,44.630001068115234
2019-03-15,45.4900016784668
2019-02-11,45.09000015258789
