Dates,WDC
2018-06-20,81.0
2018-06-21,82.76000213623047
2018-06-25,81.26000213623047
2018-06-22,79.06999969482422
2018-06-26,78.30999755859375
2018-06-27,78.48999786376953
2018-06-28,76.94000244140625
2018-06-29,77.5999984741211
2018-07-02,76.5
2018-07-03,78.5
2018-07-05,77.22000122070312
2018-07-16,77.30000305175781
2018-09-18,78.4000015258789
2019-01-24,79.87999725341797
2019-09-05,79.25
2018-11-21,78.79000091552734
2020-01-13,78.80999755859375
2020-04-01,79.68000030517578
2020-06-19,77.83999633789062
2019-10-29,79.0
2020-01-16,78.41000366210938
2020-06-22,77.5999984741211
2018-10-03,76.23999786376953
2018-07-31,76.5
2019-03-12,75.16999816894531
2019-02-08,75.52999877929688
2019-01-07,74.48999786376953
2018-12-06,71.05000305175781
2019-08-19,71.04000091552734
2019-07-18,70.19999694824219
2019-05-15,69.0
2019-09-20,68.73999786376953
2019-11-01,67.62999725341797
2020-04-07,68.54000091552734
2020-06-25,67.69999694824219
2020-06-16,66.80000305175781
2019-11-04,65.51000213623047
2020-01-22,64.97000122070312
2019-11-07,64.70999908447266
2020-04-13,63.2599983215332
2019-07-01,64.4000015258789
2019-05-30,64.70999908447266
2018-08-15,64.8499984741211
2018-10-18,64.44999694824219
2019-03-27,64.83000183105469
2019-01-22,63.84000015258789
2018-12-21,63.720001220703125
2019-09-03,64.05000305175781
2018-11-19,64.76000213623047
2019-08-02,64.77999877929688
2020-01-28,63.33000183105469
2020-04-16,63.18000030517578
2019-11-13,61.75
2020-01-31,60.119998931884766
2018-12-04,59.86000061035156
2018-11-02,57.5
2019-07-16,58.0
2018-08-30,55.68000030517578
2018-10-01,53.849998474121094
2019-06-14,57.040000915527344
2019-05-13,57.349998474121094
2019-04-11,56.84000015258789
2019-02-06,57.459999084472656
2019-09-18,58.540000915527344
2020-02-03,59.279998779296875
2020-04-22,60.15999984741211
2019-11-19,60.27000045776367
2020-02-06,59.91999816894531
2019-11-22,59.08000183105469
2019-03-25,58.720001220703125
2019-02-21,58.119998931884766
2018-12-19,58.0099983215332
2018-07-12,58.09000015258789
2018-09-14,57.91999816894531
2018-08-13,57.75
2018-10-16,56.810001373291016
2019-07-31,55.900001525878906
2019-05-28,55.54999923706055
2019-04-26,54.02000045776367
2020-04-28,54.560001373291016
2019-11-25,55.16999816894531
2020-02-12,54.02000045776367
2020-05-01,55.29999923706055
2020-05-04,56.209999084472656
2019-06-12,55.41999816894531
2019-04-09,56.11000061035156
2019-03-08,56.72999954223633
2019-02-04,53.79999923706055
2018-07-27,55.47999954223633
2018-08-28,52.88999938964844
2019-01-03,47.400001525878906
2019-08-15,44.650001525878906
2018-10-31,41.560001373291016
2019-09-16,42.349998474121094
2020-02-18,43.290000915527344
2020-05-07,45.81999969482422
2018-08-17,47.7599983215332
2019-12-04,48.06999969482422
2020-02-21,49.400001525878906
2018-12-17,48.529998779296875
2019-08-30,46.9900016784668
2018-11-15,45.290000915527344
2019-07-29,43.68000030517578
2019-06-27,45.68000030517578
2019-04-24,44.880001068115234
2018-07-10,46.040000915527344
2018-09-12,46.130001068115234
2019-02-19,43.13999938964844
2019-01-18,46.54999923706055
2020-02-24,46.84000015258789
2020-05-13,48.470001220703125
2019-12-10,47.5
2020-02-27,49.119998931884766
2019-12-13,47.66999816894531
2020-05-19,45.41999816894531
2019-03-06,46.2599983215332
2018-11-30,45.959999084472656
2019-08-13,43.040000915527344
2019-07-12,43.400001525878906
2019-06-10,41.5
2019-05-09,42.20000076293945
2018-07-25,42.2400016784668
2018-09-27,41.209999084472656
2018-10-29,39.27000045776367
2019-10-16,38.72999954223633
2019-12-16,38.25
2020-03-04,38.41999816894531
2020-05-22,36.52000045776367
