Dates,WDC
2018-06-20,73.98695373535156
2018-06-21,74.60490417480469
2018-06-25,73.4889144897461
2018-06-22,72.05934143066406
2018-06-26,72.40983581542969
2018-06-27,71.29383850097656
2018-06-28,71.41451263427734
2018-06-29,71.860107421875
2018-07-02,72.4449234008789
2018-07-03,71.35881042480469
2018-07-05,71.9065170288086
2018-07-16,72.34282684326172
2018-09-18,73.96735382080078
2019-01-24,74.33868408203125
2019-09-05,72.58419036865234
2018-11-21,73.19686126708984
2020-01-13,73.8188247680664
2020-04-01,72.80697631835938
2020-06-19,73.32682037353516
2019-10-29,73.13187408447266
2020-01-16,71.9065170288086
2020-06-22,71.14530944824219
2018-10-03,70.90394592285156
2018-07-31,69.7249984741211
2019-03-12,70.20771789550781
2019-02-08,71.56303405761719
2019-01-07,66.03034210205078
2018-12-06,65.00920867919922
2019-08-19,65.12060546875
2019-07-18,64.2665786743164
2019-05-15,63.607460021972656
2019-09-20,63.087623596191406
2019-11-01,63.40325164794922
2020-04-07,62.892677307128906
2020-06-25,62.24287414550781
2020-06-16,61.37025451660156
2019-11-04,60.1448974609375
2020-01-22,59.61576461791992
2019-11-07,60.33055114746094
2020-04-13,59.365116119384766
2019-07-01,60.395538330078125
2019-05-30,59.996360778808594
2018-08-15,59.43009567260742
2018-10-18,60.23772048950195
2019-03-27,59.43009567260742
2019-01-22,58.80813217163086
2018-12-21,59.23515701293945
2019-09-03,59.84783172607422
2018-11-19,60.03349685668945
2019-08-02,58.84526824951172
2020-01-28,58.74315643310547
2020-04-16,58.706016540527344
2019-11-13,55.921104431152344
2020-01-31,55.70758819580078
2018-12-04,53.64675521850586
2018-11-02,53.553916931152344
2019-07-16,52.959808349609375
2018-08-30,51.0382194519043
2018-10-01,52.51422119140625
2019-06-14,53.006221771240234
2019-05-13,52.87626266479492
2019-04-11,53.08049011230469
2019-02-06,53.93452835083008
2019-09-18,54.20374298095703
2020-02-03,55.74472427368164
2020-04-22,56.36669158935547
2019-11-19,55.62403869628906
2020-02-06,55.401248931884766
2019-11-22,54.71430587768555
2019-03-25,54.56450653076172
2019-02-21,54.80793762207031
2018-12-19,54.32108688354492
2018-07-12,54.04021072387695
2018-09-14,54.63941192626953
2018-08-13,53.0009765625
2018-10-16,52.5703010559082
2019-07-31,52.1021842956543
2019-05-28,50.950592041015625
2019-04-26,50.69780731201172
2020-04-28,50.679080963134766
2019-11-25,50.94123077392578
2020-02-12,51.02549362182617
2020-05-01,52.48604202270508
2020-05-04,52.205162048339844
2019-06-12,52.27070617675781
2019-04-09,52.93544006347656
2019-03-08,51.83066177368164
2019-02-04,52.111541748046875
2018-07-27,49.003196716308594
2018-08-28,50.56673049926758
2019-01-03,41.372779846191406
2019-08-15,38.901084899902344
2018-10-31,38.73256301879883
2019-09-16,40.32418441772461
2020-02-18,44.07854080200195
2020-05-07,44.69646453857422
2018-08-17,45.27693176269531
2019-12-04,45.782508850097656
2020-02-21,45.436092376708984
2018-12-17,44.52793502807617
2019-08-30,42.814605712890625
2018-11-15,40.68932342529297
2019-07-29,41.84090805053711
2019-06-27,42.17795181274414
2019-04-24,43.75084686279297
2018-07-10,43.62913131713867
2018-09-12,42.234130859375
2019-02-19,42.767791748046875
2019-01-18,43.910011291503906
2020-02-24,44.32196044921875
2020-05-13,44.86498260498047
2019-12-10,45.57653045654297
2020-02-27,45.080326080322266
2019-12-13,42.61798858642578
2020-05-19,42.49627685546875
2019-03-06,43.41380310058594
2018-11-30,40.29609680175781
2019-08-13,40.820396423339844
