Dates,WDC
2018-06-20,2863100.0
2018-06-21,3783300.0
2018-06-25,3577100.0
2018-06-22,4567300.0
2018-06-26,3512400.0
2018-06-27,3382800.0
2018-06-28,3174600.0
2018-06-29,2610500.0
2018-07-02,2486500.0
2018-07-03,1864300.0
2018-07-05,2587600.0
2018-07-16,2237100.0
2018-09-18,2712200.0
2019-01-24,2784900.0
2019-09-05,3200300.0
2018-11-21,2049000.0
2020-01-13,1691300.0
2020-04-01,2174700.0
2020-06-19,1642500.0
2019-10-29,2500000.0
2020-01-16,2607500.0
2020-06-22,3305000.0
2018-10-03,3813900.0
2018-07-31,3268300.0
2019-03-12,3007400.0
2019-02-08,5389800.0
2019-01-07,11225800.0
2018-12-06,6458600.0
2019-08-19,4954500.0
2019-07-18,4699500.0
2019-05-15,4732100.0
2019-09-20,4693000.0
2019-11-01,3582400.0
2020-04-07,4064700.0
2020-06-25,3150300.0
2020-06-16,5906900.0
2019-11-04,4658800.0
2020-01-22,3585100.0
2019-11-07,3257900.0
2020-04-13,10172700.0
2019-07-01,4229900.0
2019-05-30,3401800.0
2018-08-15,3499100.0
2018-10-18,3078500.0
2019-03-27,2781900.0
2019-01-22,3149400.0
2018-12-21,2617000.0
2019-09-03,3163900.0
2018-11-19,2132900.0
2019-08-02,3614400.0
2020-01-28,3228800.0
2020-04-16,3321500.0
2019-11-13,8857800.0
2020-01-31,5695000.0
2018-12-04,5972600.0
2018-11-02,4787400.0
2019-07-16,3628000.0
2018-08-30,7373200.0
2018-10-01,7210700.0
2019-06-14,5132700.0
2019-05-13,3028900.0
2019-04-11,3501400.0
2019-02-06,4935400.0
2019-09-18,3552700.0
2020-02-03,6482200.0
2020-04-22,9921200.0
2019-11-19,5897900.0
2020-02-06,4476400.0
2019-11-22,5000400.0
2019-03-25,2938700.0
2019-02-21,4315700.0
2018-12-19,4431200.0
2018-07-12,4217400.0
2018-09-14,4272800.0
2018-08-13,5437000.0
2018-10-16,3959500.0
2019-07-31,2533100.0
2019-05-28,4040800.0
2019-04-26,5430700.0
2020-04-28,4538300.0
2019-11-25,4419600.0
2020-02-12,2931000.0
2020-05-01,3230700.0
2020-05-04,3008000.0
2019-06-12,4901600.0
2019-04-09,6278700.0
2019-03-08,4459000.0
2019-02-04,3903100.0
2018-07-27,5815500.0
2018-08-28,7265400.0
2019-01-03,29766800.0
2019-08-15,13721500.0
2018-10-31,10247400.0
2019-09-16,7697900.0
2020-02-18,9682100.0
2020-05-07,7753100.0
2018-08-17,5951300.0
2019-12-04,3667700.0
2020-02-21,3976000.0
2018-12-17,3999000.0
2019-08-30,5726300.0
2018-11-15,5063300.0
2019-07-29,6311400.0
2019-06-27,4376800.0
2019-04-24,5128900.0
2018-07-10,3888000.0
2018-09-12,4444400.0
2019-02-19,8473700.0
2019-01-18,6193300.0
2020-02-24,3259000.0
2020-05-13,4196400.0
2019-12-10,3488400.0
2020-02-27,10518400.0
2019-12-13,7446900.0
2020-05-19,9420500.0
2019-03-06,7540900.0
2018-11-30,10118300.0
2019-08-13,6753800.0
2019-07-12,4731900.0
2019-06-10,4941800.0
2019-05-09,4300000.0
2018-07-25,6097300.0
2018-09-27,4924300.0
2018-10-29,5714800.0
2019-10-16,6326500.0
2019-12-16,5221400.0
2020-03-04,7948100.0
2020-05-22,9218300.0
2019-10-01,10851200.0
2019-12-19,3735900.0
2018-09-10,7459600.0
2019-05-24,4413700.0
2018-08-09,5289800.0
2019-04-22,6960500.0
2019-03-21,6385200.0
2019-01-16,7735400.0
2019-08-28,6332900.0
2018-11-13,5967600.0
2018-10-12,7701100.0
2019-06-25,9461700.0
2020-03-10,4843900.0
2020-05-28,5036400.0
2019-10-07,13446600.0
2020-03-13,6287600.0
2019-10-10,4907800.0
2020-03-16,9881600.0
2020-06-03,9352000.0
2018-11-28,6548800.0
2018-09-25,4706600.0
2018-07-23,15720900.0
2018-08-24,37681200.0
2019-07-10,11885400.0
2019-05-07,6621600.0
2019-04-05,6729300.0
2019-03-04,7428500.0
2019-01-31,9180100.0
2019-09-12,6075300.0
2019-12-31,5950100.0
2020-03-19,5251600.0
2020-01-03,7045600.0
2020-06-09,7119700.0
2019-02-15,4173700.0
2019-01-14,4634000.0
2018-07-06,6110200.0
2018-08-07,5293600.0
2018-10-10,4439300.0
2018-12-13,4801200.0
2019-08-26,4728200.0
2019-07-25,3785100.0
2019-05-22,4822700.0
2019-03-19,7755200.0
2020-01-06,4017500.0
2020-03-25,6893900.0
2020-06-12,11059300.0
2019-10-22,7738100.0
2020-01-09,8319100.0
2020-06-15,6344600.0
2019-10-25,7915800.0
2020-03-31,8877700.0
2020-06-18,5320900.0
2019-04-03,6309900.0
2018-08-22,4828400.0
2018-10-25,6010200.0
2019-01-29,7826200.0
2018-12-28,12027800.0
2018-11-26,4903100.0
2019-08-09,4750100.0
2019-07-08,5415500.0
2019-06-06,14606200.0
2019-09-10,8670800.0
2020-01-15,4426500.0
2020-04-03,6381900.0
