Dates,HRL
2018-06-20,2747800.0
2018-06-21,1316100.0
2018-06-25,2674600.0
2018-06-22,2263000.0
2018-06-26,3072400.0
2018-06-27,3379600.0
2018-06-28,3475900.0
2018-06-29,2772700.0
2018-07-02,3334700.0
2018-07-03,1419200.0
2018-07-05,2382700.0
2018-07-16,1887700.0
2018-09-18,1853600.0
2019-01-24,1638600.0
2019-09-05,1892300.0
2018-11-21,1752100.0
2020-01-13,1526000.0
2020-04-01,2031300.0
2020-06-19,3780400.0
2019-10-29,2283800.0
2020-01-16,2262200.0
2020-06-22,1747200.0
2018-10-03,1556200.0
2018-07-31,1998400.0
2019-03-12,3924200.0
2019-02-08,2338300.0
2019-01-07,1217100.0
2018-12-06,2916100.0
2019-08-19,2883400.0
2019-07-18,2851400.0
2019-05-15,1981600.0
2019-09-20,2515300.0
2019-11-01,1856800.0
2020-04-07,1421100.0
2020-06-25,1340500.0
2020-06-16,1129700.0
2019-11-04,1092100.0
2020-01-22,1251800.0
2019-11-07,2088100.0
2020-04-13,4545700.0
2019-07-01,3847800.0
2019-05-30,3690600.0
2018-08-15,2762300.0
2018-10-18,3554300.0
2019-03-27,2928100.0
2019-01-22,7002600.0
2018-12-21,4875200.0
2019-09-03,2290400.0
2018-11-19,1755300.0
2019-08-02,1663200.0
2020-01-28,2169700.0
2020-04-16,3324000.0
2019-11-13,3745500.0
2020-01-31,2617100.0
2018-12-04,3787000.0
2018-11-02,2458100.0
2019-07-16,2748500.0
2018-08-30,2572900.0
2018-10-01,2899100.0
2019-06-14,2177300.0
2019-05-13,1766400.0
2019-04-11,2762100.0
2019-02-06,3483500.0
2019-09-18,4011900.0
2020-02-03,1867900.0
2020-04-22,2899200.0
2019-11-19,1482000.0
2020-02-06,1293600.0
2019-11-22,2146100.0
2019-03-25,1753600.0
2019-02-21,1773400.0
2018-12-19,1617400.0
2018-07-12,2103300.0
2018-09-14,2001000.0
2018-08-13,1228800.0
2018-10-16,1365600.0
2019-07-31,2384600.0
2019-05-28,2125000.0
2019-04-26,3755700.0
2020-04-28,5089700.0
2019-11-25,2325900.0
2020-02-12,2181000.0
2020-05-01,1742400.0
2020-05-04,1994200.0
2019-06-12,2533100.0
2019-04-09,1883900.0
2019-03-08,3014600.0
2019-02-04,4136100.0
2018-07-27,4885100.0
2018-08-28,2935500.0
2019-01-03,3855900.0
2019-08-15,3826700.0
2018-10-31,3716700.0
2019-09-16,4954900.0
2020-02-18,4700100.0
2020-05-07,2902700.0
2018-08-17,3403400.0
2019-12-04,3993700.0
2020-02-21,2791400.0
2018-12-17,1893000.0
2019-08-30,1849100.0
2018-11-15,2951100.0
2019-07-29,3682700.0
2019-06-27,3017700.0
2019-04-24,2481200.0
2018-07-10,2576000.0
2018-09-12,5403100.0
2019-02-19,6281900.0
2019-01-18,3521500.0
2020-02-24,1766100.0
2020-05-13,2901500.0
2019-12-10,3902300.0
2020-02-27,3866500.0
2019-12-13,3551400.0
2020-05-19,8325300.0
2019-03-06,3395900.0
2018-11-30,2659800.0
2019-08-13,4978700.0
2019-07-12,2353200.0
2019-06-10,2414900.0
2019-05-09,3088600.0
2018-07-25,3055500.0
2018-09-27,3216600.0
2018-10-29,2397600.0
2019-10-16,3427600.0
2019-12-16,3914300.0
2020-03-04,3920800.0
2020-05-22,4167100.0
2019-10-01,6171300.0
2019-12-19,1774500.0
2018-09-10,3356400.0
2019-05-24,2760400.0
2018-08-09,2210000.0
2019-04-22,2582100.0
2019-03-21,4318100.0
2019-01-16,3745400.0
2019-08-28,2488700.0
2018-11-13,3332200.0
2018-10-12,2689600.0
2019-06-25,4405600.0
2020-03-10,3863300.0
2020-05-28,3355200.0
2019-10-07,2722400.0
2020-03-13,2065200.0
2019-10-10,3284100.0
2020-03-16,1704000.0
2020-06-03,2265500.0
2018-11-28,2512800.0
2018-09-25,2084200.0
2018-07-23,4683100.0
2018-08-24,3339200.0
2019-07-10,3280500.0
2019-05-07,1585900.0
2019-04-05,2664300.0
2019-03-04,4112800.0
2019-01-31,2107500.0
2019-09-12,1951000.0
2019-12-31,2990100.0
2020-03-19,1777300.0
2020-01-03,2343600.0
2020-06-09,3088600.0
2019-02-15,2272700.0
2019-01-14,2272200.0
2018-07-06,2027600.0
2018-08-07,2090300.0
2018-10-10,5896700.0
2018-12-13,3058800.0
2019-08-26,3484500.0
2019-07-25,4465100.0
2019-05-22,5003900.0
2019-03-19,3944900.0
2020-01-06,4704200.0
2020-03-25,2137200.0
2020-06-12,2763900.0
2019-10-22,1651400.0
2020-01-09,2052900.0
2020-06-15,1965200.0
2019-10-25,1828900.0
2020-03-31,2035400.0
2020-06-18,1814600.0
2019-04-03,2655200.0
2018-08-22,2219300.0
2018-10-25,1767400.0
2019-01-29,1418200.0
2018-12-28,6112100.0
2018-11-26,2309100.0
2019-08-09,1654900.0
2019-07-08,2266200.0
2019-06-06,1958400.0
2019-09-10,3009000.0
2020-01-15,1861100.0
2020-04-03,1856600.0
2019-10-31,2055100.0
2020-04-06,1744500.0
2020-06-24,2703600.0
2018-11-09,2196700.0
2019-07-23,3067200.0
2019-06-21,4455000.0
2019-05-20,2754400.0
2019-04-18,1937000.0
2018-09-06,2294400.0
2018-10-08,2370200.0
2019-02-13,2119900.0
2018-12-11,2591800.0
2019-09-25,2726400.0
2020-01-21,2107700.0
2020-04-09,2457200.0
2019-11-06,3869400.0
2020-01-24,4197300.0
2020-01-27,2281700.0
2020-04-15,6212700.0
2018-12-26,4916800.0
2019-08-07,2758800.0
2019-06-04,2077400.0
2018-09-21,2512800.0
2018-07-19,4314400.0
2018-08-20,2184500.0
2018-10-23,2595600.0
2019-05-03,1828200.0
2019-04-01,1994100.0
2019-02-28,3110300.0
2019-11-12,3616600.0
2020-01-30,3281900.0
2019-11-15,2475800.0
2020-04-21,2420200.0
2019-04-16,2898900.0
2019-03-15,2070700.0
2019-02-11,3112300.0
2019-01-10,4925500.0
2019-08-22,2855800.0
2018-11-07,4019100.0
2018-08-03,4689000.0
2018-09-04,9823000.0
2019-06-19,5651400.0
2019-09-23,7067200.0
2019-11-18,4272100.0
2020-02-05,1921200.0
2020-04-24,1988300.0
2019-03-29,2381500.0
2019-11-21,2617300.0
2020-04-27,2304900.0
2020-02-11,2268700.0
2020-04-30,2936400.0
2019-05-01,2573200.0
2019-02-26,2546200.0
2019-01-25,2361700.0
2018-12-24,2733700.0
2019-09-06,1680300.0
2018-07-17,2045900.0
2018-09-19,2053400.0
2019-08-05,2374600.0
2019-10-08,2411900.0
2019-12-11,3176400.0
2019-11-27,3532200.0
2020-02-14,5116700.0
2020-05-06,4340300.0
2019-01-08,1350500.0
2018-12-07,2901200.0
2019-08-20,2318500.0
2018-11-05,1679200.0
2019-07-19,1222500.0
2018-10-04,1082600.0
2019-06-17,1547000.0
2019-05-16,2328200.0
2018-08-01,2007400.0
2019-03-13,2114900.0
2019-12-03,1497800.0
2020-02-20,1078100.0
2019-12-06,2223700.0
2020-05-12,1895300.0
2019-12-09,1828000.0
2020-02-26,1501100.0
2020-05-15,1734900.0
2019-03-28,1793900.0
2018-09-17,3422200.0
2018-08-16,1882600.0
2018-10-19,1424200.0
2019-04-29,1256600.0
2019-01-23,1300600.0
2019-09-04,2202400.0
2018-11-20,3225500.0
2019-07-02,3697600.0
2019-05-31,3509000.0
2019-12-12,3248100.0
2020-05-18,4404000.0
2019-09-27,3123500.0
2020-03-03,2802900.0
2020-05-21,2245000.0
2019-05-14,3102400.0
2018-08-31,2461200.0
2018-07-30,2072700.0
2018-10-02,2270700.0
2019-04-12,3038300.0
2019-03-11,3030100.0
2019-02-07,3832300.0
2019-07-17,5667000.0
2019-09-19,3552300.0
2019-10-21,3037600.0
2019-12-18,2555200.0
2020-03-06,1830000.0
2019-10-03,1778900.0
2020-03-09,1643600.0
2020-05-27,2305200.0
2019-12-24,2857300.0
2020-03-12,2391300.0
2018-12-20,1474600.0
2019-08-01,1764700.0
2018-08-14,2444400.0
2018-07-13,3289400.0
2018-10-17,3139200.0
2019-05-29,3139300.0
2019-03-26,1613400.0
2019-02-22,1464200.0
2019-10-04,1831200.0
2019-11-05,1584300.0
2019-12-27,2571600.0
2020-06-02,1615500.0
2019-12-30,3570900.0
2020-03-18,2208000.0
2020-06-05,1751500.0
2019-07-15,1441300.0
2018-12-03,1886300.0
2019-06-13,2030400.0
2019-01-04,2680800.0
2018-08-29,1975400.0
2019-02-05,1850900.0
2018-11-01,2778100.0
2019-08-16,2296700.0
2019-04-10,2828700.0
2019-09-17,3870800.0
2019-10-15,3386500.0
2020-01-02,1979000.0
2020-06-08,2594400.0
2019-10-18,1891900.0
2020-03-24,2544100.0
2020-06-11,1561000.0
2020-01-08,1457900.0
2019-04-25,1459800.0
2019-07-30,1203700.0
2019-02-20,997400.0
2018-07-11,1859200.0
2018-09-13,1523600.0
2018-10-15,1732200.0
2019-06-28,1217700.0
2018-12-18,2208600.0
2018-11-16,1762000.0
2019-10-02,3189400.0
2020-03-27,1807700.0
2020-01-10,1707200.0
2019-10-24,1458300.0
2020-03-30,1151700.0
2020-06-17,1477600.0
2020-01-14,1322000.0
2020-04-02,1267800.0
2019-01-02,1251500.0
2019-08-14,1664800.0
2018-10-30,1296300.0
2019-06-11,1786900.0
2019-05-10,1623500.0
2019-04-08,1639600.0
2018-08-27,2174500.0
2018-07-26,3194500.0
2018-09-28,10254700.0
2019-03-07,5040200.0
2019-10-30,2072900.0
2020-01-17,4205500.0
2020-06-23,2054400.0
2020-04-08,2470600.0
2020-06-26,3284100.0
2019-03-22,2126400.0
2019-01-17,1938900.0
2019-08-29,2284000.0
2018-11-14,1207400.0
2019-06-26,1814200.0
2018-09-11,1845400.0
2018-07-09,2537900.0
2018-08-10,2278300.0
2019-04-23,1923800.0
2019-09-30,1884300.0
2020-01-23,5661500.0
2019-11-08,1780000.0
2020-04-14,602300.0
2019-11-11,2239000.0
2020-01-29,1676700.0
2020-04-17,1295700.0
2018-07-24,1495600.0
2018-09-26,2405700.0
2019-05-08,1858700.0
2019-03-05,2276200.0
2019-02-01,2076400.0
2018-12-31,2016700.0
2018-11-29,2242900.0
2019-08-12,2356600.0
2019-07-11,2379100.0
2019-09-13,2676200.0
2019-11-14,1558900.0
2020-04-20,2061100.0
2020-02-04,3373300.0
2020-04-23,4061300.0
2018-12-14,2262100.0
2019-08-27,2872300.0
2018-08-08,1667200.0
2018-10-11,2318900.0
2018-11-12,1441700.0
2019-07-26,2281300.0
2019-06-24,2476400.0
2019-05-23,3577500.0
2019-03-20,1898200.0
2019-01-15,1688700.0
2019-11-20,2133800.0
2020-02-07,3810000.0
2020-02-10,1654500.0
2020-04-29,1616000.0
2019-11-26,1512300.0
2020-02-13,1397100.0
2019-01-30,1818100.0
2018-08-23,1466600.0
2018-09-24,2114700.0
2018-11-27,2092200.0
2018-10-26,4520300.0
2019-07-09,3623500.0
2019-06-07,3433800.0
2019-05-06,2521200.0
2019-04-04,3147900.0
2019-09-11,2668700.0
2019-11-29,4121100.0
2020-05-05,3812000.0
2019-12-02,4089300.0
2020-02-19,2005400.0
2020-05-08,2355600.0
2019-05-21,2611400.0
2019-03-18,2570200.0
2018-09-07,3485800.0
2018-08-06,3227100.0
2018-10-09,4250500.0
2019-02-14,5237200.0
2018-12-12,6520100.0
2019-07-24,8303900.0
2019-09-26,8444500.0
2019-10-28,5974200.0
2019-12-05,5160100.0
2020-05-11,4950000.0
2019-07-03,3415500.0
2020-02-25,6298400.0
2020-05-14,3487300.0
2020-02-28,2457500.0
2019-08-08,2387000.0
2019-06-05,3274100.0
2018-07-20,2304000.0
2018-08-21,2842400.0
2018-10-24,3875600.0
2019-04-02,2864400.0
2019-03-01,2748400.0
2019-01-28,2164200.0
2018-12-27,2933400.0
2019-09-09,1955000.0
2020-03-02,3154500.0
2020-05-20,2714800.0
2019-12-17,2705300.0
2020-03-05,2471500.0
2019-02-12,1835400.0
2019-01-11,1734100.0
2018-12-10,2254300.0
2019-08-23,3319400.0
2018-11-08,5055700.0
2019-07-22,4305000.0
2019-06-20,3653100.0
2018-09-05,3791300.0
2019-04-17,5039400.0
2019-09-24,1675900.0
2019-12-20,1433200.0
2020-05-26,1558900.0
2019-04-30,1735600.0
2019-12-23,1857600.0
2020-03-11,1141300.0
2020-05-29,1581000.0
2019-12-26,2000000.0
2020-06-01,2412400.0
2019-05-02,1984100.0
2019-02-27,4108300.0
2018-11-23,2385600.0
2019-08-06,1712400.0
2018-07-18,2137700.0
2018-09-20,4478800.0
2018-10-22,2458500.0
2019-07-05,2994300.0
2019-06-03,2963600.0
2019-10-09,4078500.0
2019-10-11,3201300.0
2020-03-17,1943800.0
2020-06-04,2401500.0
2019-10-14,1935800.0
2020-03-20,1539100.0
2018-11-06,2342300.0
2019-06-18,2191100.0
2019-05-17,2570800.0
2019-04-15,1808200.0
2019-03-14,2098400.0
2019-01-09,1762700.0
2018-08-02,1863600.0
2018-10-05,1561400.0
2019-08-21,1811600.0
2019-10-17,1798500.0
2020-03-23,3672400.0
2020-06-10,1507600.0
2019-02-25,1474300.0
2020-01-07,1822400.0
2020-03-26,1906200.0
2019-10-23,2380100.0
