Dates,HRL
2018-06-20,35.349998474121094
2018-06-21,35.5099983215332
2018-06-25,35.65999984741211
2018-06-22,36.130001068115234
2018-06-26,36.41999816894531
2018-06-27,36.4900016784668
2018-06-28,36.599998474121094
2018-06-29,36.709999084472656
2018-07-02,36.43000030517578
2018-07-03,36.54999923706055
2018-07-05,36.720001220703125
2018-07-16,36.900001525878906
2018-09-18,37.060001373291016
2019-01-24,36.849998474121094
2019-09-05,37.18000030517578
2018-11-21,37.47999954223633
2020-01-13,37.310001373291016
2020-04-01,36.900001525878906
2020-06-19,36.0099983215332
2019-10-29,36.25
2020-01-16,36.349998474121094
2020-06-22,36.97999954223633
2018-10-03,36.880001068115234
2018-07-31,36.709999084472656
2019-03-12,35.689998626708984
2019-02-08,36.41999816894531
2019-01-07,36.52000045776367
2018-12-06,35.560001373291016
2019-08-19,35.439998626708984
2019-07-18,35.66999816894531
2019-05-15,35.849998474121094
2019-09-20,36.630001068115234
2019-11-01,36.91999816894531
2020-04-07,36.86000061035156
2020-06-25,36.779998779296875
2020-06-16,36.93000030517578
2019-11-04,36.81999969482422
2020-01-22,36.869998931884766
2019-11-07,37.02000045776367
2020-04-13,37.06999969482422
2019-07-01,37.470001220703125
2019-05-30,37.41999816894531
2018-08-15,38.540000915527344
2018-10-18,38.369998931884766
2019-03-27,38.13999938964844
2019-01-22,36.25
2018-12-21,36.52000045776367
2019-09-03,37.81999969482422
2018-11-19,37.779998779296875
2019-08-02,38.02000045776367
2020-01-28,38.29999923706055
2020-04-16,38.65999984741211
2019-11-13,39.13999938964844
2020-01-31,39.59000015258789
2018-12-04,40.380001068115234
2018-11-02,40.810001373291016
2019-07-16,41.33000183105469
2018-08-30,41.369998931884766
2018-10-01,41.47999954223633
2019-06-14,41.90999984741211
2019-05-13,41.709999084472656
2019-04-11,40.939998626708984
2019-02-06,40.2400016784668
2019-09-18,39.540000915527344
2020-02-03,39.38999938964844
2020-04-22,39.84000015258789
2019-11-19,39.810001373291016
2020-02-06,39.52000045776367
2019-11-22,39.279998779296875
2019-03-25,38.83000183105469
2019-02-21,38.790000915527344
2018-12-19,39.150001525878906
2018-07-12,39.29999923706055
2018-09-14,39.540000915527344
2018-08-13,39.25
2018-10-16,39.59000015258789
2019-07-31,39.70000076293945
2019-05-28,40.33000183105469
2019-04-26,40.0
2020-04-28,39.59000015258789
2019-11-25,39.290000915527344
2020-02-12,39.709999084472656
2020-05-01,40.369998931884766
2020-05-04,40.369998931884766
2019-06-12,40.86000061035156
2019-04-09,41.119998931884766
2019-03-08,41.29999923706055
2019-02-04,41.150001525878906
2018-07-27,41.869998931884766
2018-08-28,41.27000045776367
2019-01-03,40.61000061035156
2019-08-15,41.58000183105469
2018-10-31,42.84000015258789
2019-09-16,42.66999816894531
2020-02-18,42.97999954223633
2020-05-07,42.849998474121094
2018-08-17,43.290000915527344
2019-12-04,43.220001220703125
2020-02-21,43.56999969482422
2018-12-17,44.0
2019-08-30,44.470001220703125
2018-11-15,45.029998779296875
2019-07-29,44.90999984741211
2019-06-27,44.650001525878906
2019-04-24,44.47999954223633
2018-07-10,45.33000183105469
2018-09-12,45.08000183105469
2019-02-19,43.34000015258789
2019-01-18,45.060001373291016
2020-02-24,45.2400016784668
2020-05-13,45.220001220703125
2019-12-10,43.599998474121094
2020-02-27,44.63999938964844
2019-12-13,44.7400016784668
2020-05-19,44.880001068115234
2019-03-06,44.560001373291016
2018-11-30,44.81999969482422
2019-08-13,43.970001220703125
2019-07-12,44.150001525878906
2019-06-10,43.7599983215332
2019-05-09,44.470001220703125
2018-07-25,44.689998626708984
2018-09-27,44.88999938964844
2018-10-29,44.5
2019-10-16,42.93000030517578
2019-12-16,42.84000015258789
2020-03-04,42.77000045776367
2020-05-22,42.220001220703125
2019-10-01,42.459999084472656
2019-12-19,40.90999984741211
2018-09-10,40.970001220703125
2019-05-24,41.16999816894531
2018-08-09,42.18000030517578
2019-04-22,42.290000915527344
2019-03-21,41.09000015258789
2019-01-16,41.220001220703125
2019-08-28,41.560001373291016
2018-11-13,41.310001373291016
2018-10-12,41.81999969482422
2019-06-25,42.02000045776367
2020-03-10,42.470001220703125
2020-05-28,42.40999984741211
2019-10-07,42.130001068115234
2020-03-13,42.779998779296875
2019-10-10,42.77000045776367
2020-03-16,42.869998931884766
2020-06-03,43.27000045776367
2018-11-28,42.65999984741211
2018-09-25,42.47999954223633
2018-07-23,41.220001220703125
2018-08-24,41.349998474121094
2019-07-10,41.40999984741211
2019-05-07,41.59000015258789
2019-04-05,41.349998474121094
2019-03-04,41.36000061035156
2019-01-31,41.84000015258789
2019-09-12,41.720001220703125
2019-12-31,41.79999923706055
2020-03-19,41.97999954223633
2020-01-03,41.56999969482422
2020-06-09,42.27000045776367
2019-02-15,42.93000030517578
2019-01-14,43.119998931884766
2018-07-06,43.22999954223633
2018-08-07,42.959999084472656
2018-10-10,43.0
2018-12-13,42.91999816894531
2019-08-26,42.59000015258789
2019-07-25,41.40999984741211
2019-05-22,41.040000915527344
2019-03-19,42.33000183105469
2020-01-06,41.9900016784668
2020-03-25,41.900001525878906
2020-06-12,42.900001525878906
2019-10-22,42.97999954223633
2020-01-09,42.56999969482422
2020-06-15,42.84000015258789
2019-10-25,43.220001220703125
2020-03-31,43.29999923706055
2020-06-18,42.79999923706055
2019-04-03,42.2400016784668
2018-08-22,42.310001373291016
2018-10-25,42.369998931884766
2019-01-29,42.529998779296875
2018-12-28,42.400001525878906
2018-11-26,42.2599983215332
2019-08-09,42.33000183105469
2019-07-08,42.18000030517578
2019-06-06,42.220001220703125
2019-09-10,43.029998779296875
2020-01-15,43.220001220703125
2020-04-03,44.22999954223633
2019-10-31,43.84000015258789
2020-04-06,44.02000045776367
2020-06-24,44.150001525878906
2018-11-09,43.470001220703125
2019-07-23,43.04999923706055
2019-06-21,41.90999984741211
2019-05-20,41.52000045776367
2019-04-18,41.630001068115234
2018-09-06,41.63999938964844
2018-10-08,41.619998931884766
2019-02-13,41.5
2018-12-11,41.130001068115234
2019-09-25,40.90999984741211
2020-01-21,40.779998779296875
2020-04-09,40.43000030517578
2019-11-06,40.06999969482422
2020-01-24,40.25
2020-01-27,40.25
2020-04-15,38.779998779296875
2018-12-26,39.25
2019-08-07,39.529998779296875
