Dates,HRL
2018-06-20,35.59000015258789
2018-06-21,35.66999816894531
2018-06-25,36.27000045776367
2018-06-22,36.63999938964844
2018-06-26,37.060001373291016
2018-06-27,36.79999923706055
2018-06-28,37.2400016784668
2018-06-29,37.209999084472656
2018-07-02,36.59000015258789
2018-07-03,36.81999969482422
2018-07-05,37.06999969482422
2018-07-16,37.150001525878906
2018-09-18,37.150001525878906
2019-01-24,37.33000183105469
2019-09-05,37.52000045776367
2018-11-21,37.560001373291016
2020-01-13,37.58000183105469
2020-04-01,37.16999816894531
2020-06-19,36.720001220703125
2019-10-29,36.459999084472656
2020-01-16,37.099998474121094
2020-06-22,37.25
2018-10-03,37.16999816894531
2018-07-31,37.310001373291016
2019-03-12,36.150001525878906
2019-02-08,36.66999816894531
2019-01-07,36.650001525878906
2018-12-06,35.72999954223633
2019-08-19,35.970001220703125
2019-07-18,35.93000030517578
2019-05-15,36.529998779296875
2019-09-20,37.02000045776367
2019-11-01,37.060001373291016
2020-04-07,37.22999954223633
2020-06-25,37.02000045776367
2020-06-16,37.119998931884766
2019-11-04,37.09000015258789
2020-01-22,37.029998779296875
2019-11-07,37.2400016784668
2020-04-13,37.58000183105469
2019-07-01,37.83000183105469
2019-05-30,38.63999938964844
2018-08-15,39.040000915527344
2018-10-18,38.459999084472656
2019-03-27,38.5099983215332
2019-01-22,37.33000183105469
2018-12-21,37.959999084472656
2019-09-03,37.939998626708984
2018-11-19,37.90999984741211
2019-08-02,38.41999816894531
2020-01-28,38.54999923706055
2020-04-16,39.150001525878906
2019-11-13,39.97999954223633
2020-01-31,40.34000015258789
2018-12-04,41.279998779296875
2018-11-02,41.290000915527344
2019-07-16,41.52000045776367
2018-08-30,41.599998474121094
2018-10-01,42.029998779296875
2019-06-14,42.18000030517578
2019-05-13,41.900001525878906
2019-04-11,41.04999923706055
2019-02-06,40.58000183105469
2019-09-18,39.65999984741211
2020-02-03,39.86000061035156
2020-04-22,40.0099983215332
2019-11-19,39.849998474121094
2020-02-06,39.59000015258789
2019-11-22,39.310001373291016
2019-03-25,38.900001525878906
2019-02-21,39.400001525878906
2018-12-19,39.29999923706055
2018-07-12,39.5
2018-09-14,39.68000030517578
2018-08-13,39.59000015258789
2018-10-16,39.70000076293945
2019-07-31,40.529998779296875
2019-05-28,40.720001220703125
2019-04-26,40.04999923706055
2020-04-28,39.68000030517578
2019-11-25,39.689998626708984
2020-02-12,40.459999084472656
2020-05-01,41.29999923706055
2020-05-04,40.900001525878906
2019-06-12,41.119998931884766
2019-04-09,41.72999954223633
2019-03-08,41.66999816894531
2019-02-04,42.439998626708984
2018-07-27,41.90999984741211
2018-08-28,41.709999084472656
2019-01-03,41.16999816894531
2019-08-15,42.68000030517578
2018-10-31,43.36000061035156
2019-09-16,43.63999938964844
2020-02-18,43.470001220703125
2020-05-07,43.20000076293945
2018-08-17,44.220001220703125
2019-12-04,44.08000183105469
2020-02-21,44.13999938964844
2018-12-17,44.540000915527344
2019-08-30,45.02000045776367
2018-11-15,45.310001373291016
2019-07-29,45.290000915527344
2019-06-27,44.84000015258789
2019-04-24,45.459999084472656
2018-07-10,45.88999938964844
2018-09-12,45.36000061035156
2019-02-19,44.95000076293945
2019-01-18,45.43000030517578
2020-02-24,45.66999816894531
2020-05-13,45.709999084472656
2019-12-10,44.9900016784668
2020-02-27,44.88999938964844
2019-12-13,45.22999954223633
2020-05-19,45.09000015258789
2019-03-06,45.540000915527344
2018-11-30,44.90999984741211
2019-08-13,44.939998626708984
2019-07-12,44.34000015258789
2019-06-10,44.2599983215332
2019-05-09,44.86000061035156
2018-07-25,45.16999816894531
2018-09-27,45.310001373291016
2018-10-29,44.56999969482422
2019-10-16,43.16999816894531
2019-12-16,43.2599983215332
2020-03-04,43.0099983215332
2020-05-22,42.790000915527344
2019-10-01,42.540000915527344
2019-12-19,40.90999984741211
2018-09-10,42.34000015258789
2019-05-24,42.560001373291016
2018-08-09,42.369998931884766
2019-04-22,42.68000030517578
2019-03-21,41.33000183105469
2019-01-16,41.68000030517578
2019-08-28,41.70000076293945
2018-11-13,42.20000076293945
2018-10-12,42.310001373291016
2019-06-25,42.650001525878906
2020-03-10,43.25
2020-05-28,42.540000915527344
2019-10-07,42.709999084472656
2020-03-13,43.4900016784668
2019-10-10,42.84000015258789
2020-03-16,43.349998474121094
2020-06-03,43.84000015258789
2018-11-28,42.869998931884766
2018-09-25,42.720001220703125
2018-07-23,41.58000183105469
2018-08-24,41.459999084472656
2019-07-10,41.84000015258789
2019-05-07,41.75
2019-04-05,41.529998779296875
2019-03-04,42.31999969482422
2019-01-31,42.0
2019-09-12,42.040000915527344
2019-12-31,42.15999984741211
2020-03-19,42.11000061035156
2020-01-03,42.47999954223633
2020-06-09,42.939998626708984
2019-02-15,43.13999938964844
2019-01-14,43.77000045776367
2018-07-06,43.5
2018-08-07,43.04999923706055
2018-10-10,43.20000076293945
2018-12-13,43.29999923706055
2019-08-26,43.130001068115234
2019-07-25,41.9900016784668
2019-05-22,42.90999984741211
2019-03-19,42.529998779296875
2020-01-06,42.16999816894531
2020-03-25,42.90999984741211
2020-06-12,43.36000061035156
2019-10-22,43.38999938964844
2020-01-09,43.02000045776367
2020-06-15,43.4900016784668
2019-10-25,43.470001220703125
2020-03-31,43.439998626708984
2020-06-18,42.9900016784668
2019-04-03,42.95000076293945
2018-08-22,42.40999984741211
2018-10-25,42.790000915527344
2019-01-29,42.70000076293945
2018-12-28,42.560001373291016
2018-11-26,42.54999923706055
2019-08-09,42.52000045776367
2019-07-08,42.29999923706055
2019-06-06,43.11000061035156
2019-09-10,43.59000015258789
2020-01-15,44.06999969482422
2020-04-03,44.380001068115234
2019-10-31,43.95000076293945
2020-04-06,44.40999984741211
2020-06-24,44.7599983215332
2018-11-09,43.779998779296875
2019-07-23,43.08000183105469
2019-06-21,41.93000030517578
2019-05-20,41.58000183105469
2019-04-18,41.93000030517578
2018-09-06,42.31999969482422
2018-10-08,41.75
2019-02-13,41.75
2018-12-11,41.560001373291016
2019-09-25,41.150001525878906
2020-01-21,41.099998474121094
2020-04-09,40.779998779296875
2019-11-06,40.720001220703125
2020-01-24,40.38999938964844
2020-01-27,40.43000030517578
2020-04-15,39.2400016784668
2018-12-26,39.810001373291016
2019-08-07,39.65999984741211
2019-06-04,39.939998626708984
2018-09-21,39.4900016784668
2018-07-19,39.939998626708984
2018-08-20,39.04999923706055
2018-10-23,39.70000076293945
2019-05-03,39.68000030517578
2019-04-01,39.400001525878906
2019-02-28,38.79999923706055
2019-11-12,39.33000183105469
2020-01-30,39.5099983215332
2019-11-15,39.86000061035156
2020-04-21,39.58000183105469
2019-04-16,39.40999984741211
2019-03-15,39.560001373291016
2019-02-11,39.81999969482422
2019-01-10,39.790000915527344
2019-08-22,39.720001220703125
2018-11-07,39.81999969482422
2018-08-03,39.4900016784668
2018-09-04,39.130001068115234
2019-06-19,40.27000045776367
2019-09-23,38.86000061035156
2019-11-18,39.220001220703125
2020-02-05,39.619998931884766
2020-04-24,39.4900016784668
2019-03-29,40.41999816894531
2019-11-21,40.349998474121094
2020-04-27,41.41999816894531
2020-02-11,41.4900016784668
2020-04-30,42.04999923706055
2019-05-01,41.470001220703125
2019-02-26,41.84000015258789
2019-01-25,41.54999923706055
2018-12-24,41.75
2019-09-06,41.43000030517578
2018-07-17,40.959999084472656
2018-09-19,40.869998931884766
2019-08-05,41.18000030517578
2019-10-08,41.560001373291016
2019-12-11,41.40999984741211
2019-11-27,42.13999938964844
2020-02-14,40.5
2020-05-06,40.130001068115234
2019-01-08,40.27000045776367
2018-12-07,40.540000915527344
2019-08-20,40.90999984741211
2018-11-05,41.20000076293945
2019-07-19,41.77000045776367
2018-10-04,41.5
2019-06-17,41.369998931884766
2019-05-16,41.18000030517578
2018-08-01,41.29999923706055
2019-03-13,41.220001220703125
2019-12-03,41.0099983215332
2020-02-20,41.2400016784668
2019-12-06,41.22999954223633
2020-05-12,41.20000076293945
2019-12-09,41.790000915527344
2020-02-26,41.2599983215332
2020-05-15,41.36000061035156
2019-03-28,41.150001525878906
2018-09-17,40.40999984741211
2018-08-16,40.83000183105469
2018-10-19,41.380001068115234
2019-04-29,41.439998626708984
2019-01-23,41.630001068115234
2019-09-04,40.9900016784668
2018-11-20,41.22999954223633
2019-07-02,41.36000061035156
2019-05-31,40.72999954223633
2019-12-12,40.52000045776367
2020-05-18,40.88999938964844
2019-09-27,41.779998779296875
2020-03-03,41.709999084472656
2020-05-21,41.83000183105469
2019-05-14,41.790000915527344
2018-08-31,40.689998626708984
2018-07-30,41.38999938964844
2018-10-02,41.45000076293945
2019-04-12,41.209999084472656
2019-03-11,40.900001525878906
2019-02-07,40.970001220703125
2019-07-17,42.95000076293945
2019-09-19,42.0
2019-10-21,42.630001068115234
2019-12-18,42.40999984741211
2020-03-06,42.29999923706055
2019-10-03,42.45000076293945
2020-03-09,42.61000061035156
2020-05-27,42.84000015258789
2019-12-24,42.529998779296875
2020-03-12,42.54999923706055
2018-12-20,42.599998474121094
2019-08-01,42.90999984741211
2018-08-14,43.66999816894531
2018-07-13,44.540000915527344
2018-10-17,44.0
2019-05-29,42.97999954223633
2019-03-26,42.83000183105469
2019-02-22,43.16999816894531
2019-10-04,42.959999084472656
2019-11-05,42.959999084472656
2019-12-27,42.939998626708984
2020-06-02,42.599998474121094
2019-12-30,42.959999084472656
2020-03-18,43.29999923706055
2020-06-05,43.540000915527344
2019-07-15,43.540000915527344
2018-12-03,43.72999954223633
2019-06-13,43.619998931884766
2019-01-04,42.7400016784668
2018-08-29,43.04999923706055
2019-02-05,43.7400016784668
2018-11-01,43.70000076293945
2019-08-16,43.08000183105469
2019-04-10,42.84000015258789
2019-09-17,41.66999816894531
2019-10-15,41.15999984741211
2020-01-02,40.970001220703125
2020-06-08,41.0099983215332
2019-10-18,40.560001373291016
2020-03-24,40.86000061035156
2020-06-11,40.810001373291016
2020-01-08,40.63999938964844
2019-04-25,40.529998779296875
2019-07-30,40.779998779296875
2019-02-20,40.869998931884766
2018-07-11,40.56999969482422
2018-09-13,40.4900016784668
2018-10-15,40.84000015258789
2019-06-28,40.88999938964844
2018-12-18,40.88999938964844
2018-11-16,41.2599983215332
2019-10-02,41.68000030517578
2020-03-27,41.619998931884766
2020-01-10,41.599998474121094
2019-10-24,41.630001068115234
2020-03-30,41.970001220703125
2020-06-17,41.619998931884766
2020-01-14,41.779998779296875
2020-04-02,42.150001525878906
