Dates,DXCM
2018-06-20,100.6500015258789
2018-06-21,99.73999786376953
2018-06-25,99.55999755859375
2018-06-22,95.44000244140625
2018-06-26,95.30000305175781
2018-06-27,92.33999633789062
2018-06-28,94.2699966430664
2018-06-29,94.9800033569336
2018-07-02,98.44999694824219
2018-07-03,98.12000274658203
2018-07-05,97.5199966430664
2018-07-16,98.97000122070312
2018-09-18,100.37999725341797
2019-01-24,100.0
2019-09-05,102.70999908447266
2018-11-21,104.63999938964844
2020-01-13,100.44999694824219
2020-04-01,99.44999694824219
2020-06-19,101.73999786376953
2019-10-29,103.5199966430664
2020-01-16,102.54000091552734
2020-06-22,102.2300033569336
2018-10-03,104.33000183105469
2018-07-31,101.75
2019-03-12,103.70999908447266
2019-02-08,101.9800033569336
2019-01-07,95.3499984741211
2018-12-06,93.38999938964844
2019-08-19,95.12999725341797
2019-07-18,95.44000244140625
2019-05-15,124.69000244140625
2019-09-20,123.33000183105469
2019-11-01,121.83999633789062
2020-04-07,124.76000213623047
2020-06-25,124.3499984741211
2020-06-16,123.19000244140625
2019-11-04,123.3499984741211
2020-01-22,123.86000061035156
2019-11-07,127.43000030517578
2020-04-13,123.9000015258789
2019-07-01,128.30999755859375
2019-05-30,130.9600067138672
2018-08-15,132.14999389648438
2018-10-18,136.02999877929688
2019-03-27,138.08999633789062
2019-01-22,142.1999969482422
2018-12-21,136.3300018310547
2019-09-03,140.6300048828125
2018-11-19,141.58999633789062
2019-08-02,142.22000122070312
2020-01-28,144.39999389648438
2020-04-16,144.3800048828125
2019-11-13,146.05999755859375
2020-01-31,141.99000549316406
2018-12-04,142.8000030517578
2018-11-02,143.47999572753906
2019-07-16,145.14999389648438
2018-08-30,146.8699951171875
2018-10-01,146.24000549316406
2019-06-14,145.0
2019-05-13,143.02999877929688
2019-04-11,137.92999267578125
2019-02-06,139.30999755859375
2019-09-18,139.0800018310547
2020-02-03,139.41000366210938
2020-04-22,139.5
2019-11-19,142.10000610351562
2020-02-06,144.7899932861328
2019-11-22,142.82000732421875
2019-03-25,143.9600067138672
2019-02-21,143.0399932861328
2018-12-19,133.77000427246094
2018-07-12,130.3000030517578
2018-09-14,126.13999938964844
2018-08-13,125.06999969482422
2018-10-16,126.44000244140625
2019-07-31,123.41000366210938
2019-05-28,122.5
2019-04-26,118.08000183105469
2020-04-28,122.4000015258789
2019-11-25,127.06999969482422
2020-02-12,125.16999816894531
2020-05-01,133.1999969482422
2020-05-04,132.63999938964844
2019-06-12,132.85000610351562
2019-04-09,129.0
2019-03-08,131.44000244140625
2019-02-04,131.14999389648438
2018-07-27,124.83999633789062
2018-08-28,125.66000366210938
2019-01-03,125.37000274658203
2019-08-15,124.63999938964844
2018-10-31,125.41000366210938
2019-09-16,132.77000427246094
2020-02-18,136.00999450683594
2020-05-07,132.66000366210938
2018-08-17,130.83999633789062
2019-12-04,132.9199981689453
2020-02-21,144.64999389648438
2018-12-17,148.41000366210938
2019-08-30,149.4600067138672
2018-11-15,141.80999755859375
2019-07-29,142.72999572753906
2019-06-27,138.8300018310547
2019-04-24,135.75
2018-07-10,138.14999389648438
2018-09-12,121.30999755859375
2019-02-19,119.83000183105469
2019-01-18,121.61000061035156
2020-02-24,124.27999877929688
2020-05-13,125.98999786376953
2019-12-10,123.98999786376953
2020-02-27,124.69999694824219
2019-12-13,129.9600067138672
2020-05-19,129.58999633789062
2019-03-06,136.58999633789062
2018-11-30,127.91000366210938
2019-08-13,129.47000122070312
2019-07-12,121.41000366210938
2019-06-10,123.44999694824219
2019-05-09,123.02999877929688
2018-07-25,124.5199966430664
2018-09-27,123.0199966430664
2018-10-29,120.66000366210938
2019-10-16,113.69999694824219
2019-12-16,114.61000061035156
2020-03-04,113.4800033569336
2020-05-22,110.05999755859375
2019-10-01,108.31999969482422
2019-12-19,107.97000122070312
2018-09-10,116.47000122070312
2019-05-24,117.94000244140625
2018-08-09,118.27999877929688
2019-04-22,119.80000305175781
2019-03-21,115.18000030517578
2019-01-16,112.26000213623047
2019-08-28,116.23999786376953
2018-11-13,129.9499969482422
2018-10-12,131.52000427246094
2019-06-25,138.75
2020-03-10,141.89999389648438
2020-05-28,141.10000610351562
2019-10-07,142.74000549316406
2020-03-13,147.0500030517578
2019-10-10,147.0500030517578
2020-03-16,149.5
2020-06-03,149.52000427246094
2018-11-28,150.82000732421875
2018-09-25,146.5399932861328
2018-07-23,144.0800018310547
2018-08-24,145.00999450683594
2019-07-10,141.36000061035156
2019-05-07,140.0500030517578
2019-04-05,143.61000061035156
2019-03-04,141.02999877929688
2019-01-31,141.77999877929688
2019-09-12,144.49000549316406
2019-12-31,148.74000549316406
2020-03-19,145.16000366210938
2020-01-03,143.9600067138672
2020-06-09,145.52999877929688
2019-02-15,151.22999572753906
2019-01-14,152.72999572753906
2018-07-06,149.0500030517578
2018-08-07,147.8300018310547
2018-10-10,148.49000549316406
2018-12-13,147.89999389648438
2019-08-26,145.5399932861328
2019-07-25,146.25
2019-05-22,136.86000061035156
2019-03-19,140.89999389648438
2020-01-06,139.58999633789062
2020-03-25,140.08999633789062
2020-06-12,139.3300018310547
2019-10-22,143.49000549316406
2020-01-09,141.5
2020-06-15,146.97000122070312
2019-10-25,143.41000366210938
2020-03-31,143.07000732421875
2020-06-18,143.24000549316406
2019-04-03,144.08999633789062
2018-08-22,143.7899932861328
2018-10-25,147.4600067138672
2019-01-29,146.85000610351562
2018-12-28,151.0
2018-11-26,146.14999389648438
2019-08-09,146.94000244140625
2019-07-08,146.16000366210938
2019-06-06,142.16000366210938
2019-09-10,129.02999877929688
2020-01-15,124.08000183105469
2020-04-03,120.94999694824219
2019-10-31,115.54000091552734
2020-04-06,118.37999725341797
2020-06-24,119.0999984741211
2018-11-09,115.16999816894531
2019-07-23,116.9800033569336
2019-06-21,117.69000244140625
2019-05-20,117.16000366210938
2019-04-18,116.91999816894531
2018-09-06,114.94999694824219
2018-10-08,115.22000122070312
2019-02-13,118.87999725341797
2018-12-11,119.30000305175781
2019-09-25,117.87999725341797
2020-01-21,118.97000122070312
2020-04-09,117.76000213623047
2019-11-06,111.37999725341797
2020-01-24,114.29000091552734
2020-01-27,116.61000061035156
2020-04-15,118.02999877929688
2018-12-26,118.81999969482422
2019-08-07,118.12000274658203
2019-06-04,124.16999816894531
2018-09-21,124.43000030517578
2018-07-19,121.06999969482422
2018-08-20,118.62000274658203
2018-10-23,120.37000274658203
2019-05-03,122.94999694824219
2019-04-01,122.20999908447266
2019-02-28,119.61000061035156
2019-11-12,118.2300033569336
2020-01-30,117.20999908447266
2019-11-15,118.79000091552734
2020-04-21,116.25
2019-04-16,120.25
2019-03-15,121.48999786376953
2019-02-11,119.41000366210938
2019-01-10,118.04000091552734
2019-08-22,118.47000122070312
2018-11-07,118.58999633789062
2018-08-03,118.75
2018-09-04,114.45999908447266
2019-06-19,118.97000122070312
2019-09-23,120.70999908447266
2019-11-18,118.5999984741211
2020-02-05,119.9000015258789
2020-04-24,121.30000305175781
2019-03-29,120.95999908447266
2019-11-21,124.75
2020-04-27,123.45999908447266
2020-02-11,120.69999694824219
2020-04-30,125.9800033569336
2019-05-01,138.44000244140625
2019-02-26,138.52999877929688
2019-01-25,145.27000427246094
2018-12-24,146.32000732421875
2019-09-06,148.0399932861328
2018-07-17,150.33999633789062
2018-09-19,152.5399932861328
2019-08-05,153.77999877929688
2019-10-08,155.66000366210938
2019-12-11,150.8000030517578
2019-11-27,147.66000366210938
2020-02-14,143.52000427246094
2020-05-06,141.52999877929688
2019-01-08,145.8300018310547
2018-12-07,149.83999633789062
2019-08-20,151.42999267578125
2018-11-05,145.6699981689453
2019-07-19,143.36000061035156
2018-10-04,146.99000549316406
2019-06-17,145.6199951171875
2019-05-16,147.77999877929688
2018-08-01,150.8800048828125
2019-03-13,152.5
2019-12-03,149.1699981689453
2020-02-20,151.11000061035156
2019-12-06,149.85000610351562
2020-05-12,147.57000732421875
2019-12-09,153.38999938964844
2020-02-26,152.5800018310547
2020-05-15,155.11000061035156
2019-03-28,151.9499969482422
2018-09-17,152.9600067138672
2018-08-16,151.49000549316406
2018-10-19,153.77000427246094
2019-04-29,153.5399932861328
2019-01-23,156.38999938964844
2019-09-04,156.8699951171875
2018-11-20,148.32000732421875
2019-07-02,144.2100067138672
2019-05-31,142.1300048828125
2019-12-12,147.64999389648438
2020-05-18,147.30999755859375
2019-09-27,154.1999969482422
2020-03-03,155.44000244140625
2020-05-21,151.92999267578125
2019-05-14,157.3000030517578
2018-08-31,153.5
2018-07-30,158.52999877929688
2018-10-02,163.67999267578125
2019-04-12,163.58999633789062
2019-03-11,168.27999877929688
2019-02-07,173.19000244140625
2019-07-17,174.3699951171875
2019-09-19,173.5500030517578
2019-10-21,174.69000244140625
2019-12-18,175.0
2020-03-06,175.19000244140625
2019-10-03,172.05999755859375
2020-03-09,171.61000061035156
2020-05-27,172.25999450683594
2019-12-24,169.6300048828125
2020-03-12,167.6699981689453
2018-12-20,160.49000549316406
2019-08-01,145.3699951171875
2018-08-14,145.24000549316406
2018-07-13,146.6999969482422
2018-10-17,147.16000366210938
2019-05-29,146.25999450683594
2019-03-26,148.67999267578125
2019-02-22,153.6999969482422
2019-10-04,156.92999267578125
2019-11-05,154.99000549316406
2019-12-27,154.39999389648438
2020-06-02,155.3300018310547
2019-12-30,153.4600067138672
2020-03-18,153.75999450683594
2020-06-05,149.88999938964844
2019-07-15,148.50999450683594
2018-12-03,149.24000549316406
2019-06-13,148.85000610351562
2019-01-04,148.88999938964844
2018-08-29,157.41000366210938
2019-02-05,160.3699951171875
2018-11-01,159.4499969482422
2019-08-16,150.41000366210938
2019-04-10,153.89999389648438
2019-09-17,154.4600067138672
2019-10-15,155.35000610351562
2020-01-02,160.17999267578125
2020-06-08,152.97000122070312
2019-10-18,153.8699951171875
2020-03-24,156.6699981689453
2020-06-11,156.9199981689453
2020-01-08,156.6199951171875
2019-04-25,150.88999938964844
2019-07-30,146.4600067138672
2019-02-20,146.97000122070312
2018-07-11,147.38999938964844
2018-09-13,151.6300048828125
2018-10-15,154.83999633789062
2019-06-28,155.74000549316406
2018-12-18,154.24000549316406
2018-11-16,157.3000030517578
2019-10-02,158.5399932861328
2020-03-27,153.55999755859375
2020-01-10,153.1199951171875
2019-10-24,194.6999969482422
2020-03-30,198.0800018310547
2020-06-17,205.67999267578125
2020-01-14,206.13999938964844
2020-04-02,202.89999389648438
2019-01-02,202.80999755859375
2019-08-14,208.3699951171875
2018-10-30,213.77999877929688
2019-06-11,217.5800018310547
2019-05-10,221.3300018310547
2019-04-08,218.80999755859375
2018-08-27,221.85000610351562
2018-07-26,226.7899932861328
2018-09-28,224.07000732421875
2019-03-07,227.52999877929688
2019-10-30,227.30999755859375
2020-01-17,223.9199981689453
2020-06-23,228.66000366210938
2020-04-08,229.17999267578125
2020-06-26,226.8000030517578
2019-03-22,224.75999450683594
2019-01-17,221.0
2019-08-29,215.52999877929688
2018-11-14,212.36000061035156
2019-06-26,202.0
2018-09-11,203.8300018310547
2018-07-09,212.41000366210938
2018-08-10,217.3300018310547
2019-04-23,218.64999389648438
2019-09-30,216.3300018310547
2020-01-23,213.4199981689453
2019-11-08,216.38999938964844
2020-04-14,216.39999389648438
2019-11-11,215.32000732421875
2020-01-29,218.11000061035156
2020-04-17,216.19000244140625
2018-07-24,218.74000549316406
2018-09-26,219.3800048828125
2019-05-08,218.6999969482422
2019-03-05,225.99000549316406
2019-02-01,231.4499969482422
2018-12-31,233.22999572753906
2018-11-29,239.27000427246094
2019-08-12,237.3000030517578
2019-07-11,235.83999633789062
2019-09-13,235.05999755859375
2019-11-14,234.33999633789062
2020-04-20,234.41000366210938
2020-02-04,230.7899932861328
2020-04-23,231.6199951171875
2018-12-14,235.64999389648438
2019-08-27,235.60000610351562
2018-08-08,233.94000244140625
2018-10-11,235.4499969482422
2018-11-12,234.94000244140625
2019-07-26,238.5399932861328
2019-06-24,238.92999267578125
2019-05-23,240.75
2019-03-20,237.08999633789062
2019-01-15,243.6999969482422
2019-11-20,238.5399932861328
2020-02-07,239.0
2020-02-10,240.22000122070312
2020-04-29,246.9199981689453
2019-11-26,247.9199981689453
2020-02-13,246.0
2019-01-30,252.2100067138672
2018-08-23,283.9100036621094
2018-09-24,296.0
2018-11-27,291.67999267578125
2018-10-26,302.510009765625
2019-07-09,291.25
2019-06-07,294.04998779296875
2019-05-06,283.9599914550781
2019-04-04,278.25
2019-09-11,281.4800109863281
2019-11-29,276.0
2020-05-05,285.7300109863281
2019-12-02,272.8800048828125
2020-02-19,283.8699951171875
2020-05-08,286.9700012207031
2019-05-21,286.55999755859375
2019-03-18,266.5199890136719
2018-09-07,279.17999267578125
2018-08-06,252.4199981689453
2018-10-09,247.63999938964844
2019-02-14,244.02000427246094
2018-12-12,202.3000030517578
2019-07-24,198.74000549316406
2019-09-26,191.16000366210938
2019-10-28,206.24000549316406
2019-12-05,209.5
2020-05-11,210.3000030517578
2019-07-03,236.2100067138672
2020-02-25,239.3300018310547
2020-05-14,250.2100067138672
2020-02-28,262.9599914550781
2019-08-08,278.0
2019-06-05,269.2699890136719
2018-07-20,254.80999755859375
2018-08-21,266.3800048828125
2018-10-24,260.75
2019-04-02,269.30999755859375
2019-03-01,250.7100067138672
2019-01-28,258.010009765625
2018-12-27,275.2699890136719
2019-09-09,273.260009765625
2020-03-02,280.6700134277344
2020-05-20,291.69000244140625
2019-12-17,306.2699890136719
2020-03-05,323.3999938964844
2019-02-12,323.2699890136719
2019-01-11,308.3900146484375
2018-12-10,320.6300048828125
2019-08-23,322.0400085449219
2018-11-08,332.44000244140625
2019-07-22,335.04998779296875
2019-06-20,313.5299987792969
2018-09-05,345.4700012207031
2019-04-17,335.20001220703125
2019-09-24,341.5199890136719
2019-12-20,352.510009765625
2020-05-26,364.2799987792969
2019-04-30,366.5199890136719
2019-12-23,404.3599853515625
2020-03-11,405.5
2020-05-29,421.3599853515625
2019-12-26,410.79998779296875
2020-06-01,407.20001220703125
2019-05-02,403.04998779296875
2019-02-27,417.7300109863281
2018-11-23,414.44000244140625
2019-08-06,404.57000732421875
2018-07-18,399.9599914550781
2018-09-20,399.3699951171875
2018-10-22,405.25
2019-07-05,381.7900085449219
2019-06-03,359.6300048828125
2019-10-09,361.8299865722656
2019-10-11,378.30999755859375
2020-03-17,378.70001220703125
2020-06-04,375.75
2019-10-14,365.8599853515625
2020-03-20,344.8500061035156
2018-11-06,364.489990234375
2019-06-18,368.6199951171875
2019-05-17,380.5
2019-04-15,385.1700134277344
2019-03-14,362.7099914550781
2019-01-09,370.2300109863281
2018-08-02,398.75
2018-10-05,393.0
2019-08-21,403.17999267578125
2019-10-17,401.9100036621094
2020-03-23,409.3599853515625
2020-06-10,406.3299865722656
2019-02-25,406.8999938964844
2020-01-07,394.29998779296875
2020-03-26,398.0899963378906
2019-10-23,383.05999755859375
