Dates,DXCM
2018-06-20,761700.0
2018-06-21,1044200.0
2018-06-25,1168000.0
2018-06-22,1263400.0
2018-06-26,931300.0
2018-06-27,1139500.0
2018-06-28,1065000.0
2018-06-29,713700.0
2018-07-02,877200.0
2018-07-03,522300.0
2018-07-05,725600.0
2018-07-16,534700.0
2018-09-18,828700.0
2019-01-24,1126600.0
2019-09-05,802000.0
2018-11-21,942600.0
2020-01-13,980000.0
2020-04-01,738400.0
2020-06-19,642400.0
2019-10-29,772200.0
2020-01-16,506700.0
2020-06-22,439700.0
2018-10-03,532300.0
2018-07-31,554200.0
2019-03-12,798000.0
2019-02-08,525700.0
2019-01-07,2230900.0
2018-12-06,1125700.0
2019-08-19,1042200.0
2019-07-18,1225800.0
2019-05-15,6934000.0
2019-09-20,1434600.0
2019-11-01,1361700.0
2020-04-07,1499900.0
2020-06-25,707900.0
2020-06-16,1196100.0
2019-11-04,674100.0
2020-01-22,489000.0
2019-11-07,603300.0
2020-04-13,1071100.0
2019-07-01,1057600.0
2019-05-30,637300.0
2018-08-15,694700.0
2018-10-18,1263200.0
2019-03-27,1046600.0
2019-01-22,1564200.0
2018-12-21,1908000.0
2019-09-03,1222900.0
2018-11-19,705300.0
2019-08-02,904800.0
2020-01-28,599700.0
2020-04-16,425000.0
2019-11-13,607000.0
2020-01-31,1131400.0
2018-12-04,869400.0
2018-11-02,514300.0
2019-07-16,836400.0
2018-08-30,711300.0
2018-10-01,1006200.0
2019-06-14,840000.0
2019-05-13,972800.0
2019-04-11,1527200.0
2019-02-06,1097300.0
2019-09-18,1266200.0
2020-02-03,929000.0
2020-04-22,1504200.0
2019-11-19,1422100.0
2020-02-06,1243400.0
2019-11-22,848300.0
2019-03-25,651700.0
2019-02-21,828400.0
2018-12-19,2249600.0
2018-07-12,1356200.0
2018-09-14,2403900.0
2018-08-13,1360000.0
2018-10-16,1449200.0
2019-07-31,1502900.0
2019-05-28,928700.0
2019-04-26,1624500.0
2020-04-28,1588900.0
2019-11-25,1128300.0
2020-02-12,748300.0
2020-05-01,937200.0
2020-05-04,1094500.0
2019-06-12,744000.0
2019-04-09,989900.0
2019-03-08,842800.0
2019-02-04,980300.0
2018-07-27,833400.0
2018-08-28,1070900.0
2019-01-03,1171400.0
2019-08-15,1246800.0
2018-10-31,1404400.0
2019-09-16,1578100.0
2020-02-18,1271300.0
2020-05-07,1133900.0
2018-08-17,1358600.0
2019-12-04,1992200.0
2020-02-21,2977600.0
2018-12-17,1495400.0
2019-08-30,1601500.0
2018-11-15,1678400.0
2019-07-29,1456300.0
2019-06-27,1421400.0
2019-04-24,1926900.0
2018-07-10,2020600.0
2018-09-12,2483100.0
2019-02-19,2188200.0
2019-01-18,2525400.0
2020-02-24,564000.0
2020-05-13,1524500.0
2019-12-10,3040900.0
2020-02-27,3896800.0
2019-12-13,1930100.0
2020-05-19,6055700.0
2019-03-06,2254300.0
2018-11-30,2583200.0
2019-08-13,1545700.0
2019-07-12,1124000.0
2019-06-10,1647100.0
2019-05-09,1952600.0
2018-07-25,1662200.0
2018-09-27,1049700.0
2018-10-29,980900.0
2019-10-16,1348800.0
2019-12-16,1201000.0
2020-03-04,785100.0
2020-05-22,1375600.0
2019-10-01,1276600.0
2019-12-19,288700.0
2018-09-10,740500.0
2019-05-24,806300.0
2018-08-09,1537700.0
2019-04-22,657200.0
2019-03-21,1152400.0
2019-01-16,765700.0
2019-08-28,2152400.0
2018-11-13,2033300.0
2018-10-12,1650800.0
2019-06-25,1191600.0
2020-03-10,2608700.0
2020-05-28,880600.0
2019-10-07,1242200.0
2020-03-13,1388700.0
2019-10-10,989200.0
2020-03-16,868400.0
