Dates,DXCM
2018-06-20,100.31999969482422
2018-06-21,97.76000213623047
2018-06-25,99.45999908447266
2018-06-22,93.91999816894531
2018-06-26,94.08999633789062
2018-06-27,90.61000061035156
2018-06-28,90.70999908447266
2018-06-29,93.33999633789062
2018-07-02,95.11000061035156
2018-07-03,96.5999984741211
2018-07-05,96.81999969482422
2018-07-16,96.27999877929688
2018-09-18,98.29000091552734
2019-01-24,99.56999969482422
2019-09-05,98.87999725341797
2018-11-21,102.12000274658203
2020-01-13,100.30000305175781
2020-04-01,98.5999984741211
2020-06-19,98.18000030517578
2019-10-29,101.12999725341797
2020-01-16,102.11000061035156
2020-06-22,101.98999786376953
2018-10-03,102.02999877929688
2018-07-31,101.55000305175781
2019-03-12,101.02999877929688
2019-02-08,100.80000305175781
2019-01-07,92.69000244140625
2018-12-06,92.33000183105469
2019-08-19,94.08000183105469
2019-07-18,94.04000091552734
2019-05-15,114.80999755859375
2019-09-20,119.0
2019-11-01,120.37000274658203
2020-04-07,122.18000030517578
2020-06-25,123.06999969482422
2020-06-16,123.1500015258789
2019-11-04,121.55999755859375
2020-01-22,122.0
2019-11-07,123.6500015258789
2020-04-13,123.41999816894531
2019-07-01,124.91999816894531
2019-05-30,127.5999984741211
2018-08-15,130.6300048828125
2018-10-18,132.60000610351562
2019-03-27,135.39999389648438
2019-01-22,138.02999877929688
2018-12-21,135.05999755859375
2019-09-03,136.4199981689453
2018-11-19,139.74000549316406
2019-08-02,140.72000122070312
2020-01-28,141.61000061035156
2020-04-16,144.00999450683594
2019-11-13,143.25
2020-01-31,140.08999633789062
2018-12-04,140.92999267578125
2018-11-02,141.0800018310547
2019-07-16,141.5800018310547
2018-08-30,144.52000427246094
2018-10-01,143.5
2019-06-14,144.6300048828125
2019-05-13,141.8699951171875
2019-04-11,136.72999572753906
2019-02-06,138.5500030517578
2019-09-18,135.2100067138672
2020-02-03,138.9499969482422
2020-04-22,138.14999389648438
2019-11-19,137.9199981689453
2020-02-06,142.33999633789062
2019-11-22,141.25999450683594
2019-03-25,141.17999267578125
2019-02-21,141.89999389648438
2018-12-19,131.49000549316406
2018-07-12,129.75999450683594
2018-09-14,124.91999816894531
2018-08-13,122.76000213623047
2018-10-16,122.58000183105469
2019-07-31,121.27999877929688
2019-05-28,121.58000183105469
2019-04-26,117.83000183105469
2020-04-28,116.01000213623047
2019-11-25,123.72000122070312
2020-02-12,123.79000091552734
2020-05-01,125.52999877929688
2020-05-04,130.6199951171875
2019-06-12,130.25999450683594
2019-04-09,128.7100067138672
2019-03-08,126.94999694824219
2019-02-04,126.18000030517578
2018-07-27,124.41000366210938
2018-08-28,119.30000305175781
2019-01-03,118.61000061035156
2019-08-15,122.81999969482422
2018-10-31,122.81999969482422
2019-09-16,125.0
2020-02-18,131.2100067138672
2020-05-07,131.14999389648438
2018-08-17,129.92999267578125
2019-12-04,128.9499969482422
2020-02-21,132.47999572753906
2018-12-17,143.0
2019-08-30,144.6999969482422
2018-11-15,140.57000732421875
2019-07-29,139.24000549316406
2019-06-27,137.6699981689453
2019-04-24,133.00999450683594
2018-07-10,133.5399932861328
2018-09-12,120.19000244140625
2019-02-19,115.52999877929688
2019-01-18,119.05999755859375
2020-02-24,119.63999938964844
2020-05-13,123.0199966430664
2019-12-10,120.06999969482422
2020-02-27,121.66999816894531
2019-12-13,124.88999938964844
2020-05-19,127.36000061035156
2019-03-06,131.57000732421875
2018-11-30,121.7699966430664
2019-08-13,124.05999755859375
2019-07-12,120.2699966430664
2019-06-10,119.63999938964844
2019-05-09,120.6500015258789
2018-07-25,123.55999755859375
2018-09-27,121.12000274658203
2018-10-29,119.4000015258789
2019-10-16,113.01000213623047
2019-12-16,112.86000061035156
2020-03-04,112.4800033569336
2020-05-22,108.3499984741211
2019-10-01,105.05000305175781
2019-12-19,105.70999908447266
2018-09-10,108.63999938964844
2019-05-24,113.0
2018-08-09,115.83999633789062
2019-04-22,118.54000091552734
2019-03-21,114.0
2019-01-16,110.33000183105469
2019-08-28,113.01000213623047
2018-11-13,124.0
2018-10-12,130.61000061035156
2019-06-25,132.8699951171875
2020-03-10,138.08999633789062
2020-05-28,139.8000030517578
2019-10-07,140.00999450683594
2020-03-13,142.0
2019-10-10,145.63999938964844
2020-03-16,146.6300048828125
2020-06-03,149.17999267578125
2018-11-28,147.39999389648438
2018-09-25,142.75999450683594
2018-07-23,143.7899932861328
2018-08-24,142.77000427246094
2019-07-10,140.11000061035156
2019-05-07,138.3000030517578
2019-04-05,140.52999877929688
2019-03-04,139.77999877929688
2019-01-31,136.77999877929688
2019-09-12,141.11000061035156
2019-12-31,145.0
2020-03-19,144.0399932861328
2020-01-03,142.1999969482422
2020-06-09,142.75
2019-02-15,147.2899932861328
2019-01-14,150.05999755859375
2018-07-06,145.08999633789062
2018-08-07,146.91000366210938
2018-10-10,147.33999633789062
2018-12-13,147.35000610351562
2019-08-26,144.42999267578125
2019-07-25,143.89999389648438
2019-05-22,135.22000122070312
2019-03-19,137.9499969482422
2020-01-06,136.69000244140625
2020-03-25,139.52000427246094
2020-06-12,139.19000244140625
2019-10-22,138.10000610351562
2020-01-09,138.0500030517578
2020-06-15,139.0
2019-10-25,142.4499969482422
2020-03-31,140.6999969482422
2020-06-18,139.60000610351562
2019-04-03,141.92999267578125
2018-08-22,140.35000610351562
2018-10-25,141.50999450683594
2019-01-29,144.47999572753906
2018-12-28,146.0
2018-11-26,145.50999450683594
2019-08-09,144.5
2019-07-08,145.11000061035156
2019-06-06,140.32000732421875
2019-09-10,127.9000015258789
2020-01-15,121.5
2020-04-03,120.13999938964844
2019-10-31,114.7699966430664
2020-04-06,112.63999938964844
2020-06-24,117.12000274658203
2018-11-09,114.0
2019-07-23,113.51000213623047
2019-06-21,114.91999816894531
2019-05-20,116.11000061035156
2019-04-18,116.30000305175781
2018-09-06,113.55999755859375
2018-10-08,114.0
2019-02-13,114.25
2018-12-11,117.4800033569336
2019-09-25,117.80000305175781
2020-01-21,116.66999816894531
2020-04-09,116.87999725341797
2019-11-06,109.76000213623047
2020-01-24,107.44000244140625
2020-01-27,113.19999694824219
2020-04-15,114.30999755859375
2018-12-26,116.2300033569336
2019-08-07,117.25
2019-06-04,118.86000061035156
2018-09-21,121.52999877929688
2018-07-19,120.95999908447266
2018-08-20,117.2300033569336
2018-10-23,118.0
2019-05-03,119.6500015258789
2019-04-01,118.6500015258789
2019-02-28,117.6500015258789
2019-11-12,117.0999984741211
2020-01-30,115.5
2019-11-15,114.44000244140625
2020-04-21,114.73999786376953
2019-04-16,116.55000305175781
2019-03-15,118.38999938964844
2019-02-11,119.20999908447266
2019-01-10,116.6500015258789
2019-08-22,115.41999816894531
2018-11-07,118.56999969482422
2018-08-03,117.37000274658203
2018-09-04,113.62999725341797
2019-06-19,114.38999938964844
2019-09-23,119.0
2019-11-18,115.9000015258789
2020-02-05,116.83000183105469
2020-04-24,117.06999969482422
2019-03-29,119.87999725341797
2019-11-21,120.91000366210938
2020-04-27,123.0199966430664
2020-02-11,118.41999816894531
2020-04-30,120.44000244140625
2019-05-01,126.5
2019-02-26,136.57000732421875
2019-01-25,139.2100067138672
2018-12-24,144.4600067138672
2019-09-06,145.1300048828125
2018-07-17,148.0
2018-09-19,150.94000244140625
2019-08-05,150.74000549316406
2019-10-08,154.16000366210938
2019-12-11,150.3300018310547
2019-11-27,147.0
2020-02-14,143.3300018310547
2020-05-06,139.22999572753906
2019-01-08,142.25999450683594
2018-12-07,145.8300018310547
2019-08-20,150.94000244140625
2018-11-05,144.33999633789062
2019-07-19,143.2100067138672
2018-10-04,141.30999755859375
2019-06-17,144.1300048828125
2019-05-16,143.97000122070312
2018-08-01,148.0800018310547
2019-03-13,148.89999389648438
2019-12-03,145.88999938964844
2020-02-20,148.05999755859375
2019-12-06,148.8000030517578
2020-05-12,144.77000427246094
2019-12-09,146.4199981689453
2020-02-26,151.89999389648438
2020-05-15,152.52999877929688
2019-03-28,151.52000427246094
2018-09-17,150.1999969482422
2018-08-16,150.67999267578125
2018-10-19,151.22000122070312
2019-04-29,149.9199981689453
2019-01-23,152.10000610351562
2019-09-04,154.47999572753906
2018-11-20,140.5
2019-07-02,141.75999450683594
2019-05-31,139.52999877929688
2019-12-12,143.17999267578125
2020-05-18,143.52000427246094
2019-09-27,148.67999267578125
2020-03-03,153.0399932861328
2020-05-21,150.6300048828125
2019-05-14,150.69000244140625
2018-08-31,151.24000549316406
2018-07-30,153.5
2018-10-02,158.5399932861328
2019-04-12,162.24000549316406
2019-03-11,162.47000122070312
2019-02-07,168.61000061035156
2019-07-17,171.0800018310547
2019-09-19,172.4499969482422
2019-10-21,172.85000610351562
2019-12-18,174.4499969482422
2020-03-06,172.0
2019-10-03,171.50999450683594
2020-03-09,169.0800018310547
2020-05-27,169.3000030517578
2019-12-24,169.1699981689453
2020-03-12,166.50999450683594
2018-12-20,160.24000549316406
2019-08-01,144.83999633789062
2018-08-14,138.27999877929688
2018-07-13,145.0500030517578
2018-10-17,146.1300048828125
2019-05-29,144.10000610351562
2019-03-26,144.77999877929688
2019-02-22,149.0800018310547
2019-10-04,151.4600067138672
2019-11-05,153.47999572753906
2019-12-27,152.13999938964844
2020-06-02,154.2100067138672
2019-12-30,151.30999755859375
2020-03-18,149.3000030517578
2020-06-05,149.6300048828125
2019-07-15,147.10000610351562
2018-12-03,146.6300048828125
2019-06-13,148.0
2019-01-04,145.7899932861328
2018-08-29,145.60000610351562
2019-02-05,157.2100067138672
2018-11-01,157.9499969482422
2019-08-16,150.0800018310547
2019-04-10,149.5500030517578
2019-09-17,151.3000030517578
2019-10-15,155.10000610351562
2020-01-02,155.10000610351562
2020-06-08,146.3800048828125
2019-10-18,150.47999572753906
2020-03-24,153.74000549316406
2020-06-11,153.17999267578125
2020-01-08,156.07000732421875
2019-04-25,150.52000427246094
2019-07-30,146.11000061035156
2019-02-20,146.4600067138672
2018-07-11,145.22999572753906
2018-09-13,147.52000427246094
2018-10-15,149.4600067138672
2019-06-28,153.0800018310547
2018-12-18,151.11000061035156
2018-11-16,154.63999938964844
2019-10-02,155.89999389648438
2020-03-27,150.41000366210938
2020-01-10,152.25999450683594
2019-10-24,183.14999389648438
2020-03-30,193.5
2020-06-17,194.60000610351562
2020-01-14,202.88999938964844
2020-04-02,199.97999572753906
2019-01-02,198.7100067138672
2019-08-14,202.02000427246094
2018-10-30,208.82000732421875
2019-06-11,212.50999450683594
2019-05-10,216.5
2019-04-08,215.05999755859375
2018-08-27,217.02000427246094
2018-07-26,221.6999969482422
2018-09-28,223.2100067138672
2019-03-07,223.92999267578125
2019-10-30,225.27000427246094
2020-01-17,217.10000610351562
2020-06-23,220.32000732421875
2020-04-08,226.02000427246094
2020-06-26,226.69000244140625
2019-03-22,223.61000061035156
2019-01-17,220.89999389648438
2019-08-29,214.38999938964844
2018-11-14,211.3300018310547
2019-06-26,201.57000732421875
2018-09-11,199.52000427246094
2018-07-09,205.36000061035156
2018-08-10,208.5
2019-04-23,216.11000061035156
2019-09-30,214.88999938964844
2020-01-23,210.3699951171875
2019-11-08,212.47000122070312
2020-04-14,216.0800018310547
2019-11-11,213.6699981689453
2020-01-29,214.02000427246094
2020-04-17,213.64999389648438
2018-07-24,216.1300048828125
2018-09-26,213.69000244140625
2019-05-08,215.2100067138672
2019-03-05,216.75
2019-02-01,225.00999450683594
2018-12-31,228.80999755859375
2018-11-29,231.1199951171875
2019-08-12,235.91000366210938
2019-07-11,224.00999450683594
2019-09-13,233.74000549316406
2019-11-14,229.3000030517578
2020-04-20,230.22000122070312
2020-02-04,230.25999450683594
2020-04-23,229.8000030517578
2018-12-14,233.72999572753906
2019-08-27,231.69000244140625
2018-08-08,233.08999633789062
2018-10-11,226.72999572753906
2018-11-12,233.83999633789062
2019-07-26,232.5800018310547
2019-06-24,232.0
2019-05-23,238.00999450683594
2019-03-20,236.4499969482422
2019-01-15,237.6699981689453
2019-11-20,237.0
2020-02-07,237.13999938964844
2020-02-10,235.00999450683594
2020-04-29,240.07000732421875
2019-11-26,242.5399932861328
2020-02-13,243.44000244140625
2019-01-30,242.27000427246094
2018-08-23,275.8999938964844
2018-09-24,281.3800048828125
2018-11-27,288.489990234375
2018-10-26,287.2300109863281
2019-07-09,286.260009765625
2019-06-07,275.0
2019-05-06,278.7099914550781
2019-04-04,275.1000061035156
2019-09-11,270.010009765625
2019-11-29,266.6700134277344
2020-05-05,277.1000061035156
2019-12-02,268.20001220703125
2020-02-19,273.0
2020-05-08,279.2200012207031
2019-05-21,276.3599853515625
2019-03-18,260.0
2018-09-07,263.5400085449219
2018-08-06,245.02000427246094
2018-10-09,215.0
2019-02-14,220.0
2018-12-12,202.0
2019-07-24,182.07000732421875
2019-09-26,187.0
2019-10-28,191.16000366210938
2019-12-05,203.32000732421875
2020-05-11,196.57000732421875
2019-07-03,216.0
2020-02-25,237.00999450683594
2020-05-14,239.2100067138672
2020-02-28,240.61000061035156
2019-08-08,255.07000732421875
2019-06-05,263.0299987792969
2018-07-20,252.17999267578125
2018-08-21,250.0
2018-10-24,257.07000732421875
2019-04-02,261.0
2019-03-01,250.00999450683594
2019-01-28,250.25999450683594
2018-12-27,258.6000061035156
2019-09-09,270.1099853515625
2020-03-02,274.04998779296875
2020-05-20,277.6300048828125
2019-12-17,295.0
2020-03-05,303.3299865722656
2019-02-12,316.0
2019-01-11,307.0
2018-12-10,311.3399963378906
2019-08-23,317.1400146484375
2018-11-08,324.489990234375
2019-07-22,330.0
2019-06-20,312.1499938964844
2018-09-05,328.3599853515625
2019-04-17,335.0
2019-09-24,328.3999938964844
2019-12-20,339.42999267578125
2020-05-26,351.0899963378906
2019-04-30,365.5199890136719
2019-12-23,389.010009765625
2020-03-11,398.2200012207031
2020-05-29,403.6000061035156
2019-12-26,410.1000061035156
2020-06-01,402.0
2019-05-02,396.7200012207031
2019-02-27,396.8500061035156
2018-11-23,413.239990234375
2019-08-06,399.69000244140625
