Dates,ADBE
2018-06-20,250.97999572753906
2018-06-21,247.57000732421875
2018-06-25,243.25999450683594
2018-06-22,235.8699951171875
2018-06-26,239.66000366210938
2018-06-27,237.50999450683594
2018-06-28,236.44000244140625
2018-06-29,241.5
2018-07-02,239.60000610351562
2018-07-03,241.6699981689453
2018-07-05,242.13999938964844
2018-07-16,243.22000122070312
2018-09-18,246.3699951171875
2019-01-24,248.2100067138672
2019-09-05,245.85000610351562
2018-11-21,249.3800048828125
2020-01-13,253.49000549316406
2020-04-01,253.8300018310547
2020-06-19,250.7100067138672
2019-10-29,256.5400085449219
2020-01-16,256.3599853515625
2020-06-22,256.739990234375
2018-10-03,256.3800048828125
2018-07-31,255.92999267578125
2019-03-12,257.8299865722656
2019-02-08,258.489990234375
2019-01-07,253.0500030517578
2018-12-06,240.10000610351562
2019-08-19,241.16000366210938
2019-07-18,244.24000549316406
2019-05-15,245.0
2019-09-20,249.47999572753906
2019-11-01,251.5399932861328
2020-04-07,252.4499969482422
2020-06-25,251.6300048828125
2020-06-16,253.38999938964844
2019-11-04,251.5
2020-01-22,253.3000030517578
2019-11-07,252.08999633789062
2020-04-13,248.02000427246094
2019-07-01,248.10000610351562
2019-05-30,243.7100067138672
2018-08-15,246.0
2018-10-18,250.36000061035156
2019-03-27,250.36000061035156
2019-01-22,254.47000122070312
2018-12-21,258.3299865722656
2019-09-03,259.3900146484375
2018-11-19,261.0299987792969
2019-08-02,262.55999755859375
2020-01-28,265.5
2020-04-16,263.20001220703125
2019-11-13,262.29998779296875
2020-01-31,254.5399932861328
2018-12-04,255.13999938964844
2018-11-02,257.1199951171875
2019-07-16,260.7900085449219
2018-08-30,263.30999755859375
2018-10-01,266.45001220703125
2019-06-14,265.010009765625
2019-05-13,268.0
2019-04-11,267.67999267578125
2019-02-06,266.6000061035156
2019-09-18,263.6099853515625
2020-02-03,264.19000244140625
2020-04-22,260.239990234375
2019-11-19,257.07000732421875
2020-02-06,264.20001220703125
2019-11-22,266.6600036621094
2019-03-25,269.25
2019-02-21,268.44000244140625
2018-12-19,271.4599914550781
2018-07-12,271.8500061035156
2018-09-14,269.760009765625
2018-08-13,260.5400085449219
2018-10-16,258.30999755859375
2019-07-31,248.69000244140625
2019-05-28,251.7100067138672
2019-04-26,237.86000061035156
2020-04-28,234.72000122070312
2019-11-25,242.77999877929688
2020-02-12,238.0
2020-05-01,251.77000427246094
2020-05-04,255.25999450683594
2019-06-12,246.00999450683594
2019-04-09,243.63999938964844
2019-03-08,242.8000030517578
2019-02-04,242.55999755859375
2018-07-27,238.22999572753906
2018-08-28,241.66000366210938
2019-01-03,241.41000366210938
2019-08-15,233.39999389648438
2018-10-31,231.6999969482422
2019-09-16,243.6699981689453
2020-02-18,241.49000549316406
2020-05-07,237.8000030517578
2018-08-17,233.6199951171875
2019-12-04,237.75999450683594
2020-02-21,243.80999755859375
2018-12-17,247.74000549316406
2019-08-30,241.16000366210938
2018-11-15,235.36000061035156
2019-07-29,235.85000610351562
2019-06-27,231.91000366210938
2019-04-24,231.3300018310547
