Dates,ADBE
2019-08-27,2084400.0
2018-08-08,1640200.0
2018-10-11,2652000.0
2018-11-12,2270800.0
2019-07-26,1521300.0
2019-06-24,1834900.0
2019-05-23,3692900.0
2019-03-20,2693800.0
2019-01-15,3053000.0
2019-11-20,2463400.0
2020-02-07,2224500.0
2020-02-10,2092700.0
2020-04-29,2426800.0
2019-11-26,2004700.0
2020-02-13,2355600.0
2019-01-30,1917100.0
2018-08-23,1690300.0
2018-09-24,2074400.0
2018-11-27,2580400.0
2018-10-26,3789300.0
2019-07-09,2742800.0
2019-06-07,3924000.0
2019-05-06,4188100.0
2019-04-04,3489700.0
2019-09-11,4734000.0
2019-11-29,6469100.0
2020-05-05,5398100.0
2019-12-02,4204500.0
2020-02-19,4146300.0
2020-05-08,3199000.0
2019-05-21,5622900.0
2019-03-18,5291900.0
2018-09-07,5973700.0
2018-08-06,4869200.0
2018-10-09,7230200.0
2019-02-14,8935200.0
2018-12-12,7140100.0
2019-07-24,6189100.0
2019-09-26,7293300.0
2019-10-28,6023800.0
2019-12-05,7461800.0
2020-05-11,6016800.0
2019-07-03,6592200.0
2020-02-25,4830400.0
2020-05-14,4531000.0
2020-02-28,4862100.0
2019-08-08,4340200.0
2019-06-05,6413700.0
2018-07-20,3903000.0
2018-08-21,3589700.0
2018-10-24,3934700.0
2019-04-02,5145100.0
2019-03-01,5422300.0
2019-01-28,4002500.0
2018-12-27,3300200.0
2019-09-09,1839000.0
2020-03-02,3858900.0
2020-05-20,2818600.0
2019-12-17,3918600.0
2020-03-05,3342400.0
2019-02-12,2772000.0
2019-01-11,3548200.0
2018-12-10,2231500.0
2019-08-23,2120300.0
2018-11-08,2146200.0
2019-07-22,2375200.0
2019-06-20,3895600.0
2018-09-05,5006400.0
2019-04-17,3899000.0
2019-09-24,2578600.0
2019-12-20,2372000.0
2020-05-26,2377400.0
2019-04-30,2319700.0
2019-12-23,2465200.0
2020-03-11,2548400.0
2020-05-29,2266200.0
2019-12-26,2071800.0
2020-06-01,3365500.0
2019-05-02,2752000.0
2019-02-27,2626600.0
2018-11-23,2351900.0
2019-08-06,2753700.0
2018-07-18,2824700.0
2018-09-20,2261100.0
2018-10-22,1688200.0
2019-07-05,3526000.0
2019-06-03,3553300.0
2019-10-09,2903600.0
2019-10-11,5937500.0
2020-03-17,2034100.0
2020-06-04,2509600.0
2019-10-14,2537100.0
2020-03-20,2422600.0
2018-11-06,2793700.0
2019-06-18,2593000.0
2019-05-17,2279300.0
2019-04-15,3611600.0
2019-03-14,4123700.0
2019-01-09,8329200.0
2018-08-02,3781500.0
2018-10-05,3764400.0
2019-08-21,2111000.0
2019-10-17,2578400.0
2020-03-23,3931600.0
2020-06-10,3156300.0
2019-02-25,3065900.0
2020-01-07,3329400.0
2020-03-26,2275200.0
2019-10-23,3829700.0
