Dates,ADBE
2018-06-20,2577500.0
2018-06-21,2639700.0
2018-06-25,4124500.0
2018-06-22,4575400.0
2018-06-26,2998300.0
2018-06-27,3499500.0
2018-06-28,2217200.0
2018-06-29,3774700.0
2018-07-02,4127400.0
2018-07-03,1307700.0
2018-07-05,1863400.0
2018-07-16,1889700.0
2018-09-18,2170700.0
2019-01-24,2012400.0
2019-09-05,1730600.0
2018-11-21,2761600.0
2020-01-13,3934100.0
2020-04-01,2165100.0
2020-06-19,2552000.0
2019-10-29,2637000.0
2020-01-16,1980200.0
2020-06-22,2221800.0
2018-10-03,1935700.0
2018-07-31,2433300.0
2019-03-12,2270300.0
2019-02-08,2265800.0
2019-01-07,3030900.0
2018-12-06,5496800.0
2019-08-19,2939500.0
2019-07-18,3185000.0
2019-05-15,2395400.0
2019-09-20,2100300.0
2019-11-01,1535300.0
2020-04-07,1885400.0
2020-06-25,1585400.0
2020-06-16,2092000.0
2019-11-04,1789000.0
2020-01-22,1532700.0
2019-11-07,2100300.0
2020-04-13,2744700.0
2019-07-01,2420400.0
2019-05-30,2744200.0
2018-08-15,2901300.0
2018-10-18,2168900.0
2019-03-27,1895400.0
2019-01-22,2984300.0
2018-12-21,3862300.0
2019-09-03,2433000.0
2018-11-19,1867100.0
2019-08-02,3155200.0
2020-01-28,2409300.0
2020-04-16,2944500.0
2019-11-13,2158200.0
2020-01-31,4203300.0
2018-12-04,2810800.0
2018-11-02,2894300.0
2019-07-16,2633600.0
2018-08-30,2866000.0
2018-10-01,3365400.0
2019-06-14,4774000.0
2019-05-13,6182500.0
2019-04-11,3080900.0
2019-02-06,2684400.0
2019-09-18,2801400.0
2020-02-03,2560200.0
2020-04-22,6186500.0
2019-11-19,2619100.0
2020-02-06,2298000.0
2019-11-22,2027700.0
2019-03-25,1735200.0
2019-02-21,2784500.0
2018-12-19,3553100.0
2018-07-12,3254400.0
2018-09-14,2726400.0
2018-08-13,3780300.0
2018-10-16,3098600.0
2019-07-31,5109200.0
2019-05-28,2597500.0
2019-04-26,5309300.0
2020-04-28,7042900.0
2019-11-25,4779900.0
2020-02-12,5106400.0
2020-05-01,8679600.0
2020-05-04,4405100.0
2019-06-12,5378900.0
2019-04-09,4070600.0
2019-03-08,3487000.0
2019-02-04,5006300.0
2018-07-27,4859500.0
2018-08-28,5283600.0
2019-01-03,4505800.0
2019-08-15,4725000.0
2018-10-31,5626800.0
2019-09-16,4423000.0
2020-02-18,3192200.0
2020-05-07,4335300.0
2018-08-17,3224100.0
2019-12-04,2446700.0
2020-02-21,3790600.0
2018-12-17,2389300.0
2019-08-30,2765900.0
2018-11-15,3498300.0
2019-07-29,4017100.0
2019-06-27,3261300.0
2019-04-24,3383500.0
2018-07-10,2897400.0
2018-09-12,7642200.0
2019-02-19,6180500.0
2019-01-18,4846400.0
2020-02-24,1691000.0
2020-05-13,3603700.0
2019-12-10,2882400.0
2020-02-27,6447100.0
2019-12-13,3723500.0
2020-05-19,5156700.0
2019-03-06,4286200.0
2018-11-30,4041700.0
2019-08-13,3950600.0
2019-07-12,3971100.0
2019-06-10,3194300.0
2019-05-09,3179400.0
2018-07-25,4067900.0
2018-09-27,5395200.0
2018-10-29,12189400.0
2019-10-16,7059500.0
2019-12-16,5265000.0
2020-03-04,6110800.0
2020-05-22,6099400.0
2019-10-01,8828100.0
2019-12-19,2940500.0
2018-09-10,5897900.0
2019-05-24,3931100.0
2018-08-09,3160200.0
2019-04-22,2866400.0
2019-03-21,2784100.0
2019-01-16,3663500.0
2019-08-28,4043400.0
2018-11-13,3638500.0
2018-10-12,3685900.0
2019-06-25,3594200.0
2020-03-10,2704600.0
2020-05-28,3179500.0
2019-10-07,2606800.0
2020-03-13,3656500.0
2019-10-10,2885200.0
2020-03-16,2836200.0
2020-06-03,3711300.0
2018-11-28,4155500.0
2018-09-25,2031400.0
2018-07-23,3643000.0
2018-08-24,3822300.0
2019-07-10,2110400.0
2019-05-07,1937100.0
2019-04-05,2482900.0
2019-03-04,5007200.0
2019-01-31,3033300.0
2019-09-12,3705100.0
2019-12-31,3042000.0
2020-03-19,2539100.0
2020-01-03,2099300.0
2020-06-09,2756800.0
2019-02-15,3538100.0
2019-01-14,2518400.0
2018-07-06,1899700.0
2018-08-07,1885000.0
2018-10-10,2999200.0
2018-12-13,3475600.0
2019-08-26,2484800.0
2019-07-25,2607400.0
2019-05-22,2006000.0
2019-03-19,1815800.0
2020-01-06,2538900.0
2020-03-25,2266800.0
2020-06-12,3810300.0
2019-10-22,2594000.0
2020-01-09,2994900.0
2020-06-15,2101800.0
2019-10-25,1950500.0
2020-03-31,3185200.0
2020-06-18,2195400.0
2019-04-03,2711700.0
2018-08-22,2583500.0
2018-10-25,3992500.0
2019-01-29,5113400.0
2018-12-28,12110500.0
2018-11-26,4013400.0
2019-08-09,4257300.0
2019-07-08,3732600.0
2019-06-06,2359900.0
2019-09-10,3454000.0
2020-01-15,2639300.0
2020-04-03,3150100.0
2019-10-31,2521900.0
2020-04-06,2018000.0
2020-06-24,2097400.0
2018-11-09,2970100.0
2019-07-23,1877800.0
2019-06-21,2432800.0
2019-05-20,2947400.0
2019-04-18,1970500.0
2018-09-06,1796800.0
2018-10-08,1605900.0
2019-02-13,1469700.0
2018-12-11,2085600.0
2019-09-25,1681100.0
2020-01-21,1462300.0
2020-04-09,1638400.0
2019-11-06,2391500.0
2020-01-24,2028900.0
2020-01-27,1364700.0
2020-04-15,2693600.0
2018-12-26,1867600.0
2019-08-07,1747200.0
2019-06-04,2114000.0
2018-09-21,5592400.0
2018-07-19,3068000.0
2018-08-20,2056200.0
2018-10-23,2482300.0
2019-05-03,1979500.0
2019-04-01,1994500.0
2019-02-28,2568000.0
2019-11-12,2610800.0
2020-01-30,1866800.0
2019-11-15,2097500.0
2020-04-21,2698300.0
2019-04-16,2046600.0
2019-03-15,2708600.0
2019-02-11,3413100.0
2019-01-10,2223500.0
2019-08-22,2392000.0
2018-11-07,1793500.0
2018-08-03,1570500.0
2018-09-04,2706400.0
2019-06-19,1878300.0
2019-09-23,2475800.0
2019-11-18,1806000.0
2020-02-05,1601100.0
2020-04-24,2526600.0
2019-03-29,3903400.0
2019-11-21,3750800.0
2020-04-27,2650400.0
2020-02-11,2211800.0
2020-04-30,2758900.0
2019-05-01,2487700.0
2019-02-26,2969300.0
2019-01-25,1313700.0
2018-12-24,1696400.0
2019-09-06,2262800.0
2018-07-17,2254200.0
2018-09-19,4529300.0
2019-08-05,9738600.0
2019-10-08,5632500.0
2019-12-11,4015500.0
2019-11-27,2868900.0
2020-02-14,4638500.0
2020-05-06,2896800.0
2019-01-08,2596800.0
2018-12-07,2648300.0
2019-08-20,2619500.0
2018-11-05,1816600.0
2019-07-19,1585300.0
2018-10-04,2872700.0
2019-06-17,1909200.0
2019-05-16,1644300.0
2018-08-01,1954100.0
2019-03-13,1951500.0
2019-12-03,1624800.0
2020-02-20,1161600.0
2019-12-06,1838700.0
2020-05-12,2298100.0
2019-12-09,1597700.0
2020-02-26,2100200.0
2020-05-15,1336400.0
2019-03-28,1826800.0
2018-09-17,1458800.0
2018-08-16,1378500.0
2018-10-19,1507800.0
2019-04-29,2778400.0
2019-01-23,2158000.0
2019-09-04,3066900.0
2018-11-20,3210200.0
2019-07-02,3400900.0
2019-05-31,4292600.0
2019-12-12,2552100.0
2020-05-18,2196700.0
2019-09-27,2506000.0
2020-03-03,1451100.0
2020-05-21,1580500.0
2019-05-14,2326400.0
2018-08-31,2586000.0
2018-07-30,2336800.0
2018-10-02,1954500.0
2019-04-12,1955200.0
2019-03-11,1491000.0
2019-02-07,1520200.0
2019-07-17,1743200.0
2019-09-19,2851900.0
2019-10-21,1792800.0
2019-12-18,1792300.0
2020-03-06,2776300.0
2019-10-03,2171900.0
2020-03-09,2373300.0
2020-05-27,1837000.0
2019-12-24,1516000.0
2020-03-12,2835900.0
2018-12-20,2273100.0
2019-08-01,3134500.0
2018-08-14,4097800.0
2018-07-13,2594000.0
2018-10-17,2955000.0
2019-05-29,2948600.0
2019-03-26,2774700.0
2019-02-22,4069200.0
2019-10-04,7449700.0
2019-11-05,3163500.0
2019-12-27,4046500.0
2020-06-02,1966300.0
2019-12-30,3288100.0
2020-03-18,3307300.0
2020-06-05,4270800.0
2019-07-15,3167600.0
2018-12-03,3992300.0
2019-06-13,3245800.0
2019-01-04,3370100.0
2018-08-29,3545100.0
2019-02-05,2566300.0
2018-11-01,1823500.0
2019-08-16,2135900.0
2019-04-10,1359400.0
2019-09-17,1562300.0
2019-10-15,2087600.0
2020-01-02,1372600.0
2020-06-08,1964000.0
2019-10-18,4315200.0
2020-03-24,3319100.0
2020-06-11,4391000.0
2020-01-08,2868800.0
2019-04-25,3349100.0
2019-07-30,3020400.0
2019-02-20,3511000.0
2018-07-11,1822300.0
2018-09-13,2281800.0
2018-10-15,1723100.0
2019-06-28,2320700.0
2018-12-18,2845100.0
2018-11-16,2827200.0
2019-10-02,2790200.0
2020-03-27,6170600.0
2020-01-10,2762400.0
2019-10-24,3201600.0
2020-03-30,1628500.0
2020-06-17,1777400.0
2020-01-14,2084900.0
2020-04-02,1739900.0
2019-01-02,1459700.0
2019-08-14,2011300.0
2018-10-30,1632700.0
2019-06-11,2142700.0
2019-05-10,1841300.0
2019-04-08,1609800.0
2018-08-27,1508900.0
2018-07-26,2205400.0
2018-09-28,2619000.0
2019-03-07,1469700.0
2019-10-30,1175100.0
2020-01-17,2891400.0
2020-06-23,1608500.0
2020-04-08,1522800.0
2020-06-26,1698100.0
2019-03-22,1733000.0
2019-01-17,2892500.0
2019-08-29,2155300.0
2018-11-14,2928600.0
2019-06-26,3104600.0
2018-09-11,6606700.0
2018-07-09,3436700.0
2018-08-10,2331900.0
2019-04-23,2332600.0
2019-09-30,2561400.0
2020-01-23,4233000.0
2019-11-08,2210600.0
2020-04-14,1066400.0
2019-11-11,1055100.0
2020-01-29,1229800.0
2020-04-17,1896700.0
2018-07-24,1592300.0
2018-09-26,1990100.0
2019-05-08,1577600.0
2019-03-05,1874700.0
2019-02-01,2500800.0
2018-12-31,2248500.0
2018-11-29,1626300.0
2019-08-12,1480400.0
2019-07-11,2069200.0
2019-09-13,2274400.0
2019-11-14,2213300.0
2020-04-20,2439600.0
2020-02-04,2536100.0
2020-04-23,2121200.0
2018-12-14,1600300.0
