Dates,ADBE
2018-06-20,253.5
2018-06-21,252.0
2018-06-25,248.11000061035156
2018-06-22,240.14999389648438
2018-06-26,240.6699981689453
2018-06-27,243.4600067138672
2018-06-28,236.58999633789062
2018-06-29,241.8800048828125
2018-07-02,241.0500030517578
2018-07-03,244.72000122070312
2018-07-05,243.0399932861328
2018-07-16,244.47999572753906
2018-09-18,249.89999389648438
2019-01-24,250.47000122070312
2019-09-05,246.64999389648438
2018-11-21,249.94000244140625
2020-01-13,254.63999938964844
2020-04-01,258.6300048828125
2020-06-19,252.67999267578125
2019-10-29,257.8599853515625
2020-01-16,258.0
2020-06-22,258.1700134277344
2018-10-03,257.6600036621094
2018-07-31,261.0400085449219
2019-03-12,258.3500061035156
2019-02-08,261.9200134277344
2019-01-07,262.04998779296875
2018-12-06,254.4199981689453
2019-08-19,244.92999267578125
2019-07-18,245.0
2019-05-15,245.6999969482422
2019-09-20,252.5800018310547
2019-11-01,252.74000549316406
2020-04-07,254.5
2020-06-25,252.9499969482422
2020-06-16,254.5500030517578
2019-11-04,252.0
2020-01-22,254.16000366210938
2019-11-07,254.3800048828125
2020-04-13,253.8000030517578
2019-07-01,252.7899932861328
2019-05-30,248.38999938964844
2018-08-15,246.0800018310547
2018-10-18,250.4499969482422
2019-03-27,250.58999633789062
2019-01-22,254.6199951171875
2018-12-21,258.3299865722656
2019-09-03,263.0
2018-11-19,263.70001220703125
2019-08-02,263.0
2020-01-28,266.7200012207031
2020-04-16,265.54998779296875
2019-11-13,263.6700134277344
2020-01-31,265.6099853515625
2018-12-04,256.95001220703125
2018-11-02,258.0
2019-07-16,264.2699890136719
2018-08-30,265.29998779296875
2018-10-01,267.8299865722656
2019-06-14,267.1300048828125
2019-05-13,269.0
2019-04-11,275.0
2019-02-06,267.6099853515625
2019-09-18,271.1400146484375
2020-02-03,266.4700012207031
2020-04-22,266.1499938964844
2019-11-19,260.0
2020-02-06,264.6000061035156
2019-11-22,268.55999755859375
2019-03-25,270.0
2019-02-21,269.75
2018-12-19,271.760009765625
2018-07-12,274.7099914550781
2018-09-14,273.25
2018-08-13,269.5
2018-10-16,263.9599914550781
2019-07-31,261.8399963378906
2019-05-28,254.16000366210938
2019-04-26,252.52000427246094
2020-04-28,236.41000366210938
2019-11-25,247.74000549316406
2020-02-12,248.33999633789062
2020-05-01,252.5
2020-05-04,261.2099914550781
2019-06-12,256.19000244140625
2019-04-09,252.72999572753906
2019-03-08,246.0
2019-02-04,246.19000244140625
2018-07-27,250.61000061035156
2018-08-28,242.1699981689453
2019-01-03,243.85000610351562
2019-08-15,250.6699981689453
2018-10-31,238.99000549316406
2019-09-16,245.41000366210938
2020-02-18,245.69000244140625
2020-05-07,246.57000732421875
2018-08-17,240.0
2019-12-04,240.47999572753906
2020-02-21,244.8000030517578
2018-12-17,253.30999755859375
2019-08-30,247.55999755859375
2018-11-15,244.13999938964844
2019-07-29,238.3800048828125
2019-06-27,242.16000366210938
2019-04-24,233.97999572753906
2018-07-10,239.52000427246094
2018-09-12,237.5
2019-02-19,209.41000366210938
2019-01-18,225.3300018310547
2020-02-24,222.7100067138672
2020-05-13,229.19000244140625
2019-12-10,230.77000427246094
2020-02-27,237.89999389648438
2019-12-13,246.36000061035156
2020-05-19,250.22999572753906
2019-03-06,260.7099914550781
2018-11-30,253.22000122070312
2019-08-13,240.0
2019-07-12,248.38999938964844
2019-06-10,237.4600067138672
2019-05-09,251.42999267578125
2018-07-25,249.99000549316406
2018-09-27,248.14999389648438
2018-10-29,240.75999450683594
2019-10-16,226.92999267578125
2019-12-16,222.52999877929688
2020-03-04,225.9199981689453
2020-05-22,223.0
2019-10-01,219.5500030517578
2019-12-19,206.89999389648438
2018-09-10,206.52999877929688
2019-05-24,219.99000549316406
2018-08-09,227.5800018310547
2019-04-22,225.55999755859375
2019-03-21,219.91000366210938
2019-01-16,220.8800048828125
2019-08-28,219.83999633789062
2018-11-13,229.9499969482422
2018-10-12,232.64999389648438
2019-06-25,234.00999450683594
2020-03-10,233.77000427246094
2020-05-28,235.7100067138672
2019-10-07,235.3300018310547
2020-03-13,237.89999389648438
2019-10-10,243.60000610351562
2020-03-16,240.1300048828125
2020-06-03,247.4499969482422
2018-11-28,245.1300048828125
2018-09-25,244.91000366210938
2018-07-23,245.6199951171875
2018-08-24,244.99000549316406
2019-07-10,241.0
2019-05-07,241.80999755859375
2019-04-05,240.16000366210938
2019-03-04,243.0
2019-01-31,247.82000732421875
2019-09-12,248.55999755859375
2019-12-31,256.739990234375
2020-03-19,255.05999755859375
2020-01-03,251.3300018310547
2020-06-09,251.38999938964844
2019-02-15,258.8900146484375
2019-01-14,260.1499938964844
2018-07-06,263.1300048828125
2018-08-07,259.3999938964844
2018-10-10,260.3399963378906
2018-12-13,258.9800109863281
2019-08-26,258.1300048828125
2019-07-25,257.29998779296875
2019-05-22,257.6099853515625
2019-03-19,261.5
2020-01-06,258.0
2020-03-25,259.7699890136719
2020-06-12,262.3999938964844
2019-10-22,265.75
2020-01-09,266.70001220703125
2020-06-15,259.0
2019-10-25,257.3999938964844
2020-03-31,255.77000427246094
2020-06-18,251.49000549316406
2019-04-03,255.97999572753906
2018-08-22,261.8599853515625
2018-10-25,265.5
2019-01-29,265.260009765625
2018-12-28,258.0299987792969
2018-11-26,257.1099853515625
2019-08-09,259.42999267578125
2019-07-08,260.5400085449219
2019-06-06,259.0
2019-09-10,263.4700012207031
2020-01-15,259.2099914550781
2020-04-03,265.04998779296875
2019-10-31,265.5299987792969
2020-04-06,263.5
2020-06-24,265.4700012207031
2018-11-09,269.8500061035156
2019-07-23,272.8900146484375
2019-06-21,273.7099914550781
2019-05-20,270.9800109863281
2019-04-18,269.44000244140625
2018-09-06,266.9599914550781
2018-10-08,267.1199951171875
2019-02-13,269.4700012207031
2018-12-11,271.95001220703125
2019-09-25,273.010009765625
2020-01-21,271.8599853515625
2020-04-09,273.07000732421875
2019-11-06,272.1700134277344
2020-01-24,270.0899963378906
2020-01-27,269.82000732421875
2020-04-15,272.5400085449219
2018-12-26,279.2200012207031
2019-08-07,278.3999938964844
2019-06-04,278.17999267578125
2018-09-21,286.4599914550781
2018-07-19,286.1000061035156
2018-08-20,291.0
2018-10-23,283.1400146484375
2019-05-03,282.55999755859375
2019-04-01,277.6000061035156
2019-02-28,278.82000732421875
2019-11-12,275.8299865722656
2020-01-30,274.1600036621094
2019-11-15,273.5799865722656
2020-04-21,270.57000732421875
2019-04-16,269.42999267578125
2019-03-15,269.82000732421875
2019-02-11,278.6300048828125
2019-01-10,281.67999267578125
2019-08-22,276.1000061035156
2018-11-07,278.2099914550781
2018-08-03,277.4200134277344
2018-09-04,278.2900085449219
2019-06-19,273.5400085449219
2019-09-23,276.489990234375
2019-11-18,275.2900085449219
2020-02-05,274.42999267578125
2020-04-24,271.2799987792969
2019-03-29,270.510009765625
2019-11-21,263.2699890136719
2020-04-27,272.7799987792969
2020-02-11,273.7200012207031
2020-04-30,275.8699951171875
2019-05-01,280.9800109863281
2019-02-26,283.9100036621094
2019-01-25,276.1300048828125
2018-12-24,278.5899963378906
2019-09-06,275.9100036621094
2018-07-17,274.6300048828125
2018-09-19,280.3699951171875
2019-08-05,287.0
2019-10-08,293.25
2019-12-11,301.4599914550781
2019-11-27,300.0
2020-02-14,299.2099914550781
2020-05-06,291.260009765625
2019-01-08,290.0400085449219
2018-12-07,294.5
2019-08-20,299.54998779296875
2018-11-05,301.19000244140625
2019-07-19,302.0
2018-10-04,304.010009765625
2019-06-17,302.760009765625
2019-05-16,300.55999755859375
2018-08-01,305.1000061035156
2019-03-13,307.3900146484375
2019-12-03,308.010009765625
2020-02-20,310.0
2019-12-06,308.0
2020-05-12,307.1300048828125
2019-12-09,307.2099914550781
2020-02-26,311.55999755859375
2020-05-15,308.3900146484375
2019-03-28,309.9100036621094
2018-09-17,305.80999755859375
2018-08-16,308.6600036621094
2018-10-19,309.9700012207031
2019-04-29,311.94000244140625
2019-01-23,305.07000732421875
2019-09-04,303.6099853515625
2018-11-20,299.1499938964844
2019-07-02,295.57000732421875
2019-05-31,285.0400085449219
2019-12-12,283.6300048828125
2020-05-18,282.239990234375
2019-09-27,292.75
2020-03-03,296.1400146484375
2020-05-21,293.1400146484375
2019-05-14,288.2300109863281
2018-08-31,287.6000061035156
2018-07-30,285.6400146484375
2018-10-02,285.5799865722656
2019-04-12,291.32000732421875
2019-03-11,287.9700012207031
2019-02-07,288.5400085449219
2019-07-17,292.57000732421875
2019-09-19,289.2300109863281
2019-10-21,284.8599853515625
2019-12-18,290.6600036621094
2020-03-06,286.54998779296875
2019-10-03,285.7099914550781
2020-03-09,287.4100036621094
2020-05-27,284.25
2019-12-24,286.0400085449219
2020-03-12,287.8299865722656
2018-12-20,288.20001220703125
2019-08-01,286.5199890136719
2018-08-14,277.5799865722656
2018-07-13,277.6600036621094
2018-10-17,281.0
2019-05-29,278.2200012207031
2019-03-26,276.6199951171875
2019-02-22,284.0400085449219
2019-10-04,275.3500061035156
2019-11-05,280.1700134277344
2019-12-27,281.6000061035156
2020-06-02,275.92999267578125
2019-12-30,279.5799865722656
2020-03-18,271.8999938964844
2020-06-05,278.4599914550781
2019-07-15,284.6300048828125
2018-12-03,277.5400085449219
2019-06-13,278.989990234375
2019-01-04,271.17999267578125
2018-08-29,266.9200134277344
2019-02-05,273.1099853515625
