Dates,ADBE
2018-06-20,251.24000549316406
2018-06-21,248.8300018310547
2018-06-25,243.6300048828125
2018-06-22,239.67999267578125
2018-06-26,242.25
2018-06-27,237.67999267578125
2018-06-28,239.80999755859375
2018-06-29,243.80999755859375
2018-07-02,243.25999450683594
2018-07-03,242.00999450683594
2018-07-05,244.17999267578125
2018-07-16,248.19000244140625
2018-09-18,249.77000427246094
2019-01-24,248.6300048828125
2019-09-05,248.1199951171875
2018-11-21,254.8699951171875
2020-01-13,258.5899963378906
2020-04-01,254.67999267578125
2020-06-19,258.30999755859375
2019-10-29,259.7799987792969
2020-01-16,257.67999267578125
2020-06-22,257.5400085449219
2018-10-03,259.4700012207031
2018-07-31,257.489990234375
2019-03-12,263.1700134277344
2019-02-08,261.92999267578125
2019-01-07,254.80999755859375
2018-12-06,242.32000732421875
2019-08-19,244.67999267578125
2019-07-18,248.00999450683594
2019-05-15,252.22000122070312
2019-09-20,253.27999877929688
2019-11-01,254.11000061035156
2020-04-07,253.38999938964844
2020-06-25,253.8300018310547
2020-06-16,253.8000030517578
2019-11-04,253.6999969482422
2020-01-22,253.5399932861328
2019-11-07,256.04998779296875
2020-04-13,250.52000427246094
2019-07-01,248.88999938964844
2019-05-30,245.6999969482422
2018-08-15,249.75999450683594
2018-10-18,251.5
2019-03-27,255.5399932861328
2019-01-22,257.0
2018-12-21,261.510009765625
2019-09-03,262.3999938964844
2018-11-19,263.0400085449219
2019-08-02,268.3599853515625
2020-01-28,266.42999267578125
2020-04-16,263.510009765625
2019-11-13,266.67999267578125
2020-01-31,256.1400146484375
2018-12-04,259.75
2018-11-02,260.8699951171875
2019-07-16,265.3699951171875
2018-08-30,267.0
2018-10-01,267.7900085449219
2019-06-14,268.5199890136719
2019-05-13,274.69000244140625
2019-04-11,268.25
2019-02-06,270.7900085449219
2019-09-18,264.8800048828125
2020-02-03,266.3399963378906
2020-04-22,260.8800048828125
2019-11-19,264.0899963378906
2020-02-06,267.8399963378906
2019-11-22,268.4700012207031
2019-03-25,269.9100036621094
2019-02-21,269.95001220703125
2018-12-19,275.489990234375
2018-07-12,272.0
2018-09-14,270.510009765625
2018-08-13,263.7099914550781
2018-10-16,263.2200012207031
2019-07-31,254.69000244140625
2019-05-28,254.16000366210938
2019-04-26,237.91000366210938
2020-04-28,238.58999633789062
2019-11-25,248.8699951171875
2020-02-12,238.00999450683594
2020-05-01,260.6700134277344
2020-05-04,258.9100036621094
2019-06-12,250.35000610351562
2019-04-09,245.02999877929688
2019-03-08,251.05999755859375
2019-02-04,251.75999450683594
2018-07-27,238.44000244140625
2018-08-28,252.9199981689453
2019-01-03,245.8000030517578
2019-08-15,239.75
2018-10-31,238.41000366210938
2019-09-16,245.75999450683594
2020-02-18,245.27999877929688
2020-05-07,239.63999938964844
2018-08-17,239.88999938964844
2019-12-04,240.55999755859375
2020-02-21,253.42999267578125
2018-12-17,249.9600067138672
2019-08-30,244.83999633789062
2018-11-15,236.6699981689453
2019-07-29,238.74000549316406
2019-06-27,235.22000122070312
2019-04-24,239.9499969482422
2018-07-10,238.88999938964844
2018-09-12,219.69000244140625
2019-02-19,219.72999572753906
2019-01-18,225.97999572753906
2020-02-24,225.55999755859375
2020-05-13,231.9600067138672
2019-12-10,232.25
2020-02-27,249.2100067138672
2019-12-13,249.08999633789062
2020-05-19,250.88999938964844
2019-03-06,255.25999450683594
2018-11-30,245.82000732421875
2019-08-13,250.6300048828125
2019-07-12,238.0
2019-06-10,244.08999633789062
2019-05-09,245.33999633789062
2018-07-25,245.5500030517578
2018-09-27,248.0800018310547
2018-10-29,230.0
2019-10-16,221.3800048828125
2019-12-16,226.17999267578125
2020-03-04,224.64999389648438
2020-05-22,218.64999389648438
2019-10-01,208.8000030517578
2019-12-19,205.16000366210938
2018-09-10,222.9499969482422
2019-05-24,225.13999938964844
2018-08-09,223.1300048828125
2019-04-22,226.24000549316406
2019-03-21,224.57000732421875
2019-01-16,215.6999969482422
2019-08-28,226.19000244140625
2018-11-13,229.25999450683594
2018-10-12,232.67999267578125
2019-06-25,235.42999267578125
2020-03-10,237.77000427246094
2020-05-28,237.5500030517578
2019-10-07,234.55999755859375
2020-03-13,242.36000061035156
2019-10-10,241.9499969482422
2020-03-16,244.39999389648438
2020-06-03,247.50999450683594
2018-11-28,243.85000610351562
2018-09-25,245.13999938964844
2018-07-23,242.55999755859375
2018-08-24,244.9499969482422
2019-07-10,241.85000610351562
2019-05-07,238.27000427246094
2019-04-05,242.6699981689453
2019-03-04,247.82000732421875
2019-01-31,247.3800048828125
2019-09-12,254.74000549316406
2019-12-31,254.82000732421875
2020-03-19,254.35000610351562
2020-01-03,253.74000549316406
2020-06-09,257.0
2019-02-15,258.3900146484375
2019-01-14,261.3699951171875
2018-07-06,260.2300109863281
2018-08-07,260.1400146484375
2018-10-10,259.45001220703125
2018-12-13,257.80999755859375
2019-08-26,258.1000061035156
2019-07-25,257.760009765625
2019-05-22,258.8999938964844
2019-03-19,258.6199951171875
2020-01-06,261.2200012207031
2020-03-25,262.8999938964844
2020-06-12,262.5
2019-10-22,264.010009765625
2020-01-09,258.1600036621094
2020-06-15,257.3800048828125
2019-10-25,256.3999938964844
2020-03-31,255.4600067138672
2020-06-18,254.74000549316406
2019-04-03,260.9599914550781
2018-08-22,263.510009765625
2018-10-25,264.3800048828125
2019-01-29,267.69000244140625
2018-12-28,257.0899963378906
2018-11-26,257.760009765625
2019-08-09,260.4200134277344
2019-07-08,259.739990234375
2019-06-06,264.17999267578125
2019-09-10,259.69000244140625
2020-01-15,262.2699890136719
2020-04-03,265.5899963378906
2019-10-31,262.3399963378906
2020-04-06,263.5299987792969
2020-06-24,266.489990234375
2018-11-09,272.1700134277344
2019-07-23,271.3500061035156
2019-06-21,271.5
2019-05-20,267.8900146484375
2019-04-18,267.45001220703125
2018-09-06,268.80999755859375
2018-10-08,268.989990234375
2019-02-13,271.5799865722656
2018-12-11,271.8999938964844
2019-09-25,271.8599853515625
2020-01-21,272.2200012207031
2020-04-09,271.42999267578125
2019-11-06,269.45001220703125
2020-01-24,270.57000732421875
2020-01-27,272.2099914550781
2020-04-15,278.489990234375
2018-12-26,275.45001220703125
2019-08-07,277.6600036621094
2019-06-04,281.9599914550781
2018-09-21,286.1400146484375
2018-07-19,289.25
2018-08-20,283.3500061035156
2018-10-23,279.6400146484375
2019-05-03,285.5799865722656
2019-04-01,283.6600036621094
2019-02-28,277.07000732421875
2019-11-12,276.7699890136719
2020-01-30,275.7900085449219
2019-11-15,278.4800109863281
2020-04-21,267.70001220703125
2019-04-16,271.8599853515625
2019-03-15,276.82000732421875
2019-02-11,283.54998779296875
2019-01-10,279.8500061035156
2019-08-22,275.45001220703125
2018-11-07,278.07000732421875
2018-08-03,281.82000732421875
2018-09-04,274.25
2019-06-19,274.7699890136719
2019-09-23,278.25
2019-11-18,273.3800048828125
2020-02-05,274.510009765625
2020-04-24,270.8999938964844
2019-03-29,259.0299987792969
2019-11-21,268.7099914550781
2020-04-27,272.8599853515625
2020-02-11,274.79998779296875
2020-04-30,278.1600036621094
2019-05-01,280.3399963378906
2019-02-26,275.989990234375
2019-01-25,276.8399963378906
2018-12-24,276.29998779296875
2019-09-06,274.2799987792969
2018-07-17,275.6000061035156
2018-09-19,276.7799987792969
2019-08-05,291.2099914550781
2019-10-08,302.1099853515625
2019-12-11,299.3299865722656
2019-11-27,299.8699951171875
2020-02-14,287.9700012207031
2020-05-06,288.7200012207031
2019-01-08,293.2300109863281
2018-12-07,294.6499938964844
2019-08-20,300.9700012207031
2018-11-05,301.3900146484375
2019-07-19,305.70001220703125
2018-10-04,303.9800109863281
2019-06-17,302.9200134277344
2019-05-16,304.20001220703125
2018-08-01,306.9800109863281
2019-03-13,307.6000061035156
2019-12-03,309.4200134277344
2020-02-20,308.760009765625
2019-12-06,305.70001220703125
2020-05-12,309.3900146484375
2019-12-09,310.0799865722656
2020-02-26,306.8699951171875
2020-05-15,308.54998779296875
2019-03-28,307.8800048828125
2018-09-17,310.2699890136719
2018-08-16,308.7300109863281
2018-10-19,311.2699890136719
2019-04-29,307.2200012207031
2019-01-23,303.6400146484375
2019-09-04,298.8599853515625
2018-11-20,298.44000244140625
2019-07-02,293.7099914550781
2019-05-31,280.3599853515625
2019-12-12,286.2099914550781
2020-05-18,289.0199890136719
2019-09-27,297.7799987792969
2020-03-03,294.8299865722656
2020-05-21,288.6499938964844
2019-05-14,293.1700134277344
2018-08-31,283.6600036621094
2018-07-30,282.7099914550781
2018-10-02,287.45001220703125
2019-04-12,287.9700012207031
2019-03-11,285.7099914550781
2019-02-07,291.5299987792969
2019-07-17,287.69000244140625
2019-09-19,282.44000244140625
2019-10-21,288.739990234375
2019-12-18,289.45001220703125
2020-03-06,282.1300048828125
2019-10-03,286.6300048828125
2020-03-09,284.510009765625
2020-05-27,282.45001220703125
2019-12-24,284.6000061035156
2020-03-12,287.75
2018-12-20,284.94000244140625
2019-08-01,279.29998779296875
2018-08-14,276.1400146484375
2018-07-13,277.7799987792969
2018-10-17,278.0199890136719
2019-05-29,278.3500061035156
2019-03-26,282.92999267578125
2019-02-22,284.69000244140625
2019-10-04,279.7200012207031
2019-11-05,281.260009765625
2019-12-27,277.9100036621094
2020-06-02,277.44000244140625
2019-12-30,272.4700012207031
2020-03-18,277.42999267578125
2020-06-05,283.80999755859375
2019-07-15,277.5400085449219
2018-12-03,276.25
2019-06-13,272.7099914550781
2019-01-04,266.6600036621094
2018-08-29,272.3999938964844
2019-02-05,276.9599914550781
2018-11-01,276.8999938964844
2019-08-16,270.8299865722656
2019-04-10,274.2699890136719
2019-09-17,274.9800109863281
2019-10-15,278.2900085449219
2020-01-02,277.7799987792969
2020-06-08,279.3900146484375
2019-10-18,272.70001220703125
2020-03-24,269.239990234375
2020-06-11,265.5199890136719
2020-01-08,266.8399963378906
2019-04-25,261.0899963378906
2019-07-30,261.32000732421875
2019-02-20,269.70001220703125
2018-07-11,270.9800109863281
2018-09-13,271.3500061035156
2018-10-15,271.45001220703125
2019-06-28,278.4100036621094
2018-12-18,277.92999267578125
2018-11-16,277.82000732421875
2019-10-02,277.5
2020-03-27,289.2900085449219
2020-01-10,287.3999938964844
2019-10-24,290.7699890136719
2020-03-30,292.4599914550781
2020-06-17,290.2699890136719
2020-01-14,291.7200012207031
2020-04-02,293.5400085449219
2019-01-02,294.5299987792969
2019-08-14,297.5
2018-10-30,297.1600036621094
2019-06-11,300.6000061035156
2019-05-10,300.1000061035156
2019-04-08,298.79998779296875
2018-08-27,299.29998779296875
2018-07-26,305.2799987792969
2018-09-28,307.8999938964844
2019-03-07,309.05999755859375
2019-10-30,309.5299987792969
2020-01-17,302.75
2020-06-23,303.9100036621094
2020-04-08,302.510009765625
2020-06-26,303.0299987792969
2019-03-22,306.2300109863281
2019-01-17,307.04998779296875
2019-08-29,304.1700134277344
2018-11-14,303.739990234375
2019-06-26,305.9599914550781
2018-09-11,317.94000244140625
2018-07-09,323.79998779296875
2018-08-10,322.8500061035156
2019-04-23,324.3800048828125
2019-09-30,327.6300048828125
2020-01-23,327.6099853515625
2019-11-08,328.95001220703125
2020-04-14,329.6400146484375
2019-11-11,331.20001220703125
2020-01-29,330.7900085449219
2020-04-17,328.3399963378906
2018-07-24,329.80999755859375
2018-09-26,334.42999267578125
2019-05-08,331.80999755859375
2019-03-05,333.7099914550781
2019-02-01,333.3900146484375
2018-12-31,337.8699951171875
2018-11-29,340.45001220703125
2019-08-12,339.80999755859375
2019-07-11,345.6300048828125
2019-09-13,344.6300048828125
2019-11-14,342.94000244140625
2020-04-20,345.3800048828125
2020-02-04,349.739990234375
2020-04-23,350.0
2018-12-14,350.05999755859375
2019-08-27,351.760009765625
2018-08-08,351.3699951171875
2018-10-11,346.8999938964844
2018-11-12,354.6300048828125
2019-07-26,351.6600036621094
2019-06-24,356.739990234375
2019-05-23,351.1400146484375
2019-03-20,358.0
2019-01-15,366.739990234375
2019-11-20,365.54998779296875
2020-02-07,367.4599914550781
2020-02-10,366.0899963378906
2020-04-29,370.0
2019-11-26,369.2799987792969
2020-02-13,374.2900085449219
2019-01-30,374.8399963378906
2018-08-23,379.6700134277344
2018-09-24,378.8500061035156
2018-11-27,383.2799987792969
2018-10-26,378.9599914550781
2019-07-09,372.95001220703125
2019-06-07,357.4100036621094
2019-05-06,347.79998779296875
2019-04-04,351.3399963378906
2019-09-11,337.5199890136719
2019-11-29,345.1199951171875
2020-05-05,360.2799987792969
2019-12-02,348.3399963378906
2020-02-19,363.8500061035156
2020-05-08,351.0299987792969
2019-05-21,336.7699890136719
2019-03-18,305.7900085449219
2018-09-07,332.3800048828125
2018-08-06,315.2300109863281
2018-10-09,285.0
2019-02-14,335.5
2018-12-12,286.0299987792969
2019-07-24,311.80999755859375
2019-09-26,294.6099853515625
2019-10-28,307.510009765625
2019-12-05,295.3399963378906
2020-05-11,307.2699890136719
2019-07-03,310.0
2020-02-25,305.9100036621094
2020-05-14,322.6700134277344
2020-02-28,305.8299865722656
2019-08-08,318.3900146484375
2019-06-05,318.239990234375
2018-07-20,301.2099914550781
2018-08-21,303.9599914550781
2018-10-24,293.6099853515625
2019-04-02,319.1300048828125
2019-03-01,308.92999267578125
2019-01-28,317.17999267578125
2018-12-27,318.70001220703125
2019-09-09,320.6499938964844
2020-03-02,340.7699890136719
2020-05-20,332.54998779296875
2019-12-17,342.70001220703125
2020-03-05,344.1099853515625
2019-02-12,344.8800048828125
2019-01-11,328.989990234375
2018-12-10,336.7699890136719
2019-08-23,335.3699951171875
2018-11-08,344.1000061035156
2019-07-22,348.5
2019-06-20,333.45001220703125
2018-09-05,349.1700134277344
2019-04-17,353.6400146484375
2019-09-24,343.8399963378906
2019-12-20,349.1099853515625
2020-05-26,356.1300048828125
2019-04-30,362.5199890136719
2019-12-23,366.7799987792969
2020-03-11,367.510009765625
2020-05-29,371.4200134277344
2019-12-26,365.1000061035156
2020-06-01,358.55999755859375
2019-05-02,355.3900146484375
2019-02-27,365.29998779296875
2018-11-23,367.9700012207031
2019-08-06,372.20001220703125
2018-07-18,383.6300048828125
2018-09-20,382.1700134277344
2018-10-22,385.260009765625
2019-07-05,376.6300048828125
2019-06-03,375.1700134277344
2019-10-09,379.8299865722656
2019-10-11,386.6000061035156
2020-03-17,389.67999267578125
2020-06-04,390.44000244140625
2019-10-14,389.9200134277344
2020-03-20,385.79998779296875
2018-11-06,392.8999938964844
2019-06-18,397.7799987792969
2019-05-17,397.1600036621094
2019-04-15,406.82000732421875
2019-03-14,387.6700134277344
2019-01-09,406.5400085449219
2018-08-02,401.3399963378906
2018-10-05,411.6700134277344
2019-08-21,413.489990234375
2019-10-17,420.4599914550781
2020-03-23,428.010009765625
2020-06-10,438.6400146484375
2019-02-25,440.54998779296875
2020-01-07,431.67999267578125
2020-03-26,436.95001220703125
2019-10-23,426.9200134277344
