Dates,ADBE
2018-06-20,254.8000030517578
2018-06-21,252.72000122070312
2018-06-25,248.8000030517578
2018-06-22,241.9600067138672
2018-06-26,244.22999572753906
2018-06-27,244.97999572753906
2018-06-28,241.82000732421875
2018-06-29,245.49000549316406
2018-07-02,243.3300018310547
2018-07-03,245.94000244140625
2018-07-05,244.6199951171875
2018-07-16,248.72000122070312
2018-09-18,250.66000366210938
2019-01-24,250.85000610351562
2019-09-05,249.74000549316406
2018-11-21,255.0500030517578
2020-01-13,259.510009765625
2020-04-01,259.0400085449219
2020-06-19,258.67999267578125
2019-10-29,260.94000244140625
2020-01-16,259.6000061035156
2020-06-22,259.45001220703125
2018-10-03,260.1400146484375
2018-07-31,262.7300109863281
2019-03-12,263.5
2019-02-08,263.8299865722656
2019-01-07,262.8599853515625
2018-12-06,254.75999450683594
2019-08-19,246.8000030517578
2019-07-18,248.75999450683594
2019-05-15,252.57000732421875
2019-09-20,254.38999938964844
2019-11-01,254.8800048828125
2020-04-07,255.16000366210938
2020-06-25,254.57000732421875
2020-06-16,255.75
2019-11-04,254.97000122070312
2020-01-22,256.6000061035156
2019-11-07,256.25
2020-04-13,255.8300018310547
2019-07-01,253.3000030517578
2019-05-30,249.22000122070312
2018-08-15,250.3699951171875
2018-10-18,253.3300018310547
2019-03-27,256.1600036621094
2019-01-22,258.3299865722656
2018-12-21,263.3900146484375
2019-09-03,263.70001220703125
2018-11-19,263.70001220703125
2019-08-02,269.9599914550781
2020-01-28,269.04998779296875
2020-04-16,266.8299865722656
2019-11-13,266.92999267578125
2020-01-31,266.1600036621094
2018-12-04,260.2699890136719
2018-11-02,263.6700134277344
2019-07-16,265.92999267578125
2018-08-30,268.6000061035156
2018-10-01,270.94000244140625
2019-06-14,270.0
2019-05-13,277.6099853515625
2019-04-11,275.7799987792969
2019-02-06,273.7799987792969
2019-09-18,271.95001220703125
2020-02-03,269.5400085449219
2020-04-22,267.5
2019-11-19,264.4599914550781
2020-02-06,268.42999267578125
2019-11-22,270.67999267578125
2019-03-25,272.4200134277344
2019-02-21,272.260009765625
2018-12-19,276.6300048828125
2018-07-12,277.0299987792969
2018-09-14,274.1700134277344
2018-08-13,271.07000732421875
2018-10-16,266.1000061035156
2019-07-31,263.4599914550781
2019-05-28,258.7200012207031
2019-04-26,253.3800048828125
2020-04-28,245.72000122070312
2019-11-25,249.91000366210938
2020-02-12,248.3699951171875
2020-05-01,261.7300109863281
2020-05-04,261.8900146484375
2019-06-12,257.2099914550781
2019-04-09,252.88999938964844
2019-03-08,251.63999938964844
2019-02-04,254.91000366210938
2018-07-27,254.60000610351562
2018-08-28,253.58999633789062
2019-01-03,252.17999267578125
2019-08-15,254.52999877929688
2018-10-31,242.5
2019-09-16,249.60000610351562
2020-02-18,247.5500030517578
2020-05-07,247.47000122070312
2018-08-17,241.0
2019-12-04,244.63999938964844
2020-02-21,253.9600067138672
2018-12-17,254.1300048828125
2019-08-30,248.2899932861328
2018-11-15,244.8000030517578
2019-07-29,243.0
2019-06-27,242.91000366210938
2019-04-24,241.42999267578125
2018-07-10,240.13999938964844
2018-09-12,238.64999389648438
2019-02-19,222.83999633789062
2019-01-18,228.99000549316406
2020-02-24,227.74000549316406
2020-05-13,233.3000030517578
2019-12-10,232.77999877929688
2020-02-27,250.41000366210938
2019-12-13,252.25
2020-05-19,251.57000732421875
2019-03-06,260.7200012207031
2018-11-30,254.7100067138672
2019-08-13,250.67999267578125
2019-07-12,249.25999450683594
2019-06-10,245.39999389648438
2019-05-09,251.75
2018-07-25,251.55999755859375
2018-09-27,251.60000610351562
2018-10-29,240.9199981689453
2019-10-16,230.6300048828125
2019-12-16,228.1300048828125
2020-03-04,231.02000427246094
2020-05-22,224.85000610351562
2019-10-01,222.25999450683594
2019-12-19,212.5800018310547
2018-09-10,222.9600067138672
2019-05-24,225.1699981689453
2018-08-09,228.11000061035156
2019-04-22,227.3300018310547
2019-03-21,226.1699981689453
2019-01-16,223.6300048828125
2019-08-28,227.64999389648438
2018-11-13,232.60000610351562
2018-10-12,233.77000427246094
2019-06-25,238.58999633789062
2020-03-10,238.0399932861328
2020-05-28,239.32000732421875
2019-10-07,236.25999450683594
2020-03-13,243.92999267578125
2019-10-10,244.0
2020-03-16,245.0399932861328
2020-06-03,250.67999267578125
2018-11-28,245.61000061035156
2018-09-25,248.16000366210938
2018-07-23,245.97999572753906
2018-08-24,247.10000610351562
2019-07-10,243.22000122070312
2019-05-07,242.8699951171875
2019-04-05,243.0
2019-03-04,249.0
2019-01-31,251.0399932861328
2019-09-12,256.989990234375
2019-12-31,258.55999755859375
2020-03-19,255.92999267578125
2020-01-03,254.30999755859375
2020-06-09,257.04998779296875
2019-02-15,259.8999938964844
2019-01-14,262.25
2018-07-06,263.3599853515625
2018-08-07,261.7099914550781
2018-10-10,260.9700012207031
2018-12-13,260.05999755859375
2019-08-26,260.989990234375
2019-07-25,259.3500061035156
2019-05-22,260.239990234375
2019-03-19,262.9800109863281
2020-01-06,262.5799865722656
2020-03-25,263.0799865722656
2020-06-12,266.239990234375
2019-10-22,266.239990234375
2020-01-09,267.0
2020-06-15,259.8699951171875
2019-10-25,259.489990234375
2020-03-31,257.489990234375
2020-06-18,255.02000427246094
2019-04-03,261.4599914550781
2018-08-22,264.75
2018-10-25,269.79998779296875
2019-01-29,268.0
2018-12-28,260.0
2018-11-26,259.9599914550781
2019-08-09,260.6400146484375
2019-07-08,262.29998779296875
2019-06-06,264.3399963378906
2019-09-10,264.6400146484375
2020-01-15,263.1199951171875
2020-04-03,267.739990234375
2019-10-31,265.9700012207031
2020-04-06,265.1700134277344
2020-06-24,266.75
2018-11-09,272.3900146484375
2019-07-23,273.0
2019-06-21,274.17999267578125
2019-05-20,271.4700012207031
2019-04-18,269.94000244140625
2018-09-06,269.0899963378906
2018-10-08,269.989990234375
2019-02-13,272.1600036621094
