Dates,BA,AAPL
2019-01-02,,
2019-01-03,-0.012995900027828022,-0.08265662183390943
2019-01-07,0.027209646815382627,0.019420819430055136
2019-01-04,0.00685056626255931,0.0018848789871739324
2019-01-08,0.03193322289948819,0.020090072272915593
2019-01-09,0.017435933207417653,0.01785002848333961
2019-01-10,0.01805872348280091,-0.0036238760306570583
2019-01-11,0.0025178491181312435,-0.0017536160961245661
2019-01-14,-0.0043740485863013046,-0.01580997217976221
2019-01-15,0.0014455649475757504,0.014014643070737742
2019-01-16,0.004754875582914986,0.01623316711045053
2019-01-18,0.024873201612015894,0.011419032098664905
2019-01-22,0.009592449442756168,0.0013954155498729914
2019-01-24,-0.008493942761014894,-0.007284070938096576
2019-01-28,-0.005491488009240042,-0.010144811977502277
2019-01-30,0.00270563345036523,-0.004254245614966901
2019-02-01,0.010353020104225896,0.023627713983829013
2019-02-20,-0.01027412925434279,-0.011383058219037956
2019-02-27,0.01269373896829129,0.011514124164746509
2019-02-19,0.06577302333377455,0.05071769282253147
2019-02-15,-0.0076026506545081585,0.017153212207105195
2019-02-11,0.009794590231738676,-0.00011836847610025014
2019-02-26,0.010870722158730306,0.01585991242946605
2019-02-05,0.03445234448194201,0.01992309271807513
2019-02-07,0.007620218826080327,0.0027987519307710595
2019-02-22,-0.008529039184428266,-0.009284073673258009
2019-01-17,-0.013135164050851245,-0.018857069870409915
2019-01-23,0.01202586729540589,0.003222799952862898
2019-01-29,0.003367261859861914,-0.001226603035055951
2019-01-25,0.003672113511351771,0.00865494577508219
2019-01-31,-0.0012114750884889558,-0.007073291111569402
2019-02-04,0.014142900769010147,0.0025692073777843216
2019-02-06,-0.0002630913880494745,-0.001514237108078187
2019-02-08,0.009331468329670356,0.010965963929305378
2019-02-12,0.0013512405868745248,-0.005481261059804399
2019-02-14,0.004876772663370943,0.003654956782844776
2019-03-01,0.012839569796117445,0.01658956715137294
2019-02-25,-0.002139964177055087,-0.0032409852803479966
2019-02-21,0.01708621578616687,-0.0017113693470344193
2019-02-13,0.011665544455138566,-0.0005142647879464723
2019-02-28,0.010398251547881099,0.001372078379453967
