Dates,BA,AAPL
2019-01-02,,
2019-01-03,0.010436724018749732,-0.07043710830331706
2019-01-07,-0.008763929633334389,0.003819996305588269
2019-01-04,0.04367042364977869,0.028852128998583026
2019-01-08,0.010861661797229916,0.005783460847352373
2019-01-09,0.026488301731549146,0.011567235596278369
2019-01-10,0.01035111499590724,0.007997929589293573
2019-01-11,0.005916099781230866,0.00249183529713104
2019-01-14,-0.0010327787298712865,-0.013278379869577694
2019-01-15,0.010913232796526673,-0.0038448910015733695
2019-01-16,0.0014204545454545858,0.018699657141812764
2019-01-18,-0.00496453900709215,0.007316403865892163
2019-01-22,0.03743408377138269,0.02140079842456455
2019-01-24,-0.0028031755456815466,-0.0069206116691468145
2019-01-28,-0.0026180392652904727,-0.014449266112845804
2019-01-30,-0.008289353622843998,-0.00025944396831878436
2019-02-01,0.009974607939978064,0.00888972235261587
2019-02-20,-0.005075992130709417,0.001993809924827783
2019-02-27,0.006710144097296089,0.002952735950263019
2019-02-19,0.06701183265336241,0.04479999999999995
2019-02-15,-0.0006194895151163671,0.017519146158355703
2019-02-11,-0.00271210429955282,0.00511712780923701
2019-02-26,0.00740725694140365,0.002695237962067054
2019-02-05,0.030285108729022125,0.032554786625786925
2019-02-07,0.026849681261696734,0.010355161864008533
2019-02-22,-0.008699708402920114,-0.01288290912471246
2019-01-17,-0.019439592131397676,-0.019779515800724456
2019-01-23,0.020250015258789,0.012190055575074021
2019-01-29,-0.0026954327053761995,-0.005553913658538412
2019-01-25,0.013562626569218361,0.007583734508203266
2019-01-31,-0.008702599712741788,-0.009802162796919367
2019-02-04,0.008681237312327728,0.009074263303337604
2019-02-06,0.007321540276461924,-0.00899266152486311
2019-02-08,0.0039470869998494695,0.008720733421655913
2019-02-12,0.01064384083979597,0.0035632957629072592
2019-02-14,-0.0044593539188609865,-0.0012805658719158286
2019-03-01,0.01856082392368652,0.015036728077407746
2019-02-25,-0.0034854388837457506,-0.0025838133829810817
2019-02-21,0.0027465103937427404,-0.002878360374618971
2019-02-13,0.026991592145658494,0.006408409256546177
2019-02-28,0.016662861534510354,-0.00022951206540200442
