Dates,CPRT
2019-09-06,1394400.0
2018-07-17,1230500.0
2018-09-19,1494900.0
2019-08-05,1266600.0
2019-10-08,1988700.0
2019-12-11,3014000.0
2019-11-27,1436000.0
2020-02-14,1898900.0
2020-05-06,1132900.0
2019-01-08,692400.0
2018-12-07,2436900.0
2019-08-20,1468400.0
2018-11-05,1378200.0
2019-07-19,517400.0
2018-10-04,657600.0
2019-06-17,1022400.0
2019-05-16,910700.0
2018-08-01,823200.0
2019-03-13,833900.0
2019-12-03,747800.0
2020-02-20,734700.0
2019-12-06,625700.0
2020-05-12,952200.0
2019-12-09,964200.0
2020-02-26,1106300.0
2020-05-15,772200.0
2019-03-28,931800.0
2018-09-17,911400.0
2018-08-16,1040600.0
2018-10-19,1109600.0
2019-04-29,1500200.0
2019-01-23,1036200.0
2019-09-04,1664900.0
2018-11-20,1709400.0
2019-07-02,1457000.0
2019-05-31,1604600.0
2019-12-12,1642300.0
2020-05-18,1228300.0
2019-09-27,1811600.0
2020-03-03,1136400.0
2020-05-21,1114900.0
2019-05-14,1546200.0
2018-08-31,868500.0
2018-07-30,1123600.0
2018-10-02,865700.0
2019-04-12,997600.0
2019-03-11,701300.0
2019-02-07,742000.0
2019-07-17,871600.0
2019-09-19,1060400.0
2019-10-21,1301700.0
2019-12-18,1163700.0
2020-03-06,1157300.0
2019-10-03,883600.0
2020-03-09,1413100.0
2020-05-27,2271800.0
2019-12-24,1308700.0
2020-03-12,3691400.0
2018-12-20,2065900.0
2019-08-01,2350400.0
2018-08-14,1532300.0
2018-07-13,1530800.0
2018-10-17,1584400.0
2019-05-29,1722300.0
2019-03-26,1630500.0
2019-02-22,1243700.0
2019-10-04,956700.0
2019-11-05,1117200.0
2019-12-27,1619500.0
2020-06-02,1667600.0
2019-12-30,2026900.0
2020-03-18,1051000.0
2020-06-05,1028000.0
2019-07-15,932800.0
2018-12-03,1048000.0
2019-06-13,1945800.0
2019-01-04,1888200.0
2018-08-29,4081000.0
2019-02-05,1494500.0
2018-11-01,857300.0
2019-08-16,1216000.0
2019-04-10,1651000.0
2019-09-17,1033000.0
2019-10-15,1008300.0
2020-01-02,643500.0
2020-06-08,933800.0
2019-10-18,935900.0
2020-03-24,1065900.0
2020-06-11,2173600.0
2020-01-08,4265900.0
2019-04-25,1333500.0
2019-07-30,1077600.0
2019-02-20,1586900.0
2018-07-11,1292800.0
2018-09-13,738700.0
2018-10-15,1063800.0
2019-06-28,895200.0
2018-12-18,1291100.0
2018-11-16,1542700.0
2019-10-02,1331700.0
2020-03-27,915300.0
2020-01-10,1245800.0
2019-10-24,1468900.0
2020-03-30,1541300.0
2020-06-17,1053900.0
2020-01-14,1263400.0
2020-04-02,1449000.0
2019-01-02,1484700.0
2019-08-14,1767700.0
2018-10-30,1775800.0
2019-06-11,1779000.0
2019-05-10,3474100.0
2019-04-08,4988300.0
2018-08-27,2531300.0
2018-07-26,2846600.0
2018-09-28,2199500.0
2019-03-07,1494500.0
2019-10-30,1071500.0
2020-01-17,1878100.0
2020-06-23,1390700.0
2020-04-08,2136400.0
2020-06-26,1986400.0
2019-03-22,1232600.0
2019-01-17,2091500.0
2019-08-29,1414000.0
2018-11-14,1185300.0
2019-06-26,1761300.0
2018-09-11,1108400.0
2018-07-09,2938900.0
2018-08-10,2285100.0
2019-04-23,1809500.0
2019-09-30,2055000.0
2020-01-23,9369100.0
2019-11-08,1640100.0
2020-04-14,545700.0
2019-11-11,781800.0
2020-01-29,883000.0
2020-04-17,1204500.0
2018-07-24,1171900.0
2018-09-26,2716500.0
2019-05-08,1255800.0
2019-03-05,1862800.0
2019-02-01,1797100.0
2018-12-31,1167800.0
2018-11-29,1334700.0
2019-08-12,1283600.0
2019-07-11,1272900.0
2019-09-13,1309900.0
2019-11-14,1212700.0
2020-04-20,926100.0
2020-02-04,2624000.0
2020-04-23,1467600.0
2018-12-14,1454800.0
2019-08-27,844300.0
2018-08-08,798000.0
2018-10-11,1016700.0
2018-11-12,1345300.0
2019-07-26,873000.0
2019-06-24,886900.0
2019-05-23,1378000.0
2019-03-20,1342500.0
2019-01-15,1068700.0
2019-11-20,1006000.0
2020-02-07,944900.0
2020-02-10,980200.0
2020-04-29,2045300.0
2019-11-26,912400.0
2020-02-13,1716800.0
2019-01-30,1060100.0
2018-08-23,1674900.0
2018-09-24,2062400.0
2018-11-27,1656600.0
2018-10-26,7186200.0
2019-07-09,3140200.0
2019-06-07,3273400.0
2019-05-06,2653600.0
2019-04-04,2339700.0
2019-09-11,2799800.0
2019-11-29,4053400.0
2020-05-05,3094300.0
2019-12-02,3091500.0
2020-02-19,2145300.0
2020-05-08,2212300.0
2019-05-21,2811700.0
2019-03-18,3620900.0
2018-09-07,3591600.0
2018-08-06,2481200.0
2018-10-09,4267500.0
2019-02-14,3971900.0
2018-12-12,3650700.0
2019-07-24,3226000.0
2019-09-26,3379700.0
2019-10-28,3349800.0
2019-12-05,4247600.0
2020-05-11,3512700.0
2019-07-03,2783900.0
2020-02-25,3400400.0
2020-05-14,2701700.0
2020-02-28,2121900.0
2019-08-08,1542300.0
2019-06-05,2435000.0
2018-07-20,2475300.0
2018-08-21,2315400.0
2018-10-24,2161100.0
2019-04-02,2715100.0
2019-03-01,3346700.0
2019-01-28,1573400.0
2018-12-27,1955300.0
2019-09-09,1975600.0
2020-03-02,2630200.0
2020-05-20,1656600.0
2019-12-17,3065600.0
2020-03-05,2914600.0
2019-02-12,2328400.0
2019-01-11,1762100.0
2018-12-10,2320400.0
2019-08-23,4951300.0
2018-11-08,2650300.0
2019-07-22,1987800.0
2019-06-20,3123900.0
2018-09-05,2404200.0
2019-04-17,3167100.0
2019-09-24,1432900.0
2019-12-20,1798000.0
2020-05-26,1247900.0
2019-04-30,1670500.0
2019-12-23,1744200.0
2020-03-11,1673500.0
2020-05-29,1562700.0
2019-12-26,1865800.0
2020-06-01,1791900.0
2019-05-02,2011700.0
2019-02-27,1955900.0
2018-11-23,2132100.0
2019-08-06,1803700.0
2018-07-18,2277000.0
2018-09-20,2719100.0
2018-10-22,2061200.0
2019-07-05,1620400.0
2019-06-03,1876000.0
2019-10-09,1313100.0
2019-10-11,2680200.0
2020-03-17,1385400.0
2020-06-04,2147900.0
2019-10-14,1992100.0
2020-03-20,1206200.0
2018-11-06,1956400.0
2019-06-18,2321800.0
2019-05-17,1423200.0
2019-04-15,1825700.0
2019-03-14,1675000.0
2019-01-09,1491000.0
2018-08-02,1212600.0
2018-10-05,1618600.0
2019-08-21,862900.0
2019-10-17,1101600.0
2020-03-23,2458900.0
2020-06-10,1110500.0
2019-02-25,1164900.0
2020-01-07,2331700.0
2020-03-26,1996400.0
2019-10-23,3089400.0
