Dates,CPRT
2018-06-20,59.04999923706055
2018-06-21,59.2400016784668
2018-06-25,59.7400016784668
2018-06-22,57.790000915527344
2018-06-26,55.779998779296875
2018-06-27,55.130001068115234
2018-06-28,54.630001068115234
2018-06-29,55.779998779296875
2018-07-02,55.70000076293945
2018-07-03,56.84000015258789
2018-07-05,56.13999938964844
2018-07-16,57.029998779296875
2018-09-18,58.09000015258789
2019-01-24,58.369998931884766
2019-09-05,56.93000030517578
2018-11-21,58.5099983215332
2020-01-13,58.7599983215332
2020-04-01,58.31999969482422
2020-06-19,57.849998474121094
2019-10-29,58.4900016784668
2020-01-16,58.97999954223633
2020-06-22,58.959999084472656
2018-10-03,58.06999969482422
2018-07-31,57.060001373291016
2019-03-12,56.779998779296875
2019-02-08,57.72999954223633
2019-01-07,56.68000030517578
2018-12-06,55.86000061035156
2019-08-19,56.310001373291016
2019-07-18,55.880001068115234
2019-05-15,57.34000015258789
2019-09-20,56.720001220703125
2019-11-01,57.36000061035156
2020-04-07,58.470001220703125
2020-06-25,59.040000915527344
2020-06-16,59.40999984741211
2019-11-04,59.650001525878906
2020-01-22,59.2599983215332
2019-11-07,59.099998474121094
2020-04-13,58.79999923706055
2019-07-01,60.04999923706055
2019-05-30,60.18000030517578
2018-08-15,60.9900016784668
2018-10-18,61.709999084472656
2019-03-27,62.2599983215332
2019-01-22,62.77000045776367
2018-12-21,62.41999816894531
2019-09-03,62.86000061035156
2018-11-19,63.79999923706055
2019-08-02,64.0199966430664
2020-01-28,64.05999755859375
2020-04-16,64.12000274658203
2019-11-13,64.36000061035156
2020-01-31,63.7400016784668
2018-12-04,64.4800033569336
2018-11-02,65.05999755859375
2019-07-16,65.81999969482422
2018-08-30,65.7300033569336
2018-10-01,65.47000122070312
2019-06-14,65.93000030517578
2019-05-13,64.6500015258789
2019-04-11,63.560001373291016
2019-02-06,63.68000030517578
2019-09-18,50.06999969482422
2020-02-03,55.70000076293945
2020-04-22,52.369998931884766
2019-11-19,50.95000076293945
2020-02-06,50.880001068115234
2019-11-22,50.63999938964844
2019-03-25,50.970001220703125
2019-02-21,51.18000030517578
2018-12-19,50.97999954223633
2018-07-12,50.95000076293945
2018-09-14,51.130001068115234
2018-08-13,51.22999954223633
2018-10-16,51.400001525878906
2019-07-31,50.65999984741211
2019-05-28,50.720001220703125
2019-04-26,49.880001068115234
2020-04-28,48.849998474121094
2019-11-25,49.459999084472656
2020-02-12,49.900001525878906
2020-05-01,50.18000030517578
2020-05-04,50.18000030517578
2019-06-12,49.459999084472656
2019-04-09,48.95000076293945
2019-03-08,49.34000015258789
2019-02-04,48.720001220703125
2018-07-27,46.279998779296875
2018-08-28,46.400001525878906
2019-01-03,46.599998474121094
2019-08-15,46.40999984741211
2018-10-31,46.90999984741211
2019-09-16,48.47999954223633
2020-02-18,48.79999923706055
2020-05-07,49.81999969482422
2018-08-17,49.310001373291016
2019-12-04,49.900001525878906
2020-02-21,49.720001220703125
2018-12-17,50.13999938964844
2019-08-30,49.560001373291016
2018-11-15,49.18000030517578
2019-07-29,48.349998474121094
2019-06-27,49.130001068115234
2019-04-24,49.0099983215332
