Dates,CPRT
2018-06-20,60.400001525878906
2018-06-21,60.43000030517578
2018-06-25,60.29999923706055
2018-06-22,60.0099983215332
2018-06-26,57.75
2018-06-27,56.560001373291016
2018-06-28,56.08000183105469
2018-06-29,57.040000915527344
2018-07-02,56.880001068115234
2018-07-03,57.79999923706055
2018-07-05,57.790000915527344
2018-07-16,58.2599983215332
2018-09-18,58.81999969482422
2019-01-24,59.5
2019-09-05,58.61000061035156
2018-11-21,59.150001525878906
2020-01-13,59.52000045776367
2020-04-01,59.65999984741211
2020-06-19,59.290000915527344
2019-10-29,59.38999938964844
2020-01-16,59.459999084472656
2020-06-22,59.36000061035156
2018-10-03,59.029998779296875
2018-07-31,58.720001220703125
2019-03-12,58.400001525878906
2019-02-08,58.709999084472656
2019-01-07,58.45000076293945
2018-12-06,56.91999816894531
2019-08-19,57.61000061035156
2019-07-18,57.79999923706055
2019-05-15,57.95000076293945
2019-09-20,57.83000183105469
2019-11-01,58.58000183105469
2020-04-07,59.369998931884766
2020-06-25,59.68000030517578
2020-06-16,60.31999969482422
2019-11-04,60.720001220703125
2020-01-22,60.619998931884766
2019-11-07,59.84000015258789
2020-04-13,60.13999938964844
2019-07-01,60.93000030517578
2019-05-30,61.099998474121094
2018-08-15,62.220001220703125
2018-10-18,62.7599983215332
2019-03-27,63.25
2019-01-22,63.290000915527344
2018-12-21,63.5
2019-09-03,64.12000274658203
2018-11-19,64.61000061035156
2019-08-02,64.77999877929688
2020-01-28,64.76000213623047
2020-04-16,64.54000091552734
2019-11-13,65.05999755859375
2020-01-31,64.79000091552734
2018-12-04,65.5
2018-11-02,65.7699966430664
2019-07-16,66.37000274658203
2018-08-30,66.4800033569336
2018-10-01,66.69999694824219
2019-06-14,67.08000183105469
2019-05-13,66.7699966430664
2019-04-11,65.19999694824219
2019-02-06,64.26000213623047
2019-09-18,56.900001525878906
2020-02-03,58.209999084472656
2020-04-22,55.939998626708984
2019-11-19,52.810001373291016
2020-02-06,51.849998474121094
2019-11-22,51.900001525878906
2019-03-25,51.970001220703125
2019-02-21,51.68000030517578
2018-12-19,52.83000183105469
2018-07-12,52.54999923706055
2018-09-14,53.220001220703125
2018-08-13,52.75
2018-10-16,52.47999954223633
2019-07-31,52.310001373291016
2019-05-28,51.5099983215332
2019-04-26,51.4900016784668
2020-04-28,50.33000183105469
2019-11-25,50.5099983215332
2020-02-12,50.709999084472656
2020-05-01,51.16999816894531
2020-05-04,51.119998931884766
2019-06-12,50.900001525878906
2019-04-09,50.22999954223633
2019-03-08,50.65999984741211
2019-02-04,50.060001373291016
2018-07-27,50.0
2018-08-28,48.61000061035156
2019-01-03,48.16999816894531
2019-08-15,48.40999984741211
2018-10-31,48.54999923706055
2019-09-16,49.45000076293945
2020-02-18,50.2400016784668
2020-05-07,50.939998626708984
2018-08-17,50.5
2019-12-04,51.02000045776367
2020-02-21,50.95000076293945
2018-12-17,50.95000076293945
2019-08-30,50.599998474121094
2018-11-15,50.349998474121094
2019-07-29,49.9900016784668
2019-06-27,50.400001525878906
2019-04-24,50.83000183105469
2018-07-10,51.22999954223633
2018-09-12,51.0
2019-02-19,48.380001068115234
2019-01-18,50.58000183105469
2020-02-24,49.83000183105469
2020-05-13,50.470001220703125
2019-12-10,50.209999084472656
2020-02-27,51.75
2019-12-13,52.040000915527344
2020-05-19,52.189998626708984
2019-03-06,52.18000030517578
2018-11-30,51.06999969482422
2019-08-13,49.220001220703125
2019-07-12,49.61000061035156
2019-06-10,48.689998626708984
2019-05-09,49.220001220703125
2018-07-25,50.15999984741211
2018-09-27,49.72999954223633
2018-10-29,49.380001068115234
2019-10-16,48.529998779296875
2019-12-16,47.72999954223633
2020-03-04,48.72999954223633
2020-05-22,47.56999969482422
2019-10-01,47.779998779296875
2019-12-19,46.439998626708984
2018-09-10,47.47999954223633
2019-05-24,48.0099983215332
2018-08-09,48.349998474121094
2019-04-22,48.0
2019-03-21,47.959999084472656
2019-01-16,47.7599983215332
2019-08-28,48.70000076293945
2018-11-13,49.310001373291016
2018-10-12,49.68000030517578
2019-06-25,50.709999084472656
2020-03-10,50.63999938964844
2020-05-28,50.84000015258789
2019-10-07,50.68000030517578
2020-03-13,50.20000076293945
2019-10-10,49.54999923706055
2020-03-16,49.97999954223633
2020-06-03,50.45000076293945
2018-11-28,50.369998931884766
2018-09-25,49.90999984741211
2018-07-23,49.7400016784668
2018-08-24,50.369998931884766
2019-07-10,50.0099983215332
2019-05-07,49.939998626708984
2019-04-05,50.31999969482422
2019-03-04,50.7400016784668
2019-01-31,50.9900016784668
2019-09-12,51.650001525878906
2019-12-31,51.93000030517578
2020-03-19,51.9900016784668
2020-01-03,51.849998474121094
2020-06-09,51.7400016784668
2019-02-15,52.27000045776367
2019-01-14,53.31999969482422
2018-07-06,53.70000076293945
2018-08-07,54.119998931884766
2018-10-10,54.290000915527344
2018-12-13,54.06999969482422
