Dates,NFLX
2007-12-31,3.7014286518096924
2008-01-02,3.6628570556640625
2008-01-04,3.664285659790039
2008-01-07,3.4785714149475098
2008-01-03,3.385714292526245
2008-01-08,3.247142791748047
2008-01-09,3.0971429347991943
2008-01-10,3.1814286708831787
2008-01-11,3.344285726547241
2008-01-14,3.247142791748047
2008-01-15,2.958571434020996
2008-03-14,3.0
2008-06-18,3.0871429443359375
2009-01-28,3.078571319580078
2008-04-15,2.9071428775787354
2008-11-25,3.0
2009-04-02,3.067142963409424
2008-10-07,3.0171427726745605
2008-01-25,3.0799999237060547
2008-02-26,3.240000009536743
2008-04-30,3.221428632736206
2008-09-05,3.158571481704712
2008-08-04,3.509999990463257
2008-07-03,3.6128571033477783
2009-03-16,3.544285774230957
2009-02-12,3.627142906188965
2008-12-10,3.658571481704712
2009-04-08,3.718571424484253
2008-03-12,3.819999933242798
2008-10-22,3.787142753601074
2008-08-19,3.809999942779541
2008-07-18,3.7614285945892334
2008-06-16,3.7228572368621826
2009-02-27,3.682857036590576
2008-05-15,3.7514286041259766
2009-01-26,3.9042856693267822
2009-03-31,3.9100000858306885
2009-04-14,3.9571428298950195
2009-04-17,3.9728572368621826
2009-04-20,4.285714149475098
2008-07-01,4.5
2008-05-30,4.302856922149658
2009-02-10,4.377142906188965
2009-01-09,4.331428527832031
2008-01-23,4.484285831451416
2008-03-27,4.374285697937012
2008-04-28,4.307142734527588
2008-12-08,4.5
2008-11-06,4.607142925262451
2008-09-03,4.735714435577393
2009-04-23,4.650000095367432
2008-09-18,4.694285869598389
2008-07-16,4.6185712814331055
2009-02-25,4.7828569412231445
2008-03-10,4.945714473724365
2008-02-07,5.108571529388428
2008-04-11,5.262856960296631
2008-05-13,5.265714168548584
2008-12-23,5.185714244842529
2008-11-21,5.019999980926514
2008-10-20,5.041428565979004
2009-04-29,4.840000152587891
2009-05-05,4.914285659790039
2008-11-04,5.105714321136475
2008-10-03,5.107142925262451
2008-07-31,5.1314287185668945
2008-03-25,5.034285545349121
2008-02-22,5.0585713386535645
2009-03-12,5.1471428871154785
2008-05-28,5.1185712814331055
2009-01-07,5.015714168548584
2009-04-13,5.064285755157471
2009-05-15,5.079999923706055
2009-05-08,5.2171430587768555
2008-06-12,5.485714435577393
2009-02-23,5.4728569984436035
2009-01-22,5.508571624755859
2008-11-19,4.2071428298950195
2008-09-16,4.242856979370117
