Dates,KIM
2018-06-20,4167600.0
2018-06-21,7963000.0
2018-06-25,8643900.0
2018-06-22,5745900.0
2018-06-26,3287900.0
2018-06-27,4720300.0
2018-06-28,3908100.0
2018-06-29,5025100.0
2018-07-02,4543200.0
2018-07-03,2956500.0
2018-07-05,3780600.0
2018-07-16,2720700.0
2018-09-18,3455100.0
2019-01-24,3056200.0
2019-09-05,3177300.0
2018-11-21,3765600.0
2020-01-13,2347400.0
2020-04-01,2325200.0
2020-06-19,4523000.0
2019-10-29,3377200.0
2020-01-16,2558300.0
2020-06-22,3036800.0
2018-10-03,2291100.0
2018-07-31,3264400.0
2019-03-12,3771800.0
2019-02-08,6420500.0
2019-01-07,4483700.0
2018-12-06,3435500.0
2019-08-19,5411200.0
2019-07-18,4035300.0
2019-05-15,2754400.0
2019-09-20,2382900.0
2019-11-01,5007300.0
2020-04-07,4071500.0
2020-06-25,3120600.0
2020-06-16,3673100.0
2019-11-04,4047900.0
2020-01-22,2371900.0
2019-11-07,3030700.0
2020-04-13,3894500.0
2019-07-01,3478900.0
2019-05-30,3023700.0
2018-08-15,4293800.0
2018-10-18,2641600.0
2019-03-27,2210900.0
2019-01-22,1826200.0
2018-12-21,1464300.0
2019-09-03,2091700.0
2018-11-19,3073100.0
2019-08-02,1666900.0
2020-01-28,2103100.0
2020-04-16,2464500.0
2019-11-13,2499700.0
2020-01-31,7527700.0
2018-12-04,3938700.0
2018-11-02,3905200.0
2019-07-16,2611100.0
2018-08-30,2926700.0
2018-10-01,3195000.0
2019-06-14,3270700.0
2019-05-13,2526800.0
2019-04-11,2941100.0
2019-02-06,2750800.0
2019-09-18,2508000.0
2020-02-03,2375700.0
2020-04-22,3990700.0
2019-11-19,2085300.0
2020-02-06,2514300.0
2019-11-22,2438300.0
2019-03-25,2065400.0
2019-02-21,3548500.0
2018-12-19,3063800.0
2018-07-12,2675000.0
2018-09-14,3386600.0
2018-08-13,2806100.0
2018-10-16,2798300.0
2019-07-31,6317500.0
2019-05-28,5538300.0
2019-04-26,6271100.0
2020-04-28,8313400.0
2019-11-25,5440000.0
2020-02-12,5492800.0
2020-05-01,4072900.0
2020-05-04,3547900.0
2019-06-12,3517500.0
2019-04-09,2989000.0
2019-03-08,4599200.0
2019-02-04,4841100.0
2018-07-27,3804300.0
2018-08-28,6130400.0
2019-01-03,4918500.0
2019-08-15,3806400.0
2018-10-31,5317600.0
2019-09-16,4888400.0
2020-02-18,5157800.0
2020-05-07,3351400.0
2018-08-17,3302200.0
2019-12-04,2207900.0
2020-02-21,2480900.0
2018-12-17,2188200.0
2019-08-30,1795000.0
2018-11-15,3280000.0
2019-07-29,2463100.0
2019-06-27,2934400.0
2019-04-24,3498500.0
2018-07-10,2911200.0
2018-09-12,3142000.0
2019-02-19,3492000.0
2019-01-18,2923300.0
2020-02-24,1320000.0
2020-05-13,2815900.0
2019-12-10,4242100.0
2020-02-27,3871800.0
2019-12-13,5065900.0
2020-05-19,4602600.0
2019-03-06,4186900.0
2018-11-30,7933000.0
2019-08-13,7597600.0
2019-07-12,6396500.0
2019-06-10,3642100.0
2019-05-09,4496400.0
2018-07-25,4329600.0
2018-09-27,3354800.0
2018-10-29,2853200.0
2019-10-16,5819400.0
2019-12-16,3962300.0
2020-03-04,4194700.0
2020-05-22,4018800.0
2019-10-01,6070200.0
2019-12-19,4348700.0
2018-09-10,4230700.0
2019-05-24,3689700.0
2018-08-09,3388600.0
2019-04-22,3098300.0
2019-03-21,4422700.0
2019-01-16,4263800.0
2019-08-28,2705400.0
2018-11-13,3955400.0
2018-10-12,3840600.0
2019-06-25,4057500.0
2020-03-10,3354700.0
2020-05-28,3156200.0
2019-10-07,3047600.0
2020-03-13,4962600.0
2019-10-10,4899000.0
2020-03-16,5867400.0
2020-06-03,6616000.0
2018-11-28,3614300.0
2018-09-25,4040500.0
2018-07-23,1939100.0
