Dates,KIM
2018-06-20,14.711094856262207
2018-06-21,15.137378692626953
2018-06-25,15.572361946105957
2018-06-22,15.276573181152344
2018-06-26,15.180877685546875
2018-06-27,14.919886589050293
2018-06-28,14.850290298461914
2018-06-29,14.780694961547852
2018-07-02,14.435720443725586
2018-07-03,14.736465454101562
2018-07-05,14.895682334899902
2018-07-16,14.957599639892578
2018-09-18,14.833765983581543
2019-01-24,14.789535522460938
2019-09-05,14.533020973205566
2018-11-21,14.630319595336914
2020-01-13,14.630319595336914
2020-04-01,14.594938278198242
2020-06-19,14.692238807678223
2019-10-29,14.665702819824219
2020-01-16,14.895682334899902
2020-06-22,14.727619171142578
2018-10-03,14.869145393371582
2018-07-31,14.74531078338623
2019-03-12,14.771848678588867
2019-02-08,14.74531078338623
2019-01-07,14.17035961151123
2018-12-06,14.44456672668457
2019-08-19,14.763002395629883
2019-07-18,14.736465454101562
2019-05-15,14.798384666442871
2019-09-20,15.11681842803955
2019-11-01,14.824919700622559
2020-04-07,14.559556007385254
2020-06-25,14.577247619628906
2020-06-16,14.541865348815918
2019-11-04,14.391495704650879
2020-01-22,14.249968528747559
2019-11-07,14.506484985351562
2020-04-13,14.763002395629883
2019-07-01,14.860300064086914
2019-05-30,15.028366088867188
2018-08-15,15.24949836730957
2018-10-18,15.090278625488281
2019-03-27,15.04605484008789
2019-01-22,15.072592735290527
2018-12-21,15.152198791503906
2019-09-03,15.037209510803223
2018-11-19,15.27603530883789
2019-08-02,15.222962379455566
2020-01-28,15.054901123046875
2020-04-16,15.134510040283203
2019-11-13,15.001829147338867
2020-01-31,15.231810569763184
2018-12-04,15.461790084838867
2018-11-02,15.45294189453125
2019-07-16,15.38217830657959
2018-08-30,15.240653038024902
2018-10-01,15.1079740524292
2019-06-14,15.11681842803955
2019-05-13,14.763002395629883
2019-04-11,15.010672569274902
2019-02-06,15.019516944885254
2019-09-18,14.709928512573242
2020-02-03,14.860300064086914
2020-04-22,14.886838912963867
2019-11-19,14.541865348815918
2020-02-06,14.67454719543457
2019-11-22,14.524175643920898
2019-03-25,14.541865348815918
2019-02-21,14.807229042053223
2018-12-19,14.681285858154297
2018-07-12,14.555344581604004
2018-09-14,14.249482154846191
2018-08-13,14.159523963928223
2018-10-16,14.285467147827148
2019-07-31,14.456389427185059
2019-05-28,14.18651294708252
2019-04-26,13.925630569458008
2020-04-28,13.493828773498535
2019-11-25,13.322907447814941
2020-02-12,13.484833717346191
2020-05-01,13.619771957397461
2020-05-04,13.68274211883545
2019-06-12,13.619771957397461
2019-04-09,13.610774993896484
2019-03-08,13.41286563873291
2019-02-04,13.502824783325195
2018-07-27,13.421862602233887
2018-08-28,14.258479118347168
2019-01-03,13.997598648071289
2019-08-15,14.321450233459473
2018-10-31,14.67228889465332
2019-09-16,14.474380493164062
2020-02-18,14.267474174499512
2020-05-07,14.069565773010254
2018-08-17,14.276471138000488
2019-12-04,14.402413368225098
2020-02-21,14.582329750061035
2018-12-17,14.65429973602295
2019-08-30,14.645302772521973
2018-11-15,14.50136947631836
2019-07-29,14.528355598449707
2019-06-27,14.22249698638916
2019-04-24,13.988603591918945
2018-07-10,14.132536888122559
2018-09-12,13.979605674743652
2019-02-19,13.880651473999023
2019-01-18,13.952619552612305
2020-02-24,13.880651473999023
2020-05-13,14.015589714050293
2019-12-10,14.087557792663574
2020-02-27,14.330446243286133
2019-12-13,14.330446243286133
2020-05-19,14.708273887634277
2019-03-06,14.942166328430176
2018-11-30,14.582329750061035
2019-08-13,15.355978012084961
2019-07-12,15.230032920837402
2019-06-10,15.095096588134766
2019-05-09,15.059112548828125
2018-07-25,14.645302772521973
2018-09-27,14.708273887634277
2018-10-29,14.798233032226562
2019-10-16,13.934627532958984
2019-12-16,13.934627532958984
2020-03-04,13.529812812805176
2020-05-22,13.268932342529297
2019-10-01,13.241945266723633
2019-12-19,12.873114585876465
2018-09-10,13.511820793151855
2019-05-24,13.529812812805176
2018-08-09,13.493828773498535
2019-04-22,13.429659843444824
2019-03-21,13.365490913391113
2019-01-16,13.337990760803223
2019-08-28,13.58549976348877
2018-11-13,14.062183380126953
2018-10-12,14.355527877807617
2019-06-25,14.428863525390625
2020-03-10,14.483864784240723
2020-05-28,14.548033714294434
2019-10-07,14.557201385498047
2020-03-13,14.813878059387207
2019-10-10,14.97888469696045
2020-03-16,15.180557250976562
2020-06-03,15.171390533447266
2018-11-28,15.079721450805664
2018-09-25,14.923881530761719
2018-07-23,15.033885955810547
2018-08-24,15.308897972106934
2019-07-10,15.602239608764648
2019-05-07,15.803913116455078
2019-04-05,15.895584106445312
2019-03-04,15.593072891235352
2019-01-31,15.730578422546387
2019-09-12,15.831414222717285
2019-12-31,15.9780855178833
2020-03-19,15.9322509765625
2020-01-03,16.152259826660156
2020-06-09,16.344768524169922
2019-02-15,16.326435089111328
