Dates,KIM
2018-06-20,16.450000762939453
2018-06-21,16.760000228881836
2018-06-25,17.190000534057617
2018-06-22,17.43000030517578
2018-06-26,17.420000076293945
2018-06-27,17.110000610351562
2018-06-28,16.920000076293945
2018-06-29,16.90999984741211
2018-07-02,16.149999618530273
2018-07-03,16.229999542236328
2018-07-05,16.489999771118164
2018-07-16,16.81999969482422
2018-09-18,16.670000076293945
2019-01-24,16.559999465942383
2019-09-05,16.420000076293945
2018-11-21,16.309999465942383
2020-01-13,16.5
2020-04-01,16.25
2020-06-19,16.559999465942383
2019-10-29,16.360000610351562
2020-01-16,16.329999923706055
2020-06-22,16.559999465942383
2018-10-03,16.520000457763672
2018-07-31,16.65999984741211
2019-03-12,16.559999465942383
2019-02-08,16.610000610351562
2019-01-07,15.949999809265137
2018-12-06,15.970000267028809
2019-08-19,16.25
2019-07-18,16.3799991607666
2019-05-15,16.59000015258789
2019-09-20,16.760000228881836
2019-11-01,16.700000762939453
2020-04-07,16.34000015258789
2020-06-25,16.350000381469727
2020-06-16,16.309999465942383
2019-11-04,16.190000534057617
2020-01-22,16.010000228881836
2019-11-07,16.149999618530273
2020-04-13,16.350000381469727
2019-07-01,16.639999389648438
2019-05-30,16.760000228881836
2018-08-15,17.010000228881836
2018-10-18,16.950000762939453
2019-03-27,16.920000076293945
2019-01-22,16.93000030517578
2018-12-21,16.950000762939453
2019-09-03,16.90999984741211
2018-11-19,16.950000762939453
2019-08-02,17.1299991607666
2020-01-28,16.989999771118164
2020-04-16,16.940000534057617
2019-11-13,16.899999618530273
2020-01-31,16.780000686645508
2018-12-04,17.239999771118164
2018-11-02,17.31999969482422
2019-07-16,17.329999923706055
2018-08-30,17.15999984741211
2018-10-01,17.059999465942383
2019-06-14,17.020000457763672
2019-05-13,16.559999465942383
2019-04-11,16.610000610351562
2019-02-06,16.84000015258789
2019-09-18,16.559999465942383
2020-02-03,16.469999313354492
2020-04-22,16.809999465942383
2019-11-19,16.360000610351562
2020-02-06,16.440000534057617
2019-11-22,16.40999984741211
2019-03-25,16.40999984741211
2019-02-21,16.399999618530273
2018-12-19,16.309999465942383
2018-07-12,16.1299991607666
2018-09-14,15.75
2018-08-13,15.529999732971191
2018-10-16,15.699999809265137
2019-07-31,15.920000076293945
2019-05-28,15.65999984741211
2019-04-26,15.470000267028809
2020-04-28,15.0
2019-11-25,14.779999732971191
2020-02-12,14.789999961853027
2020-05-01,14.829999923706055
2020-05-04,15.039999961853027
2019-06-12,15.069999694824219
2019-04-09,15.069999694824219
2019-03-08,14.899999618530273
2019-02-04,14.680000305175781
2018-07-27,14.899999618530273
2018-08-28,14.979999542236328
2019-01-03,15.460000038146973
2019-08-15,15.640000343322754
2018-10-31,15.949999809265137
2019-09-16,16.010000228881836
2020-02-18,15.779999732971191
2020-05-07,15.3100004196167
2018-08-17,15.649999618530273
2019-12-04,15.779999732971191
2020-02-21,15.989999771118164
2018-12-17,15.989999771118164
2019-08-30,16.190000534057617
2018-11-15,16.100000381469727
2019-07-29,15.989999771118164
2019-06-27,15.770000457763672
2019-04-24,15.359999656677246
2018-07-10,15.5
2018-09-12,15.5
2019-02-19,15.34000015258789
2019-01-18,15.369999885559082
2020-02-24,15.329999923706055
2020-05-13,15.390000343322754
2019-12-10,15.569999694824219
2020-02-27,15.5600004196167
2019-12-13,15.729999542236328
2020-05-19,15.9399995803833
2019-03-06,16.219999313354492
2018-11-30,16.200000762939453
2019-08-13,16.020000457763672
2019-07-12,16.790000915527344
2019-06-10,16.559999465942383
2019-05-09,16.729999542236328
2018-07-25,16.280000686645508
2018-09-27,16.25
2018-10-29,16.260000228881836
2019-10-16,15.40999984741211
2019-12-16,15.359999656677246
2020-03-04,14.960000038146973
2020-05-22,14.539999961853027
2019-10-01,14.65999984741211
2019-12-19,14.3100004196167
2018-09-10,14.289999961853027
2019-05-24,14.520000457763672
2018-08-09,14.800000190734863
2019-04-22,14.380000114440918
2019-03-21,14.319999694824219
2019-01-16,14.520000457763672
2019-08-28,14.59000015258789
2018-11-13,14.859999656677246
2018-10-12,15.380000114440918
2019-06-25,15.529999732971191
2020-03-10,15.609999656677246
2020-05-28,15.6899995803833
2019-10-07,15.770000457763672
2020-03-13,15.859999656677246
2019-10-10,16.059999465942383
2020-03-16,16.239999771118164
2020-06-03,16.43000030517578
2018-11-28,16.299999237060547
2018-09-25,16.209999084472656
2018-07-23,16.219999313354492
2018-08-24,16.450000762939453
2019-07-10,16.559999465942383
2019-05-07,17.010000228881836
2019-04-05,17.219999313354492
2019-03-04,16.6299991607666
2019-01-31,16.829999923706055
2019-09-12,16.90999984741211
2019-12-31,17.049999237060547
2020-03-19,17.299999237060547
2020-01-03,17.200000762939453
2020-06-09,17.520000457763672
2019-02-15,17.729999542236328
2019-01-14,17.65999984741211
2018-07-06,17.56999969482422
2018-08-07,17.639999389648438
2018-10-10,17.649999618530273
2018-12-13,17.639999389648438
2019-08-26,17.34000015258789
2019-07-25,17.290000915527344
2019-05-22,17.600000381469727
2019-03-19,17.610000610351562
